userId,anonymousId,messageId,originalTimestamp,userAgent,page.path,page.referrer,page.search,page.title,page.url,button_name,url,sponsored_listing,business_id,name,category,path,referrer,search,title,category_properties,name_properties,userAgentData.brands,userAgentData.mobile,userAgentData.platform,location,traits,search_text,address,other_category,city,description,display_email,business_name,main_category,parish,phone,sub_category,website,email,input_value,input_num,input_name,event_type
,3e5e44a5-f8b2-4bd3-af00-b15eb5e28150,ajs-next-1758561265068-94b1a541-0d96-4b38-8f3b-5c216815cac6,2025-09-22 17:14:25.068000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",/,https://coloradocatholicbusinessdirectory.com/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,search,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,button_click
,3e5e44a5-f8b2-4bd3-af00-b15eb5e28150,ajs-next-1758561265377-a5410d96-eb38-4f3b-9c21-6815cac63e53,2025-09-22 17:14:25.377000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",/,https://coloradocatholicbusinessdirectory.com/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,,Health & Wellness,,,,,,,Doctor ,,,,,,,,,,,,,,,,search
1758312173588x895819358343598700,0f1faa34-7684-4a53-8933-0a6fcb3e7a33,ajs-next-1758562924941-1168ff43-6ae9-4dcb-8796-adabc2bf7480,2025-09-22 17:42:04.941000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0",/business_profile/bankers-life-,https://coloradocatholicbusinessdirectory.com/,,Bankers Life | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/bankers-life-,,https://coloradocatholicbusinessdirectory.com/business_profile/bankers-life-,,1758312173588x895819358343598700,business_profile,profile,/business_profile/bankers-life-,https://coloradocatholicbusinessdirectory.com/,,Bankers Life | Colorado Catholic Business Directory,profile,business_profile,"[{'brand': 'Chromium', 'version': '140'}, {'brand': 'Not=A?Brand', 'version': '24'}, {'brand': 'Microsoft Edge', 'version': '140'}]",False,Windows,,,,,,,,,,,,,,,,,,,page
,3e5e44a5-f8b2-4bd3-af00-b15eb5e28150,ajs-next-1758561286448-39838625-1aa7-4fca-b0f5-499209d86d1e,2025-09-22 17:14:46.448000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",/business_profile/homestead-direct-primary-care-1749057953945x756346430245684600,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/homestead-direct-primary-care-1749057953945x756346430245684600,,https://coloradocatholicbusinessdirectory.com/business_profile/homestead-direct-primary-care-1749057953945x756346430245684600,,1749057953945x756346430245684600,business_profile,profile,/business_profile/homestead-direct-primary-care-1749057953945x756346430245684600,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,profile,business_profile,,,,,,,,,,,,,,,,,,,,,,page
,3e5e44a5-f8b2-4bd3-af00-b15eb5e28150,ajs-next-1758561266804-d650689d-75b4-48ae-860a-c35bc0f49af5,2025-09-22 17:14:26.804000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=Doctor%20&category=Health%20%26%20Wellness,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Doctor%20&category=Health%20%26%20Wellness,,https://coloradocatholicbusinessdirectory.com/search?query=Doctor%20&category=Health%20%26%20Wellness,,,search,search,/search,https://coloradocatholicbusinessdirectory.com/,?query=Doctor%20&category=Health%20%26%20Wellness,Search | Colorado Catholic Business Directory,search,search,,,,,,,,,,,,,,,,,,,,,,page
,3e5e44a5-f8b2-4bd3-af00-b15eb5e28150,ajs-next-1758561231789-bdbd94b1-a541-4d96-ab38-4f3b5c216815,2025-09-22 17:13:51.789000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",/,https://coloradocatholicbusinessdirectory.com/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,true,"1744579851707x640487742075829500, 1744335958024x226211831616957250, 1743547621069x279645472884266780, 1750436264420x989591292213482400, 1753374338412x209529915103450200, 1752717497153x537286585580736960, 1753982403438x535213824960417500, 1743549178851x847080663521240200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,impression
1758312173588x895819358343598700,0f1faa34-7684-4a53-8933-0a6fcb3e7a33,ajs-next-1758562919914-bf786087-7952-4a9c-9226-be7d8a40e29c,2025-09-22 17:41:59.914000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0",/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,save,,,1758312173588x895819358343598700,,,,,,,,,"[{'brand': 'Chromium', 'version': '140'}, {'brand': 'Not=A?Brand', 'version': '24'}, {'brand': 'Microsoft Edge', 'version': '140'}]",False,Windows,,,,,,,,,,,,,,,,,,,button_click
,3e5e44a5-f8b2-4bd3-af00-b15eb5e28150,ajs-next-1758561267132-689d75b4-88ae-460a-835b-c0f49af541ec,2025-09-22 17:14:27.132000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=Doctor%20&category=Health%20%26%20Wellness,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Doctor%20&category=Health%20%26%20Wellness,,,true,,,,,,,,,,,,,sidebar,,,,,,,,,,,,,,,,,,impression
1758312173588x895819358343598700,0f1faa34-7684-4a53-8933-0a6fcb3e7a33,ajs-next-1758562949475-ff436ae9-bdcb-4796-adab-c2bf74809672,2025-09-22 17:42:29.475000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0",/business_profile/bankers-life-,https://coloradocatholicbusinessdirectory.com/,,Bankers Life | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/bankers-life-,visit_website,,,1758312173588x895819358343598700,,,,,,,,,"[{'brand': 'Chromium', 'version': '140'}, {'brand': 'Not=A?Brand', 'version': '24'}, {'brand': 'Microsoft Edge', 'version': '140'}]",False,Windows,,,,,,,,,,,,,,,,,,,button_click
1758312173588x895819358343598700,0f1faa34-7684-4a53-8933-0a6fcb3e7a33,ajs-next-1758562905058-63eca9aa-e659-4b24-b0c1-25ac4d5d07bc,2025-09-22 17:41:45.058000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0",/,https://www.bing.com/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,,,,"[{'brand': 'Chromium', 'version': '140'}, {'brand': 'Not=A?Brand', 'version': '24'}, {'brand': 'Microsoft Edge', 'version': '140'}]",False,Windows,,"{'business_id': '1758312173588x895819358343598700', 'email': 'cecilia.jennings@bankerslife.com', 'is_logged_in': True}",,,,,,,,,,,,,,,,,identify
1758312173588x895819358343598700,0f1faa34-7684-4a53-8933-0a6fcb3e7a33,ajs-next-1758562905339-e6590b24-30c1-45ac-8d5d-07bc4c6b21b9,2025-09-22 17:41:45.339000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0",/,https://www.bing.com/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,true,"1744579851707x640487742075829500, 1744335958024x226211831616957250, 1743547621069x279645472884266780, 1750436264420x989591292213482400, 1753374338412x209529915103450200, 1752717497153x537286585580736960, 1753982403438x535213824960417500, 1743549178851x847080663521240200",,,,,,,,,"[{'brand': 'Chromium', 'version': '140'}, {'brand': 'Not=A?Brand', 'version': '24'}, {'brand': 'Microsoft Edge', 'version': '140'}]",False,Windows,,,,,,,,,,,,,,,,,,,impression
1758312173588x895819358343598700,0f1faa34-7684-4a53-8933-0a6fcb3e7a33,ajs-next-1758562905424-0b2430c1-25ac-4d5d-87bc-4c6b21b9aa25,2025-09-22 17:41:45.424000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0",/,https://www.bing.com/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,true,"1744579851707x640487742075829500, 1744335958024x226211831616957250, 1743547621069x279645472884266780, 1750436264420x989591292213482400, 1753374338412x209529915103450200, 1752717497153x537286585580736960, 1753982403438x535213824960417500, 1743549178851x847080663521240200",,,,,,,,,"[{'brand': 'Chromium', 'version': '140'}, {'brand': 'Not=A?Brand', 'version': '24'}, {'brand': 'Microsoft Edge', 'version': '140'}]",False,Windows,,,,,,,,,,,,,,,,,,,impression
1758312173588x895819358343598700,0f1faa34-7684-4a53-8933-0a6fcb3e7a33,ajs-next-1758562905063-a9aae659-0b24-40c1-a5ac-4d5d07bc4c6b,2025-09-22 17:41:45.063000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0",/,https://www.bing.com/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,https://coloradocatholicbusinessdirectory.com/,,,index,index,/,https://www.bing.com/,,Colorado Catholic Business Directory,index,index,"[{'brand': 'Chromium', 'version': '140'}, {'brand': 'Not=A?Brand', 'version': '24'}, {'brand': 'Microsoft Edge', 'version': '140'}]",False,Windows,,,,,,,,,,,,,,,,,,,page
,3e5e44a5-f8b2-4bd3-af00-b15eb5e28150,ajs-next-1758565588990-8b995844-d946-483b-959c-bb6b81dfbac9,2025-09-22 18:26:28.990000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",/business_profile/home-health-care-professionals-inc-1747594874125x270237571814453630,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/home-health-care-professionals-inc-1747594874125x270237571814453630,,https://coloradocatholicbusinessdirectory.com/business_profile/home-health-care-professionals-inc-1747594874125x270237571814453630,,1747594874125x270237571814453630,business_profile,profile,/business_profile/home-health-care-professionals-inc-1747594874125x270237571814453630,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,profile,business_profile,,,,,,,,,,,,,,,,,,,,,,page
,3e5e44a5-f8b2-4bd3-af00-b15eb5e28150,ajs-next-1758565601794-5844d946-783b-459c-bb6b-81dfbac9a66a,2025-09-22 18:26:41.794000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",/business_profile/home-health-care-professionals-inc-1747594874125x270237571814453630,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/home-health-care-professionals-inc-1747594874125x270237571814453630,visit_website,,,1747594874125x270237571814453630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,button_click
