userId,originalTimestamp,anonymousId,messageId,userAgent,page.path,page.referrer,page.search,page.title,page.url,userAgentData.brands,userAgentData.mobile,userAgentData.platform,button_name,business_id,location,sponsored_listing,search_text,category,name,path,referrer,search,title,url,category_properties,name_properties,traits,event_type
,2025-08-08 02:02:53.300000+00:00,164032ae-7646-4a31-812e-199b8d537eeb,ajs-next-1754618573300-eedee147-2e44-4919-b1ac-bcf2e5ef2433,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,"1743549178851x847080663521240200, 1744335958024x226211831616957250, 1743547621069x279645472884266780, 1750436264420x989591292213482400, 1753374338412x209529915103450200",,true,,,,,,,,,,,,impression
,2025-08-08 03:20:02.110000+00:00,60b5de93-b37c-4db0-a2b6-055fcc09dfb2,ajs-next-1754623202110-7560b5de-93b3-4c8d-b062-b6055fcc09df,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 CanvasFrame/1.20.6599.20957 Safari/537.36 FacebookCanvasDesktop FBAN/GamesWindowsDesktopApp FBAV/1.20.6599.20957",/,https://www.facebook.com/,?fbclid=IwZXh0bgNhZW0CMTEAAR757H_BMXe_w1M02_g7A4WhTlAMANfc4iWGcJOCJf30CsTLv7K5ltp_5h4H8Q_aem_031qg5RdnFcSqcnUsm9S_A,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/?fbclid=IwZXh0bgNhZW0CMTEAAR757H_BMXe_w1M02_g7A4WhTlAMANfc4iWGcJOCJf30CsTLv7K5ltp_5h4H8Q_aem_031qg5RdnFcSqcnUsm9S_A,"[{'brand': 'Not)A;Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '138'}, {'brand': 'Google Chrome', 'version': '138'}]",False,Linux,,,,,,index,index,/,https://www.facebook.com/,?fbclid=IwZXh0bgNhZW0CMTEAAR757H_BMXe_w1M02_g7A4WhTlAMANfc4iWGcJOCJf30CsTLv7K5ltp_5h4H8Q_aem_031qg5RdnFcSqcnUsm9S_A,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/?fbclid=IwZXh0bgNhZW0CMTEAAR757H_BMXe_w1M02_g7A4WhTlAMANfc4iWGcJOCJf30CsTLv7K5ltp_5h4H8Q_aem_031qg5RdnFcSqcnUsm9S_A,index,index,,page
,2025-08-08 04:01:27.358000+00:00,d4db1b63-e63b-4bda-9745-c6cbd0452c11,ajs-next-1754625687358-e63b6bda-9745-46cb-9045-2c11a9c4e7d1,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36",/,android-app://com.google.android.gm/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Not)A;Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '138'}, {'brand': 'Google Chrome', 'version': '138'}]",True,Android,,"1744335958024x226211831616957250, 1743547621069x279645472884266780, 1750436264420x989591292213482400, 1753374338412x209529915103450200, 1743549178851x847080663521240200",,true,,,,,,,,,,,,impression
,2025-08-08 03:20:03.630000+00:00,60b5de93-b37c-4db0-a2b6-055fcc09dfb2,ajs-next-1754623203630-b37c8db0-62b6-455f-8c09-dfb247cf04e5,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 CanvasFrame/1.20.6599.20957 Safari/537.36 FacebookCanvasDesktop FBAN/GamesWindowsDesktopApp FBAV/1.20.6599.20957",/,https://www.facebook.com/,?fbclid=IwZXh0bgNhZW0CMTEAAR757H_BMXe_w1M02_g7A4WhTlAMANfc4iWGcJOCJf30CsTLv7K5ltp_5h4H8Q_aem_031qg5RdnFcSqcnUsm9S_A,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/?fbclid=IwZXh0bgNhZW0CMTEAAR757H_BMXe_w1M02_g7A4WhTlAMANfc4iWGcJOCJf30CsTLv7K5ltp_5h4H8Q_aem_031qg5RdnFcSqcnUsm9S_A,"[{'brand': 'Not)A;Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '138'}, {'brand': 'Google Chrome', 'version': '138'}]",False,Linux,,"1744335958024x226211831616957250, 1743547621069x279645472884266780, 1750436264420x989591292213482400, 1753374338412x209529915103450200, 1743549178851x847080663521240200",,true,,,,,,,,,,,,impression
,2025-08-08 03:20:03.626000+00:00,60b5de93-b37c-4db0-a2b6-055fcc09dfb2,ajs-next-1754623203626-de93b37c-8db0-42b6-855f-cc09dfb247cf,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 CanvasFrame/1.20.6599.20957 Safari/537.36 FacebookCanvasDesktop FBAN/GamesWindowsDesktopApp FBAV/1.20.6599.20957",/,https://www.facebook.com/,?fbclid=IwZXh0bgNhZW0CMTEAAR757H_BMXe_w1M02_g7A4WhTlAMANfc4iWGcJOCJf30CsTLv7K5ltp_5h4H8Q_aem_031qg5RdnFcSqcnUsm9S_A,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/?fbclid=IwZXh0bgNhZW0CMTEAAR757H_BMXe_w1M02_g7A4WhTlAMANfc4iWGcJOCJf30CsTLv7K5ltp_5h4H8Q_aem_031qg5RdnFcSqcnUsm9S_A,"[{'brand': 'Not)A;Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '138'}, {'brand': 'Google Chrome', 'version': '138'}]",False,Linux,,"1744335958024x226211831616957250, 1743547621069x279645472884266780, 1750436264420x989591292213482400, 1753374338412x209529915103450200, 1743549178851x847080663521240200",,true,,,,,,,,,,,,impression
,2025-08-08 03:35:10.166000+00:00,62c843ad-3531-41d7-9c99-ba190f12f651,ajs-next-1754624110166-d062c843-ad35-4171-979c-99ba190f12f6,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.7103.88 Mobile Safari/537.36",/start,https://www.google.com/,?login=no,Login,https://coloradocatholicbusinessdirectory.com/start?login=no,"[{'brand': 'Chromium', 'version': '136'}, {'brand': 'Not:A-Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '136'}]",True,Android,,,,,,start,start,/start,https://www.google.com/,?login=no,Login,https://coloradocatholicbusinessdirectory.com/start?login=no,start,start,,page
,2025-08-08 03:47:09.178000+00:00,1f78e4ad-e4a4-4dce-83b1-fda84f4d719b,ajs-next-1754624829178-f11f78e4-ade4-448d-8ec3-b1fda84f4d71,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'HeadlessChrome', 'version': '117'}, {'brand': 'Not;A=Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '117'}]",False,Linux,,,,,,index,index,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,page
,2025-08-08 04:01:35.069000+00:00,a3d0379d-c869-410b-86a5-a3f65b8cebae,ajs-next-1754625695070-379dc869-010b-46a5-a3f6-5b8cebaeffb6,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36 (compatible; Google-Read-Aloud; +https://support.google.com/webmasters/answer/1061943)",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,[],False,,,"1743549178851x847080663521240200, 1744335958024x226211831616957250, 1743547621069x279645472884266780, 1750436264420x989591292213482400, 1753374338412x209529915103450200",,true,,,,,,,,,,,,impression
1743547621069x279645472884266780,2025-08-08 04:20:24.559000+00:00,a39b4369-f68e-4aa7-9f18-d67d6bfe76d3,ajs-next-1754626824559-fb51cff7-a33d-45fc-b904-11f836acf2ec,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Not;A=Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '139'}, {'brand': 'Chromium', 'version': '139'}]",False,macOS,,"1744335958024x226211831616957250, 1743547621069x279645472884266780, 1750436264420x989591292213482400, 1753374338412x209529915103450200, 1743549178851x847080663521240200",,true,,,,,,,,,,,,impression
1743547621069x279645472884266780,2025-08-08 04:20:24.028000+00:00,a39b4369-f68e-4aa7-9f18-d67d6bfe76d3,ajs-next-1754626824028-f8096603-fb51-4ff7-a33d-45fc390411f8,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Not;A=Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '139'}, {'brand': 'Chromium', 'version': '139'}]",False,macOS,,,,,,,,,,,,,,,"{'email': 'michael@versolalto.biz', 'is_logged_in': True}",identify
,2025-08-08 03:47:09.656000+00:00,1f78e4ad-e4a4-4dce-83b1-fda84f4d719b,ajs-next-1754624829656-e4ade4a4-8dce-43b1-bda8-4f4d719b72c8,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'HeadlessChrome', 'version': '117'}, {'brand': 'Not;A=Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '117'}]",False,Linux,,"1744335958024x226211831616957250, 1743547621069x279645472884266780, 1750436264420x989591292213482400, 1753374338412x209529915103450200, 1743549178851x847080663521240200",,true,,,,,,,,,,,,impression
,2025-08-08 03:47:13.398000+00:00,c8153b38-f14b-434d-b027-ff074ec05a4d,ajs-next-1754624833398-d6c8153b-38f1-4b13-8d30-27ff074ec05a,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",/about_us/1754624827485x504674592352685200,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1754624827485x504674592352685200,"[{'brand': 'HeadlessChrome', 'version': '117'}, {'brand': 'Not;A=Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '117'}]",False,Linux,,,,,,about_us,about_us,/about_us/1754624827485x504674592352685200,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1754624827485x504674592352685200,about_us,about_us,,page
,2025-08-08 03:47:16.996000+00:00,edf04b9d-1660-4a97-bbb8-eb2a3387edfc,ajs-next-1754624836996-a4edf04b-9d16-408a-977b-b8eb2a3387ed,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",/search,,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,"[{'brand': 'HeadlessChrome', 'version': '117'}, {'brand': 'Not;A=Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '117'}]",False,Linux,,,,,,search,search,/search,,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,search,search,,page
1743547621069x279645472884266780,2025-08-08 04:22:06.929000+00:00,a39b4369-f68e-4aa7-9f18-d67d6bfe76d3,ajs-next-1754626926929-07034116-63ff-4e79-9ea9-0f4b3abe8b74,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,"[{'brand': 'Not;A=Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '139'}, {'brand': 'Chromium', 'version': '139'}]",False,macOS,,,sidebar,true,,,,,,,,,,,,impression
,2025-08-08 04:01:34.859000+00:00,a3d0379d-c869-410b-86a5-a3f65b8cebae,ajs-next-1754625694860-eaa3d037-9dc8-4901-8b86-a5a3f65b8ceb,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36 (compatible; Google-Read-Aloud; +https://support.google.com/webmasters/answer/1061943)",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,[],False,,,,,,,index,index,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,page
,2025-08-08 04:01:26.303000+00:00,d4db1b63-e63b-4bda-9745-c6cbd0452c11,ajs-next-1754625686303-93d4db1b-63e6-4b6b-9a97-45c6cbd0452c,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36",/,android-app://com.google.android.gm/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Not)A;Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '138'}, {'brand': 'Google Chrome', 'version': '138'}]",True,Android,,,,,,index,index,/,android-app://com.google.android.gm/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,page
1743547621069x279645472884266780,2025-08-08 04:20:38.708000+00:00,a39b4369-f68e-4aa7-9f18-d67d6bfe76d3,ajs-next-1754626838708-def2d58e-326a-463c-baf4-b4cd3ee1b230,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,"[{'brand': 'Not;A=Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '139'}, {'brand': 'Chromium', 'version': '139'}]",False,macOS,,"1744737250347x219277345743008400, 1753374338412x209529915103450200, 1747216018889x770977089491677400, 1744175271939x575064790204550460, 1751319669665x621437589169731200, 1746827109704x963221719337950200, 1745528732739x896561533370513300, 1747848709032x210920410073364830, 1744643921578x315333816253624100, 1752717497153x537286585580736960, 1747184079669x994211808429350800, 1750785338983x949958887494882000, 1749173974503x736079030141835600, 1744907031541x119079844893356540, 1754081360962x724252535884739300, 1744398484109x785674167096991400, 1752182630575x854371423894944000, 1747170561218x640297169073643000, 1750784029587x963255839088365200, 1746631267951x741803061642879500, 1749068120323x412920063824988600, 1753982403438x535213824960417500, 1747594874125x270237571814453630, 1744391553368x301043576290850300, 1751744301621x758526182685981300, 1747163465846x476237095610093000, 1743549178851x847080663521240200, 1750783674403x491887953737125700, 1746548006831x128230088489826860, 1744748222708x779656090283929300, 1753909381745x872991521395046100, 1747415704843x665338483592092500, 1744319857648x144922844539837200, 1751425811600x127124815802215140, 1746855895334x711816173120128000, 1750423781412x480534435350699700, 1748389292320x918627677903932400, 1744740154739x566945822952470660, 1753465897836x101289632151690960, 1747221865162x703532834449508000, 1744260813114x505427712482621440, 1746843461447x686795565273950000, 1745533127765x291393362647413700, 1747864432460x772931238395911000, 1744736810207x919925185055488400, 1753135741395x558904608479141570, 1747185390251x665604546429507900, 1744157592334x292550965261606100, 1751224250248x539537516841198200, 1746765568691x979794717919274100, 1749580724532x760028975589297300, 1745273541628x945470626229355500, 1754084205128x675147807630683600, 1747827548541x313848517899538500, 1744579851707x640487742075829500, 1752687366861x422755081931784260, 1747183179554x540122160625888100, 1744134674881x127285411168640110, 1750784475796x702583457937545900, 1746635677548x343522492232585660, 1744760380914x558772773612561600, 1753985929691x853149258569598100, 1744397288473x909294892772270800, 1751749348389x952656707958261400, 1747165674437x491901038958021200, 1743547361284x291138005899707260, 1750783679107x801419812763124500, 1749057953945x756346430245684600, 1744751205492x235134337285239230, 1753911193017x504194995643152640, 1747420152884x437771544876149700, 1744335958024x226211831616957250, 1746938798847x931997689495082400, 1743547621069x279645472884266780, 1750436264420x989591292213482400, 1754624056001x759184470890143000, 1746467711533x453074785848415400, 1748581534531x956271769254002200, 1744743906400x631087870982087000, 1747398900475x598159844147748100, 1744282156200x727555159743162000, 1751402056748x637551618886434600, 1749742920378x965836759111504900, 1745597587022x519433479989605000, 1754505203290x671062062407191900, 1748365021326x105262688542451250",,false,,,,,,,,,,,,impression
,2025-08-08 04:01:27.354000+00:00,d4db1b63-e63b-4bda-9745-c6cbd0452c11,ajs-next-1754625687354-1b63e63b-6bda-4745-86cb-d0452c11a9c4,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36",/,android-app://com.google.android.gm/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Not)A;Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '138'}, {'brand': 'Google Chrome', 'version': '138'}]",True,Android,,"1744335958024x226211831616957250, 1743547621069x279645472884266780, 1750436264420x989591292213482400, 1753374338412x209529915103450200, 1743549178851x847080663521240200",,true,,,,,,,,,,,,impression
1743547621069x279645472884266780,2025-08-08 04:20:48.086000+00:00,a39b4369-f68e-4aa7-9f18-d67d6bfe76d3,ajs-next-1754626848086-d1499828-268e-4d64-83e2-4d7cc03ed1b5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",/business_profile/alloy-heating-and-cooling-1747216018889x770977089491677400,https://coloradocatholicbusinessdirectory.com/,,Verso l'Alto Business Solutions | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/alloy-heating-and-cooling-1747216018889x770977089491677400,"[{'brand': 'Not;A=Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '139'}, {'brand': 'Chromium', 'version': '139'}]",False,macOS,,1747216018889x770977089491677400,,,,profile,business_profile,/business_profile/alloy-heating-and-cooling-1747216018889x770977089491677400,https://coloradocatholicbusinessdirectory.com/,,Verso l'Alto Business Solutions | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/alloy-heating-and-cooling-1747216018889x770977089491677400,profile,business_profile,,page
