messageId,name,originalTimestamp,anonymousId,category,userId,userAgent,page.path,page.referrer,page.search,page.title,page.url,userAgentData.brands,userAgentData.mobile,userAgentData.platform,path,referrer,search,title,url,business_id,category_properties,name_properties,input_value,input_num,input_name,sponsored_listing,traits,button_name,email,address,other_category,city,description,display_email,business_name,main_category,parish,phone,sub_category,website,search_text,location,event_type
ajs-next-1778678560822-7e88cfc3-4f28-496e-8719-8e2028f98e65,dashboard,2026-05-13 13:22:40.822000+00:00,2859d140-a647-4c2c-b7ae-ee78b9d3fbf2,dashboard,1778678470875x691076180629588500,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,Windows,/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,1778678470875x691076180629588500,dashboard,dashboard,,,,,,,,,,,,,,,,,,,,,page
ajs-next-1778678909056-46b56473-3d46-4220-9147-687fe49f0de6,,2026-05-13 13:28:29.056000+00:00,2859d140-a647-4c2c-b7ae-ee78b9d3fbf2,,1778678470875x691076180629588500,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,Windows,,,,,,1778678470875x691076180629588500,,,,,,,,faith,,,,,,,,,,,,,,,button_click
ajs-next-1778679343795-153b5efd-0cf0-42af-ab4d-bf420eb44a02,,2026-05-13 13:35:43.795000+00:00,8f69153b-5efd-4cf0-82af-2b4dbf420eb4,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,Windows,,,,,,"1771436045389x658317953644361100, 1744579851707x640487742075829500, 1753374338412x209529915103450200, 1744335958024x226211831616957250, 1753982403438x535213824960417500, 1751744301621x758526182685981300, 1750436264420x989591292213482400, 1770943484557x164806709481949200, 1752717497153x537286585580736960",,,,,,true,,,,,,,,,,,,,,,,,impression
ajs-next-1778678902560-d88346b5-6473-4d46-a220-1147687fe49f,,2026-05-13 13:28:22.560000+00:00,2859d140-a647-4c2c-b7ae-ee78b9d3fbf2,,1778678470875x691076180629588500,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,Windows,,,,,,1778678470875x691076180629588500,,,,,,,,save,,,,,,,,,,,,,,,button_click
ajs-next-1778678911332-fa677e86-792d-4f02-b7b5-302457b4b7f2,business_profile,2026-05-13 13:28:31.332000+00:00,2859d140-a647-4c2c-b7ae-ee78b9d3fbf2,profile,1778678470875x691076180629588500,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",/business_profile/jeanie-kenkel---psychiatric-nurse-practitioner,https://coloradocatholicbusinessdirectory.com/,,Jeanie Kenkel - Psychiatric Nurse Practitioner | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/jeanie-kenkel---psychiatric-nurse-practitioner,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,Windows,/business_profile/jeanie-kenkel---psychiatric-nurse-practitioner,https://coloradocatholicbusinessdirectory.com/,,Jeanie Kenkel - Psychiatric Nurse Practitioner | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/jeanie-kenkel---psychiatric-nurse-practitioner,1778678470875x691076180629588500,profile,business_profile,,,,,,,,,,,,,,,,,,,,,page
ajs-next-1778678902491-e84ad883-46b5-4473-bd46-a2201147687f,,2026-05-13 13:28:22.491000+00:00,2859d140-a647-4c2c-b7ae-ee78b9d3fbf2,,1778678470875x691076180629588500,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,Windows,,,,,,1778678470875x691076180629588500,,,"Jeanie Kenkel is a psychiatric nurse practitioner with board certification by the American Nurses Credentialing Center. She has been a registered nurse in mental health for 18 years, and continues to enjoy this. She has worked on inpatient youth, adult, senior, and mental health triage units. Her psychiatric nurse practitioner experience has been in corrections and emergency rooms. She completed an accelerated Bachelor of Science in Nursing program at the University of Nebraska Medical Center, and a Master of Science in Nursing degree at Walden University. She also has a bachelor’s degree in Creative Arts and Communications from College of Saint Mary. She cares deeply about each person she sees, with a thoughtful approach to determination of correct diagnosis and appropriate treatment options. Jeanie is a native of Lincoln, Nebraska.",11,description,,,,,,,,,,,,,,,,,,input_changed
ajs-next-1778678911331-bb90fa67-7e86-492d-af02-b7b5302457b4,,2026-05-13 13:28:31.331000+00:00,2859d140-a647-4c2c-b7ae-ee78b9d3fbf2,,1778678470875x691076180629588500,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",/business_profile/jeanie-kenkel---psychiatric-nurse-practitioner,https://coloradocatholicbusinessdirectory.com/,,Jeanie Kenkel - Psychiatric Nurse Practitioner | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/jeanie-kenkel---psychiatric-nurse-practitioner,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,Windows,,,,,,,,,,,,,"{'business_id': '1778678470875x691076180629588500', 'email': 'jean.kenkel@mycatholicdoctor.com', 'is_logged_in': True}",,,,,,,,,,,,,,,,identify
ajs-next-1778688467575-d8494bc6-2d3e-42ff-b4ce-75eee78e19d0,business_profile,2026-05-13 16:07:47.575000+00:00,494bc62d-3ef2-4ff4-8e75-eee78e19d080,profile,,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/business_profile/virtueworks-llc-1777921226784x512595595894430850,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/virtueworks-llc-1777921226784x512595595894430850,[],False,,/business_profile/virtueworks-llc-1777921226784x512595595894430850,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/virtueworks-llc-1777921226784x512595595894430850,1777921226784x512595595894430850,profile,business_profile,,,,,,,,,,,,,,,,,,,,,page
ajs-next-1778691258658-13e91e07-684d-4aea-a22a-291f38082c41,,2026-05-13 16:54:18.658000+00:00,37e4ea75-6eaa-4929-a265-b019a09cb079,,1777405836126x277715594249416060,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Chromium', 'version': '148'}, {'brand': 'Google Chrome', 'version': '148'}, {'brand': 'Not/A)Brand', 'version': '99'}]",False,Windows,,,,,,"1771436045389x658317953644361100, 1752717497153x537286585580736960, 1744579851707x640487742075829500, 1751744301621x758526182685981300, 1770943484557x164806709481949200, 1753374338412x209529915103450200, 1750436264420x989591292213482400, 1744335958024x226211831616957250, 1753982403438x535213824960417500",,,,,,true,,,,,,,,,,,,,,,,,impression
ajs-next-1778691577318-07c971b6-bbf3-4249-9d88-e2f158feb62a,,2026-05-13 16:59:37.318000+00:00,37e4ea75-6eaa-4929-a265-b019a09cb079,,1777405836126x277715594249416060,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Finance,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Finance,"[{'brand': 'Chromium', 'version': '148'}, {'brand': 'Google Chrome', 'version': '148'}, {'brand': 'Not/A)Brand', 'version': '99'}]",False,Windows,,,,,,"1744391553368x301043576290850300, 1757369121056x350487849823425600, 1775244057768x699511577684581800, 1768584016102x834619843946063900, 1771436045389x658317953644361100, 1753135741395x558904608479141570, 1770152894907x464897480736850900, 1761919898226x928695665795906700, 1777405836126x277715594249416060, 1746827109704x963221719337950200, 1763672237927x725969385673238800, 1753982403438x535213824960417500, 1764963280733x431041418968701760, 1771003581692x955050931630977700, 1750784029587x963255839088365200, 1776360466250x658348247885801300, 1760458225389x690604949380638100, 1761762406893x958878656538368500, 1765991015203x350068785849064760, 1758312173588x895819358343598700, 1746635677548x343522492232585660, 1750785338983x949958887494882000, 1766011883106x917993758751800300, 1744134674881x127285411168640110",,,,,,false,,,,,,,,,,,,,,,,,impression
ajs-next-1778691344889-684d7aea-a22a-491f-b808-2c4199cddf5b,,2026-05-13 16:55:44.889000+00:00,37e4ea75-6eaa-4929-a265-b019a09cb079,Marketing/B2B,1777405836126x277715594249416060,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Chromium', 'version': '148'}, {'brand': 'Google Chrome', 'version': '148'}, {'brand': 'Not/A)Brand', 'version': '99'}]",False,Windows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,search
ajs-next-1778691605233-1d88e2f1-58fe-462a-85b8-811ceac00b2f,,2026-05-13 17:00:05.233000+00:00,37e4ea75-6eaa-4929-a265-b019a09cb079,,1777405836126x277715594249416060,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Finance,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Finance,"[{'brand': 'Chromium', 'version': '148'}, {'brand': 'Google Chrome', 'version': '148'}, {'brand': 'Not/A)Brand', 'version': '99'}]",False,Windows,,,,,,,,,,,,,,map_maker,,,,,,,,,,,,,,,button_click
ajs-next-1778691608208-e2f158fe-b62a-45b8-811c-eac00b2f8d82,,2026-05-13 17:00:08.208000+00:00,37e4ea75-6eaa-4929-a265-b019a09cb079,,1777405836126x277715594249416060,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Finance,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Finance,"[{'brand': 'Chromium', 'version': '148'}, {'brand': 'Google Chrome', 'version': '148'}, {'brand': 'Not/A)Brand', 'version': '99'}]",False,Windows,,,,,,,,,,,,,,map_maker,,,,,,,,,,,,,,,button_click
ajs-next-1778691344576-1e07684d-7aea-422a-a91f-38082c4199cd,,2026-05-13 16:55:44.576000+00:00,37e4ea75-6eaa-4929-a265-b019a09cb079,,1777405836126x277715594249416060,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Chromium', 'version': '148'}, {'brand': 'Google Chrome', 'version': '148'}, {'brand': 'Not/A)Brand', 'version': '99'}]",False,Windows,,,,,,,,,,,,,,search,,,,,,,,,,,,,,,button_click
