anonymousId,messageId,userId,originalTimestamp,category,name,userAgent,page.path,page.referrer,page.search,page.title,page.url,userAgentData.brands,userAgentData.mobile,userAgentData.platform,business_id,sponsored_listing,path,referrer,search,title,url,category_properties,name_properties,location,button_name,search_text,city,parish,event_type
989c68c7-e04b-491a-92dd-fd317fdcb65e,ajs-next-1770524648817-d2989c68-c7e0-4b19-9a92-ddfd317fdcb6,,2026-02-08 04:24:08.817000+00:00,search,search,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",/search,,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,"[{'brand': 'HeadlessChrome', 'version': '117'}, {'brand': 'Not;A=Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '117'}]",False,Linux,,,/search,,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,search,search,,,,,,page
d627676a-f353-4638-bf41-4241dc884c1b,ajs-next-1770524637407-676af353-b638-4f41-8241-dc884c1b32f3,,2026-02-08 04:23:57.407000+00:00,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'HeadlessChrome', 'version': '117'}, {'brand': 'Not;A=Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '117'}]",False,Linux,"1744335958024x226211831616957250, 1743547621069x279645472884266780, 1750436264420x989591292213482400, 1744579851707x640487742075829500, 1743549178851x847080663521240200, 1752717497153x537286585580736960, 1753982403438x535213824960417500, 1753374338412x209529915103450200",true,,,,,,,,,,,,,impression
4177d17b-fe19-4ad4-8d2e-b8a3dd1db729,ajs-next-1770542964667-844177d1-7bfe-495a-94cd-2eb8a3dd1db7,,2026-02-08 09:29:24.667000+00:00,search,search,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/136.0.0.0 Safari/537.36",/search,,?category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?category=Other,[],False,,,,/search,,?category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?category=Other,search,search,,,,,,page
4177d17b-fe19-4ad4-8d2e-b8a3dd1db729,ajs-next-1770542965720-fe195ad4-cd2e-48a3-9d1d-b729d6c0fcb6,,2026-02-08 09:29:25.720000+00:00,,,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/136.0.0.0 Safari/537.36",/search,,?category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?category=Other,[],False,,1750436264420x989591292213482400,true,,,,,,,,main_list,,,,,impression
4177d17b-fe19-4ad4-8d2e-b8a3dd1db729,ajs-next-1770542965811-cd2eb8a3-dd1d-4729-96c0-fcb687ea923e,,2026-02-08 09:29:25.811000+00:00,,,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/136.0.0.0 Safari/537.36",/search,,?category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?category=Other,[],False,,,true,,,,,,,,sidebar,,,,,impression
4177d17b-fe19-4ad4-8d2e-b8a3dd1db729,ajs-next-1770542966318-b729d6c0-fcb6-47ea-923e-ee13dd190908,,2026-02-08 09:29:26.318000+00:00,,,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/136.0.0.0 Safari/537.36",/search,,?category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?category=Other,[],False,,1750436264420x989591292213482400,true,,,,,,,,main_list,,,,,impression
4177d17b-fe19-4ad4-8d2e-b8a3dd1db729,ajs-next-1770542965203-d17bfe19-5ad4-4d2e-b8a3-dd1db729d6c0,,2026-02-08 09:29:25.203000+00:00,,,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/136.0.0.0 Safari/537.36",/search,,?category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?category=Other,[],False,,,true,,,,,,,,sidebar,,,,,impression
86af32d3-c1db-451f-89d0-e0abb73b0026,ajs-next-1770564245548-4305cc7e-3f0b-4b40-8bad-e4e5c2def9cd,1768584016102x834619843946063900,2026-02-08 15:24:05.548000+00:00,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Finance,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Finance,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Google Chrome', 'version': '144'}]",False,Windows,1753982403438x535213824960417500,true,,,,,,,,main_list,,,,,impression
86af32d3-c1db-451f-89d0-e0abb73b0026,ajs-next-1770564244743-2ea088b9-4305-4c7e-bf0b-1b40cbade4e5,1768584016102x834619843946063900,2026-02-08 15:24:04.743000+00:00,search,search,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Finance,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Finance,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Google Chrome', 'version': '144'}]",False,Windows,,,/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Finance,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Finance,search,search,,,,,,page
86af32d3-c1db-451f-89d0-e0abb73b0026,ajs-next-1770564336810-c1cdb9e5-bdb1-46f0-bce5-b01ec8d2ad0c,1768584016102x834619843946063900,2026-02-08 15:25:36.810000+00:00,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Google Chrome', 'version': '144'}]",False,Windows,"1765001972595x338020444395840100, 1755621956288x571897163769246900, 1761044854709x307607562836745150, 1763672237927x725969385673238800, 1747827548541x313848517899538500, 1761919898226x928695665795906700, 1744737250347x219277345743008400, 1744748222708x779656090283929300, 1744391553368x301043576290850300, 1764963280733x431041418968701760, 1747170561218x640297169073643000, 1747415704843x665338483592092500, 1757438153395x416809556103947500, 1744134674881x127285411168640110, 1747216018889x770977089491677400, 1747420152884x437771544876149700, 1755271286521x378031808974615550, 1768427614253x929508274229176300, 1763255155587x707008769292458900, 1749173974503x736079030141835600, 1757369121056x350487849823425600, 1751402056748x637551618886434600, 1750784029587x963255839088365200, 1744397288473x909294892772270800, 1753135741395x558904608479141570, 1764781838221x716772635359430500, 1744751205492x235134337285239230, 1765991015203x350068785849064760, 1763509156539x144450665564595840, 1746467711533x453074785848415400, 1766011883106x917993758751800300, 1759930025997x126109694575208930, 1760458225389x690604949380638100, 1764893879099x465248075524681500, 1759153763139x433792388290277000, 1745273541628x945470626229355500, 1750783674403x491887953737125700, 1763148950401x545361905340972600, 1750785338983x949958887494882000, 1745528732739x896561533370513300, 1768844277981x664142917381285000, 1754505203290x671062062407191900, 1754949567759x639105313824555300, 1746855895334x711816173120128000, 1744335958024x226211831616957250, 1754927931120x470668069008822300, 1761762460002x434978052003146300, 1744175271939x575064790204550460, 1757355028996x505189727810192200, 1744907031541x119079844893356540, 1744260813114x505427712482621440, 1768238584049x399775147114029200, 1758568877707x715638242996164100, 1747848709032x210920410073364830, 1744743906400x631087870982087000, 1746827109704x963221719337950200, 1750783679107x801419812763124500, 1754941249648x796792188496967000, 1749068120323x412920063824988600, 1762364811793x796217509980630800, 1755533063776x956164571796881400, 1747221865162x703532834449508000, 1764342295066x618134664283571500, 1753911193017x504194995643152640, 1768584016102x834619843946063900, 1752687366861x422755081931784260, 1744740154739x566945822952470660, 1769635123521x385801932800474700, 1744319857648x144922844539837200, 1744398484109x785674167096991400, 1746938798847x931997689495082400, 1770152894907x464897480736850900, 1747183179554x540122160625888100, 1754081360962x724252535884739300, 1768581853937x610498789092930300, 1747163465846x476237095610093000, 1747185390251x665604546429507900, 1754624056001x759184470890143000, 1751319669665x621437589169731200, 1753909381745x872991521395046100, 1751744301621x758526182685981300, 1751224250248x539537516841198200, 1744579851707x640487742075829500, 1748365021326x105262688542451250, 1748581534531x956271769254002200, 1753465897836x101289632151690960, 1747594874125x270237571814453630, 1747165674437x491901038958021200, 1745597587022x519433479989605000, 1746765568691x979794717919274100, 1747184079669x994211808429350800, 1751749348389x952656707958261400, 1749742920378x965836759111504900, 1761930377989x951815782791809400, 1743547621069x279645472884266780, 1753985929691x853149258569598100, 1757437593796x460281345015416640, 1750784475796x702583457937545900, 1749580724532x760028975589297300, 1762271200864x775090106640580500, 1758147388607x898014240790697700, 1744736810207x919925185055488400, 1744643921578x315333816253624100, 1749057953945x756346430245684600, 1744760380914x558772773612561600, 1752182630575x854371423894944000, 1750436264420x989591292213482400, 1768426055630x579798080961828200, 1746843461447x686795565273950000, 1747398900475x598159844147748100, 1764711530894x480989914892320700, 1753374338412x209529915103450200, 1757720364741x595714121363069200, 1762889659042x996969350831174300, 1748389292320x918627677903932400, 1763569204895x378265538177280400, 1753982403438x535213824960417500, 1760118921086x941497076227920600, 1747864432460x772931238395911000, 1765399408996x262641226191956400, 1744282156200x727555159743162000, 1746631267951x741803061642879500, 1752717497153x537286585580736960, 1754084205128x675147807630683600, 1758120880051x675194275556497400, 1746635677548x343522492232585660, 1750423781412x480534435350699700, 1758312173588x895819358343598700, 1751425811600x127124815802215140, 1746548006831x128230088489826860, 1745533127765x291393362647413700, 1769719058268x843927058977011000, 1763305551668x997299018011994600, 1761762406893x958878656538368500, 1743549178851x847080663521240200, 1744157592334x292550965261606100, 1759423986281x805514757919405700, 1763408145585x201322720695875870, 1766070455303x639821695383855700, 1762957766158x632118084948257900",false,,,,,,,,,,,,,impression
86af32d3-c1db-451f-89d0-e0abb73b0026,ajs-next-1770564245045-88b94305-cc7e-4f0b-9b40-cbade4e5c2de,1768584016102x834619843946063900,2026-02-08 15:24:05.045000+00:00,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Finance,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Finance,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Google Chrome', 'version': '144'}]",False,Windows,,true,,,,,,,,sidebar,,,,,impression
86af32d3-c1db-451f-89d0-e0abb73b0026,ajs-next-1770564236154-79fff8ff-45fe-4410-9d1b-dca2eac22709,1768584016102x834619843946063900,2026-02-08 15:23:56.154000+00:00,index,index,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Google Chrome', 'version': '144'}]",False,Windows,,,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,,,,,page
86af32d3-c1db-451f-89d0-e0abb73b0026,ajs-next-1770564368775-f1140b5c-b3ad-450a-bc12-998d29131bb6,1768584016102x834619843946063900,2026-02-08 15:26:08.775000+00:00,search,search,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Finance,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Finance,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Google Chrome', 'version': '144'}]",False,Windows,,,/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Finance,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Finance,search,search,,,,,,page
86af32d3-c1db-451f-89d0-e0abb73b0026,ajs-next-1770564350193-bce5b01e-c8d2-4d0c-8503-f1140b5cb3ad,1768584016102x834619843946063900,2026-02-08 15:25:50.193000+00:00,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Google Chrome', 'version': '144'}]",False,Windows,,true,,,,,,,,sidebar,,,,,impression
86af32d3-c1db-451f-89d0-e0abb73b0026,ajs-next-1770564243152-24109d1b-dca2-4ac2-a709-d881295f0a85,1768584016102x834619843946063900,2026-02-08 15:24:03.152000+00:00,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Google Chrome', 'version': '144'}]",False,Windows,,,,,,,,,,,search,,,,button_click
86af32d3-c1db-451f-89d0-e0abb73b0026,ajs-next-1770564350808-c8d2ad0c-4503-4114-8b5c-b3add50abc12,1768584016102x834619843946063900,2026-02-08 15:25:50.808000+00:00,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Google Chrome', 'version': '144'}]",False,Windows,"1765001972595x338020444395840100, 1755621956288x571897163769246900, 1761044854709x307607562836745150, 1763672237927x725969385673238800, 1747827548541x313848517899538500, 1761919898226x928695665795906700, 1744737250347x219277345743008400, 1744748222708x779656090283929300, 1744391553368x301043576290850300, 1764963280733x431041418968701760, 1747170561218x640297169073643000, 1747415704843x665338483592092500, 1757438153395x416809556103947500, 1744134674881x127285411168640110, 1747216018889x770977089491677400, 1747420152884x437771544876149700, 1755271286521x378031808974615550, 1768427614253x929508274229176300, 1763255155587x707008769292458900, 1749173974503x736079030141835600, 1757369121056x350487849823425600, 1751402056748x637551618886434600, 1750784029587x963255839088365200, 1744397288473x909294892772270800, 1753135741395x558904608479141570, 1764781838221x716772635359430500, 1744751205492x235134337285239230, 1765991015203x350068785849064760, 1763509156539x144450665564595840, 1746467711533x453074785848415400, 1766011883106x917993758751800300, 1759930025997x126109694575208930, 1760458225389x690604949380638100, 1764893879099x465248075524681500, 1759153763139x433792388290277000, 1745273541628x945470626229355500, 1750783674403x491887953737125700, 1763148950401x545361905340972600, 1750785338983x949958887494882000, 1745528732739x896561533370513300, 1768844277981x664142917381285000, 1754505203290x671062062407191900, 1754949567759x639105313824555300, 1746855895334x711816173120128000, 1744335958024x226211831616957250, 1754927931120x470668069008822300, 1761762460002x434978052003146300, 1744175271939x575064790204550460, 1757355028996x505189727810192200, 1744907031541x119079844893356540, 1744260813114x505427712482621440, 1768238584049x399775147114029200, 1758568877707x715638242996164100, 1747848709032x210920410073364830, 1744743906400x631087870982087000, 1746827109704x963221719337950200, 1750783679107x801419812763124500, 1754941249648x796792188496967000, 1749068120323x412920063824988600, 1762364811793x796217509980630800, 1755533063776x956164571796881400, 1747221865162x703532834449508000, 1764342295066x618134664283571500, 1753911193017x504194995643152640, 1768584016102x834619843946063900, 1752687366861x422755081931784260, 1744740154739x566945822952470660, 1769635123521x385801932800474700, 1744319857648x144922844539837200, 1744398484109x785674167096991400, 1746938798847x931997689495082400, 1770152894907x464897480736850900, 1747183179554x540122160625888100, 1754081360962x724252535884739300, 1768581853937x610498789092930300, 1747163465846x476237095610093000, 1747185390251x665604546429507900, 1754624056001x759184470890143000, 1751319669665x621437589169731200, 1753909381745x872991521395046100, 1751744301621x758526182685981300, 1751224250248x539537516841198200, 1744579851707x640487742075829500, 1748365021326x105262688542451250, 1748581534531x956271769254002200, 1753465897836x101289632151690960, 1747594874125x270237571814453630, 1747165674437x491901038958021200, 1745597587022x519433479989605000, 1746765568691x979794717919274100, 1747184079669x994211808429350800, 1751749348389x952656707958261400, 1749742920378x965836759111504900, 1761930377989x951815782791809400, 1743547621069x279645472884266780, 1753985929691x853149258569598100, 1757437593796x460281345015416640, 1750784475796x702583457937545900, 1749580724532x760028975589297300, 1762271200864x775090106640580500, 1758147388607x898014240790697700, 1744736810207x919925185055488400, 1744643921578x315333816253624100, 1749057953945x756346430245684600, 1744760380914x558772773612561600, 1752182630575x854371423894944000, 1750436264420x989591292213482400, 1768426055630x579798080961828200, 1746843461447x686795565273950000, 1747398900475x598159844147748100, 1764711530894x480989914892320700, 1753374338412x209529915103450200, 1757720364741x595714121363069200, 1762889659042x996969350831174300, 1748389292320x918627677903932400, 1763569204895x378265538177280400, 1753982403438x535213824960417500, 1760118921086x941497076227920600, 1747864432460x772931238395911000, 1765399408996x262641226191956400, 1744282156200x727555159743162000, 1746631267951x741803061642879500, 1752717497153x537286585580736960, 1754084205128x675147807630683600, 1758120880051x675194275556497400, 1746635677548x343522492232585660, 1750423781412x480534435350699700, 1758312173588x895819358343598700, 1751425811600x127124815802215140, 1746548006831x128230088489826860, 1745533127765x291393362647413700, 1769719058268x843927058977011000, 1763305551668x997299018011994600, 1761762406893x958878656538368500, 1743549178851x847080663521240200, 1744157592334x292550965261606100, 1759423986281x805514757919405700, 1763408145585x201322720695875870, 1766070455303x639821695383855700, 1762957766158x632118084948257900",false,,,,,,,,,,,,,impression
