originalTimestamp,anonymousId,messageId,userId,userAgent,page.path,page.referrer,page.search,page.title,page.url,business_id,sponsored_listing,category,name,path,referrer,search,title,url,category_properties,name_properties,userAgentData.brands,userAgentData.mobile,userAgentData.platform,button_name,location,input_num,input_name,input_value,traits,address,other_category,city,description,display_email,business_name,main_category,parish,phone,sub_category,website,email,search_text,event_type
2025-09-29 13:49:54.839000+00:00,74c8170c-83b0-4dab-8df7-c99e6feee8a2,ajs-next-1759153794839-d4541778-7bfe-4f9e-9d00-efa69a8017e4,1759153763139x433792388290277000,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,,,,,,,,,,,,"[{'brand': 'Chromium', 'version': '140'}, {'brand': 'Not=A?Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '140'}]",False,Windows,,,,,,"{'business_id': '1759153763139x433792388290277000', 'email': 'moldremovalexpress1460@gmail.com', 'is_logged_in': True}",,,,,,,,,,,,,,identify
2025-09-29 13:58:24.689000+00:00,74c8170c-83b0-4dab-8df7-c99e6feee8a2,ajs-next-1759154304689-a79343a8-7925-4c24-8f62-a5bd850c40b1,1759153763139x433792388290277000,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,1759153763139x433792388290277000,,,,,,,,,,,"[{'brand': 'Chromium', 'version': '140'}, {'brand': 'Not=A?Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '140'}]",False,Windows,,,,,,,,,,"Mold Removal Express is a trusted leader in mold removal Denver residents and businesses can rely on, proudly serving the area for over 40 years. Our dedicated team specializes in detailed mold testing and treatment, ensuring your home or business is safe and healthy. We understand that mold issues can arise at any time, which is why we offer 24/7 emergency services to tackle your urgent needs as soon as possible. Fully licensed and certified, our experienced professionals use advanced techniques and eco-friendly products to successfully eliminate mold and prevent future growth. At Mold Removal Express, we prioritize customer satisfaction and peace, delivering reliable solutions to keep your environment mold-free.

Business Email: tim@moldremovalexpress.com

Business Hours: 24/7

Services We Offer:
Mold Remediation / Removal
Mold Testing
Mold Inspections",moldremovalexpress1460@gmail.com,Mold Removal Express,Home Services,,(720) 443-4222,Mold Removal and Inspection,https://www.moldremovalexpress.com/,moldremovalexpress1460@gmail.com,,db_update
2025-09-29 13:53:57.117000+00:00,74c8170c-83b0-4dab-8df7-c99e6feee8a2,ajs-next-1759154037117-3f9e1d00-efa6-4a80-97e4-c49bfe721ccd,1759153763139x433792388290277000,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,1759153763139x433792388290277000,,,,,,,,,,,"[{'brand': 'Chromium', 'version': '140'}, {'brand': 'Not=A?Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '140'}]",False,Windows,,,2,logo,,,,,,,,,,,,,,,,input_changed
2025-09-29 13:49:30.370000+00:00,74c8170c-83b0-4dab-8df7-c99e6feee8a2,ajs-next-1759153770370-170c83b0-fdab-4df7-899e-6feee8a22f8b,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"1753374338412x209529915103450200, 1752717497153x537286585580736960, 1753982403438x535213824960417500, 1743549178851x847080663521240200, 1744579851707x640487742075829500, 1744335958024x226211831616957250, 1743547621069x279645472884266780, 1750436264420x989591292213482400",true,,,,,,,,,,"[{'brand': 'Chromium', 'version': '140'}, {'brand': 'Not=A?Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '140'}]",False,Windows,,,,,,,,,,,,,,,,,,,,impression
2025-09-29 14:12:59.565000+00:00,74c8170c-83b0-4dab-8df7-c99e6feee8a2,ajs-next-1759155179565-6934bc21-726e-4ed1-bbbb-431f5f911c47,1759153763139x433792388290277000,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,index,index,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,"[{'brand': 'Chromium', 'version': '140'}, {'brand': 'Not=A?Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '140'}]",False,Windows,,,,,,,,,,,,,,,,,,,,page
2025-09-29 13:53:55.982000+00:00,74c8170c-83b0-4dab-8df7-c99e6feee8a2,ajs-next-1759154035982-7bfe3f9e-1d00-4fa6-9a80-17e4c49bfe72,1759153763139x433792388290277000,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,1759153763139x433792388290277000,,,,,,,,,,,"[{'brand': 'Chromium', 'version': '140'}, {'brand': 'Not=A?Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '140'}]",False,Windows,,,3,address,,,,,,,,,,,,,,,,input_changed
2025-09-29 13:54:04.580000+00:00,74c8170c-83b0-4dab-8df7-c99e6feee8a2,ajs-next-1759154044580-efa69a80-17e4-449b-be72-1ccd58ab78ae,1759153763139x433792388290277000,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,1759153763139x433792388290277000,,,,,,,,,,,"[{'brand': 'Chromium', 'version': '140'}, {'brand': 'Not=A?Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '140'}]",False,Windows,,,3,address,"1550 Larimer St #929, Denver, CO 80202, USA",,,,,,,,,,,,,,,input_changed
2025-09-29 13:54:24.051000+00:00,74c8170c-83b0-4dab-8df7-c99e6feee8a2,ajs-next-1759154064051-fe721ccd-58ab-48ae-9bb4-e8748c7dc274,1759153763139x433792388290277000,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,1759153763139x433792388290277000,,,,,,,,,,,"[{'brand': 'Chromium', 'version': '140'}, {'brand': 'Not=A?Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '140'}]",False,Windows,,,8,main_category,Home Services,,,,,,,,,,,,,,,input_changed
2025-09-29 13:55:07.069000+00:00,74c8170c-83b0-4dab-8df7-c99e6feee8a2,ajs-next-1759154107069-78ae5bb4-e874-4c7d-8274-a79343a87925,1759153763139x433792388290277000,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,1759153763139x433792388290277000,,,,,,,,,,,"[{'brand': 'Chromium', 'version': '140'}, {'brand': 'Not=A?Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '140'}]",False,Windows,,,7,parish,,,,,,,,,,,,,,,,input_changed
2025-09-29 13:54:05.856000+00:00,74c8170c-83b0-4dab-8df7-c99e6feee8a2,ajs-next-1759154045856-9a8017e4-c49b-4e72-9ccd-58ab78ae5bb4,1759153763139x433792388290277000,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,1759153763139x433792388290277000,,,,,,,,,,,"[{'brand': 'Chromium', 'version': '140'}, {'brand': 'Not=A?Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '140'}]",False,Windows,,,5,phone,(720) 443-4222,,,,,,,,,,,,,,,input_changed
2025-09-29 13:54:06.122000+00:00,74c8170c-83b0-4dab-8df7-c99e6feee8a2,ajs-next-1759154046122-17e4c49b-fe72-4ccd-98ab-78ae5bb4e874,1759153763139x433792388290277000,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,1759153763139x433792388290277000,,,,,,,,,,,"[{'brand': 'Chromium', 'version': '140'}, {'brand': 'Not=A?Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '140'}]",False,Windows,,,6,website,,,,,,,,,,,,,,,,input_changed
2025-09-29 13:49:47.877000+00:00,74c8170c-83b0-4dab-8df7-c99e6feee8a2,ajs-next-1759153787877-036a7db2-2970-4dc7-a954-3a0c19b8064a,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",/start,https://coloradocatholicbusinessdirectory.com/,?login=no,Login,https://coloradocatholicbusinessdirectory.com/start?login=no,,,,,,,,,,,,"[{'brand': 'Chromium', 'version': '140'}, {'brand': 'Not=A?Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '140'}]",False,Windows,sign_up,,,,,,,,,,,,,,,,,moldremovalexpress1460@gmail.com,,button_click
2025-09-29 13:49:51.101000+00:00,74c8170c-83b0-4dab-8df7-c99e6feee8a2,ajs-next-1759153791101-7db22970-7dc7-4954-ba0c-19b8064acc34,1759153763139x433792388290277000,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",/start,https://coloradocatholicbusinessdirectory.com/,?login=no,Login,https://coloradocatholicbusinessdirectory.com/start?login=no,,,,,,,,,,,,"[{'brand': 'Chromium', 'version': '140'}, {'brand': 'Not=A?Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '140'}]",False,Windows,,,,,,"{'business_id': '1759153763139x433792388290277000', 'email': 'moldremovalexpress1460@gmail.com'}",,,,,,,,,,,,,,identify
2025-09-29 13:54:01.752000+00:00,74c8170c-83b0-4dab-8df7-c99e6feee8a2,ajs-next-1759154041752-1d00efa6-9a80-47e4-849b-fe721ccd58ab,1759153763139x433792388290277000,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,1759153763139x433792388290277000,,,,,,,,,,,"[{'brand': 'Chromium', 'version': '140'}, {'brand': 'Not=A?Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '140'}]",False,Windows,,,5,phone,,,,,,,,,,,,,,,,input_changed
2025-09-29 13:54:51.080000+00:00,74c8170c-83b0-4dab-8df7-c99e6feee8a2,ajs-next-1759154091080-1ccd58ab-78ae-4bb4-a874-8c7dc274a793,1759153763139x433792388290277000,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,1759153763139x433792388290277000,,,,,,,,,,,"[{'brand': 'Chromium', 'version': '140'}, {'brand': 'Not=A?Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '140'}]",False,Windows,,,9,sub_category,Mold Removal and Inspection,,,,,,,,,,,,,,,input_changed
2025-09-29 13:58:28.449000+00:00,74c8170c-83b0-4dab-8df7-c99e6feee8a2,ajs-next-1759154308449-35319850-0e65-4a81-9e00-801e02b557c2,1759153763139x433792388290277000,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",/business_profile/mold-removal-express,https://coloradocatholicbusinessdirectory.com/,,Mold Removal Express | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/mold-removal-express,,,,,,,,,,,,"[{'brand': 'Chromium', 'version': '140'}, {'brand': 'Not=A?Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '140'}]",False,Windows,,,,,,"{'business_id': '1759153763139x433792388290277000', 'email': 'moldremovalexpress1460@gmail.com', 'is_logged_in': True}",,,,,,,,,,,,,,identify
2025-09-29 13:58:15.705000+00:00,74c8170c-83b0-4dab-8df7-c99e6feee8a2,ajs-next-1759154295705-e8748c7d-c274-4793-83a8-79250c240f62,1759153763139x433792388290277000,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,1759153763139x433792388290277000,,,,,,,,,,,"[{'brand': 'Chromium', 'version': '140'}, {'brand': 'Not=A?Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '140'}]",False,Windows,,,11,description,"Mold Removal Express is a trusted leader in mold removal Denver residents and businesses can rely on, proudly serving the area for over 40 years. Our dedicated team specializes in detailed mold testing and treatment, ensuring your home or business is safe and healthy. We understand that mold issues can arise at any time, which is why we offer 24/7 emergency services to tackle your urgent needs as soon as possible. Fully licensed and certified, our experienced professionals use advanced techniques and eco-friendly products to successfully eliminate mold and prevent future growth. At Mold Removal Express, we prioritize customer satisfaction and peace, delivering reliable solutions to keep your environment mold-free.

Business Email: tim@moldremovalexpress.com

Business Hours: 24/7

Services We Offer:
Mold Remediation / Removal
Mold Testing
Mold Inspections",,,,,,,,,,,,,,,input_changed
2025-09-29 13:58:15.819000+00:00,74c8170c-83b0-4dab-8df7-c99e6feee8a2,ajs-next-1759154295819-8c7dc274-a793-43a8-b925-0c240f62a5bd,1759153763139x433792388290277000,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,1759153763139x433792388290277000,,,,,,,,,,,"[{'brand': 'Chromium', 'version': '140'}, {'brand': 'Not=A?Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '140'}]",False,Windows,save,,,,,,,,,,,,,,,,,,,button_click
