category,name,messageId,userId,originalTimestamp,anonymousId,userAgent,page.path,page.referrer,page.search,page.title,page.url,userAgentData.brands,userAgentData.mobile,userAgentData.platform,path,referrer,search,title,url,category_properties,name_properties,business_id,traits,button_name,sponsored_listing,location,city,search_text,parish,address,other_category,description,display_email,business_name,main_category,phone,sub_category,website,email,input_num,input_name,input_value,event_type
how_it_works,how_it_works,ajs-next-1789611844952-51662b17-a930-4c07-9743-14cd1dbd0797,,2026-09-17 02:24:04.952000+00:00,662b17a9-309c-4717-8314-cd1dbd0797d5,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 (compatible; meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler))",/how_it_works/1789184289916x252666026069425800,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1789184289916x252666026069425800,[],False,,/how_it_works/1789184289916x252666026069425800,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1789184289916x252666026069425800,how_it_works,how_it_works,,,,,,,,,,,,,,,,,,,,,,page
how_it_works,how_it_works,ajs-next-1789613054388-833a0b84-a153-4a6d-85f7-202e458eaf84,,2026-09-17 02:44:14.388000+00:00,3a0b84a1-532a-4dc5-b720-2e458eaf8461,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 (compatible; meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler))",/how_it_works/david-allred-shareholder-at-polsinelli-pc-1768427614253x929508274229176300,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/david-allred-shareholder-at-polsinelli-pc-1768427614253x929508274229176300,[],False,,/how_it_works/david-allred-shareholder-at-polsinelli-pc-1768427614253x929508274229176300,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/david-allred-shareholder-at-polsinelli-pc-1768427614253x929508274229176300,how_it_works,how_it_works,,,,,,,,,,,,,,,,,,,,,,page
about_us,about_us,ajs-next-1789613765949-3abc1184-0361-4b5c-92a6-aff5e2549449,,2026-09-17 02:56:05.949000+00:00,bc118403-61cb-4c52-a6af-f5e25494496f,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 (compatible; meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler))",/about_us/1789216768109x246042007740576700,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1789216768109x246042007740576700,[],False,,/about_us/1789216768109x246042007740576700,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1789216768109x246042007740576700,about_us,about_us,,,,,,,,,,,,,,,,,,,,,,page
how_it_works,how_it_works,ajs-next-1789616456889-fda1b4e3-96f5-4d60-bce4-df319dd7bdda,,2026-09-17 03:40:56.889000+00:00,a1b4e396-f56d-407c-a4df-319dd7bdda8a,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 (compatible; meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler))",/how_it_works/1789109082595x688119568555215700,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1789109082595x688119568555215700,[],False,,/how_it_works/1789109082595x688119568555215700,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1789109082595x688119568555215700,how_it_works,how_it_works,,,,,,,,,,,,,,,,,,,,,,page
about_us,about_us,ajs-next-1789614381362-75e4ea8b-4acd-4cdf-899d-eceaf20a7e31,,2026-09-17 03:06:21.362000+00:00,e4ea8b4a-cd9c-4f89-9dec-eaf20a7e310b,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 (compatible; meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler))",/about_us/1789067363090x367945742714133040,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1789067363090x367945742714133040,[],False,,/about_us/1789067363090x367945742714133040,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1789067363090x367945742714133040,about_us,about_us,,,,,,,,,,,,,,,,,,,,,,page
about_us,about_us,ajs-next-1789614187936-1308583b-18ce-4bb2-8e89-0c98aee6f113,,2026-09-17 03:03:07.936000+00:00,08583b18-ce2b-42ce-890c-98aee6f113ab,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 (compatible; meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler))",/about_us/1789248344875x648944053826138400,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1789248344875x648944053826138400,[],False,,/about_us/1789248344875x648944053826138400,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1789248344875x648944053826138400,about_us,about_us,,,,,,,,,,,,,,,,,,,,,,page
profile,business_profile,ajs-next-1789614826953-8188afb4-d537-4bdc-8b08-16c19573f662,,2026-09-17 03:13:46.952000+00:00,88afb4d5-37cb-4c8b-8816-c19573f662d2,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 (compatible; meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler))",/business_profile/auris-payroll--hr-services-1766011883106x917993758751800300,,,Sarah Fisher with Auris Payroll & HR Services | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/auris-payroll--hr-services-1766011883106x917993758751800300,[],False,,/business_profile/auris-payroll--hr-services-1766011883106x917993758751800300,,,Sarah Fisher with Auris Payroll & HR Services | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/auris-payroll--hr-services-1766011883106x917993758751800300,profile,business_profile,1766011883106x917993758751800300,,,,,,,,,,,,,,,,,,,,,page
about_us,about_us,ajs-next-1789616391018-cd2dd2ed-b4c8-4192-88bb-ac460d2493bc,,2026-09-17 03:39:51.018000+00:00,2dd2edb4-c831-4248-bbac-460d2493bc68,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 (compatible; meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler))",/about_us/1789124480779x746421099757392500,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1789124480779x746421099757392500,[],False,,/about_us/1789124480779x746421099757392500,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1789124480779x746421099757392500,about_us,about_us,,,,,,,,,,,,,,,,,,,,,,page
about_us,about_us,ajs-next-1789618427741-b92afe21-c6d7-4891-98a4-4684a8d882bf,,2026-09-17 04:13:47.741000+00:00,2afe21c6-d7f8-4198-a446-84a8d882bf70,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 (compatible; meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler))",/about_us/1789250376819x375347217436374800,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1789250376819x375347217436374800,[],False,,/about_us/1789250376819x375347217436374800,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1789250376819x375347217436374800,about_us,about_us,,,,,,,,,,,,,,,,,,,,,,page
about_us,about_us,ajs-next-1789619286960-35e704a6-0774-4865-9537-c247c0ad5e8f,,2026-09-17 04:28:06.960000+00:00,e704a607-7438-4595-b7c2-47c0ad5e8f23,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 (compatible; meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler))",/about_us/1789235417352x467231486757244200,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1789235417352x467231486757244200,[],False,,/about_us/1789235417352x467231486757244200,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1789235417352x467231486757244200,about_us,about_us,,,,,,,,,,,,,,,,,,,,,,page
about_us,about_us,ajs-next-1789619327055-faccb3a7-d09b-425e-940b-bd34155cfa19,,2026-09-17 04:28:47.055000+00:00,ccb3a7d0-9b22-4ed4-8bbd-34155cfa198c,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 (compatible; meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler))",/about_us/1789198835636x611954904706668600,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1789198835636x611954904706668600,[],False,,/about_us/1789198835636x611954904706668600,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1789198835636x611954904706668600,about_us,about_us,,,,,,,,,,,,,,,,,,,,,,page
how_it_works,how_it_works,ajs-next-1789620180838-19edd954-09f3-4906-b4c7-8fea2579a21f,,2026-09-17 04:43:00.838000+00:00,edd95409-f339-4674-878f-ea2579a21fec,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 (compatible; meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler))",/how_it_works/1789222033012x364141589605264200,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1789222033012x364141589605264200,[],False,,/how_it_works/1789222033012x364141589605264200,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1789222033012x364141589605264200,how_it_works,how_it_works,,,,,,,,,,,,,,,,,,,,,,page
profile,business_profile,ajs-next-1789620085120-858049c4-a589-44ed-a0c6-6a61b33af774,,2026-09-17 04:41:25.120000+00:00,8049c4a5-89f4-4d60-866a-61b33af77491,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 (compatible; meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler))",/business_profile/low-cost-mortgage-loans-1778185404695x597979725335827200,,,Low Cost Mortgage Loans | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/low-cost-mortgage-loans-1778185404695x597979725335827200,[],False,,/business_profile/low-cost-mortgage-loans-1778185404695x597979725335827200,,,Low Cost Mortgage Loans | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/low-cost-mortgage-loans-1778185404695x597979725335827200,profile,business_profile,1778185404695x597979725335827200,,,,,,,,,,,,,,,,,,,,,page
profile,business_profile,ajs-next-1789620989513-49bfe10c-7e6d-49cf-af16-9ba246836f33,,2026-09-17 04:56:29.513000+00:00,bfe10c7e-6db9-4faf-969b-a246836f3304,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 (compatible; meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler))",/business_profile/rampart-technical-services-1766070455303x639821695383855700,,,Rampart Technical Services | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/rampart-technical-services-1766070455303x639821695383855700,[],False,,/business_profile/rampart-technical-services-1766070455303x639821695383855700,,,Rampart Technical Services | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/rampart-technical-services-1766070455303x639821695383855700,profile,business_profile,1766070455303x639821695383855700,,,,,,,,,,,,,,,,,,,,,page
terms,terms_of_service,ajs-next-1789622535194-93463af2-1cf0-4de1-9dea-e335ff306235,,2026-09-17 05:22:15.194000+00:00,463af21c-f0ed-41dd-aae3-35ff30623503,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 (compatible; meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler))",/terms_of_service/damiano-disciples-inc-1775244057768x699511577684581800,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/terms_of_service/damiano-disciples-inc-1775244057768x699511577684581800,[],False,,/terms_of_service/damiano-disciples-inc-1775244057768x699511577684581800,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/terms_of_service/damiano-disciples-inc-1775244057768x699511577684581800,terms,terms_of_service,,,,,,,,,,,,,,,,,,,,,,page
how_it_works,how_it_works,ajs-next-1789623318333-b307f9dc-cd4f-44a0-952c-22bfd4c49b8b,,2026-09-17 05:35:18.333000+00:00,07f9dccd-4f84-4055-ac22-bfd4c49b8ba2,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 (compatible; meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler))",/how_it_works/1789197074521x419752449804685630,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1789197074521x419752449804685630,[],False,,/how_it_works/1789197074521x419752449804685630,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1789197074521x419752449804685630,how_it_works,how_it_works,,,,,,,,,,,,,,,,,,,,,,page
how_it_works,how_it_works,ajs-next-1789624062528-523fcffe-5b9c-4f0c-9c3b-5198f7fdb0e7,,2026-09-17 05:47:42.528000+00:00,3fcffe5b-9c7f-4c1c-bb51-98f7fdb0e79e,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 (compatible; meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler))",/how_it_works/1789240805087x914623142196207600,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1789240805087x914623142196207600,[],False,,/how_it_works/1789240805087x914623142196207600,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1789240805087x914623142196207600,how_it_works,how_it_works,,,,,,,,,,,,,,,,,,,,,,page
about_us,about_us,ajs-next-1789624077691-f9a8f32d-5274-4f5c-91cd-84a44af25a9e,,2026-09-17 05:47:57.691000+00:00,a8f32d52-740f-4cd1-8d84-a44af25a9ef2,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 (compatible; meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler))",/about_us/1789221549346x356120906040851000,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1789221549346x356120906040851000,[],False,,/about_us/1789221549346x356120906040851000,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1789221549346x356120906040851000,about_us,about_us,,,,,,,,,,,,,,,,,,,,,,page
profile,business_profile,ajs-next-1789625741492-c2a17cde-e17c-4595-a387-564220f08e17,,2026-09-17 06:15:41.492000+00:00,a17cdee1-7ce5-45a3-8756-4220f08e176e,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 (compatible; meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler))",/business_profile/lance-thibault-realtor-%C2%AE-1774573166178x561429420668618400,,,"Lance Thibault, REALTOR ® | Colorado Catholic Business Directory",https://coloradocatholicbusinessdirectory.com/business_profile/lance-thibault-realtor-%C2%AE-1774573166178x561429420668618400,[],False,,/business_profile/lance-thibault-realtor-%C2%AE-1774573166178x561429420668618400,,,"Lance Thibault, REALTOR ® | Colorado Catholic Business Directory",https://coloradocatholicbusinessdirectory.com/business_profile/lance-thibault-realtor-%C2%AE-1774573166178x561429420668618400,profile,business_profile,1774573166178x561429420668618400,,,,,,,,,,,,,,,,,,,,,page
profile,business_profile,ajs-next-1789627130414-1fe13912-9fd4-4637-8c45-0a07e066df01,,2026-09-17 06:38:50.414000+00:00,e139129f-d4e6-470c-850a-07e066df0133,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/136.0.0.0 Safari/537.36",/business_profile/centennial-pediatrics-1764781838221x716772635359430500,,,Centennial Pediatrics | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/centennial-pediatrics-1764781838221x716772635359430500,[],False,,/business_profile/centennial-pediatrics-1764781838221x716772635359430500,,,Centennial Pediatrics | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/centennial-pediatrics-1764781838221x716772635359430500,profile,business_profile,1764781838221x716772635359430500,,,,,,,,,,,,,,,,,,,,,page
profile,business_profile,ajs-next-1789629040040-cfeb2f5e-d6b9-4c01-9964-77d2c25a790d,,2026-09-17 07:10:40.040000+00:00,eb2f5ed6-b9dc-41d9-a477-d2c25a790d1a,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 (compatible; meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler))",/business_profile/paolucci-financial-services-1771436045389x658317953644361100,,,Paolucci Financial Services | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/paolucci-financial-services-1771436045389x658317953644361100,[],False,,/business_profile/paolucci-financial-services-1771436045389x658317953644361100,,,Paolucci Financial Services | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/paolucci-financial-services-1771436045389x658317953644361100,profile,business_profile,1771436045389x658317953644361100,,,,,,,,,,,,,,,,,,,,,page
