category,userId,originalTimestamp,anonymousId,messageId,name,userAgent,page.path,page.referrer,page.search,page.title,page.url,path,referrer,search,title,url,category_properties,name_properties,business_id,sponsored_listing,userAgentData.brands,userAgentData.mobile,userAgentData.platform,button_name,email,traits,search_text,location,city,parish,input_value,input_num,input_name,address,other_category,description,display_email,business_name,main_category,phone,sub_category,website,event_type
,,2025-12-17 17:05:07.847000+00:00,6605c54d-ba1e-4b11-b930-914ff96a3f0b,ajs-next-1765991107847-ba1ebb11-f930-414f-b96a-3f0bbae6e19f,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.7339.0 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,"1753982403438x535213824960417500, 1743547621069x279645472884266780, 1750436264420x989591292213482400, 1744579851707x640487742075829500, 1752717497153x537286585580736960, 1744335958024x226211831616957250, 1743549178851x847080663521240200, 1753374338412x209529915103450200",true,"[{'brand': 'Chromium', 'version': '139'}, {'brand': 'Not;A=Brand', 'version': '99'}]",False,Windows,,,,,,,,,,,,,,,,,,,,impression
index,1765991015203x350068785849064760,2025-12-17 17:08:48.393000+00:00,dcecf789-d9a3-4e2c-8ad3-355bbb831185,ajs-next-1765991328393-11d10259-16dc-4205-b005-6e4a21e15b29,index,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",/,,?confirmation_email=1765991063557x622071397154341000,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/?confirmation_email=1765991063557x622071397154341000,/,,?confirmation_email=1765991063557x622071397154341000,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/?confirmation_email=1765991063557x622071397154341000,index,index,,,"[{'brand': 'Google Chrome', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,Windows,,,,,,,,,,,,,,,,,,,,page
profile,,2025-12-17 18:17:08.155000+00:00,341b0510-c792-4ba1-ba6d-7d894d772e2d,ajs-next-1765995428155-9b341b05-10c7-426b-a1ba-6d7d894d772e,business_profile,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/business_profile/longbowman-services-llc-1765399408996x262641226191956400,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/longbowman-services-llc-1765399408996x262641226191956400,/business_profile/longbowman-services-llc-1765399408996x262641226191956400,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/longbowman-services-llc-1765399408996x262641226191956400,profile,business_profile,1765399408996x262641226191956400,,"[{'brand': 'HeadlessChrome', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,Windows,,,,,,,,,,,,,,,,,,,,page
,,2025-12-17 20:02:46.610000+00:00,5f5a7ab3-f471-4719-8861-72faa8d96137,ajs-next-1766001766610-f471a719-c861-42fa-a8d9-6137468c27c5,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,"1753374338412x209529915103450200, 1743549178851x847080663521240200, 1743547621069x279645472884266780, 1752717497153x537286585580736960, 1744335958024x226211831616957250, 1750436264420x989591292213482400, 1753982403438x535213824960417500, 1744579851707x640487742075829500",true,"[{'brand': 'Chromium', 'version': '139'}, {'brand': 'Not;A=Brand', 'version': '99'}]",False,Windows,,,,,,,,,,,,,,,,,,,,impression
search,1760118921086x941497076227920600,2025-12-17 20:06:46.380000+00:00,c35c9d20-cb4e-4b41-b819-080fc7022f79,ajs-next-1766002006380-352f1db5-7cf4-4a69-9751-d20273326543,search,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=Thomas%20Krance&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Thomas%20Krance&category=,/search,https://coloradocatholicbusinessdirectory.com/,?query=Thomas%20Krance&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Thomas%20Krance&category=,search,search,,,"[{'brand': 'Microsoft Edge', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,Windows,,,,,,,,,,,,,,,,,,,,page
,1760118921086x941497076227920600,2025-12-17 20:02:33.148000+00:00,c35c9d20-cb4e-4b41-b819-080fc7022f79,ajs-next-1766001753148-0e1f826e-6e10-4cfb-a7b6-1d7fa8c4bbeb,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,"[{'brand': 'Microsoft Edge', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,Windows,,,,legal,,,,,,,,,,,,,,,,search
,,2025-12-17 20:02:45.996000+00:00,5f5a7ab3-f471-4719-8861-72faa8d96137,ajs-next-1766001765996-7ab3f471-a719-4861-b2fa-a8d96137468c,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,"1753374338412x209529915103450200, 1743549178851x847080663521240200, 1743547621069x279645472884266780, 1752717497153x537286585580736960, 1744335958024x226211831616957250, 1750436264420x989591292213482400, 1753982403438x535213824960417500, 1744579851707x640487742075829500",true,"[{'brand': 'Chromium', 'version': '139'}, {'brand': 'Not;A=Brand', 'version': '99'}]",False,Windows,,,,,,,,,,,,,,,,,,,,impression
,1760118921086x941497076227920600,2025-12-17 20:06:25.442000+00:00,c35c9d20-cb4e-4b41-b819-080fc7022f79,ajs-next-1766001985442-8550fb39-471d-452f-9db5-7cf4ba69d751,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=Thomas%20Crance&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Thomas%20Crance&category=,,,,,,,,,false,"[{'brand': 'Microsoft Edge', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,Windows,,,,,,,,,,,,,,,,,,,,impression
,1760118921086x941497076227920600,2025-12-17 20:06:47.003000+00:00,c35c9d20-cb4e-4b41-b819-080fc7022f79,ajs-next-1766002007003-7cf4ba69-d751-4202-b332-6543650c3c94,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=Thomas%20Krance&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Thomas%20Krance&category=,,,,,,,,1743549178851x847080663521240200,true,"[{'brand': 'Microsoft Edge', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,Windows,,,,,main_list,,,,,,,,,,,,,,,impression
,1760118921086x941497076227920600,2025-12-17 20:06:13.971000+00:00,c35c9d20-cb4e-4b41-b819-080fc7022f79,ajs-next-1766001973971-3c470a49-b7f1-41d3-a82d-567ab685f414,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,"1752717497153x537286585580736960, 1753982403438x535213824960417500, 1743547621069x279645472884266780, 1744335958024x226211831616957250, 1750436264420x989591292213482400, 1744579851707x640487742075829500, 1743549178851x847080663521240200, 1753374338412x209529915103450200",true,"[{'brand': 'Microsoft Edge', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,Windows,,,,,,,,,,,,,,,,,,,,impression
,1760118921086x941497076227920600,2025-12-17 20:02:50.308000+00:00,c35c9d20-cb4e-4b41-b819-080fc7022f79,ajs-next-1766001770308-2f4e8364-a7a0-4520-9c56-1e65c7019d76,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=legal&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=legal&category=,,,,,,,,,,"[{'brand': 'Microsoft Edge', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,Windows,search,,,,,,,,,,,,,,,,,,,button_click
index,,2025-12-17 20:02:45.977000+00:00,5f5a7ab3-f471-4719-8861-72faa8d96137,ajs-next-1766001765977-035f5a7a-b3f4-41a7-99c8-6172faa8d961,index,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,,"[{'brand': 'Chromium', 'version': '139'}, {'brand': 'Not;A=Brand', 'version': '99'}]",False,Windows,,,,,,,,,,,,,,,,,,,,page
,1760118921086x941497076227920600,2025-12-17 20:04:18.684000+00:00,c35c9d20-cb4e-4b41-b819-080fc7022f79,ajs-next-1766001858684-e1d1bf3f-57aa-4f57-90e8-6334e8cc14d7,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=insurance&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=insurance&category=Other,,,,,,,,1750436264420x989591292213482400,true,"[{'brand': 'Microsoft Edge', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,Windows,,,,,main_list,,,,,,,,,,,,,,,impression
,1760118921086x941497076227920600,2025-12-17 20:02:32.643000+00:00,c35c9d20-cb4e-4b41-b819-080fc7022f79,ajs-next-1766001752643-72c60e1f-826e-4e10-9cfb-27b61d7fa8c4,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,"[{'brand': 'Microsoft Edge', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,Windows,search,,,,,,,,,,,,,,,,,,,button_click
,1760118921086x941497076227920600,2025-12-17 20:02:52.520000+00:00,c35c9d20-cb4e-4b41-b819-080fc7022f79,ajs-next-1766001772520-9d76823e-e50a-429b-a01f-3befa19bf922,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=legal&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=legal&category=Other,,,,,,,,1750436264420x989591292213482400,true,"[{'brand': 'Microsoft Edge', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,Windows,,,,,main_list,,,,,,,,,,,,,,,impression
,1760118921086x941497076227920600,2025-12-17 20:03:41.886000+00:00,c35c9d20-cb4e-4b41-b819-080fc7022f79,ajs-next-1766001821886-dd9d9d9b-1871-48d9-86c9-aa98e1d1bf3f,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Finance,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Finance,,,,,,,,1753982403438x535213824960417500,true,"[{'brand': 'Microsoft Edge', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,Windows,,,,,main_list,,,,,,,,,,,,,,,impression
search,1760118921086x941497076227920600,2025-12-17 20:06:56.627000+00:00,c35c9d20-cb4e-4b41-b819-080fc7022f79,ajs-next-1766002016627-73326543-650c-4c94-8245-b34feab7fbaf,search,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=Krance&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Krance&category=,/search,https://coloradocatholicbusinessdirectory.com/,?query=Krance&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Krance&category=,search,search,,,"[{'brand': 'Microsoft Edge', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,Windows,,,,,,,,,,,,,,,,,,,,page
,1760118921086x941497076227920600,2025-12-17 20:02:33.281000+00:00,c35c9d20-cb4e-4b41-b819-080fc7022f79,ajs-next-1766001753281-826e6e10-dcfb-47b6-9d7f-a8c4bbeb09af,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,"[{'brand': 'Microsoft Edge', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,Windows,,,,legal,,,,,,,,,,,,,,,,search
,1760118921086x941497076227920600,2025-12-17 20:06:46.693000+00:00,c35c9d20-cb4e-4b41-b819-080fc7022f79,ajs-next-1766002006693-1db57cf4-ba69-4751-9202-73326543650c,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=Thomas%20Krance&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Thomas%20Krance&category=,,,,,,,,,true,"[{'brand': 'Microsoft Edge', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,Windows,,,,,sidebar,,,,,,,,,,,,,,,impression
,1760118921086x941497076227920600,2025-12-17 20:03:05.253000+00:00,c35c9d20-cb4e-4b41-b819-080fc7022f79,ajs-next-1766001785253-a19bf922-1446-4e94-9098-0f881d0bdd9d,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=lawyer&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=lawyer&category=Other,,,,,,,,,true,"[{'brand': 'Microsoft Edge', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,Windows,,,,,sidebar,,,,,,,,,,,,,,,impression
,1760118921086x941497076227920600,2025-12-17 20:02:52.515000+00:00,c35c9d20-cb4e-4b41-b819-080fc7022f79,ajs-next-1766001772515-c7019d76-823e-450a-a29b-601f3befa19b,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=legal&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=legal&category=Other,,,,,,,,1750436264420x989591292213482400,true,"[{'brand': 'Microsoft Edge', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,Windows,,,,,main_list,,,,,,,,,,,,,,,impression
,1760118921086x941497076227920600,2025-12-17 20:02:52.824000+00:00,c35c9d20-cb4e-4b41-b819-080fc7022f79,ajs-next-1766001772824-823ee50a-629b-401f-bbef-a19bf9221446,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=legal&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=legal&category=Other,,,,,,,,"1763569204895x378265538177280400, 1744260813114x505427712482621440, 1753985929691x853149258569598100, 1744282156200x727555159743162000, 1750423781412x480534435350699700",false,"[{'brand': 'Microsoft Edge', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,Windows,,,,,,,,,,,,,,,,,,,,impression
,1760118921086x941497076227920600,2025-12-17 20:06:56.321000+00:00,c35c9d20-cb4e-4b41-b819-080fc7022f79,ajs-next-1766002016321-d2027332-6543-450c-bc94-0245b34feab7,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=Thomas%20Krance&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Thomas%20Krance&category=,,,,,,,,,,"[{'brand': 'Microsoft Edge', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,Windows,,,,Krance,main_search,,,,,,,,,,,,,,,search
search,1760118921086x941497076227920600,2025-12-17 20:03:04.951000+00:00,c35c9d20-cb4e-4b41-b819-080fc7022f79,ajs-next-1766001784951-3befa19b-f922-4446-ae94-50980f881d0b,search,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=lawyer&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=lawyer&category=Other,/search,https://coloradocatholicbusinessdirectory.com/,?query=lawyer&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=lawyer&category=Other,search,search,,,"[{'brand': 'Microsoft Edge', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,Windows,,,,,,,,,,,,,,,,,,,,page
,1760118921086x941497076227920600,2025-12-17 20:02:52.828000+00:00,c35c9d20-cb4e-4b41-b819-080fc7022f79,ajs-next-1766001772828-e50a629b-601f-4bef-a19b-f9221446ee94,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=legal&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=legal&category=Other,,,,,,,,"1763569204895x378265538177280400, 1744260813114x505427712482621440, 1753985929691x853149258569598100, 1744282156200x727555159743162000, 1750423781412x480534435350699700",false,"[{'brand': 'Microsoft Edge', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,Windows,,,,,,,,,,,,,,,,,,,,impression
,1760118921086x941497076227920600,2025-12-17 20:03:40.633000+00:00,c35c9d20-cb4e-4b41-b819-080fc7022f79,ajs-next-1766001820633-ee945098-0f88-4d0b-9d9d-9d9b187188d9,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=lawyer&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=lawyer&category=Other,,,,,,,,,,"[{'brand': 'Microsoft Edge', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,Windows,search,,,,,,,,,,,,,,,,,,,button_click
profile,1760118921086x941497076227920600,2025-12-17 20:04:32.169000+00:00,c35c9d20-cb4e-4b41-b819-080fc7022f79,ajs-next-1766001872169-96414c1e-7b66-4b24-947f-c9378240600d,business_profile,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",/business_profile/knights-of-columbus-wheaton-agency-1760118921086x941497076227920600,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/knights-of-columbus-wheaton-agency-1760118921086x941497076227920600,/business_profile/knights-of-columbus-wheaton-agency-1760118921086x941497076227920600,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/knights-of-columbus-wheaton-agency-1760118921086x941497076227920600,profile,business_profile,1760118921086x941497076227920600,,"[{'brand': 'Microsoft Edge', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,Windows,,,,,,,,,,,,,,,,,,,,page
,1760118921086x941497076227920600,2025-12-17 20:03:05.867000+00:00,c35c9d20-cb4e-4b41-b819-080fc7022f79,ajs-next-1766001785867-1446ee94-5098-4f88-9d0b-dd9d9d9b1871,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=lawyer&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=lawyer&category=Other,,,,,,,,"1744260813114x505427712482621440, 1753465897836x101289632151690960",false,"[{'brand': 'Microsoft Edge', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,Windows,,,,,,,,,,,,,,,,,,,,impression
,1760118921086x941497076227920600,2025-12-17 20:01:28.356000+00:00,c35c9d20-cb4e-4b41-b819-080fc7022f79,ajs-next-1766001688356-b14c72c6-0e1f-426e-ae10-dcfb27b61d7f,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,"1753374338412x209529915103450200, 1743547621069x279645472884266780, 1744579851707x640487742075829500, 1744335958024x226211831616957250, 1752717497153x537286585580736960, 1750436264420x989591292213482400, 1743549178851x847080663521240200, 1753982403438x535213824960417500",true,"[{'brand': 'Microsoft Edge', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,Windows,,,,,,,,,,,,,,,,,,,,impression
,1760118921086x941497076227920600,2025-12-17 20:04:19+00:00,c35c9d20-cb4e-4b41-b819-080fc7022f79,ajs-next-1766001859000-bf3f57aa-df57-40e8-a334-e8cc14d7d5d5,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=insurance&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=insurance&category=Other,,,,,,,,"1747163465846x476237095610093000, 1763569204895x378265538177280400, 1760118921086x941497076227920600, 1758147388607x898014240790697700",false,"[{'brand': 'Microsoft Edge', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,Windows,,,,,,,,,,,,,,,,,,,,impression
search,1760118921086x941497076227920600,2025-12-17 20:02:51.908000+00:00,c35c9d20-cb4e-4b41-b819-080fc7022f79,ajs-next-1766001771908-a7a0f520-9c56-4e65-8701-9d76823ee50a,search,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=legal&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=legal&category=Other,/search,https://coloradocatholicbusinessdirectory.com/,?query=legal&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=legal&category=Other,search,search,,,"[{'brand': 'Microsoft Edge', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,Windows,,,,,,,,,,,,,,,,,,,,page
Finance,1760118921086x941497076227920600,2025-12-17 20:03:40.949000+00:00,c35c9d20-cb4e-4b41-b819-080fc7022f79,ajs-next-1766001820949-50980f88-1d0b-4d9d-9d9b-187188d946c9,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=lawyer&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=lawyer&category=Other,,,,,,,,,,"[{'brand': 'Microsoft Edge', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,Windows,,,,,main_search,,,,,,,,,,,,,,,search
,1760118921086x941497076227920600,2025-12-17 20:04:30.084000+00:00,c35c9d20-cb4e-4b41-b819-080fc7022f79,ajs-next-1766001870084-57aadf57-90e8-4334-a8cc-14d7d5d55d00,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=insurance&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=insurance&category=Other,,,,,,,,1760118921086x941497076227920600,false,"[{'brand': 'Microsoft Edge', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,Windows,profile_arrow,,,,,,,,,,,,,,,,,,,button_click
