anonymousId,userId,messageId,originalTimestamp,userAgent,page.path,page.referrer,page.search,page.title,page.url,userAgentData.brands,userAgentData.mobile,userAgentData.platform,business_id,sponsored_listing,search_text,category,button_name,name,path,referrer,search,title,url,category_properties,name_properties,location,event_type
5cc5e552-8430-457a-99fa-3b7cbc1b7c3b,,ajs-next-1784307250576-4fbbdf8f-3c67-4a4f-8e9a-2dda36614454,2026-07-17 16:54:10.576000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=seth&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=seth&category=,"[{'brand': 'Not;A=Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '150'}, {'brand': 'Microsoft Edge', 'version': '150'}]",False,Windows,,true,,,,,,,,,,,,sidebar,impression
5cc5e552-8430-457a-99fa-3b7cbc1b7c3b,,ajs-next-1784307263832-ae8bbb1c-3855-4abf-b0e7-8875a388b662,2026-07-17 16:54:23.832000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Not;A=Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '150'}, {'brand': 'Microsoft Edge', 'version': '150'}]",False,Windows,,,,,search,,,,,,,,,,button_click
5cc5e552-8430-457a-99fa-3b7cbc1b7c3b,,ajs-next-1784307268028-175ee48d-a6f4-4fc8-a9f3-e145baf4315d,2026-07-17 16:54:28.028000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Finance,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Finance,"[{'brand': 'Not;A=Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '150'}, {'brand': 'Microsoft Edge', 'version': '150'}]",False,Windows,1771436045389x658317953644361100,true,,,,,,,,,,,,main_list,impression
5cc5e552-8430-457a-99fa-3b7cbc1b7c3b,,ajs-next-1784307267419-35d9b2a9-175e-448d-a6f4-6fc8e9f3e145,2026-07-17 16:54:27.419000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Finance,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Finance,"[{'brand': 'Not;A=Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '150'}, {'brand': 'Microsoft Edge', 'version': '150'}]",False,Windows,,,,search,,search,/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Finance,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Finance,search,search,,page
5cc5e552-8430-457a-99fa-3b7cbc1b7c3b,,ajs-next-1784307241662-1f442db4-6469-4f93-9e83-13ac9f601ffd,2026-07-17 16:54:01.662000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Not;A=Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '150'}, {'brand': 'Microsoft Edge', 'version': '150'}]",False,Windows,"1753374338412x209529915103450200, 1752717497153x537286585580736960, 1771436045389x658317953644361100, 1770943484557x164806709481949200, 1744335958024x226211831616957250, 1753982403438x535213824960417500, 1744579851707x640487742075829500, 1750436264420x989591292213482400, 1781830336957x808577548450478500, 1744643921578x315333816253624100",true,,,,,,,,,,,,,impression
5cc5e552-8430-457a-99fa-3b7cbc1b7c3b,,ajs-next-1784307250263-e83b4fbb-df8f-4c67-aa4f-4e9a2dda3661,2026-07-17 16:54:10.263000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=seth&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=seth&category=,"[{'brand': 'Not;A=Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '150'}, {'brand': 'Microsoft Edge', 'version': '150'}]",False,Windows,,,,search,,search,/search,https://coloradocatholicbusinessdirectory.com/,?query=seth&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=seth&category=,search,search,,page
5cc5e552-8430-457a-99fa-3b7cbc1b7c3b,,ajs-next-1784307257049-2eabae8b-bb1c-4855-9abf-70e78875a388,2026-07-17 16:54:17.049000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Not;A=Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '150'}, {'brand': 'Microsoft Edge', 'version': '150'}]",False,Windows,"1770943484557x164806709481949200, 1744335958024x226211831616957250, 1753982403438x535213824960417500, 1771436045389x658317953644361100, 1750436264420x989591292213482400, 1781830336957x808577548450478500, 1744579851707x640487742075829500, 1744643921578x315333816253624100, 1753374338412x209529915103450200, 1752717497153x537286585580736960",true,,,,,,,,,,,,,impression
5cc5e552-8430-457a-99fa-3b7cbc1b7c3b,,ajs-next-1784307267722-b2a9175e-e48d-46f4-afc8-e9f3e145baf4,2026-07-17 16:54:27.722000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Finance,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Finance,"[{'brand': 'Not;A=Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '150'}, {'brand': 'Microsoft Edge', 'version': '150'}]",False,Windows,,true,,,,,,,,,,,,sidebar,impression
5cc5e552-8430-457a-99fa-3b7cbc1b7c3b,,ajs-next-1784307250880-df8f3c67-6a4f-4e9a-adda-366144541a1d,2026-07-17 16:54:10.880000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=seth&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=seth&category=,"[{'brand': 'Not;A=Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '150'}, {'brand': 'Microsoft Edge', 'version': '150'}]",False,Windows,1752717497153x537286585580736960,true,,,,,,,,,,,,main_list,impression
5cc5e552-8430-457a-99fa-3b7cbc1b7c3b,,ajs-next-1784307268331-e48da6f4-6fc8-49f3-a145-baf4315da029,2026-07-17 16:54:28.331000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Finance,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Finance,"[{'brand': 'Not;A=Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '150'}, {'brand': 'Microsoft Edge', 'version': '150'}]",False,Windows,"1746827109704x963221719337950200, 1771436045389x658317953644361100, 1761919898226x928695665795906700, 1750784029587x963255839088365200, 1744134674881x127285411168640110, 1761762406893x958878656538368500, 1760458225389x690604949380638100, 1777405836126x277715594249416060, 1770152894907x464897480736850900, 1763672237927x725969385673238800, 1757369121056x350487849823425600, 1768584016102x834619843946063900, 1771003581692x955050931630977700, 1753982403438x535213824960417500, 1758312173588x895819358343598700, 1779207002005x542183775914824900, 1776360466250x658348247885801300, 1746635677548x343522492232585660, 1765991015203x350068785849064760, 1750785338983x949958887494882000, 1766011883106x917993758751800300, 1753135741395x558904608479141570, 1775244057768x699511577684581800, 1744391553368x301043576290850300, 1764963280733x431041418968701760",false,,,,,,,,,,,,,impression
03d4091b-adbd-43ca-b044-65baf9665948,,ajs-next-1784309314964-64737ae3-5d62-47e3-9439-777813f3e3c0,2026-07-17 17:28:34.964000+00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Safari/605.1.15",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,"1752717497153x537286585580736960, 1771436045389x658317953644361100, 1753982403438x535213824960417500, 1750436264420x989591292213482400, 1744643921578x315333816253624100, 1770943484557x164806709481949200, 1744335958024x226211831616957250, 1744579851707x640487742075829500, 1781830336957x808577548450478500, 1753374338412x209529915103450200",true,,,,,,,,,,,,,impression
03d4091b-adbd-43ca-b044-65baf9665948,,ajs-next-1784309314578-6b35d634-6473-4ae3-9d62-07e394397778,2026-07-17 17:28:34.578000+00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Safari/605.1.15",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,index,,index,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,page
b0a8718b-2b09-45b1-8a78-dbd22c4e6bc8,,ajs-next-1784321433682-b9b0a871-8b2b-4915-b18a-78dbd22c4e6b,2026-07-17 20:50:33.682000+00:00,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",/about_us/1000-good-books-project-1747165674437x491901038958021200,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1000-good-books-project-1747165674437x491901038958021200,"[{'brand': 'Not;A=Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '150'}, {'brand': 'Google Chrome', 'version': '150'}]",False,Linux,,,,about_us,,about_us,/about_us/1000-good-books-project-1747165674437x491901038958021200,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1000-good-books-project-1747165674437x491901038958021200,about_us,about_us,,page
4afaca51-6fac-4730-9069-ac8f92734313,1743547621069x279645472884266780,ajs-next-1784322909913-3b304675-44c6-49ae-bfd5-1f7892a75962,2026-07-17 21:15:09.913000+00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Not;A=Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '150'}, {'brand': 'Google Chrome', 'version': '150'}]",False,macOS,,,,,,,,,,,,,,,search
4afaca51-6fac-4730-9069-ac8f92734313,1743547621069x279645472884266780,ajs-next-1784322909280-47f590c6-3b30-4675-84c6-49aeffd51f78,2026-07-17 21:15:09.280000+00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Not;A=Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '150'}, {'brand': 'Google Chrome', 'version': '150'}]",False,macOS,"1750436264420x989591292213482400, 1771436045389x658317953644361100, 1744579851707x640487742075829500, 1753374338412x209529915103450200, 1744643921578x315333816253624100, 1781830336957x808577548450478500, 1753982403438x535213824960417500, 1744335958024x226211831616957250, 1752717497153x537286585580736960, 1770943484557x164806709481949200",true,,,,,,,,,,,,,impression
4afaca51-6fac-4730-9069-ac8f92734313,1743547621069x279645472884266780,ajs-next-1784322909610-90c63b30-4675-44c6-89ae-ffd51f7892a7,2026-07-17 21:15:09.610000+00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Not;A=Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '150'}, {'brand': 'Google Chrome', 'version': '150'}]",False,macOS,,,,,search,,,,,,,,,,button_click
4afaca51-6fac-4730-9069-ac8f92734313,1743547621069x279645472884266780,ajs-next-1784322911654-811911da-d019-4461-acc1-dce2de672188,2026-07-17 21:15:11.654000+00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,"[{'brand': 'Not;A=Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '150'}, {'brand': 'Google Chrome', 'version': '150'}]",False,macOS,,,,search,,search,/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,search,search,,page
4afaca51-6fac-4730-9069-ac8f92734313,1743547621069x279645472884266780,ajs-next-1784322908735-51f16092-47f5-40c6-bb30-467544c649ae,2026-07-17 21:15:08.735000+00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Not;A=Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '150'}, {'brand': 'Google Chrome', 'version': '150'}]",False,macOS,,,,index,,index,/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,page
4afaca51-6fac-4730-9069-ac8f92734313,1743547621069x279645472884266780,ajs-next-1784322911957-11dad019-3461-4cc1-9ce2-de6721883d6c,2026-07-17 21:15:11.957000+00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,"[{'brand': 'Not;A=Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '150'}, {'brand': 'Google Chrome', 'version': '150'}]",False,macOS,,true,,,,,,,,,,,,sidebar,impression
4afaca51-6fac-4730-9069-ac8f92734313,1743547621069x279645472884266780,ajs-next-1784322912260-d0193461-6cc1-4ce2-9e67-21883d6c332e,2026-07-17 21:15:12.260000+00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,"[{'brand': 'Not;A=Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '150'}, {'brand': 'Google Chrome', 'version': '150'}]",False,macOS,1744579851707x640487742075829500,true,,,,,,,,,,,,main_list,impression
4afaca51-6fac-4730-9069-ac8f92734313,1743547621069x279645472884266780,ajs-next-1784322909280-609247f5-90c6-4b30-8675-44c649aeffd5,2026-07-17 21:15:09.280000+00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Not;A=Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '150'}, {'brand': 'Google Chrome', 'version': '150'}]",False,macOS,"1750436264420x989591292213482400, 1771436045389x658317953644361100, 1744579851707x640487742075829500, 1753374338412x209529915103450200, 1744643921578x315333816253624100, 1781830336957x808577548450478500, 1753982403438x535213824960417500, 1744335958024x226211831616957250, 1752717497153x537286585580736960, 1770943484557x164806709481949200",true,,,,,,,,,,,,,impression
