name,userId,category,messageId,originalTimestamp,anonymousId,userAgent,page.path,page.referrer,page.search,page.title,page.url,userAgentData.brands,userAgentData.mobile,userAgentData.platform,path,referrer,search,title,url,business_id,category_properties,name_properties,sponsored_listing,traits,button_name,email,location,city,search_text,parish,input_value,input_num,input_name,address,other_category,description,display_email,business_name,main_category,phone,sub_category,website,event_type
,1746765568691x979794717919274100,,ajs-next-1763443929711-779c0e8d-a99f-4208-80a1-2c198a1ecdc1,2025-11-18 05:32:09.711000+00:00,92cc5d0c-80dc-41f1-b93d-46d5647265e9,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",/about_us/skyhawks-supertots-sports-colorado,https://coloradocatholicbusinessdirectory.com/,,Skyhawks-SuperTots Sports Colorado | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/skyhawks-supertots-sports-colorado,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Google Chrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,,,,,,,,,,"{'business_id': '1746765568691x979794717919274100', 'email': 'colorado@skyhawks.com', 'is_logged_in': True}",,,,,,,,,,,,,,,,,,,identify
terms_of_service,,terms,ajs-next-1763444433076-83e0f317-d65d-4381-9561-d7cb625138fa,2025-11-18 05:40:33.076000+00:00,e0f317d6-5d83-41d5-a1d7-cb625138fa94,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/terms_of_service/carroll-painting-llc--1763255155587x707008769292458900,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/terms_of_service/carroll-painting-llc--1763255155587x707008769292458900,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'HeadlessChrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,/terms_of_service/carroll-painting-llc--1763255155587x707008769292458900,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/terms_of_service/carroll-painting-llc--1763255155587x707008769292458900,,terms,terms_of_service,,,,,,,,,,,,,,,,,,,,,page
,1746765568691x979794717919274100,,ajs-next-1763443909155-071b4bd6-c59c-4168-a303-0c508510f51b,2025-11-18 05:31:49.155000+00:00,92cc5d0c-80dc-41f1-b93d-46d5647265e9,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Google Chrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,,,,,,"1753374338412x209529915103450200, 1758312173588x895819358343598700, 1743549178851x847080663521240200, 1750436264420x989591292213482400, 1752717497153x537286585580736960, 1744335958024x226211831616957250, 1743547621069x279645472884266780, 1744579851707x640487742075829500, 1753982403438x535213824960417500",,,true,,,,,,,,,,,,,,,,,,,,impression
,1746765568691x979794717919274100,,ajs-next-1763443928359-f5914455-10ad-4a22-9d55-823dc2b369ae,2025-11-18 05:32:08.359000+00:00,92cc5d0c-80dc-41f1-b93d-46d5647265e9,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Google Chrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,,,,,,"1746631267951x741803061642879500, 1754505203290x671062062407191900, 1751749348389x952656707958261400, 1757438153395x416809556103947500, 1753374338412x209529915103450200, 1747420152884x437771544876149700, 1750784029587x963255839088365200, 1754624056001x759184470890143000, 1754081360962x724252535884739300, 1744157592334x292550965261606100, 1749057953945x756346430245684600, 1753465897836x101289632151690960, 1748581534531x956271769254002200, 1754949567759x639105313824555300, 1758120880051x675194275556497400, 1747398900475x598159844147748100, 1754927931120x470668069008822300, 1754084205128x675147807630683600, 1745273541628x945470626229355500, 1750436264420x989591292213482400, 1749742920378x965836759111504900, 1759930025997x126109694575208930, 1747848709032x210920410073364830, 1747221865162x703532834449508000, 1744398484109x785674167096991400, 1753909381745x872991521395046100, 1747170561218x640297169073643000, 1747216018889x770977089491677400, 1744751205492x235134337285239230, 1746467711533x453074785848415400, 1752687366861x422755081931784260, 1745528732739x896561533370513300, 1747163465846x476237095610093000, 1747827548541x313848517899538500, 1761919898226x928695665795906700, 1746938798847x931997689495082400, 1759153763139x433792388290277000, 1744748222708x779656090283929300, 1760458225389x690604949380638100, 1750784475796x702583457937545900, 1745533127765x291393362647413700, 1751224250248x539537516841198200, 1744579851707x640487742075829500, 1761762406893x958878656538368500, 1749173974503x736079030141835600, 1744282156200x727555159743162000, 1744134674881x127285411168640110, 1763305551668x997299018011994600, 1757437593796x460281345015416640, 1747185390251x665604546429507900, 1757369121056x350487849823425600, 1744737250347x219277345743008400, 1758312173588x895819358343598700, 1761762460002x434978052003146300, 1753985929691x853149258569598100, 1751744301621x758526182685981300, 1761044854709x307607562836745150, 1762271200864x775090106640580500, 1744397288473x909294892772270800, 1763148950401x545361905340972600, 1751319669665x621437589169731200, 1750423781412x480534435350699700, 1744907031541x119079844893356540, 1743547621069x279645472884266780, 1746855895334x711816173120128000, 1749068120323x412920063824988600, 1749580724532x760028975589297300, 1746765568691x979794717919274100, 1747184079669x994211808429350800, 1744319857648x144922844539837200, 1753911193017x504194995643152640, 1762889659042x996969350831174300, 1744760380914x558772773612561600, 1747183179554x540122160625888100, 1751402056748x637551618886434600, 1746548006831x128230088489826860, 1758147388607x898014240790697700, 1744260813114x505427712482621440, 1762364811793x796217509980630800, 1755621956288x571897163769246900, 1745597587022x519433479989605000, 1763408145585x201322720695875870, 1748365021326x105262688542451250, 1757355028996x505189727810192200, 1743547361284x291138005899707260, 1761930377989x951815782791809400, 1748389292320x918627677903932400, 1747864432460x772931238395911000, 1752182630575x854371423894944000, 1746635677548x343522492232585660, 1755533063776x956164571796881400, 1757720364741x595714121363069200, 1744740154739x566945822952470660, 1759423986281x805514757919405700, 1754941249648x796792188496967000, 1744335958024x226211831616957250, 1743549178851x847080663521240200, 1747415704843x665338483592092500, 1762957766158x632118084948257900, 1752717497153x537286585580736960, 1753135741395x558904608479141570, 1753982403438x535213824960417500, 1750783674403x491887953737125700, 1744643921578x315333816253624100, 1750783679107x801419812763124500, 1758568877707x715638242996164100, 1746827109704x963221719337950200, 1744743906400x631087870982087000, 1763255155587x707008769292458900, 1747594874125x270237571814453630, 1747165674437x491901038958021200, 1744736810207x919925185055488400, 1751425811600x127124815802215140, 1746843461447x686795565273950000, 1755271286521x378031808974615550, 1744175271939x575064790204550460, 1760118921086x941497076227920600, 1750785338983x949958887494882000, 1744391553368x301043576290850300",,,false,,,,,,,,,,,,,,,,,,,,impression
how_it_works,1746765568691x979794717919274100,how_it_works,ajs-next-1763443931491-0f75ecfa-5ce9-40cf-acac-9ca42b0afd24,2025-11-18 05:32:11.491000+00:00,92cc5d0c-80dc-41f1-b93d-46d5647265e9,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",/how_it_works/skyhawks-supertots-sports-colorado,https://coloradocatholicbusinessdirectory.com/,,Skyhawks-SuperTots Sports Colorado | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/skyhawks-supertots-sports-colorado,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Google Chrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,/how_it_works/skyhawks-supertots-sports-colorado,https://coloradocatholicbusinessdirectory.com/,,Skyhawks-SuperTots Sports Colorado | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/skyhawks-supertots-sports-colorado,,how_it_works,how_it_works,,,,,,,,,,,,,,,,,,,,,page
search,1746765568691x979794717919274100,search,ajs-next-1763443927357-16549645-24b7-4591-8455-10adfa225d55,2025-11-18 05:32:07.357000+00:00,92cc5d0c-80dc-41f1-b93d-46d5647265e9,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Google Chrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,,search,search,,,,,,,,,,,,,,,,,,,,,page
,1746765568691x979794717919274100,,ajs-next-1763443914887-f34e10bc-6d37-462e-9c14-79e5013abb81,2025-11-18 05:31:54.887000+00:00,92cc5d0c-80dc-41f1-b93d-46d5647265e9,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",/start,https://coloradocatholicbusinessdirectory.com/,?login=yes,Login,https://coloradocatholicbusinessdirectory.com/start?login=yes,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Google Chrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,,,,,,,,,,,login,colorado@skyhawks.com,,,,,,,,,,,,,,,,,button_click
,1746765568691x979794717919274100,,ajs-next-1763443916128-ab5af170-a44a-43fc-b626-c74c3a378cf4,2025-11-18 05:31:56.128000+00:00,92cc5d0c-80dc-41f1-b93d-46d5647265e9,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",/,https://coloradocatholicbusinessdirectory.com/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Google Chrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,,,,,,,,,,"{'business_id': '1746765568691x979794717919274100', 'email': 'colorado@skyhawks.com', 'is_logged_in': True}",,,,,,,,,,,,,,,,,,,identify
about_us,1746765568691x979794717919274100,about_us,ajs-next-1763443929714-0e8da99f-4208-40a1-ac19-8a1ecdc17fd3,2025-11-18 05:32:09.714000+00:00,92cc5d0c-80dc-41f1-b93d-46d5647265e9,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",/about_us/skyhawks-supertots-sports-colorado,https://coloradocatholicbusinessdirectory.com/,,Skyhawks-SuperTots Sports Colorado | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/skyhawks-supertots-sports-colorado,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Google Chrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,/about_us/skyhawks-supertots-sports-colorado,https://coloradocatholicbusinessdirectory.com/,,Skyhawks-SuperTots Sports Colorado | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/skyhawks-supertots-sports-colorado,,about_us,about_us,,,,,,,,,,,,,,,,,,,,,page
index,1746765568691x979794717919274100,index,ajs-next-1763443908707-3fcb935b-071b-4bd6-859c-e16863030c50,2025-11-18 05:31:48.707000+00:00,92cc5d0c-80dc-41f1-b93d-46d5647265e9,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Google Chrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,index,index,,,,,,,,,,,,,,,,,,,,,page
start,1746765568691x979794717919274100,start,ajs-next-1763443913148-bf0df34e-10bc-4d37-962e-5c1479e5013a,2025-11-18 05:31:53.148000+00:00,92cc5d0c-80dc-41f1-b93d-46d5647265e9,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",/start,https://coloradocatholicbusinessdirectory.com/,?login=yes,Login,https://coloradocatholicbusinessdirectory.com/start?login=yes,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Google Chrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,/start,https://coloradocatholicbusinessdirectory.com/,?login=yes,Login,https://coloradocatholicbusinessdirectory.com/start?login=yes,,start,start,,,,,,,,,,,,,,,,,,,,,page
,1746765568691x979794717919274100,,ajs-next-1763443908898-935b071b-4bd6-459c-a168-63030c508510,2025-11-18 05:31:48.898000+00:00,92cc5d0c-80dc-41f1-b93d-46d5647265e9,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Google Chrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,,,,,,"1753374338412x209529915103450200, 1758312173588x895819358343598700, 1743549178851x847080663521240200, 1750436264420x989591292213482400, 1752717497153x537286585580736960, 1744335958024x226211831616957250, 1743547621069x279645472884266780, 1744579851707x640487742075829500, 1753982403438x535213824960417500",,,true,,,,,,,,,,,,,,,,,,,,impression
,1746765568691x979794717919274100,,ajs-next-1763443928053-24b7f591-4455-40ad-ba22-5d55823dc2b3,2025-11-18 05:32:08.053000+00:00,92cc5d0c-80dc-41f1-b93d-46d5647265e9,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Google Chrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,,,,,,1750436264420x989591292213482400,,,true,,,,main_list,,,,,,,,,,,,,,,,impression
,1746765568691x979794717919274100,,ajs-next-1763443912277-4bd6c59c-e168-4303-8c50-8510f51b031d,2025-11-18 05:31:52.277000+00:00,92cc5d0c-80dc-41f1-b93d-46d5647265e9,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Google Chrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,,,,,,,,,,,login,,navbar,,,,,,,,,,,,,,,,button_click
,1746765568691x979794717919274100,,ajs-next-1763443915378-10bc6d37-d62e-4c14-b9e5-013abb812966,2025-11-18 05:31:55.378000+00:00,92cc5d0c-80dc-41f1-b93d-46d5647265e9,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",/start,https://coloradocatholicbusinessdirectory.com/,?login=yes,Login,https://coloradocatholicbusinessdirectory.com/start?login=yes,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Google Chrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,,,,,,,,,,"{'business_id': '1746765568691x979794717919274100', 'email': 'colorado@skyhawks.com', 'is_logged_in': True}",,,,,,,,,,,,,,,,,,,identify
,1746765568691x979794717919274100,,ajs-next-1763443927734-964524b7-f591-4455-90ad-fa225d55823d,2025-11-18 05:32:07.734000+00:00,92cc5d0c-80dc-41f1-b93d-46d5647265e9,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Google Chrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,,,,,,,,,true,,,,sidebar,,,,,,,,,,,,,,,,impression
how_it_works,,how_it_works,ajs-next-1763445659204-514c6df7-d0a7-439f-bfd0-5127073781b1,2025-11-18 06:00:59.203000+00:00,4c6df7d0-a793-4fbf-9051-27073781b121,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/how_it_works/mckay-law-llc-1744175271939x575064790204550460,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/mckay-law-llc-1744175271939x575064790204550460,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'HeadlessChrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,/how_it_works/mckay-law-llc-1744175271939x575064790204550460,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/mckay-law-llc-1744175271939x575064790204550460,,how_it_works,how_it_works,,,,,,,,,,,,,,,,,,,,,page
terms_of_service,,terms,ajs-next-1763445660560-8a1508c3-010b-4982-8651-f8b8a281cd8c,2025-11-18 06:01:00.560000+00:00,1508c301-0b19-4206-91f8-b8a281cd8c0f,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/terms_of_service/windows-well-covered---custom-window-well-covers-1751425811600x127124815802215140,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/terms_of_service/windows-well-covered---custom-window-well-covers-1751425811600x127124815802215140,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'HeadlessChrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,/terms_of_service/windows-well-covered---custom-window-well-covers-1751425811600x127124815802215140,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/terms_of_service/windows-well-covered---custom-window-well-covers-1751425811600x127124815802215140,,terms,terms_of_service,,,,,,,,,,,,,,,,,,,,,page
