userId,originalTimestamp,anonymousId,messageId,userAgent,page.path,page.referrer,page.search,page.title,page.url,search_text,category,name,path,referrer,search,title,url,business_id,category_properties,name_properties,userAgentData.brands,userAgentData.mobile,userAgentData.platform,location,sponsored_listing,button_name,city,parish,event_type
,2026-02-09 02:04:46.940000+00:00,b30daf9b-b3c1-43a4-b751-0fb86739ee89,ajs-next-1770602686940-f7510fb8-6739-4e89-940a-c12890e2e73a,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/406.0.862495628 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,Home Services,,,,,,,,,,,,,,,,,,search
,2026-02-09 02:08:46.415000+00:00,b30daf9b-b3c1-43a4-b751-0fb86739ee89,ajs-next-1770602926415-7b38a73e-0b36-4c99-b075-47fd1cce5924,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/406.0.862495628 Mobile/15E148 Safari/604.1",/business_profile/humble-home-architecture-1751319669665x621437589169731200,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/humble-home-architecture-1751319669665x621437589169731200,,,,,,,,,1751319669665x621437589169731200,,,,,,,,visit_website,,,button_click
,2026-02-09 02:05:03.643000+00:00,b30daf9b-b3c1-43a4-b751-0fb86739ee89,ajs-next-1770602703643-eab7760e-956f-4128-be85-eca08edd8639,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/406.0.862495628 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=Interior%20design&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Interior%20design&category=,,,,,,,,,1750436264420x989591292213482400,,,,,,main_list,true,,,,impression
,2026-02-09 02:04:38.610000+00:00,b30daf9b-b3c1-43a4-b751-0fb86739ee89,ajs-next-1770602678610-51b30daf-9bb3-4173-a4f7-510fb86739ee,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/406.0.862495628 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,index,index,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,index,index,,,,,,,,,page
,2026-02-09 02:07:10.626000+00:00,b30daf9b-b3c1-43a4-b751-0fb86739ee89,ajs-next-1770602830626-93cfecb8-dafd-4653-9942-aafa4daa1f0b,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/406.0.862495628 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,index,index,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,index,index,,,,,,,,,page
,2026-02-09 02:04:49.424000+00:00,b30daf9b-b3c1-43a4-b751-0fb86739ee89,ajs-next-1770602689424-8917ce10-4d0a-4f4a-8136-11d9ee89278c,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/406.0.862495628 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,,,,,,,,,"1759930025997x126109694575208930, 1754927931120x470668069008822300, 1749742920378x965836759111504900, 1745273541628x945470626229355500, 1763148950401x545361905340972600, 1754505203290x671062062407191900, 1763408145585x201322720695875870, 1755533063776x956164571796881400, 1744398484109x785674167096991400, 1747216018889x770977089491677400, 1759153763139x433792388290277000, 1747864432460x772931238395911000, 1744751205492x235134337285239230, 1746855895334x711816173120128000, 1751319669665x621437589169731200, 1753911193017x504194995643152640, 1750783674403x491887953737125700, 1763255155587x707008769292458900, 1747398900475x598159844147748100, 1744335958024x226211831616957250, 1759423986281x805514757919405700, 1744748222708x779656090283929300, 1744579851707x640487742075829500, 1755621956288x571897163769246900, 1768581853937x610498789092930300",,,,,,,false,,,,impression
,2026-02-09 02:05:01.426000+00:00,b30daf9b-b3c1-43a4-b751-0fb86739ee89,ajs-next-1770602701426-ce4f93ac-88ff-4517-b04e-ce2fde472fe0,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/406.0.862495628 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,,,,,,,,search,,,button_click
,2026-02-09 02:05:25.914000+00:00,b30daf9b-b3c1-43a4-b751-0fb86739ee89,ajs-next-1770602725914-f28f935f-4684-4b32-aaf3-98e17093d4ce,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/406.0.862495628 Mobile/15E148 Safari/604.1",/business_profile/portam-interiors-1753911193017x504194995643152640,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/portam-interiors-1753911193017x504194995643152640,,,,,,,,,1753911193017x504194995643152640,,,,,,,,visit_website,,,button_click
,2026-02-09 02:04:48.517000+00:00,b30daf9b-b3c1-43a4-b751-0fb86739ee89,ajs-next-1770602688517-8238271f-e57c-4917-8e10-4d0a5f4ac136,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/406.0.862495628 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,,search,search,/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,,search,search,,,,,,,,,page
,2026-02-09 02:08:50.162000+00:00,b30daf9b-b3c1-43a4-b751-0fb86739ee89,ajs-next-1770602930162-e61db917-dacb-49ab-9af3-dcdc440b28e2,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/406.0.862495628 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=Architecture%20&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Architecture%20&category=,,,,,,,,,1753982403438x535213824960417500,,,,,,main_list,true,,,,impression
,2026-02-09 02:10:52.487000+00:00,b30daf9b-b3c1-43a4-b751-0fb86739ee89,ajs-next-1770603052487-09a7fbe9-a4c0-418e-9f42-5ee9ca1fa70d,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/406.0.862495628 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=Home%20decor&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Home%20decor&category=,,search,search,/search,https://coloradocatholicbusinessdirectory.com/,?query=Home%20decor&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Home%20decor&category=,,search,search,,,,,,,,,page
,2026-02-09 02:04:46.632000+00:00,b30daf9b-b3c1-43a4-b751-0fb86739ee89,ajs-next-1770602686632-73a4f751-0fb8-4739-ae89-140ac12890e2,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/406.0.862495628 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,,,,,,,,search,,,button_click
,2026-02-09 02:04:48.818000+00:00,b30daf9b-b3c1-43a4-b751-0fb86739ee89,ajs-next-1770602688819-271fe57c-8917-4e10-8d0a-5f4ac13611d9,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/406.0.862495628 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,,,,,,,,,,,,,,,sidebar,true,,,,impression
,2026-02-09 02:07:44.912000+00:00,b30daf9b-b3c1-43a4-b751-0fb86739ee89,ajs-next-1770602864913-85167b38-a73e-4b36-ac99-b07547fd1cce,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/406.0.862495628 Mobile/15E148 Safari/604.1",/business_profile/humble-home-architecture-1751319669665x621437589169731200,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/humble-home-architecture-1751319669665x621437589169731200,,,,,,,,,1751319669665x621437589169731200,,,,,,,,visit_website,,,button_click
,2026-02-09 02:08:49.544000+00:00,b30daf9b-b3c1-43a4-b751-0fb86739ee89,ajs-next-1770602929544-955035cf-e61d-4917-9acb-79ab9af3dcdc,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/406.0.862495628 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=Architecture%20&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Architecture%20&category=,,search,search,/search,https://coloradocatholicbusinessdirectory.com/,?query=Architecture%20&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Architecture%20&category=,,search,search,,,,,,,,,page
,2026-02-09 02:10:53.094000+00:00,b30daf9b-b3c1-43a4-b751-0fb86739ee89,ajs-next-1770603053094-a4c0f18e-1f42-4ee9-8a1f-a70d3194a5f6,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/406.0.862495628 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=Home%20decor&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Home%20decor&category=,,,,,,,,,1744335958024x226211831616957250,,,,,,main_list,true,,,,impression
,2026-02-09 02:07:18.656000+00:00,b30daf9b-b3c1-43a4-b751-0fb86739ee89,ajs-next-1770602838656-c653d942-aafa-4daa-9f0b-2813fb9ba6d9,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/406.0.862495628 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,Architecture ,,,,,,,,,,,,,,,,,,,search
,2026-02-09 02:06:59.700000+00:00,b30daf9b-b3c1-43a4-b751-0fb86739ee89,ajs-next-1770602819700-99f8c1e4-c321-4b5d-b0a8-e68f363dac2c,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/406.0.862495628 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=Interior%20design&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Interior%20design&category=,,,,,,,,,,,,,,,sidebar,true,,,,impression
,2026-02-09 02:07:32.734000+00:00,b30daf9b-b3c1-43a4-b751-0fb86739ee89,ajs-next-1770602852734-219b8516-7b38-473e-8b36-ec99b07547fd,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/406.0.862495628 Mobile/15E148 Safari/604.1",/business_profile/humble-home-architecture-1751319669665x621437589169731200,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/humble-home-architecture-1751319669665x621437589169731200,,profile,business_profile,/business_profile/humble-home-architecture-1751319669665x621437589169731200,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/humble-home-architecture-1751319669665x621437589169731200,1751319669665x621437589169731200,profile,business_profile,,,,,,,,,page
,2026-02-09 02:05:03.034000+00:00,b30daf9b-b3c1-43a4-b751-0fb86739ee89,ajs-next-1770602703034-65e78b78-eab7-460e-956f-b1287e85eca0,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/406.0.862495628 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=Interior%20design&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Interior%20design&category=,,search,search,/search,https://coloradocatholicbusinessdirectory.com/,?query=Interior%20design&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Interior%20design&category=,,search,search,,,,,,,,,page
,2026-02-09 02:04:57.364000+00:00,b30daf9b-b3c1-43a4-b751-0fb86739ee89,ajs-next-1770602697364-c9e5ce4f-93ac-48ff-a517-304ece2fde47,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/406.0.862495628 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,"1744335958024x226211831616957250, 1752717497153x537286585580736960, 1753374338412x209529915103450200, 1743547621069x279645472884266780, 1753982403438x535213824960417500, 1750436264420x989591292213482400, 1743549178851x847080663521240200, 1744579851707x640487742075829500",,,,,,,true,,,,impression
,2026-02-09 02:07:11.112000+00:00,b30daf9b-b3c1-43a4-b751-0fb86739ee89,ajs-next-1770602831112-ecb8dafd-c653-4942-aafa-4daa1f0b2813,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/406.0.862495628 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,"1750436264420x989591292213482400, 1744579851707x640487742075829500, 1753982403438x535213824960417500, 1753374338412x209529915103450200, 1743547621069x279645472884266780, 1743549178851x847080663521240200, 1744335958024x226211831616957250, 1752717497153x537286585580736960",,,,,,,true,,,,impression
,2026-02-09 02:10:42.799000+00:00,b30daf9b-b3c1-43a4-b751-0fb86739ee89,ajs-next-1770603042799-9c2739b3-597f-47cf-97b8-2b09c8268faa,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/406.0.862495628 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,index,index,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,index,index,,,,,,,,,page
,2026-02-09 02:10:59.653000+00:00,b30daf9b-b3c1-43a4-b751-0fb86739ee89,ajs-next-1770603059653-c67962bb-ea1d-4875-abe0-dd438e42637f,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/406.0.862495628 Mobile/15E148 Safari/604.1",/business_profile/her-seven-sorrows-1754941249648x796792188496967000,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/her-seven-sorrows-1754941249648x796792188496967000,,profile,business_profile,/business_profile/her-seven-sorrows-1754941249648x796792188496967000,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/her-seven-sorrows-1754941249648x796792188496967000,1754941249648x796792188496967000,profile,business_profile,,,,,,,,,page
,2026-02-09 02:10:50.889000+00:00,b30daf9b-b3c1-43a4-b751-0fb86739ee89,ajs-next-1770603050889-597f97cf-57b8-4b09-8826-8faa8713f7f3,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/406.0.862495628 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,,,,,,,,search,,,button_click
,2026-02-09 02:07:31.944000+00:00,b30daf9b-b3c1-43a4-b751-0fb86739ee89,ajs-next-1770602851944-aa78662a-eb2c-40bc-8d4e-c76f06eb4c53,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/406.0.862495628 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=Architecture%20&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Architecture%20&category=,,,,,,,,,1751319669665x621437589169731200,,,,,,,false,more_info_text,,,button_click
,2026-02-09 02:05:03.948000+00:00,b30daf9b-b3c1-43a4-b751-0fb86739ee89,ajs-next-1770602703948-760e956f-b128-4e85-aca0-8edd8639b13d,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/406.0.862495628 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=Interior%20design&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Interior%20design&category=,,,,,,,,,1753911193017x504194995643152640,,,,,,,false,,,,impression
,2026-02-09 02:04:38.934000+00:00,b30daf9b-b3c1-43a4-b751-0fb86739ee89,ajs-next-1770602678934-b3c173a4-f751-4fb8-a739-ee89140ac128,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/406.0.862495628 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,"1743549178851x847080663521240200, 1744579851707x640487742075829500, 1752717497153x537286585580736960, 1743547621069x279645472884266780, 1753374338412x209529915103450200, 1744335958024x226211831616957250, 1753982403438x535213824960417500, 1750436264420x989591292213482400",,,,,,,true,,,,impression
,2026-02-09 02:06:59.394000+00:00,b30daf9b-b3c1-43a4-b751-0fb86739ee89,ajs-next-1770602819394-e32099f8-c1e4-4321-9b5d-b0a8e68f363d,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/406.0.862495628 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=Interior%20design&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Interior%20design&category=,,search,search,/search,https://coloradocatholicbusinessdirectory.com/,?query=Interior%20design&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Interior%20design&category=,,search,search,,,,,,,,,page
,2026-02-09 02:07:18.349000+00:00,b30daf9b-b3c1-43a4-b751-0fb86739ee89,ajs-next-1770602838349-dafdc653-d942-4afa-8daa-1f0b2813fb9b,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/406.0.862495628 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,,,,,,,,search,,,button_click
,2026-02-09 02:07:20.320000+00:00,b30daf9b-b3c1-43a4-b751-0fb86739ee89,ajs-next-1770602840320-3637bfc0-aadb-4a78-a62a-eb2cc0bc0d4e,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/406.0.862495628 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=Architecture%20&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Architecture%20&category=,,,,,,,,,,,,,,,sidebar,true,,,,impression
