messageId,userId,originalTimestamp,anonymousId,userAgent,page.path,page.referrer,page.search,page.title,page.url,userAgentData.brands,userAgentData.mobile,userAgentData.platform,business_id,sponsored_listing,category,name,path,referrer,search,title,url,category_properties,name_properties,button_name,search_text,location,event_type
ajs-next-1781748894875-9e47c211-e9f4-4e40-9905-9b66ba063048,,2026-06-18 02:14:54.875000+00:00,d918f347-eb14-4eb2-a18e-6f5e1d834b86,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=electrical&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=electrical&category=,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",False,Windows,1750436264420x989591292213482400,true,,,,,,,,,,,,main_list,impression
ajs-next-1781794304282-95cc3320-f860-47b0-9729-0451a09cb1e7,,2026-06-18 14:51:44.282000+00:00,940f95cc-3320-4860-97b0-17290451a09c,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",/,https://www.google.com/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Google Chrome', 'version': '149'}, {'brand': 'Chromium', 'version': '149'}, {'brand': 'Not)A;Brand', 'version': '24'}]",False,Windows,"1753982403438x535213824960417500, 1744579851707x640487742075829500, 1771436045389x658317953644361100, 1752717497153x537286585580736960, 1744335958024x226211831616957250, 1750436264420x989591292213482400, 1753374338412x209529915103450200, 1770943484557x164806709481949200",true,,,,,,,,,,,,,impression
ajs-next-1781794303887-d0940f95-cc33-40f8-a0d7-b017290451a0,,2026-06-18 14:51:43.887000+00:00,940f95cc-3320-4860-97b0-17290451a09c,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",/,https://www.google.com/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Google Chrome', 'version': '149'}, {'brand': 'Chromium', 'version': '149'}, {'brand': 'Not)A;Brand', 'version': '24'}]",False,Windows,,,index,index,/,https://www.google.com/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,,,page
ajs-next-1781794304285-3320f860-d7b0-4729-8451-a09cb1e7c4ea,,2026-06-18 14:51:44.285000+00:00,940f95cc-3320-4860-97b0-17290451a09c,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",/,https://www.google.com/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Google Chrome', 'version': '149'}, {'brand': 'Chromium', 'version': '149'}, {'brand': 'Not)A;Brand', 'version': '24'}]",False,Windows,"1753982403438x535213824960417500, 1744579851707x640487742075829500, 1771436045389x658317953644361100, 1752717497153x537286585580736960, 1744335958024x226211831616957250, 1750436264420x989591292213482400, 1753374338412x209529915103450200, 1770943484557x164806709481949200",true,,,,,,,,,,,,,impression
ajs-next-1781826649577-640b1166-4ee1-4902-a7e2-39212e4308bf,,2026-06-18 23:50:49.577000+00:00,0b11664e-e119-42a7-a239-212e4308bf3d,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",/start,https://coloradocatholicbusinessdirectory.com/,?login=yes,Login,https://coloradocatholicbusinessdirectory.com/start?login=yes,"[{'brand': 'Chromium', 'version': '148'}, {'brand': 'Not:A-Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '148'}]",False,macOS,,,start,start,/start,https://coloradocatholicbusinessdirectory.com/,?login=yes,Login,https://coloradocatholicbusinessdirectory.com/start?login=yes,start,start,,,,page
ajs-next-1781881477118-14e993be-bbdc-410c-a382-2b7969b79e92,,2026-06-19 15:04:37.118000+00:00,e993bebb-dcb1-4ce3-822b-7969b79e92ab,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,index,index,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,,,page
ajs-next-1781881567335-0c8a5d4c-dbc4-4752-bf5f-35b880ba8fb5,,2026-06-19 15:06:07.335000+00:00,e993bebb-dcb1-4ce3-822b-7969b79e92ab,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5 Mobile/15E148 Safari/604.1",/,https://coloradocatholicbusinessdirectory.com/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,index,index,/,https://coloradocatholicbusinessdirectory.com/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,,,page
ajs-next-1781881484460-b28e248b-75fe-4685-8aa2-2c6e9eda86bc,,2026-06-19 15:04:44.460000+00:00,e993bebb-dcb1-4ce3-822b-7969b79e92ab,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=Land&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Land&category=,,,,1753982403438x535213824960417500,true,,,,,,,,,,,,main_list,impression
ajs-next-1781882225361-aea3094c-91cd-4f00-83e9-e64d1dd23ffe,,2026-06-19 15:17:05.361000+00:00,e993bebb-dcb1-4ce3-822b-7969b79e92ab,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,"1753374338412x209529915103450200, 1744579851707x640487742075829500, 1770943484557x164806709481949200, 1771436045389x658317953644361100, 1750436264420x989591292213482400, 1753982403438x535213824960417500, 1781830336957x808577548450478500, 1744335958024x226211831616957250, 1752717497153x537286585580736960",true,,,,,,,,,,,,,impression
ajs-next-1781882236239-a66c2ef7-70d8-4a4a-aae4-43bffcf7ed15,,2026-06-19 15:17:16.239000+00:00,e993bebb-dcb1-4ce3-822b-7969b79e92ab,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=Donnelly&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Donnelly&category=,,,,1771021914207x198452557005754900,false,,,,,,,,,,,,,impression
ajs-next-1781881498721-1d1bf044-d677-4d86-ab30-4c7ff6c0e784,,2026-06-19 15:04:58.721000+00:00,e993bebb-dcb1-4ce3-822b-7969b79e92ab,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,,,,,,logo,,navbar,button_click
ajs-next-1781881533797-2b851b55-51d9-4fd7-9451-6a8e156c57b3,,2026-06-19 15:05:33.797000+00:00,e993bebb-dcb1-4ce3-822b-7969b79e92ab,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,"1744579851707x640487742075829500, 1753374338412x209529915103450200, 1781830336957x808577548450478500, 1753982403438x535213824960417500, 1744335958024x226211831616957250, 1750436264420x989591292213482400, 1770943484557x164806709481949200, 1771436045389x658317953644361100, 1752717497153x537286585580736960",true,,,,,,,,,,,,,impression
ajs-next-1781881611923-379c6f3c-bd4e-4428-9220-b9ed836ea8ad,,2026-06-19 15:06:51.923000+00:00,3913074b-50f6-49fa-a5e3-06b353849fec,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,,,,,,,,,,,,,,,map_maker,,,button_click
ajs-next-1781881596803-e9fa65e3-06b3-4384-9fec-d32e3fba7a0c,,2026-06-19 15:06:36.803000+00:00,3913074b-50f6-49fa-a5e3-06b353849fec,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,,,,,,search,,,button_click
ajs-next-1781881621524-bd4e6428-1220-49ed-836e-a8ad93ff0ece,,2026-06-19 15:07:01.524000+00:00,3913074b-50f6-49fa-a5e3-06b353849fec,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,,,,,,,,,,,,,,,map_maker,,,button_click
ajs-next-1781881502768-f044d677-dd86-4b30-8c7f-f6c0e784dc7f,,2026-06-19 15:05:02.768000+00:00,e993bebb-dcb1-4ce3-822b-7969b79e92ab,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,,,,,,logo,,navbar,button_click
ajs-next-1781881482159-0ce3822b-7969-479e-92ab-9bfed18a34d2,,2026-06-19 15:04:42.159000+00:00,e993bebb-dcb1-4ce3-822b-7969b79e92ab,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,,,,,,search,,,button_click
ajs-next-1781881491487-18291d1b-f044-4677-9d86-6b304c7ff6c0,,2026-06-19 15:04:51.487000+00:00,e993bebb-dcb1-4ce3-822b-7969b79e92ab,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,"1771436045389x658317953644361100, 1770943484557x164806709481949200, 1753982403438x535213824960417500, 1753374338412x209529915103450200, 1744579851707x640487742075829500, 1744335958024x226211831616957250, 1781830336957x808577548450478500, 1750436264420x989591292213482400, 1752717497153x537286585580736960",true,,,,,,,,,,,,,impression
ajs-next-1781881598805-e1a6a1ce-8be9-4649-8199-379c6f3cbd4e,,2026-06-19 15:06:38.805000+00:00,3913074b-50f6-49fa-a5e3-06b353849fec,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,,,,,,search,search,/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,search,search,,,,page
ajs-next-1781881533264-ff962b85-1b55-41d9-8fd7-14516a8e156c,,2026-06-19 15:05:33.264000+00:00,e993bebb-dcb1-4ce3-822b-7969b79e92ab,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,index,index,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,,,page
ajs-next-1781881631837-b9ed836e-a8ad-43ff-8ece-dcdcd9907e94,,2026-06-19 15:07:11.837000+00:00,3913074b-50f6-49fa-a5e3-06b353849fec,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,,,,,,,,,,,,,,,map_maker,,,button_click
ajs-next-1781881578372-074b50f6-e9fa-45e3-86b3-53849fecd32e,,2026-06-19 15:06:18.372000+00:00,3913074b-50f6-49fa-a5e3-06b353849fec,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,"1744579851707x640487742075829500, 1753982403438x535213824960417500, 1744335958024x226211831616957250, 1781830336957x808577548450478500, 1770943484557x164806709481949200, 1752717497153x537286585580736960, 1753374338412x209529915103450200, 1771436045389x658317953644361100, 1750436264420x989591292213482400",true,,,,,,,,,,,,,impression
ajs-next-1781882245863-0c0a92e6-31db-4130-b2b8-81c248504320,,2026-06-19 15:17:25.863000+00:00,e993bebb-dcb1-4ce3-822b-7969b79e92ab,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5 Mobile/15E148 Safari/604.1",/business_profile/donnelly-construction--1771021914207x198452557005754900,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/donnelly-construction--1771021914207x198452557005754900,,,,1771021914207x198452557005754900,,,,,,,,,,,visit_website,,,button_click
ajs-next-1781881578651-50f6e9fa-65e3-46b3-9384-9fecd32e3fba,,2026-06-19 15:06:18.651000+00:00,3913074b-50f6-49fa-a5e3-06b353849fec,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,"1744579851707x640487742075829500, 1753982403438x535213824960417500, 1744335958024x226211831616957250, 1781830336957x808577548450478500, 1770943484557x164806709481949200, 1752717497153x537286585580736960, 1753374338412x209529915103450200, 1771436045389x658317953644361100, 1750436264420x989591292213482400",true,,,,,,,,,,,,,impression
ajs-next-1781881484157-09f4b28e-248b-45fe-8685-4aa22c6e9eda,,2026-06-19 15:04:44.157000+00:00,e993bebb-dcb1-4ce3-822b-7969b79e92ab,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=Land&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Land&category=,,,,,true,,,,,,,,,,,,sidebar,impression
ajs-next-1781881506955-d677dd86-6b30-4c7f-b6c0-e784dc7f6285,,2026-06-19 15:05:06.955000+00:00,e993bebb-dcb1-4ce3-822b-7969b79e92ab,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,,,,,,logo,,navbar,button_click
ajs-next-1781881599717-c6494199-379c-4f3c-bd4e-64281220b9ed,,2026-06-19 15:06:39.717000+00:00,3913074b-50f6-49fa-a5e3-06b353849fec,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,,,,"1762271200864x775090106640580500, 1779898672007x583448227567234600, 1754941249648x796792188496967000, 1749068120323x412920063824988600, 1751744301621x758526182685981300, 1751402056748x637551618886434600, 1779223019066x495549806274790700, 1771538218470x758525499484679000, 1746548006831x128230088489826860, 1757355028996x505189727810192200, 1753465897836x101289632151690960, 1771545376609x752763268373144000, 1754949567759x639105313824555300, 1771021914207x198452557005754900, 1744319857648x144922844539837200, 1765001972595x338020444395840100, 1750784475796x702583457937545900, 1769719058268x843927058977011000, 1750783679107x801419812763124500, 1768427614253x929508274229176300, 1752687366861x422755081931784260, 1774573166178x561429420668618400, 1755271286521x378031808974615550, 1777042895042x187867473484191420, 1763569204895x378265538177280400, 1747170561218x640297169073643000, 1744737250347x219277345743008400, 1778185404695x597979725335827200, 1768844277981x664142917381285000, 1781791909727x427924501831676600, 1749580724532x760028975589297300, 1750423781412x480534435350699700, 1758568877707x715638242996164100, 1747165674437x491901038958021200, 1748389292320x918627677903932400, 1769635123521x385801932800474700, 1752182630575x854371423894944000, 1761044854709x307607562836745150, 1745533127765x291393362647413700, 1758147388607x898014240790697700, 1747163465846x476237095610093000, 1763305551668x997299018011994600, 1760118921086x941497076227920600, 1762889659042x996969350831174300, 1762364811793x796217509980630800, 1776210729408x448410210135887360, 1764711530894x480989914892320700, 1770755356265x111382421474427680, 1758120880051x675194275556497400, 1746467711533x453074785848415400, 1744907031541x119079844893356540, 1757720364741x595714121363069200, 1746843461447x686795565273950000, 1748365021326x105262688542451250, 1747184079669x994211808429350800, 1781830336957x808577548450478500, 1753985929691x853149258569598100, 1748581534531x956271769254002200, 1747221865162x703532834449508000, 1744736810207x919925185055488400, 1745597587022x519433479989605000, 1764342295066x618134664283571500, 1763509156539x144450665564595840, 1766070455303x639821695383855700, 1744743906400x631087870982087000, 1744282156200x727555159743162000, 1777921226784x512595595894430850, 1744260813114x505427712482621440",false,,,,,,,,,,,,,impression
ajs-next-1781882233617-91cd6f00-83e9-464d-9dd2-3ffedfb16ec6,,2026-06-19 15:17:13.617000+00:00,e993bebb-dcb1-4ce3-822b-7969b79e92ab,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,,,,,,,Donnelly,,search
