messageId,category,anonymousId,originalTimestamp,name,userId,userAgent,page.path,page.referrer,page.search,page.title,page.url,path,referrer,search,title,url,business_id,category_properties,name_properties,location,sponsored_listing,traits,button_name,input_value,input_num,input_name,email,city,search_text,parish,address,other_category,description,display_email,business_name,main_category,phone,sub_category,website,userAgentData.brands,userAgentData.mobile,userAgentData.platform,event_type
ajs-next-1786062651659-4d68a5e5-76cc-4382-b331-5a6d1de5a2aa,profile,8b22555e-1c9c-4460-8222-18026ddf5c87,2026-08-07 00:30:51.659000+00:00,business_profile,,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_5_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/150.0.7871.113 Mobile/15E148 Safari/604.1",/business_profile/og-health-1771433486472x495156137805681660,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/og-health-1771433486472x495156137805681660,/business_profile/og-health-1771433486472x495156137805681660,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/og-health-1771433486472x495156137805681660,1771433486472x495156137805681660,profile,business_profile,,,,,,,,,,,,,,,,,,,,,,,,page
ajs-next-1786064732048-955c9aa0-8b38-433c-b18e-67c2c277c5e4,,5e230864-4843-4bb8-9b61-9b5675fa45db,2026-08-07 01:05:32.048000+00:00,,1786064042259x692870208226282400,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6 Mobile/15E148 Safari/604.1",/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,,,,,,1786064042259x692870208226282400,,,,,,faith,,,,,,,,,,,,,,,,,,,,button_click
ajs-next-1786064815912-365eb9df-6bdc-4565-993f-5f486935d7aa,,5e230864-4843-4bb8-9b61-9b5675fa45db,2026-08-07 01:06:55.912000+00:00,,1786064042259x692870208226282400,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,,,,,,,,,,,,search,,,,,,,,,,,,,,,,,,,,button_click
ajs-next-1786064851927-758372f9-d44e-495d-8ecc-f159ce4ea4ed,,5e230864-4843-4bb8-9b61-9b5675fa45db,2026-08-07 01:07:31.927000+00:00,,1786064042259x692870208226282400,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6 Mobile/15E148 Safari/604.1",/business_profile/grinnon-photography-1758568877707x715638242996164100,https://coloradocatholicbusinessdirectory.com/,,Mabel Liz Photography | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/grinnon-photography-1758568877707x715638242996164100,,,,,,,,,,,"{'business_id': '1786064042259x692870208226282400', 'email': 'mabellizphotography@gmail.com', 'is_logged_in': True}",,,,,,,,,,,,,,,,,,,,,identify
ajs-next-1786065013786-a168b57c-1480-4132-9526-67218aba2d71,,5e230864-4843-4bb8-9b61-9b5675fa45db,2026-08-07 01:10:13.786000+00:00,,1786064042259x692870208226282400,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,,,,,,1753982403438x535213824960417500,,,main_list,true,,,,,,,,,,,,,,,,,,,,,,impression
ajs-next-1786065040463-8e1a1ad0-2524-436d-8068-530f361c6b5f,,5e230864-4843-4bb8-9b61-9b5675fa45db,2026-08-07 01:10:40.463000+00:00,,1786064042259x692870208226282400,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6 Mobile/15E148 Safari/604.1",/business_profile/mabel-liz-photography,https://coloradocatholicbusinessdirectory.com/,,Mabel Liz Photography | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/mabel-liz-photography,,,,,,,,,,,"{'business_id': '1786064042259x692870208226282400', 'email': 'mabellizphotography@gmail.com', 'is_logged_in': True}",,,,,,,,,,,,,,,,,,,,,identify
ajs-next-1786062612872-03390b71-3bd8-486e-8bb5-2393f8871414,,8b22555e-1c9c-4460-8222-18026ddf5c87,2026-08-07 00:30:12.872000+00:00,,,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_5_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/150.0.7871.113 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,,,,,,"1778709723276x637265650543127800, 1772482882558x843076024552954900, 1781830336957x808577548450478500, 1751425811600x127124815802215140, 1777042895042x187867473484191420, 1769719058268x843927058977011000, 1754949567759x639105313824555300, 1761930377989x951815782791809400, 1759930025997x126109694575208930, 1746467711533x453074785848415400, 1744391553368x301043576290850300, 1750785338983x949958887494882000, 1763255155587x707008769292458900, 1777321143190x321072500270616060, 1762271200864x775090106640580500, 1785541764222x907401192484364800, 1753911193017x504194995643152640, 1746938798847x931997689495082400, 1753985929691x853149258569598100, 1781791909727x427924501831676600, 1776373432940x530737443814194940, 1779223019066x495549806274790700, 1754505203290x671062062407191900, 1750436264420x989591292213482400, 1743549178851x847080663521240200, 1753982403438x535213824960417500, 1744398484109x785674167096991400, 1750783674403x491887953737125700, 1769635123521x385801932800474700, 1751402056748x637551618886434600, 1766070455303x639821695383855700, 1763672237927x725969385673238800, 1770152894907x464897480736850900, 1762889659042x996969350831174300, 1747163465846x476237095610093000, 1776360466250x658348247885801300, 1775244057768x699511577684581800, 1765991015203x350068785849064760, 1758568877707x715638242996164100, 1770755356265x111382421474427680, 1749068120323x412920063824988600, 1747185390251x665604546429507900, 1782146204142x629417106351450200, 1750784475796x702583457937545900, 1747165674437x491901038958021200, 1764711530894x480989914892320700, 1777052217878x935579896985562900, 1753909381745x872991521395046100, 1768238584049x399775147114029200, 1771545376609x752763268373144000, 1758120880051x675194275556497400, 1747170561218x640297169073643000, 1744335958024x226211831616957250, 1765001972595x338020444395840100, 1762364811793x796217509980630800, 1766011883106x917993758751800300, 1771436045389x658317953644361100, 1760458225389x690604949380638100, 1778678470875x691076180629588500, 1779371355755x238144527494011940, 1744175271939x575064790204550460, 1750784029587x963255839088365200, 1744157592334x292550965261606100, 1759423986281x805514757919405700, 1747827548541x313848517899538500, 1764342295066x618134664283571500, 1750423781412x480534435350699700, 1751319669665x621437589169731200, 1776102250538x198432379819539760, 1763148950401x545361905340972600, 1755271286521x378031808974615550, 1744743906400x631087870982087000, 1754624056001x759184470890143000, 1749173974503x736079030141835600, 1753374338412x209529915103450200, 1744751205492x235134337285239230, 1778185404695x597979725335827200, 1749057953945x756346430245684600, 1768427614253x929508274229176300, 1744760380914x558772773612561600, 1746827109704x963221719337950200, 1744736810207x919925185055488400, 1764963280733x431041418968701760, 1770943484557x164806709481949200, 1751749348389x952656707958261400, 1744282156200x727555159743162000, 1757355028996x505189727810192200, 1784643082658x121064733756065300, 1779564452798x328047204556438640, 1754081360962x724252535884739300, 1758312173588x895819358343598700, 1744907031541x119079844893356540, 1783603380895x646194509208660700, 1744260813114x505427712482621440, 1746548006831x128230088489826860, 1747864432460x772931238395911000, 1771517879190x523242735258870900, 1746631267951x741803061642879500, 1774573166178x561429420668618400, 1744643921578x315333816253624100, 1746843461447x686795565273950000, 1749742920378x965836759111504900, 1779207002005x542183775914824900, 1763569204895x378265538177280400, 1748389292320x918627677903932400, 1747398900475x598159844147748100, 1752687366861x422755081931784260, 1785246262777x370343103907722500, 1757438153395x416809556103947500, 1768426055630x579798080961828200, 1764781838221x716772635359430500, 1745533127765x291393362647413700, 1783629215270x470942340385689600, 1771433486472x495156137805681660, 1746635677548x343522492232585660, 1745528732739x896561533370513300, 1761919898226x928695665795906700, 1765399408996x262641226191956400, 1781734682517x295026001124971000, 1744397288473x909294892772270800, 1760118921086x941497076227920600, 1776210729408x448410210135887360, 1745273541628x945470626229355500, 1757369121056x350487849823425600, 1762957766158x632118084948257900, 1763408145585x201322720695875870, 1749580724532x760028975589297300, 1772982809798x739419868972941400, 1759153763139x433792388290277000, 1748365021326x105262688542451250, 1746855895334x711816173120128000, 1755621956288x571897163769246900, 1748581534531x956271769254002200, 1743547621069x279645472884266780, 1751744301621x758526182685981300, 1747420152884x437771544876149700, 1777042863057x294476376362385400, 1757720364741x595714121363069200, 1763509156539x144450665564595840, 1747184079669x994211808429350800, 1744740154739x566945822952470660, 1745597587022x519433479989605000, 1752717497153x537286585580736960, 1754084205128x675147807630683600, 1747221865162x703532834449508000, 1754927931120x470668069008822300, 1771538218470x758525499484679000, 1747415704843x665338483592092500, 1753465897836x101289632151690960, 1744134674881x127285411168640110, 1771021914207x198452557005754900, 1744748222708x779656090283929300, 1747216018889x770977089491677400, 1753135741395x558904608479141570, 1757437593796x460281345015416640, 1768581853937x610498789092930300, 1755533063776x956164571796881400, 1744319857648x144922844539837200, 1758147388607x898014240790697700, 1779898672007x583448227567234600, 1747848709032x210920410073364830, 1777405836126x277715594249416060, 1747594874125x270237571814453630, 1775058462201x523059865418210800, 1747183179554x540122160625888100, 1776360294100x840938158936498600, 1744737250347x219277345743008400, 1754941249648x796792188496967000, 1785949295783x548744299333027400, 1752182630575x854371423894944000, 1761762406893x958878656538368500, 1777921226784x512595595894430850, 1776552489781x780158200693874000, 1771003581692x955050931630977700, 1764893879099x465248075524681500, 1746765568691x979794717919274100, 1744579851707x640487742075829500, 1768844277981x664142917381285000, 1768584016102x834619843946063900, 1750783679107x801419812763124500, 1761044854709x307607562836745150, 1751224250248x539537516841198200, 1763305551668x997299018011994600, 1761762460002x434978052003146300",,,,false,,,,,,,,,,,,,,,,,,,,,,impression
ajs-next-1786064334666-31cf43e9-bc84-4dce-aed6-d05e5846525e,,5e230864-4843-4bb8-9b61-9b5675fa45db,2026-08-07 00:58:54.666000+00:00,,1786064042259x692870208226282400,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6 Mobile/15E148 Safari/604.1",/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,,,,,,1786064042259x692870208226282400,,,,,,,Holy Name - Sheridan,7,parish,,,,,,,,,,,,,,,,,input_changed
ajs-next-1786064839950-6f4b2873-92dc-4291-873d-0ba70e0a800b,profile,5e230864-4843-4bb8-9b61-9b5675fa45db,2026-08-07 01:07:19.950000+00:00,business_profile,1786064042259x692870208226282400,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6 Mobile/15E148 Safari/604.1",/business_profile/portraits-by-antonette-1781791909727x427924501831676600,https://coloradocatholicbusinessdirectory.com/,,Mabel Liz Photography | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/portraits-by-antonette-1781791909727x427924501831676600,/business_profile/portraits-by-antonette-1781791909727x427924501831676600,https://coloradocatholicbusinessdirectory.com/,,Mabel Liz Photography | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/portraits-by-antonette-1781791909727x427924501831676600,1781791909727x427924501831676600,profile,business_profile,,,,,,,,,,,,,,,,,,,,,,,,page
ajs-next-1786064851928-72f9d44e-f95d-4ecc-b159-ce4ea4ed34bc,profile,5e230864-4843-4bb8-9b61-9b5675fa45db,2026-08-07 01:07:31.928000+00:00,business_profile,1786064042259x692870208226282400,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6 Mobile/15E148 Safari/604.1",/business_profile/grinnon-photography-1758568877707x715638242996164100,https://coloradocatholicbusinessdirectory.com/,,Mabel Liz Photography | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/grinnon-photography-1758568877707x715638242996164100,/business_profile/grinnon-photography-1758568877707x715638242996164100,https://coloradocatholicbusinessdirectory.com/,,Mabel Liz Photography | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/grinnon-photography-1758568877707x715638242996164100,1758568877707x715638242996164100,profile,business_profile,,,,,,,,,,,,,,,,,,,,,,,,page
ajs-next-1786065031680-8dc83613-65c5-4be3-8a12-c93965c2f19e,,5e230864-4843-4bb8-9b61-9b5675fa45db,2026-08-07 01:10:31.680000+00:00,,1786064042259x692870208226282400,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=Gave%20fuerte&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Gave%20fuerte&category=,,,,,,,,,,,,search,,,,,,,,,,,,,,,,,,,,button_click
ajs-next-1786065120068-ab6c2513-91cf-4d2c-aaee-6595de64823b,,5e230864-4843-4bb8-9b61-9b5675fa45db,2026-08-07 01:12:00.068000+00:00,,1786064042259x692870208226282400,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,"1771436045389x658317953644361100, 1744579851707x640487742075829500, 1781830336957x808577548450478500, 1744643921578x315333816253624100, 1753982403438x535213824960417500, 1752717497153x537286585580736960, 1770943484557x164806709481949200",,,,true,,,,,,,,,,,,,,,,,,,,,,impression
ajs-next-1786062612260-57c2b40e-0339-4b71-bbd8-886ecbb52393,,8b22555e-1c9c-4460-8222-18026ddf5c87,2026-08-07 00:30:12.260000+00:00,,,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_5_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/150.0.7871.113 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,,,,,,,,,sidebar,true,,,,,,,,,,,,,,,,,,,,,,impression
ajs-next-1786064129305-27e36fb5-6206-4b44-9a51-34d493d5dc1a,profile,5e230864-4843-4bb8-9b61-9b5675fa45db,2026-08-07 00:55:29.305000+00:00,business_profile,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6 Mobile/15E148 Safari/604.1",/business_profile/castle-frenchies-1752687366861x422755081931784260,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/castle-frenchies-1752687366861x422755081931784260,/business_profile/castle-frenchies-1752687366861x422755081931784260,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/castle-frenchies-1752687366861x422755081931784260,1752687366861x422755081931784260,profile,business_profile,,,,,,,,,,,,,,,,,,,,,,,,page
ajs-next-1786064246542-135c98a9-459e-4702-a9cf-5f66a628962c,,5e230864-4843-4bb8-9b61-9b5675fa45db,2026-08-07 00:57:26.542000+00:00,,1786064042259x692870208226282400,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6 Mobile/15E148 Safari/604.1",/start,https://coloradocatholicbusinessdirectory.com/,,Login,https://coloradocatholicbusinessdirectory.com/start,,,,,,,,,,,"{'business_id': '1786064042259x692870208226282400', 'email': 'mabellizphotography@gmail.com'}",,,,,,,,,,,,,,,,,,,,,identify
ajs-next-1786065125979-712351b6-faf1-41f2-b3a0-e2706f9f3ae5,search,5e230864-4843-4bb8-9b61-9b5675fa45db,2026-08-07 01:12:05.979000+00:00,search,1786064042259x692870208226282400,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=Photographer%20&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Photographer%20&category=,/search,https://coloradocatholicbusinessdirectory.com/,?query=Photographer%20&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Photographer%20&category=,,search,search,,,,,,,,,,,,,,,,,,,,,,,,page
ajs-next-1786062644030-cbb52393-f887-4414-8d32-e26bd7dc1061,,8b22555e-1c9c-4460-8222-18026ddf5c87,2026-08-07 00:30:44.030000+00:00,,,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_5_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/150.0.7871.113 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,,,,,,,,,,,,map_maker,,,,,,,,,,,,,,,,,,,,button_click
ajs-next-1786062655576-a5e576cc-f382-4331-9a6d-1de5a2aa2d12,,8b22555e-1c9c-4460-8222-18026ddf5c87,2026-08-07 00:30:55.576000+00:00,,,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_5_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/150.0.7871.113 Mobile/15E148 Safari/604.1",/business_profile/og-health-1771433486472x495156137805681660,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/og-health-1771433486472x495156137805681660,,,,,,1771433486472x495156137805681660,,,,,,visit_website,,,,,,,,,,,,,,,,,,,,button_click
ajs-next-1786062587338-555e1c9c-4460-4222-9802-6ddf5c874cce,,8b22555e-1c9c-4460-8222-18026ddf5c87,2026-08-07 00:29:47.338000+00:00,,,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_5_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/150.0.7871.113 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,"1770943484557x164806709481949200, 1744643921578x315333816253624100, 1753982403438x535213824960417500, 1744579851707x640487742075829500, 1781830336957x808577548450478500, 1752717497153x537286585580736960, 1771436045389x658317953644361100",,,,true,,,,,,,,,,,,,,,,,,,,,,impression
ajs-next-1786064044128-48433bb8-db61-4b56-b5fa-45dbef328397,,5e230864-4843-4bb8-9b61-9b5675fa45db,2026-08-07 00:54:04.128000+00:00,,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,"1771436045389x658317953644361100, 1770943484557x164806709481949200, 1752717497153x537286585580736960, 1781830336957x808577548450478500, 1744643921578x315333816253624100, 1753982403438x535213824960417500, 1744579851707x640487742075829500",,,,true,,,,,,,,,,,,,,,,,,,,,,impression
