anonymousId,name,originalTimestamp,category,messageId,userId,userAgent,page.path,page.referrer,page.search,page.title,page.url,userAgentData.brands,userAgentData.mobile,userAgentData.platform,path,referrer,search,title,url,business_id,category_properties,name_properties,button_name,email,input_value,input_num,input_name,traits,location,sponsored_listing,search_text,address,other_category,city,description,display_email,business_name,main_category,parish,phone,sub_category,website,event_type
1276024e-26ac-4405-a520-7ca171a5d1c8,,2025-10-31 14:18:40.123000+00:00,,ajs-next-1761920320123-dcc8540f-027f-48a5-9947-ca31a7a3d7b3,1761919898226x928695665795906700,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,"[{'brand': 'Microsoft Edge', 'version': '141'}, {'brand': 'Not?A_Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '141'}]",False,Windows,,,,,,"1747216018889x770977089491677400, 1749742920378x965836759111504900, 1750783674403x491887953737125700, 1754927931120x470668069008822300, 1744335958024x226211831616957250, 1759153763139x433792388290277000, 1755621956288x571897163769246900, 1751319669665x621437589169731200, 1753911193017x504194995643152640, 1746855895334x711816173120128000, 1744398484109x785674167096991400, 1744751205492x235134337285239230, 1745273541628x945470626229355500, 1747398900475x598159844147748100, 1755533063776x956164571796881400, 1747864432460x772931238395911000, 1759423986281x805514757919405700, 1754505203290x671062062407191900, 1744748222708x779656090283929300, 1744579851707x640487742075829500",,,,,,,,,,false,,,,,,,,,,,,,impression
1276024e-26ac-4405-a520-7ca171a5d1c8,,2025-10-31 14:12:30.839000+00:00,,ajs-next-1761919950839-4668f224-eff3-4fdf-a005-999d1ce8ba7c,1761919898226x928695665795906700,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,"[{'brand': 'Microsoft Edge', 'version': '141'}, {'brand': 'Not?A_Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '141'}]",False,Windows,,,,,,,,,,,,,,"{'business_id': '1761919898226x928695665795906700', 'email': 'jag.todah@gmail.com', 'is_logged_in': True}",,,,,,,,,,,,,,,identify
1276024e-26ac-4405-a520-7ca171a5d1c8,,2025-10-31 14:15:15.712000+00:00,,ajs-next-1761920115712-961edad7-387a-4c4c-8adf-cc269de605de,1761919898226x928695665795906700,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Microsoft Edge', 'version': '141'}, {'brand': 'Not?A_Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '141'}]",False,Windows,,,,,,"1752717497153x537286585580736960, 1743547621069x279645472884266780, 1750436264420x989591292213482400, 1753374338412x209529915103450200, 1744335958024x226211831616957250, 1744579851707x640487742075829500, 1753982403438x535213824960417500, 1743549178851x847080663521240200",,,,,,,,,,true,,,,,,,,,,,,,impression
1276024e-26ac-4405-a520-7ca171a5d1c8,,2025-10-31 14:17:13.475000+00:00,,ajs-next-1761920233475-28614866-9ed2-4de0-89d0-34b9dab1e61b,1761919898226x928695665795906700,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,"[{'brand': 'Microsoft Edge', 'version': '141'}, {'brand': 'Not?A_Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '141'}]",False,Windows,,,,,,"1759153763139x433792388290277000, 1744579851707x640487742075829500, 1744335958024x226211831616957250, 1747216018889x770977089491677400, 1753911193017x504194995643152640, 1744398484109x785674167096991400, 1750783674403x491887953737125700, 1744748222708x779656090283929300, 1746855895334x711816173120128000, 1744751205492x235134337285239230, 1754505203290x671062062407191900, 1749742920378x965836759111504900, 1759423986281x805514757919405700, 1755533063776x956164571796881400, 1747398900475x598159844147748100, 1751319669665x621437589169731200, 1747864432460x772931238395911000, 1754927931120x470668069008822300, 1755621956288x571897163769246900, 1745273541628x945470626229355500",,,,,,,,,,false,,,,,,,,,,,,,impression
1276024e-26ac-4405-a520-7ca171a5d1c8,,2025-10-31 14:18:25.707000+00:00,,ajs-next-1761920305707-1fbc9209-6325-43dc-8027-c68394d3423a,1761919898226x928695665795906700,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,"[{'brand': 'Microsoft Edge', 'version': '141'}, {'brand': 'Not?A_Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '141'}]",False,Windows,,,,,,1747398900475x598159844147748100,,,more_info_text,,,,,,,false,,,,,,,,,,,,,button_click
1276024e-26ac-4405-a520-7ca171a5d1c8,,2025-10-31 14:12:15.983000+00:00,,ajs-next-1761919935983-a5207ca1-71a5-41c8-b9d8-3ac3bc25430a,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",/start,,?login=yes,Login,https://coloradocatholicbusinessdirectory.com/start?login=yes,"[{'brand': 'Microsoft Edge', 'version': '141'}, {'brand': 'Not?A_Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '141'}]",False,Windows,,,,,,,,,dont_have_acct,,,,,,,,,,,,,,,,,,,,button_click
1276024e-26ac-4405-a520-7ca171a5d1c8,,2025-10-31 14:13:32.754000+00:00,,ajs-next-1761920012754-999d1ce8-ba7c-4de8-a7e0-83ecc2fa2a79,1761919898226x928695665795906700,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,"[{'brand': 'Microsoft Edge', 'version': '141'}, {'brand': 'Not?A_Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '141'}]",False,Windows,,,,,,1761919898226x928695665795906700,,,,,Finance,8,main_category,,,,,,,,,,,,,,,,input_changed
1276024e-26ac-4405-a520-7ca171a5d1c8,,2025-10-31 14:13:28.546000+00:00,,ajs-next-1761920008546-a005999d-1ce8-4a7c-ade8-e7e083ecc2fa,1761919898226x928695665795906700,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,"[{'brand': 'Microsoft Edge', 'version': '141'}, {'brand': 'Not?A_Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '141'}]",False,Windows,,,,,,1761919898226x928695665795906700,,,,,St. Mary - Littleton,7,parish,,,,,,,,,,,,,,,,input_changed
1276024e-26ac-4405-a520-7ca171a5d1c8,start,2025-10-31 14:11:39.583000+00:00,start,ajs-next-1761919899583-e7127602-4e26-4cf4-85a5-207ca171a5d1,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",/start,,?login=no,Login,https://coloradocatholicbusinessdirectory.com/start?login=no,"[{'brand': 'Microsoft Edge', 'version': '141'}, {'brand': 'Not?A_Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '141'}]",False,Windows,/start,,?login=no,Login,https://coloradocatholicbusinessdirectory.com/start?login=no,,start,start,,,,,,,,,,,,,,,,,,,,,page
1276024e-26ac-4405-a520-7ca171a5d1c8,,2025-10-31 14:13:11.155000+00:00,,ajs-next-1761919991155-bfdfa005-999d-4ce8-ba7c-6de8e7e083ec,1761919898226x928695665795906700,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,"[{'brand': 'Microsoft Edge', 'version': '141'}, {'brand': 'Not?A_Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '141'}]",False,Windows,,,,,,1761919898226x928695665795906700,,,,,9136746074,5,phone,,,,,,,,,,,,,,,,input_changed
1276024e-26ac-4405-a520-7ca171a5d1c8,,2025-10-31 14:17:53.683000+00:00,,ajs-next-1761920273683-86925856-b2cf-4c06-9ae9-1fbc92096325,1761919898226x928695665795906700,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,"[{'brand': 'Microsoft Edge', 'version': '141'}, {'brand': 'Not?A_Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '141'}]",False,Windows,,,,,,,,,,,,,,"{'business_id': '1761919898226x928695665795906700', 'email': 'jag.todah@gmail.com', 'is_logged_in': True}",,,,,,,,,,,,,,,identify
1276024e-26ac-4405-a520-7ca171a5d1c8,,2025-10-31 14:15:56.881000+00:00,,ajs-next-1761920156881-387acc4c-4adf-4c26-9de6-05de68e1b1c1,1761919898226x928695665795906700,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Microsoft Edge', 'version': '141'}, {'brand': 'Not?A_Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '141'}]",False,Windows,,,,,,,Home Services,,,,,,,,,,,,,,,,,,,,,,search
1276024e-26ac-4405-a520-7ca171a5d1c8,search,2025-10-31 14:15:59.198000+00:00,search,ajs-next-1761920159198-cc810990-a3a5-44c5-9766-ae837ea3fada,1761919898226x928695665795906700,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,"[{'brand': 'Microsoft Edge', 'version': '141'}, {'brand': 'Not?A_Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '141'}]",False,Windows,/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,,search,search,,,,,,,,,,,,,,,,,,,,,page
1276024e-26ac-4405-a520-7ca171a5d1c8,,2025-10-31 14:15:59.571000+00:00,,ajs-next-1761920159571-0990a3a5-a4c5-4766-ae83-7ea3fada969f,1761919898226x928695665795906700,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,"[{'brand': 'Microsoft Edge', 'version': '141'}, {'brand': 'Not?A_Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '141'}]",False,Windows,,,,,,,,,,,,,,,sidebar,true,,,,,,,,,,,,,impression
1276024e-26ac-4405-a520-7ca171a5d1c8,search,2025-10-31 14:17:53.684000+00:00,search,ajs-next-1761920273684-5856b2cf-ac06-4ae9-9fbc-92096325b3dc,1761919898226x928695665795906700,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,"[{'brand': 'Microsoft Edge', 'version': '141'}, {'brand': 'Not?A_Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '141'}]",False,Windows,/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,,search,search,,,,,,,,,,,,,,,,,,,,,page
1276024e-26ac-4405-a520-7ca171a5d1c8,,2025-10-31 14:18:39.486000+00:00,,ajs-next-1761920319487-625fca30-dcc8-440f-827f-f8a59947ca31,1761919898226x928695665795906700,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,"[{'brand': 'Microsoft Edge', 'version': '141'}, {'brand': 'Not?A_Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '141'}]",False,Windows,,,,,,,,,,,,,,,sidebar,true,,,,,,,,,,,,,impression
1276024e-26ac-4405-a520-7ca171a5d1c8,,2025-10-31 14:14:04.701000+00:00,,ajs-next-1761920044701-e7e083ec-c2fa-4a79-9b4f-6a03d9b92d69,1761919898226x928695665795906700,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,"[{'brand': 'Microsoft Edge', 'version': '141'}, {'brand': 'Not?A_Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '141'}]",False,Windows,,,,,,1761919898226x928695665795906700,,,,jag.todah@gmail.com,,,,,,,,,,,,jag.todah@gmail.com,todah philanthropic services,Finance,St. Mary - Littleton,9136746074,Philanthropic Advisory,,db_update
1276024e-26ac-4405-a520-7ca171a5d1c8,,2025-10-31 14:15:15.184000+00:00,,ajs-next-1761920115184-79433a8d-6022-461e-9ad7-387acc4c4adf,1761919898226x928695665795906700,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Microsoft Edge', 'version': '141'}, {'brand': 'Not?A_Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '141'}]",False,Windows,,,,,,,,,,,,,,"{'business_id': '1761919898226x928695665795906700', 'email': 'jag.todah@gmail.com', 'is_logged_in': True}",,,,,,,,,,,,,,,identify
1276024e-26ac-4405-a520-7ca171a5d1c8,,2025-10-31 14:12:11.636000+00:00,,ajs-next-1761919931636-f405a520-7ca1-41a5-91c8-79d83ac3bc25,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",/start,,?login=yes,Login,https://coloradocatholicbusinessdirectory.com/start?login=yes,"[{'brand': 'Microsoft Edge', 'version': '141'}, {'brand': 'Not?A_Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '141'}]",False,Windows,,,,,,,,,login,jag.todah@gmail.com,,,,,,,,,,,,,,,,,,,button_click
1276024e-26ac-4405-a520-7ca171a5d1c8,,2025-10-31 14:12:29.348000+00:00,,ajs-next-1761919949348-71a5d1c8-79d8-4ac3-bc25-430add14e2d0,1761919898226x928695665795906700,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",/start,,?login=yes,Login,https://coloradocatholicbusinessdirectory.com/start?login=yes,"[{'brand': 'Microsoft Edge', 'version': '141'}, {'brand': 'Not?A_Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '141'}]",False,Windows,,,,,,,,,,,,,,"{'business_id': '1761919898226x928695665795906700', 'email': 'jag.todah@gmail.com'}",,,,,,,,,,,,,,,identify
1276024e-26ac-4405-a520-7ca171a5d1c8,business_profile,2025-10-31 14:17:34.197000+00:00,profile,ajs-next-1761920254197-e951a490-7bd7-4273-9278-04f1ca565609,1761919898226x928695665795906700,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",/business_profile/portam-interiors-1753911193017x504194995643152640,https://coloradocatholicbusinessdirectory.com/,,todah philanthropic services | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/portam-interiors-1753911193017x504194995643152640,"[{'brand': 'Microsoft Edge', 'version': '141'}, {'brand': 'Not?A_Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '141'}]",False,Windows,/business_profile/portam-interiors-1753911193017x504194995643152640,https://coloradocatholicbusinessdirectory.com/,,todah philanthropic services | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/portam-interiors-1753911193017x504194995643152640,1753911193017x504194995643152640,profile,business_profile,,,,,,,,,,,,,,,,,,,,,page
