category,anonymousId,name,messageId,userId,originalTimestamp,userAgent,page.path,page.referrer,page.search,page.title,page.url,userAgentData.brands,userAgentData.mobile,userAgentData.platform,path,referrer,search,title,url,business_id,category_properties,name_properties,button_name,sponsored_listing,location,search_text,event_type
,8a03d3d5-4dda-46b0-b949-4744348b001b,,ajs-next-1774390403224-4dda56b0-b949-4744-b48b-001b8cfb8733,,2026-03-24 22:13:23.224000+00:00,"Mozilla/5.0 (Linux; Android 12; CPH2065 Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/146.0.7680.148 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/553.0.0.56.58;IABMV/1;]",/,https://www.facebook.com/,?fbclid=IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAEecBWQYHPm-8mREPUOyNzQtbnabgXzNlAEWAr_Mc9NSqSEp_Xr6DbkAGd0j_s_aem_FhY_C5xrXbDkkVnjYo31HA,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/?fbclid=IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAEecBWQYHPm-8mREPUOyNzQtbnabgXzNlAEWAr_Mc9NSqSEp_Xr6DbkAGd0j_s_aem_FhY_C5xrXbDkkVnjYo31HA,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",False,Linux,,,,,,"1770943484557x164806709481949200, 1753982403438x535213824960417500, 1753374338412x209529915103450200, 1743549178851x847080663521240200, 1743547621069x279645472884266780, 1744335958024x226211831616957250, 1771436045389x658317953644361100, 1750436264420x989591292213482400, 1744579851707x640487742075829500, 1752717497153x537286585580736960",,,,true,,,impression
index,57d54f1b-79fb-4741-aecd-0ed9c6722a4b,index,ajs-next-1774390398974-8457d54f-1b79-4b87-816e-cd0ed9c6722a,,2026-03-24 22:13:18.974000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21G93 [FBAN/FBIOS;FBAV/553.0.0.43.84;FBBV/911230482;FBDV/iPhone15,4;FBMD/iPhone;FBSN/iOS;FBSV/17.6.1;FBSS/3;FBID/phone;FBLC/fr_FR;FBOP/5;FBRV/916428751]",/,https://www.facebook.com/,?fbclid=IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAEegwXlrJSfp9OR0LcT4M8GXh5tW_2iW8YsUbguOrtD5TlUlmrllA7BUMQxakY_aem_yXLRAPDN8mPxr6wYdcX4SQ,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/?fbclid=IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAEegwXlrJSfp9OR0LcT4M8GXh5tW_2iW8YsUbguOrtD5TlUlmrllA7BUMQxakY_aem_yXLRAPDN8mPxr6wYdcX4SQ,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",False,Linux,/,https://www.facebook.com/,?fbclid=IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAEegwXlrJSfp9OR0LcT4M8GXh5tW_2iW8YsUbguOrtD5TlUlmrllA7BUMQxakY_aem_yXLRAPDN8mPxr6wYdcX4SQ,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/?fbclid=IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAEegwXlrJSfp9OR0LcT4M8GXh5tW_2iW8YsUbguOrtD5TlUlmrllA7BUMQxakY_aem_yXLRAPDN8mPxr6wYdcX4SQ,,index,index,,,,,page
,2453836a-0380-4d49-9182-8f8bdad6d0ea,,ajs-next-1774390399451-836a0380-dd49-4182-8f8b-dad6d0eaf212,,2026-03-24 22:13:19.451000+00:00,"Mozilla/5.0 (Linux; Android 12; Infinix X665E Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/146.0.7680.119 Mobile Safari/537.36 [FBAN/FB4A;FBAV/543.0.0.55.73;FBBV/846638228;FBDM/{density=2.0,width=720,height=1444};FBLC/fa_IR;FBRV/865053554;FB_FW/2;FBCR/Orange JO;FBMF/INFINIX;FBBD/Infinix;FBPN/com.facebook.katana;FBDV/Infinix X665E;FBSV/12;FBOP/1;FBCA/arm64-v8a:;]",/,https://www.facebook.com/,?fbclid=IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAEeCKghYk34bfxfN2znUgYiCZznTHoqE-1jjsBtLjFxlKEneL78dEFh3Oeh5dk_aem_SbBMLzXXvVs0CZBnIAX_Yw,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/?fbclid=IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAEeCKghYk34bfxfN2znUgYiCZznTHoqE-1jjsBtLjFxlKEneL78dEFh3Oeh5dk_aem_SbBMLzXXvVs0CZBnIAX_Yw,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",False,Linux,,,,,,"1750436264420x989591292213482400, 1771436045389x658317953644361100, 1752717497153x537286585580736960, 1770943484557x164806709481949200, 1743549178851x847080663521240200, 1744579851707x640487742075829500, 1743547621069x279645472884266780, 1753982403438x535213824960417500, 1753374338412x209529915103450200, 1744335958024x226211831616957250",,,,true,,,impression
index,2453836a-0380-4d49-9182-8f8bdad6d0ea,index,ajs-next-1774390398855-f7245383-6a03-40dd-89d1-828f8bdad6d0,,2026-03-24 22:13:18.855000+00:00,"Mozilla/5.0 (Linux; Android 12; Infinix X665E Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/146.0.7680.119 Mobile Safari/537.36 [FBAN/FB4A;FBAV/543.0.0.55.73;FBBV/846638228;FBDM/{density=2.0,width=720,height=1444};FBLC/fa_IR;FBRV/865053554;FB_FW/2;FBCR/Orange JO;FBMF/INFINIX;FBBD/Infinix;FBPN/com.facebook.katana;FBDV/Infinix X665E;FBSV/12;FBOP/1;FBCA/arm64-v8a:;]",/,https://www.facebook.com/,?fbclid=IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAEeCKghYk34bfxfN2znUgYiCZznTHoqE-1jjsBtLjFxlKEneL78dEFh3Oeh5dk_aem_SbBMLzXXvVs0CZBnIAX_Yw,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/?fbclid=IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAEeCKghYk34bfxfN2znUgYiCZznTHoqE-1jjsBtLjFxlKEneL78dEFh3Oeh5dk_aem_SbBMLzXXvVs0CZBnIAX_Yw,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",False,Linux,/,https://www.facebook.com/,?fbclid=IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAEeCKghYk34bfxfN2znUgYiCZznTHoqE-1jjsBtLjFxlKEneL78dEFh3Oeh5dk_aem_SbBMLzXXvVs0CZBnIAX_Yw,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/?fbclid=IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAEeCKghYk34bfxfN2znUgYiCZznTHoqE-1jjsBtLjFxlKEneL78dEFh3Oeh5dk_aem_SbBMLzXXvVs0CZBnIAX_Yw,,index,index,,,,,page
index,83225a6d-3171-43bc-b524-ae9c2062f748,index,ajs-next-1774390400666-fc83225a-6d31-4163-bcf5-24ae9c2062f7,,2026-03-24 22:13:20.666000+00:00,"Mozilla/5.0 (Linux; Android 12; S61 Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/146.0.7680.148 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/553.0.0.56.58;IABMV/1;]",/,https://www.facebook.com/,?fbclid=IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAEeMh1TzmAGEMc-qDOucj-Tngu-TTf2jcByVRyXmxMP3BwYddg-AckC64FGOGM_aem_SO-tG3AxcEDmGQrq8PPTRg,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/?fbclid=IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAEeMh1TzmAGEMc-qDOucj-Tngu-TTf2jcByVRyXmxMP3BwYddg-AckC64FGOGM_aem_SO-tG3AxcEDmGQrq8PPTRg,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",False,Linux,/,https://www.facebook.com/,?fbclid=IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAEeMh1TzmAGEMc-qDOucj-Tngu-TTf2jcByVRyXmxMP3BwYddg-AckC64FGOGM_aem_SO-tG3AxcEDmGQrq8PPTRg,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/?fbclid=IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAEeMh1TzmAGEMc-qDOucj-Tngu-TTf2jcByVRyXmxMP3BwYddg-AckC64FGOGM_aem_SO-tG3AxcEDmGQrq8PPTRg,,index,index,,,,,page
,57d54f1b-79fb-4741-aecd-0ed9c6722a4b,,ajs-next-1774390399821-4f1b79fb-8741-4ecd-8ed9-c6722a4b081b,,2026-03-24 22:13:19.821000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21G93 [FBAN/FBIOS;FBAV/553.0.0.43.84;FBBV/911230482;FBDV/iPhone15,4;FBMD/iPhone;FBSN/iOS;FBSV/17.6.1;FBSS/3;FBID/phone;FBLC/fr_FR;FBOP/5;FBRV/916428751]",/,https://www.facebook.com/,?fbclid=IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAEegwXlrJSfp9OR0LcT4M8GXh5tW_2iW8YsUbguOrtD5TlUlmrllA7BUMQxakY_aem_yXLRAPDN8mPxr6wYdcX4SQ,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/?fbclid=IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAEegwXlrJSfp9OR0LcT4M8GXh5tW_2iW8YsUbguOrtD5TlUlmrllA7BUMQxakY_aem_yXLRAPDN8mPxr6wYdcX4SQ,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",False,Linux,,,,,,"1753374338412x209529915103450200, 1743547621069x279645472884266780, 1750436264420x989591292213482400, 1771436045389x658317953644361100, 1744335958024x226211831616957250, 1743549178851x847080663521240200, 1770943484557x164806709481949200, 1752717497153x537286585580736960, 1753982403438x535213824960417500, 1744579851707x640487742075829500",,,,true,,,impression
index,707f3aeb-15fd-493e-9f5e-8f65fde945b5,index,ajs-next-1774390398736-e3707f3a-eb15-4de9-be5f-5e8f65fde945,,2026-03-24 22:13:18.736000+00:00,"Mozilla/5.0 (Linux; Android 12; SM-A716V Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/145.0.7632.159 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/548.0.0.37.65;]",/,https://www.facebook.com/,?fbclid=IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAEeFEKBOevCIhwUvYZOpjo70U9YaT9y_M5Im40FzJJJawfUPqn5KhqKDUGpaIA_aem_XzuXUV79N_nmw5JO9lcv0Q,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/?fbclid=IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAEeFEKBOevCIhwUvYZOpjo70U9YaT9y_M5Im40FzJJJawfUPqn5KhqKDUGpaIA_aem_XzuXUV79N_nmw5JO9lcv0Q,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",False,Linux,/,https://www.facebook.com/,?fbclid=IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAEeFEKBOevCIhwUvYZOpjo70U9YaT9y_M5Im40FzJJJawfUPqn5KhqKDUGpaIA_aem_XzuXUV79N_nmw5JO9lcv0Q,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/?fbclid=IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAEeFEKBOevCIhwUvYZOpjo70U9YaT9y_M5Im40FzJJJawfUPqn5KhqKDUGpaIA_aem_XzuXUV79N_nmw5JO9lcv0Q,,index,index,,,,,page
,707f3aeb-15fd-493e-9f5e-8f65fde945b5,,ajs-next-1774390400743-3aeb15fd-e93e-4f5e-8f65-fde945b5835e,,2026-03-24 22:13:20.743000+00:00,"Mozilla/5.0 (Linux; Android 12; SM-A716V Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/145.0.7632.159 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/548.0.0.37.65;]",/,https://www.facebook.com/,?fbclid=IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAEeFEKBOevCIhwUvYZOpjo70U9YaT9y_M5Im40FzJJJawfUPqn5KhqKDUGpaIA_aem_XzuXUV79N_nmw5JO9lcv0Q,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/?fbclid=IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAEeFEKBOevCIhwUvYZOpjo70U9YaT9y_M5Im40FzJJJawfUPqn5KhqKDUGpaIA_aem_XzuXUV79N_nmw5JO9lcv0Q,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",False,Linux,,,,,,"1750436264420x989591292213482400, 1743549178851x847080663521240200, 1770943484557x164806709481949200, 1744335958024x226211831616957250, 1744579851707x640487742075829500, 1743547621069x279645472884266780, 1771436045389x658317953644361100, 1752717497153x537286585580736960, 1753374338412x209529915103450200, 1753982403438x535213824960417500",,,,true,,,impression
,83225a6d-3171-43bc-b524-ae9c2062f748,,ajs-next-1774390402367-5a6d3171-63bc-4524-ae9c-2062f748ad55,,2026-03-24 22:13:22.367000+00:00,"Mozilla/5.0 (Linux; Android 12; S61 Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/146.0.7680.148 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/553.0.0.56.58;IABMV/1;]",/,https://www.facebook.com/,?fbclid=IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAEeMh1TzmAGEMc-qDOucj-Tngu-TTf2jcByVRyXmxMP3BwYddg-AckC64FGOGM_aem_SO-tG3AxcEDmGQrq8PPTRg,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/?fbclid=IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAEeMh1TzmAGEMc-qDOucj-Tngu-TTf2jcByVRyXmxMP3BwYddg-AckC64FGOGM_aem_SO-tG3AxcEDmGQrq8PPTRg,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",False,Linux,,,,,,"1744579851707x640487742075829500, 1750436264420x989591292213482400, 1743549178851x847080663521240200, 1743547621069x279645472884266780, 1744335958024x226211831616957250, 1753374338412x209529915103450200, 1752717497153x537286585580736960, 1771436045389x658317953644361100, 1753982403438x535213824960417500, 1770943484557x164806709481949200",,,,true,,,impression
index,8a03d3d5-4dda-46b0-b949-4744348b001b,index,ajs-next-1774390401978-c08a03d3-d54d-4a56-b0b9-494744348b00,,2026-03-24 22:13:21.978000+00:00,"Mozilla/5.0 (Linux; Android 12; CPH2065 Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/146.0.7680.148 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/553.0.0.56.58;IABMV/1;]",/,https://www.facebook.com/,?fbclid=IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAEecBWQYHPm-8mREPUOyNzQtbnabgXzNlAEWAr_Mc9NSqSEp_Xr6DbkAGd0j_s_aem_FhY_C5xrXbDkkVnjYo31HA,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/?fbclid=IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAEecBWQYHPm-8mREPUOyNzQtbnabgXzNlAEWAr_Mc9NSqSEp_Xr6DbkAGd0j_s_aem_FhY_C5xrXbDkkVnjYo31HA,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",False,Linux,/,https://www.facebook.com/,?fbclid=IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAEecBWQYHPm-8mREPUOyNzQtbnabgXzNlAEWAr_Mc9NSqSEp_Xr6DbkAGd0j_s_aem_FhY_C5xrXbDkkVnjYo31HA,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/?fbclid=IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAEecBWQYHPm-8mREPUOyNzQtbnabgXzNlAEWAr_Mc9NSqSEp_Xr6DbkAGd0j_s_aem_FhY_C5xrXbDkkVnjYo31HA,,index,index,,,,,page
,8a03d3d5-4dda-46b0-b949-4744348b001b,,ajs-next-1774390402562-d3d54dda-56b0-4949-8744-348b001b8cfb,,2026-03-24 22:13:22.562000+00:00,"Mozilla/5.0 (Linux; Android 12; CPH2065 Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/146.0.7680.148 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/553.0.0.56.58;IABMV/1;]",/,https://www.facebook.com/,?fbclid=IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAEecBWQYHPm-8mREPUOyNzQtbnabgXzNlAEWAr_Mc9NSqSEp_Xr6DbkAGd0j_s_aem_FhY_C5xrXbDkkVnjYo31HA,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/?fbclid=IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAEecBWQYHPm-8mREPUOyNzQtbnabgXzNlAEWAr_Mc9NSqSEp_Xr6DbkAGd0j_s_aem_FhY_C5xrXbDkkVnjYo31HA,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",False,Linux,,,,,,"1770943484557x164806709481949200, 1753982403438x535213824960417500, 1753374338412x209529915103450200, 1743549178851x847080663521240200, 1743547621069x279645472884266780, 1744335958024x226211831616957250, 1771436045389x658317953644361100, 1750436264420x989591292213482400, 1744579851707x640487742075829500, 1752717497153x537286585580736960",,,,true,,,impression
,2453836a-0380-4d49-9182-8f8bdad6d0ea,,ajs-next-1774390400146-0380dd49-d182-4f8b-9ad6-d0eaf212918c,,2026-03-24 22:13:20.146000+00:00,"Mozilla/5.0 (Linux; Android 12; Infinix X665E Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/146.0.7680.119 Mobile Safari/537.36 [FBAN/FB4A;FBAV/543.0.0.55.73;FBBV/846638228;FBDM/{density=2.0,width=720,height=1444};FBLC/fa_IR;FBRV/865053554;FB_FW/2;FBCR/Orange JO;FBMF/INFINIX;FBBD/Infinix;FBPN/com.facebook.katana;FBDV/Infinix X665E;FBSV/12;FBOP/1;FBCA/arm64-v8a:;]",/,https://www.facebook.com/,?fbclid=IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAEeCKghYk34bfxfN2znUgYiCZznTHoqE-1jjsBtLjFxlKEneL78dEFh3Oeh5dk_aem_SbBMLzXXvVs0CZBnIAX_Yw,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/?fbclid=IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAEeCKghYk34bfxfN2znUgYiCZznTHoqE-1jjsBtLjFxlKEneL78dEFh3Oeh5dk_aem_SbBMLzXXvVs0CZBnIAX_Yw,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",False,Linux,,,,,,"1750436264420x989591292213482400, 1771436045389x658317953644361100, 1752717497153x537286585580736960, 1770943484557x164806709481949200, 1743549178851x847080663521240200, 1744579851707x640487742075829500, 1743547621069x279645472884266780, 1753982403438x535213824960417500, 1753374338412x209529915103450200, 1744335958024x226211831616957250",,,,true,,,impression
,707f3aeb-15fd-493e-9f5e-8f65fde945b5,,ajs-next-1774390400746-15fde93e-5f5e-4f65-bde9-45b5835e9100,,2026-03-24 22:13:20.746000+00:00,"Mozilla/5.0 (Linux; Android 12; SM-A716V Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/145.0.7632.159 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/548.0.0.37.65;]",/,https://www.facebook.com/,?fbclid=IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAEeFEKBOevCIhwUvYZOpjo70U9YaT9y_M5Im40FzJJJawfUPqn5KhqKDUGpaIA_aem_XzuXUV79N_nmw5JO9lcv0Q,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/?fbclid=IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAEeFEKBOevCIhwUvYZOpjo70U9YaT9y_M5Im40FzJJJawfUPqn5KhqKDUGpaIA_aem_XzuXUV79N_nmw5JO9lcv0Q,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",False,Linux,,,,,,"1750436264420x989591292213482400, 1743549178851x847080663521240200, 1770943484557x164806709481949200, 1744335958024x226211831616957250, 1744579851707x640487742075829500, 1743547621069x279645472884266780, 1771436045389x658317953644361100, 1752717497153x537286585580736960, 1753374338412x209529915103450200, 1753982403438x535213824960417500",,,,true,,,impression
dashboard,ec1eec95-1d26-4291-b561-16e567bed6d0,dashboard,ajs-next-1774393952826-1bec1eec-951d-4602-9175-6116e567bed6,,2026-03-24 23:12:32.826000+00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15",/dashboard,,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,,,,/dashboard,,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,1774361735002x962910883933132300,dashboard,dashboard,,,,,page
profile,a9bb0e23-623f-493b-a12f-624a358fcdfa,business_profile,ajs-next-1774404909772-24a9bb0e-2362-4fe9-bba1-2f624a358fcd,,2026-03-25 02:15:09.771000+00:00,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/business_profile/roof-technologies-llc-1744579851707x640487742075829500,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/roof-technologies-llc-1744579851707x640487742075829500,"[{'brand': 'Not:A-Brand', 'version': '24'}, {'brand': 'Chromium', 'version': '134'}]",False,Linux,/business_profile/roof-technologies-llc-1744579851707x640487742075829500,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/roof-technologies-llc-1744579851707x640487742075829500,1744579851707x640487742075829500,profile,business_profile,,,,,page
profile,a9bb0e23-623f-493b-a12f-624a358fcdfa,business_profile,ajs-next-1774404913751-8bb63e05-6805-495d-8c05-a7e080f9601c,,2026-03-25 02:15:13.751000+00:00,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/business_profile/talitha-koum-sourdough-1743549178851x847080663521240200,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/talitha-koum-sourdough-1743549178851x847080663521240200,"[{'brand': 'Not:A-Brand', 'version': '24'}, {'brand': 'Chromium', 'version': '134'}]",False,Linux,/business_profile/talitha-koum-sourdough-1743549178851x847080663521240200,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/talitha-koum-sourdough-1743549178851x847080663521240200,1743549178851x847080663521240200,profile,business_profile,,,,,page
profile,a9bb0e23-623f-493b-a12f-624a358fcdfa,business_profile,ajs-next-1774404919709-12d2fcec-adba-4fd3-8bb4-325521465b83,,2026-03-25 02:15:19.709000+00:00,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/business_profile/office-rebel-freelance-secretary-1752717497153x537286585580736960,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/office-rebel-freelance-secretary-1752717497153x537286585580736960,"[{'brand': 'Not:A-Brand', 'version': '24'}, {'brand': 'Chromium', 'version': '134'}]",False,Linux,/business_profile/office-rebel-freelance-secretary-1752717497153x537286585580736960,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/office-rebel-freelance-secretary-1752717497153x537286585580736960,1752717497153x537286585580736960,profile,business_profile,,,,,page
start,a9bb0e23-623f-493b-a12f-624a358fcdfa,start,ajs-next-1774404924712-09d195cc-4e45-476b-afef-4c42398b01a8,,2026-03-25 02:15:24.712000+00:00,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/start,,?login=no,Login,https://coloradocatholicbusinessdirectory.com/start?login=no,"[{'brand': 'Not:A-Brand', 'version': '24'}, {'brand': 'Chromium', 'version': '134'}]",False,Linux,/start,,?login=no,Login,https://coloradocatholicbusinessdirectory.com/start?login=no,,start,start,,,,,page
