anonymousId,userId,category,messageId,name,originalTimestamp,userAgent,page.path,page.referrer,page.search,page.title,page.url,userAgentData.brands,userAgentData.mobile,userAgentData.platform,path,referrer,search,title,url,category_properties,name_properties,business_id,sponsored_listing,button_name,search_text,location,event_type
356337eb-ebc6-4810-bc0a-178f7e9dd6cb,,,ajs-next-1782556910182-37ebebc6-3810-4c0a-978f-7e9dd6cbd3f2,,2026-06-27 10:41:50.182000+00:00,"Mozilla/5.0 (Linux; Android 5.0) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; Bytespider; spider-feedback@bytedance.com)",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,[],False,,,,,,,,,"1744579851707x640487742075829500, 1771436045389x658317953644361100, 1781830336957x808577548450478500, 1753982403438x535213824960417500, 1744335958024x226211831616957250, 1753374338412x209529915103450200, 1752717497153x537286585580736960, 1770943484557x164806709481949200, 1750436264420x989591292213482400",true,,,,impression
356337eb-ebc6-4810-bc0a-178f7e9dd6cb,,index,ajs-next-1782556910178-32356337-ebeb-4638-90fc-0a178f7e9dd6,index,2026-06-27 10:41:50.178000+00:00,"Mozilla/5.0 (Linux; Android 5.0) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; Bytespider; spider-feedback@bytedance.com)",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,[],False,,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,,,,,page
eda0c617-818b-49cf-a12c-fcd121c553cb,,,ajs-next-1782562978243-818ba9cf-612c-4cd1-a1c5-53cb9c35a61d,,2026-06-27 12:22:58.243000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Chromium', 'version': '148'}, {'brand': 'Google Chrome', 'version': '148'}, {'brand': 'Not/A)Brand', 'version': '99'}]",False,Windows,,,,,,,,"1744335958024x226211831616957250, 1753982403438x535213824960417500, 1750436264420x989591292213482400, 1752717497153x537286585580736960, 1771436045389x658317953644361100, 1781830336957x808577548450478500, 1744579851707x640487742075829500, 1770943484557x164806709481949200, 1753374338412x209529915103450200",true,,,,impression
eda0c617-818b-49cf-a12c-fcd121c553cb,,index,ajs-next-1782562977938-a7eda0c6-1781-4ba9-8f61-2cfcd121c553,index,2026-06-27 12:22:57.938000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Chromium', 'version': '148'}, {'brand': 'Google Chrome', 'version': '148'}, {'brand': 'Not/A)Brand', 'version': '99'}]",False,Windows,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,,,,,page
eda0c617-818b-49cf-a12c-fcd121c553cb,,,ajs-next-1782562978146-c617818b-a9cf-412c-bcd1-21c553cb9c35,,2026-06-27 12:22:58.146000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Chromium', 'version': '148'}, {'brand': 'Google Chrome', 'version': '148'}, {'brand': 'Not/A)Brand', 'version': '99'}]",False,Windows,,,,,,,,"1744335958024x226211831616957250, 1753982403438x535213824960417500, 1750436264420x989591292213482400, 1752717497153x537286585580736960, 1771436045389x658317953644361100, 1781830336957x808577548450478500, 1744579851707x640487742075829500, 1770943484557x164806709481949200, 1753374338412x209529915103450200",true,,,,impression
b3666994-2d3f-4849-8655-f8f15fb600fc,,,ajs-next-1782573008926-69942d3f-a849-4655-b8f1-5fb600fc4c92,,2026-06-27 15:10:08.926000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Chromium', 'version': '148'}, {'brand': 'Google Chrome', 'version': '148'}, {'brand': 'Not/A)Brand', 'version': '99'}]",False,Windows,,,,,,,,"1770943484557x164806709481949200, 1752717497153x537286585580736960, 1750436264420x989591292213482400, 1781830336957x808577548450478500, 1744579851707x640487742075829500, 1753374338412x209529915103450200, 1753982403438x535213824960417500, 1744335958024x226211831616957250, 1771436045389x658317953644361100",true,,,,impression
b3666994-2d3f-4849-8655-f8f15fb600fc,,,ajs-next-1782573009226-2d3fa849-c655-48f1-9fb6-00fc4c929a9a,,2026-06-27 15:10:09.226000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Chromium', 'version': '148'}, {'brand': 'Google Chrome', 'version': '148'}, {'brand': 'Not/A)Brand', 'version': '99'}]",False,Windows,,,,,,,,"1770943484557x164806709481949200, 1752717497153x537286585580736960, 1750436264420x989591292213482400, 1781830336957x808577548450478500, 1744579851707x640487742075829500, 1753374338412x209529915103450200, 1753982403438x535213824960417500, 1744335958024x226211831616957250, 1771436045389x658317953644361100",true,,,,impression
b3666994-2d3f-4849-8655-f8f15fb600fc,,index,ajs-next-1782573008923-48b36669-942d-4fa8-89c6-55f8f15fb600,index,2026-06-27 15:10:08.923000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Chromium', 'version': '148'}, {'brand': 'Google Chrome', 'version': '148'}, {'brand': 'Not/A)Brand', 'version': '99'}]",False,Windows,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,,,,,page
2fd1279e-0716-4a49-8bb1-9ebc5663dbd0,,about_us,ajs-next-1782593931026-262fd127-9e07-46aa-890b-b19ebc5663db,about_us,2026-06-27 20:58:51.026000+00:00,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/about_us/heartland-connect-1779207002005x542183775914824900,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/heartland-connect-1779207002005x542183775914824900,[],False,,/about_us/heartland-connect-1779207002005x542183775914824900,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/heartland-connect-1779207002005x542183775914824900,about_us,about_us,,,,,,page
e7ba100c-b5a7-405c-a39c-b67f8d32b0af,,,ajs-next-1782657831421-b05ce39c-b67f-4d32-b0af-cbacf7804c9e,,2026-06-28 14:43:51.421000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_5_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/419.4.905781065 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,,,,search,,,button_click
e7ba100c-b5a7-405c-a39c-b67f8d32b0af,,Other,ajs-next-1782657831727-e39cb67f-8d32-40af-8bac-f7804c9e7e99,,2026-06-28 14:43:51.727000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_5_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/419.4.905781065 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,,,,,,,search
e7ba100c-b5a7-405c-a39c-b67f8d32b0af,,index,ajs-next-1782657811069-f9e7ba10-0cb5-47b0-9ce3-9cb67f8d32b0,index,2026-06-28 14:43:31.069000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_5_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/419.4.905781065 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,,,,,page
e7ba100c-b5a7-405c-a39c-b67f8d32b0af,,,ajs-next-1782657811282-100cb5a7-b05c-439c-b67f-8d32b0afcbac,,2026-06-28 14:43:31.282000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_5_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/419.4.905781065 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,,"1744579851707x640487742075829500, 1752717497153x537286585580736960, 1744335958024x226211831616957250, 1750436264420x989591292213482400, 1753982403438x535213824960417500, 1781830336957x808577548450478500, 1770943484557x164806709481949200, 1771436045389x658317953644361100, 1753374338412x209529915103450200",true,,,,impression
e7ba100c-b5a7-405c-a39c-b67f8d32b0af,,,ajs-next-1782657833744-3bf48e73-2061-4aa7-a8b0-40d586d0f6f5,,2026-06-28 14:43:53.744000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_5_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/419.4.905781065 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,,,,,,,,,,,,true,,,sidebar,impression
e7ba100c-b5a7-405c-a39c-b67f8d32b0af,,,ajs-next-1782657914118-baa7e8b0-40d5-46d0-b6f5-b4bdc2074ba0,,2026-06-28 14:45:14.118000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_5_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/419.4.905781065 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,,,,,,,,,,,1781791909727x427924501831676600,false,more_info_text,,,button_click
e7ba100c-b5a7-405c-a39c-b67f8d32b0af,,profile,ajs-next-1782657915318-34c79e7a-0f6a-4e94-99a2-104d65f9b35f,business_profile,2026-06-28 14:45:15.318000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_5_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/419.4.905781065 Mobile/15E148 Safari/604.1",/business_profile/portraits-by-antonette-1781791909727x427924501831676600,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/portraits-by-antonette-1781791909727x427924501831676600,,,,/business_profile/portraits-by-antonette-1781791909727x427924501831676600,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/portraits-by-antonette-1781791909727x427924501831676600,profile,business_profile,1781791909727x427924501831676600,,,,,page
e7ba100c-b5a7-405c-a39c-b67f8d32b0af,,,ajs-next-1782657919734-9e7a0f6a-3e94-49a2-904d-65f9b35f5c44,,2026-06-28 14:45:19.734000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_5_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/419.4.905781065 Mobile/15E148 Safari/604.1",/business_profile/portraits-by-antonette-1781791909727x427924501831676600,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/portraits-by-antonette-1781791909727x427924501831676600,,,,,,,,,,,1781791909727x427924501831676600,,visit_website,,,button_click
e7ba100c-b5a7-405c-a39c-b67f8d32b0af,,,ajs-next-1782657834047-8e732061-baa7-48b0-80d5-86d0f6f5b4bd,,2026-06-28 14:43:54.047000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_5_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/419.4.905781065 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,,,,,,,,,,,1781830336957x808577548450478500,true,,,main_list,impression
e7ba100c-b5a7-405c-a39c-b67f8d32b0af,,search,ajs-next-1782657833442-deb03bf4-8e73-4061-baa7-e8b040d586d0,search,2026-06-28 14:43:53.442000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_5_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/419.4.905781065 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,,,,/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,search,search,,,,,,page
e7ba100c-b5a7-405c-a39c-b67f8d32b0af,,,ajs-next-1782657834352-2061baa7-e8b0-40d5-86d0-f6f5b4bdc207,,2026-06-28 14:43:54.352000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_5_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/419.4.905781065 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,,,,,,,,,,,"1758147388607x898014240790697700, 1752182630575x854371423894944000, 1768844277981x664142917381285000, 1763509156539x144450665564595840, 1754949567759x639105313824555300, 1749580724532x760028975589297300, 1746843461447x686795565273950000, 1758120880051x675194275556497400, 1755271286521x378031808974615550, 1774573166178x561429420668618400, 1777042895042x187867473484191420, 1751402056748x637551618886434600, 1745533127765x291393362647413700, 1744319857648x144922844539837200, 1744282156200x727555159743162000, 1744737250347x219277345743008400, 1765001972595x338020444395840100, 1747163465846x476237095610093000, 1762889659042x996969350831174300, 1781830336957x808577548450478500, 1753985929691x853149258569598100, 1769635123521x385801932800474700, 1751744301621x758526182685981300, 1763569204895x378265538177280400, 1761044854709x307607562836745150, 1758568877707x715638242996164100, 1770755356265x111382421474427680, 1771538218470x758525499484679000, 1777921226784x512595595894430850, 1744260813114x505427712482621440, 1762271200864x775090106640580500, 1766070455303x639821695383855700, 1744907031541x119079844893356540, 1779898672007x583448227567234600, 1748581534531x956271769254002200, 1746548006831x128230088489826860, 1763305551668x997299018011994600, 1752687366861x422755081931784260, 1748365021326x105262688542451250, 1771545376609x752763268373144000, 1750423781412x480534435350699700, 1747221865162x703532834449508000, 1779223019066x495549806274790700, 1768427614253x929508274229176300, 1760118921086x941497076227920600, 1750784475796x702583457937545900, 1747165674437x491901038958021200, 1762364811793x796217509980630800, 1769719058268x843927058977011000, 1771021914207x198452557005754900, 1744743906400x631087870982087000, 1764711530894x480989914892320700, 1753465897836x101289632151690960, 1776210729408x448410210135887360, 1781791909727x427924501831676600, 1744736810207x919925185055488400, 1757720364741x595714121363069200, 1747170561218x640297169073643000, 1778185404695x597979725335827200, 1746467711533x453074785848415400, 1750783679107x801419812763124500, 1764342295066x618134664283571500, 1757355028996x505189727810192200, 1745597587022x519433479989605000, 1754941249648x796792188496967000, 1747184079669x994211808429350800, 1748389292320x918627677903932400, 1749068120323x412920063824988600",false,,,,impression
e7ba100c-b5a7-405c-a39c-b67f8d32b0af,,,ajs-next-1782658034676-ea227727-3234-4a80-9f71-de4941ad7c5c,,2026-06-28 14:47:14.676000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_5_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/419.4.905781065 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,,,,,,,,,,,,true,,,sidebar,impression
e7ba100c-b5a7-405c-a39c-b67f8d32b0af,,search,ajs-next-1782658034373-ce56ea22-7727-4234-9a80-5f71de4941ad,search,2026-06-28 14:47:14.373000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_5_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/419.4.905781065 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,,,,/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,search,search,,,,,,page
e7ba100c-b5a7-405c-a39c-b67f8d32b0af,,,ajs-next-1782657811376-b5a7b05c-e39c-467f-8d32-b0afcbacf780,,2026-06-28 14:43:31.376000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_5_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/419.4.905781065 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,,"1744579851707x640487742075829500, 1752717497153x537286585580736960, 1744335958024x226211831616957250, 1750436264420x989591292213482400, 1753982403438x535213824960417500, 1781830336957x808577548450478500, 1770943484557x164806709481949200, 1771436045389x658317953644361100, 1753374338412x209529915103450200",true,,,,impression
e7ba100c-b5a7-405c-a39c-b67f8d32b0af,,,ajs-next-1782658035293-32345a80-5f71-4e49-81ad-7c5c5edbb64d,,2026-06-28 14:47:15.293000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_5_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/419.4.905781065 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,,,,,,,,,,,"1765001972595x338020444395840100, 1744737250347x219277345743008400, 1781830336957x808577548450478500, 1744260813114x505427712482621440, 1744743906400x631087870982087000, 1750783679107x801419812763124500, 1779898672007x583448227567234600, 1766070455303x639821695383855700, 1747170561218x640297169073643000, 1744282156200x727555159743162000, 1747163465846x476237095610093000, 1751744301621x758526182685981300, 1764342295066x618134664283571500, 1748389292320x918627677903932400, 1746843461447x686795565273950000, 1781791909727x427924501831676600, 1761044854709x307607562836745150, 1770755356265x111382421474427680, 1746548006831x128230088489826860, 1771538218470x758525499484679000, 1771545376609x752763268373144000, 1744736810207x919925185055488400, 1750784475796x702583457937545900, 1758568877707x715638242996164100, 1757355028996x505189727810192200, 1752182630575x854371423894944000, 1745533127765x291393362647413700, 1747221865162x703532834449508000, 1748365021326x105262688542451250, 1777042895042x187867473484191420, 1749580724532x760028975589297300, 1744319857648x144922844539837200, 1760118921086x941497076227920600, 1768427614253x929508274229176300, 1763305551668x997299018011994600, 1747165674437x491901038958021200, 1754941249648x796792188496967000, 1749068120323x412920063824988600, 1768844277981x664142917381285000, 1750423781412x480534435350699700, 1754949567759x639105313824555300, 1769719058268x843927058977011000, 1751402056748x637551618886434600, 1744907031541x119079844893356540, 1745597587022x519433479989605000, 1757720364741x595714121363069200, 1778185404695x597979725335827200, 1771021914207x198452557005754900, 1774573166178x561429420668618400, 1748581534531x956271769254002200, 1755271286521x378031808974615550, 1777921226784x512595595894430850, 1746467711533x453074785848415400, 1763509156539x144450665564595840, 1753465897836x101289632151690960, 1752687366861x422755081931784260, 1779223019066x495549806274790700, 1762271200864x775090106640580500, 1758120880051x675194275556497400, 1753985929691x853149258569598100, 1763569204895x378265538177280400, 1747184079669x994211808429350800, 1758147388607x898014240790697700, 1762889659042x996969350831174300, 1764711530894x480989914892320700, 1762364811793x796217509980630800, 1776210729408x448410210135887360, 1769635123521x385801932800474700",false,,,,impression
