anonymousId,originalTimestamp,messageId,userId,userAgent,page.path,page.referrer,page.search,page.title,page.url,business_id,sponsored_listing,category,name,path,referrer,search,title,url,category_properties,name_properties,userAgentData.brands,userAgentData.mobile,userAgentData.platform,traits,button_name,location,search_text,event_type
ce2dcdd7-94b8-4986-9274-debfa30a833e,2026-08-04 17:21:26.349000+00:00,ajs-next-1785864086349-d37d09dd-c0c1-4038-8182-32244630775f,1775058462201x523059865418210800,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,index,index,/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,"[{'brand': 'Not;A=Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '150'}, {'brand': 'Microsoft Edge', 'version': '150'}]",False,Windows,,,,,page
ce2dcdd7-94b8-4986-9274-debfa30a833e,2026-08-04 17:21:38.677000+00:00,ajs-next-1785864098677-7949b2db-3f9e-470d-a08c-cf5773ff0eca,1775058462201x523059865418210800,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0",/business_profile/roof-technologies-llc-1744579851707x640487742075829500,https://coloradocatholicbusinessdirectory.com/,,"Védeni Property Inspections, LLC | Colorado Catholic Business Directory",https://coloradocatholicbusinessdirectory.com/business_profile/roof-technologies-llc-1744579851707x640487742075829500,1744579851707x640487742075829500,,,,,,,,,,,"[{'brand': 'Not;A=Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '150'}, {'brand': 'Microsoft Edge', 'version': '150'}]",False,Windows,,visit_website,,,button_click
ce2dcdd7-94b8-4986-9274-debfa30a833e,2026-08-04 17:21:26.344000+00:00,ajs-next-1785864086344-cf67d37d-09dd-40c1-b038-018232244630,1775058462201x523059865418210800,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,,,"[{'brand': 'Not;A=Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '150'}, {'brand': 'Microsoft Edge', 'version': '150'}]",False,Windows,"{'business_id': '1775058462201x523059865418210800', 'email': 'dan@vedenipro.com', 'is_logged_in': True}",,,,identify
ce2dcdd7-94b8-4986-9274-debfa30a833e,2026-08-04 17:21:26.352000+00:00,ajs-next-1785864086352-09ddc0c1-3038-4182-b224-4630775f057d,1775058462201x523059865418210800,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"1744579851707x640487742075829500, 1771436045389x658317953644361100, 1781830336957x808577548450478500, 1752717497153x537286585580736960, 1753982403438x535213824960417500, 1744643921578x315333816253624100, 1770943484557x164806709481949200",true,,,,,,,,,,"[{'brand': 'Not;A=Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '150'}, {'brand': 'Microsoft Edge', 'version': '150'}]",False,Windows,,,,,impression
b480714d-e18a-4291-aa58-4989f69f40da,2026-08-04 17:16:48.063000+00:00,ajs-next-1785863808063-e18ab291-ea58-4989-b69f-40da596c87d1,,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"1744643921578x315333816253624100, 1752717497153x537286585580736960, 1781830336957x808577548450478500, 1771436045389x658317953644361100, 1770943484557x164806709481949200, 1753982403438x535213824960417500, 1744579851707x640487742075829500",true,,,,,,,,,,"[{'brand': 'Not:A-Brand', 'version': '24'}, {'brand': 'Chromium', 'version': '134'}]",False,Linux,,,,,impression
ce2dcdd7-94b8-4986-9274-debfa30a833e,2026-08-04 17:21:26.655000+00:00,ajs-next-1785864086655-c0c13038-0182-4224-8630-775f057d9edf,1775058462201x523059865418210800,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"1744579851707x640487742075829500, 1771436045389x658317953644361100, 1781830336957x808577548450478500, 1752717497153x537286585580736960, 1753982403438x535213824960417500, 1744643921578x315333816253624100, 1770943484557x164806709481949200",true,,,,,,,,,,"[{'brand': 'Not;A=Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '150'}, {'brand': 'Microsoft Edge', 'version': '150'}]",False,Windows,,,,,impression
ce2dcdd7-94b8-4986-9274-debfa30a833e,2026-08-04 17:21:27.655000+00:00,ajs-next-1785864087656-3d545b91-32f6-4d9f-86fa-991017794924,1775058462201x523059865418210800,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0",/business_profile/sam-biller---remax-professionals--1781830336957x808577548450478500,https://coloradocatholicbusinessdirectory.com/,,"Védeni Property Inspections, LLC | Colorado Catholic Business Directory",https://coloradocatholicbusinessdirectory.com/business_profile/sam-biller---remax-professionals--1781830336957x808577548450478500,,,,,,,,,,,,"[{'brand': 'Not;A=Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '150'}, {'brand': 'Microsoft Edge', 'version': '150'}]",False,Windows,"{'business_id': '1775058462201x523059865418210800', 'email': 'dan@vedenipro.com', 'is_logged_in': True}",,,,identify
c2a93ec5-2231-4751-8339-a1728f1eada5,2026-08-04 21:32:11.200000+00:00,ajs-next-1785879131200-79fd5680-5ce0-4b40-8846-bd63b9fddbab,1751744301621x758526182685981300,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36 Edg/151.0.0.0",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"1752717497153x537286585580736960, 1781830336957x808577548450478500, 1770943484557x164806709481949200, 1744579851707x640487742075829500, 1753982403438x535213824960417500, 1771436045389x658317953644361100, 1744643921578x315333816253624100",true,,,,,,,,,,"[{'brand': 'Not=A?Brand', 'version': '99'}, {'brand': 'Microsoft Edge', 'version': '151'}, {'brand': 'Chromium', 'version': '151'}]",False,Windows,,,,,impression
c2a93ec5-2231-4751-8339-a1728f1eada5,2026-08-04 21:32:11.199000+00:00,ajs-next-1785879131199-c04879fd-5680-4ce0-bb40-8846bd63b9fd,1751744301621x758526182685981300,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36 Edg/151.0.0.0",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"1752717497153x537286585580736960, 1781830336957x808577548450478500, 1770943484557x164806709481949200, 1744579851707x640487742075829500, 1753982403438x535213824960417500, 1771436045389x658317953644361100, 1744643921578x315333816253624100",true,,,,,,,,,,"[{'brand': 'Not=A?Brand', 'version': '99'}, {'brand': 'Microsoft Edge', 'version': '151'}, {'brand': 'Chromium', 'version': '151'}]",False,Windows,,,,,impression
c2a93ec5-2231-4751-8339-a1728f1eada5,2026-08-04 21:32:10.781000+00:00,ajs-next-1785879130781-eabdc048-79fd-4680-9ce0-7b408846bd63,1751744301621x758526182685981300,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36 Edg/151.0.0.0",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,index,index,/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,"[{'brand': 'Not=A?Brand', 'version': '99'}, {'brand': 'Microsoft Edge', 'version': '151'}, {'brand': 'Chromium', 'version': '151'}]",False,Windows,,,,,page
c2a93ec5-2231-4751-8339-a1728f1eada5,2026-08-04 21:32:10.778000+00:00,ajs-next-1785879130778-9d5eeabd-c048-49fd-9680-5ce07b408846,1751744301621x758526182685981300,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36 Edg/151.0.0.0",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,,,"[{'brand': 'Not=A?Brand', 'version': '99'}, {'brand': 'Microsoft Edge', 'version': '151'}, {'brand': 'Chromium', 'version': '151'}]",False,Windows,"{'email': 'laymansflame@laymansflame.com', 'is_logged_in': True}",,,,identify
e81c12e1-0d5f-49b0-bf64-8f7709ac63c7,2026-08-04 21:59:22.770000+00:00,ajs-next-1785880762771-1de81c12-e10d-4f39-b03f-648f7709ac63,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5 Safari/605.1.15",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,index,index,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,,,,,,,page
e5c13365-c6af-4dbf-b45f-3cba7b3adc28,2026-08-04 22:32:53.673000+00:00,ajs-next-1785882773673-95db52c1-1f22-4083-80af-4cc1fde8a81d,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,index,index,/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,"[{'brand': 'Not;A=Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '150'}, {'brand': 'Google Chrome', 'version': '150'}]",False,Windows,,,,,page
e81c12e1-0d5f-49b0-bf64-8f7709ac63c7,2026-08-04 21:59:23.092000+00:00,ajs-next-1785880763092-0d5f39b0-3f64-4f77-89ac-63c760d4d07b,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5 Safari/605.1.15",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"1770943484557x164806709481949200, 1752717497153x537286585580736960, 1781830336957x808577548450478500, 1753982403438x535213824960417500, 1744579851707x640487742075829500, 1744643921578x315333816253624100, 1771436045389x658317953644361100",true,,,,,,,,,,,,,,,,,impression
e81c12e1-0d5f-49b0-bf64-8f7709ac63c7,2026-08-04 21:59:23.088000+00:00,ajs-next-1785880763088-12e10d5f-39b0-4f64-8f77-09ac63c760d4,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5 Safari/605.1.15",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"1770943484557x164806709481949200, 1752717497153x537286585580736960, 1781830336957x808577548450478500, 1753982403438x535213824960417500, 1744579851707x640487742075829500, 1744643921578x315333816253624100, 1771436045389x658317953644361100",true,,,,,,,,,,,,,,,,,impression
e5c13365-c6af-4dbf-b45f-3cba7b3adc28,2026-08-04 22:31:37.126000+00:00,ajs-next-1785882697126-88600c08-e63d-4a8e-85db-c523231a4985,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,,true,,,,,,,,,,"[{'brand': 'Not;A=Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '150'}, {'brand': 'Google Chrome', 'version': '150'}]",False,Windows,,,sidebar,,impression
e5c13365-c6af-4dbf-b45f-3cba7b3adc28,2026-08-04 22:31:19.782000+00:00,ajs-next-1785882679783-e6e5c133-65c6-4fad-bfb4-5f3cba7b3adc,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,index,index,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,"[{'brand': 'Not;A=Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '150'}, {'brand': 'Google Chrome', 'version': '150'}]",False,Windows,,,,,page
e5c13365-c6af-4dbf-b45f-3cba7b3adc28,2026-08-04 22:31:35.174000+00:00,ajs-next-1785882695174-adbfb45f-3cba-4b3a-9c28-17ea4c7eba43,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,,,"[{'brand': 'Not;A=Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '150'}, {'brand': 'Google Chrome', 'version': '150'}]",False,Windows,,search,,,button_click
e5c13365-c6af-4dbf-b45f-3cba7b3adc28,2026-08-04 22:32:54.096000+00:00,ajs-next-1785882774096-52c11f22-b083-40af-8cc1-fde8a81d5ffa,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"1771436045389x658317953644361100, 1744579851707x640487742075829500, 1781830336957x808577548450478500, 1744643921578x315333816253624100, 1752717497153x537286585580736960, 1770943484557x164806709481949200, 1753982403438x535213824960417500",true,,,,,,,,,,"[{'brand': 'Not;A=Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '150'}, {'brand': 'Google Chrome', 'version': '150'}]",False,Windows,,,,,impression
