anonymousId,userId,originalTimestamp,messageId,userAgent,page.path,page.referrer,page.search,page.title,page.url,userAgentData.brands,userAgentData.mobile,userAgentData.platform,business_id,sponsored_listing,category,name,path,referrer,search,title,url,category_properties,name_properties,location,city,search_text,parish,button_name,event_type
ac09b7e1-0d81-4ffb-9f8b-da22572b7a79,,2026-07-19 15:54:27.705000+00:00,ajs-next-1784476467705-ec9a79c5-60c6-40cb-ae11-df6bf81b8c74,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",/search,,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,"[{'brand': 'Not;A=Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '150'}, {'brand': 'Google Chrome', 'version': '150'}]",False,macOS,,,search,search,/search,,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,search,search,,,,,,page
ac09b7e1-0d81-4ffb-9f8b-da22572b7a79,,2026-07-19 15:52:01.935000+00:00,ajs-next-1784476321935-c64f2d54-8de1-4a3c-853c-aacafff06ec4,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",/search,,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,"[{'brand': 'Not;A=Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '150'}, {'brand': 'Google Chrome', 'version': '150'}]",False,macOS,"1755533063776x956164571796881400, 1746855895334x711816173120128000, 1747398900475x598159844147748100, 1750783674403x491887953737125700, 1755621956288x571897163769246900, 1763408145585x201322720695875870, 1768581853937x610498789092930300, 1759153763139x433792388290277000, 1744579851707x640487742075829500, 1777042863057x294476376362385400, 1775058462201x523059865418210800, 1745273541628x945470626229355500, 1751319669665x621437589169731200, 1754927931120x470668069008822300, 1759423986281x805514757919405700, 1753911193017x504194995643152640, 1747848709032x210920410073364830, 1759930025997x126109694575208930, 1749742920378x965836759111504900, 1744398484109x785674167096991400, 1763148950401x545361905340972600, 1744748222708x779656090283929300, 1744751205492x235134337285239230, 1763255155587x707008769292458900, 1747216018889x770977089491677400, 1744335958024x226211831616957250, 1754505203290x671062062407191900, 1750436264420x989591292213482400, 1747864432460x772931238395911000, 1776552489781x780158200693874000, 1770943484557x164806709481949200",false,,,,,,,,,,,,,,,impression
ac09b7e1-0d81-4ffb-9f8b-da22572b7a79,,2026-07-19 15:55:33.770000+00:00,ajs-next-1784476533770-760904be-057b-4ebd-aa35-fb938ca5d36c,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",/business_profile/kcraft-insurance-agency-1747163465846x476237095610093000,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/kcraft-insurance-agency-1747163465846x476237095610093000,"[{'brand': 'Not;A=Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '150'}, {'brand': 'Google Chrome', 'version': '150'}]",False,macOS,1747163465846x476237095610093000,,profile,business_profile,/business_profile/kcraft-insurance-agency-1747163465846x476237095610093000,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/kcraft-insurance-agency-1747163465846x476237095610093000,profile,business_profile,,,,,,page
ac09b7e1-0d81-4ffb-9f8b-da22572b7a79,,2026-07-19 15:54:36.753000+00:00,ajs-next-1784476476753-2617836c-a7f5-4354-bde4-f1d5907810e3,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",/business_profile/solomon-l-carrico-pipemaker-1748389292320x918627677903932400,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/solomon-l-carrico-pipemaker-1748389292320x918627677903932400,"[{'brand': 'Not;A=Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '150'}, {'brand': 'Google Chrome', 'version': '150'}]",False,macOS,1748389292320x918627677903932400,,profile,business_profile,/business_profile/solomon-l-carrico-pipemaker-1748389292320x918627677903932400,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/solomon-l-carrico-pipemaker-1748389292320x918627677903932400,profile,business_profile,,,,,,page
ac09b7e1-0d81-4ffb-9f8b-da22572b7a79,,2026-07-19 15:53:20.148000+00:00,ajs-next-1784476400148-aacafff0-6ec4-4d16-b7eb-c5d0a01cf10e,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",/search,,?query=insurance&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=insurance&category=Home%20Services,"[{'brand': 'Not;A=Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '150'}, {'brand': 'Google Chrome', 'version': '150'}]",False,macOS,1744335958024x226211831616957250,true,,,,,,,,,,main_list,,,,,impression
ac09b7e1-0d81-4ffb-9f8b-da22572b7a79,,2026-07-19 15:53:19.224000+00:00,ajs-next-1784476399224-8de11a3c-853c-4aca-bff0-6ec42d16f7eb,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",/search,,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,"[{'brand': 'Not;A=Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '150'}, {'brand': 'Google Chrome', 'version': '150'}]",False,macOS,,,Home Services,,,,,,,,,main_search,,insurance,,,search
ac09b7e1-0d81-4ffb-9f8b-da22572b7a79,,2026-07-19 15:53:19.534000+00:00,ajs-next-1784476399534-1a3c853c-aaca-4ff0-aec4-2d16f7ebc5d0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",/search,,?query=insurance&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=insurance&category=Home%20Services,"[{'brand': 'Not;A=Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '150'}, {'brand': 'Google Chrome', 'version': '150'}]",False,macOS,,,search,search,/search,,?query=insurance&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=insurance&category=Home%20Services,search,search,,,,,,page
ac09b7e1-0d81-4ffb-9f8b-da22572b7a79,,2026-07-19 15:54:38.877000+00:00,ajs-next-1784476478877-90f5362f-4d1a-44e6-8457-476e19671994,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",/business_profile/virtueworks-llc-1764711530894x480989914892320700,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/virtueworks-llc-1764711530894x480989914892320700,"[{'brand': 'Not;A=Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '150'}, {'brand': 'Google Chrome', 'version': '150'}]",False,macOS,1764711530894x480989914892320700,,profile,business_profile,/business_profile/virtueworks-llc-1764711530894x480989914892320700,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/virtueworks-llc-1764711530894x480989914892320700,profile,business_profile,,,,,,page
ac09b7e1-0d81-4ffb-9f8b-da22572b7a79,,2026-07-19 15:52:01.322000+00:00,ajs-next-1784476321322-a33b3501-c64f-4d54-8de1-1a3c853caaca,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",/search,,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,"[{'brand': 'Not;A=Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '150'}, {'brand': 'Google Chrome', 'version': '150'}]",False,macOS,,true,,,,,,,,,,sidebar,,,,,impression
ac09b7e1-0d81-4ffb-9f8b-da22572b7a79,,2026-07-19 15:53:28.321000+00:00,ajs-next-1784476408321-a01cf10e-9037-46d3-ac9a-79c560c6a0cb,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",/search,,?query=&category=Finance,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Finance,"[{'brand': 'Not;A=Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '150'}, {'brand': 'Google Chrome', 'version': '150'}]",False,macOS,1753982403438x535213824960417500,true,,,,,,,,,,main_list,,,,,impression
ac09b7e1-0d81-4ffb-9f8b-da22572b7a79,,2026-07-19 15:53:39.759000+00:00,ajs-next-1784476419759-40278328-c6c0-418c-836b-0038398db081,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",/business_profile/gerwitz-consulting-llc-1753135741395x558904608479141570,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/gerwitz-consulting-llc-1753135741395x558904608479141570,"[{'brand': 'Not;A=Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '150'}, {'brand': 'Google Chrome', 'version': '150'}]",False,macOS,1753135741395x558904608479141570,,profile,business_profile,/business_profile/gerwitz-consulting-llc-1753135741395x558904608479141570,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/gerwitz-consulting-llc-1753135741395x558904608479141570,profile,business_profile,,,,,,page
ac09b7e1-0d81-4ffb-9f8b-da22572b7a79,,2026-07-19 15:53:27.388000+00:00,ajs-next-1784476407388-2d16f7eb-c5d0-401c-b10e-903756d3ec9a,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",/search,,?query=insurance&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=insurance&category=Home%20Services,"[{'brand': 'Not;A=Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '150'}, {'brand': 'Google Chrome', 'version': '150'}]",False,macOS,,,Finance,,,,,,,,,main_search,,,,,search
ac09b7e1-0d81-4ffb-9f8b-da22572b7a79,,2026-07-19 15:54:07.891000+00:00,ajs-next-1784476447891-cacdaade-58a5-4f7c-ae66-4a3205e50e0a,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",/business_profile/bankers-life--1758312173588x895819358343598700,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/bankers-life--1758312173588x895819358343598700,"[{'brand': 'Not;A=Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '150'}, {'brand': 'Google Chrome', 'version': '150'}]",False,macOS,1758312173588x895819358343598700,,profile,business_profile,/business_profile/bankers-life--1758312173588x895819358343598700,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/bankers-life--1758312173588x895819358343598700,profile,business_profile,,,,,,page
ac09b7e1-0d81-4ffb-9f8b-da22572b7a79,,2026-07-19 15:52:01.627000+00:00,ajs-next-1784476321627-3501c64f-2d54-4de1-9a3c-853caacafff0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",/search,,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,"[{'brand': 'Not;A=Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '150'}, {'brand': 'Google Chrome', 'version': '150'}]",False,macOS,1744335958024x226211831616957250,true,,,,,,,,,,main_list,,,,,impression
ac09b7e1-0d81-4ffb-9f8b-da22572b7a79,,2026-07-19 15:53:20.454000+00:00,ajs-next-1784476400454-fff06ec4-2d16-47eb-85d0-a01cf10e9037,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",/search,,?query=insurance&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=insurance&category=Home%20Services,"[{'brand': 'Not;A=Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '150'}, {'brand': 'Google Chrome', 'version': '150'}]",False,macOS,,false,,,,,,,,,,,,,,,impression
ac09b7e1-0d81-4ffb-9f8b-da22572b7a79,,2026-07-19 15:53:27.083000+00:00,ajs-next-1784476407083-6ec42d16-f7eb-45d0-a01c-f10e903756d3,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",/search,,?query=insurance&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=insurance&category=Home%20Services,"[{'brand': 'Not;A=Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '150'}, {'brand': 'Google Chrome', 'version': '150'}]",False,macOS,,,,,,,,,,,,,,,,search,button_click
ac09b7e1-0d81-4ffb-9f8b-da22572b7a79,,2026-07-19 15:53:43.056000+00:00,ajs-next-1784476423056-00c46516-e7d5-410f-866f-fb59502fc0f3,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",/business_profile/pine-tree-wealth-management-1757369121056x350487849823425600,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/pine-tree-wealth-management-1757369121056x350487849823425600,"[{'brand': 'Not;A=Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '150'}, {'brand': 'Google Chrome', 'version': '150'}]",False,macOS,1757369121056x350487849823425600,,profile,business_profile,/business_profile/pine-tree-wealth-management-1757369121056x350487849823425600,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/pine-tree-wealth-management-1757369121056x350487849823425600,profile,business_profile,,,,,,page
ac09b7e1-0d81-4ffb-9f8b-da22572b7a79,,2026-07-19 15:53:48.336000+00:00,ajs-next-1784476428336-75ce41f2-19b8-47d0-8bfe-268ffae83850,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",/business_profile/matthew-cain-with-wealthwave-1763672237927x725969385673238800,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/matthew-cain-with-wealthwave-1763672237927x725969385673238800,"[{'brand': 'Not;A=Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '150'}, {'brand': 'Google Chrome', 'version': '150'}]",False,macOS,1763672237927x725969385673238800,,profile,business_profile,/business_profile/matthew-cain-with-wealthwave-1763672237927x725969385673238800,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/matthew-cain-with-wealthwave-1763672237927x725969385673238800,profile,business_profile,,,,,,page
ac09b7e1-0d81-4ffb-9f8b-da22572b7a79,,2026-07-19 15:55:25.118000+00:00,ajs-next-1784476525118-06e11b5a-0a24-4ab8-ab84-547f7c602b53,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",/business_profile/missio-dei-catholic-1755271286521x378031808974615550,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/missio-dei-catholic-1755271286521x378031808974615550,"[{'brand': 'Not;A=Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '150'}, {'brand': 'Google Chrome', 'version': '150'}]",False,macOS,1755271286521x378031808974615550,,profile,business_profile,/business_profile/missio-dei-catholic-1755271286521x378031808974615550,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/missio-dei-catholic-1755271286521x378031808974615550,profile,business_profile,,,,,,page
ac09b7e1-0d81-4ffb-9f8b-da22572b7a79,,2026-07-19 15:54:24.071000+00:00,ajs-next-1784476464071-d3f68282-2f4c-42e6-9e23-c6b0418ec8e5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",/business_profile/upstream-investments-1760458225389x690604949380638100,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/upstream-investments-1760458225389x690604949380638100,"[{'brand': 'Not;A=Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '150'}, {'brand': 'Google Chrome', 'version': '150'}]",False,macOS,1760458225389x690604949380638100,,profile,business_profile,/business_profile/upstream-investments-1760458225389x690604949380638100,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/upstream-investments-1760458225389x690604949380638100,profile,business_profile,,,,,,page
ac09b7e1-0d81-4ffb-9f8b-da22572b7a79,,2026-07-19 15:53:18.919000+00:00,ajs-next-1784476398919-2d548de1-1a3c-453c-aaca-fff06ec42d16,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",/search,,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,"[{'brand': 'Not;A=Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '150'}, {'brand': 'Google Chrome', 'version': '150'}]",False,macOS,,,,,,,,,,,,,,,,search,button_click
ac09b7e1-0d81-4ffb-9f8b-da22572b7a79,,2026-07-19 15:53:27.695000+00:00,ajs-next-1784476407695-f7ebc5d0-a01c-410e-9037-56d3ec9a79c5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",/search,,?query=&category=Finance,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Finance,"[{'brand': 'Not;A=Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '150'}, {'brand': 'Google Chrome', 'version': '150'}]",False,macOS,,,search,search,/search,,?query=&category=Finance,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Finance,search,search,,,,,,page
