anonymousId,messageId,userId,originalTimestamp,userAgent,page.path,page.referrer,page.search,page.title,page.url,userAgentData.brands,userAgentData.mobile,userAgentData.platform,business_id,sponsored_listing,button_name,location,category,name,path,referrer,search,title,url,category_properties,name_properties,event_type
ac09b7e1-0d81-4ffb-9f8b-da22572b7a79,ajs-next-1776554277132-78223822-a592-4291-869b-37306e2e3036,,2026-04-18 23:17:57.132000+00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,macOS,,true,,sidebar,,,,,,,,,,impression
ac09b7e1-0d81-4ffb-9f8b-da22572b7a79,ajs-next-1776554592992-63105fef-a0af-4a02-a47f-167c9dcabae9,,2026-04-18 23:23:12.992000+00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",/business_profile/mold-removal-express-1759153763139x433792388290277000,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/mold-removal-express-1759153763139x433792388290277000,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,macOS,1759153763139x433792388290277000,,,,profile,business_profile,/business_profile/mold-removal-express-1759153763139x433792388290277000,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/mold-removal-express-1759153763139x433792388290277000,profile,business_profile,page
ac09b7e1-0d81-4ffb-9f8b-da22572b7a79,ajs-next-1776555065127-effc815d-cb2d-47dc-9950-157f570df919,,2026-04-18 23:31:05.127000+00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,macOS,,true,,sidebar,,,,,,,,,,impression
ac09b7e1-0d81-4ffb-9f8b-da22572b7a79,ajs-next-1776554739464-5f55104b-d02e-45cc-b35d-ee2ad370f258,,2026-04-18 23:25:39.464000+00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Marketing%2FB2B,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Marketing%2FB2B,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,macOS,,,,,search,search,/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Marketing%2FB2B,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Marketing%2FB2B,search,search,page
ac09b7e1-0d81-4ffb-9f8b-da22572b7a79,ajs-next-1776554277764-3822a592-e291-469b-b730-6e2e30361fb4,,2026-04-18 23:17:57.764000+00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,macOS,1744335958024x226211831616957250,true,,main_list,,,,,,,,,,impression
ac09b7e1-0d81-4ffb-9f8b-da22572b7a79,ajs-next-1776555045209-958d7168-459c-448e-bcde-4a04030430e0,,2026-04-18 23:30:45.209000+00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,macOS,1750436264420x989591292213482400,true,,main_list,,,,,,,,,,impression
3225d74a-a853-4b43-8ca1-48dd952e393e,ajs-next-1776555131801-6487cef2-972e-4ba5-bf87-6b6d2d863ca5,1776552489781x780158200693874000,2026-04-18 23:32:11.801000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1",/about_us/johns-garage-doors,https://coloradocatholicbusinessdirectory.com/,,John’s Garage Doors | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/johns-garage-doors,,,,,,,,about_us,about_us,/about_us/johns-garage-doors,https://coloradocatholicbusinessdirectory.com/,,John’s Garage Doors | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/johns-garage-doors,about_us,about_us,page
ac09b7e1-0d81-4ffb-9f8b-da22572b7a79,ajs-next-1776554565606-7ac69e4f-f957-419c-8257-a63d16fba8be,,2026-04-18 23:22:45.606000+00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,macOS,,true,,sidebar,,,,,,,,,,impression
ac09b7e1-0d81-4ffb-9f8b-da22572b7a79,ajs-next-1776555065735-cb2d97dc-5950-457f-970d-f9195d0869f2,,2026-04-18 23:31:05.735000+00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,macOS,"1758120880051x675194275556497400, 1769719058268x843927058977011000, 1746548006831x128230088489826860, 1747170561218x640297169073643000, 1749068120323x412920063824988600, 1744737250347x219277345743008400, 1751402056748x637551618886434600, 1748389292320x918627677903932400, 1762271200864x775090106640580500, 1744260813114x505427712482621440, 1744319857648x144922844539837200, 1750784475796x702583457937545900, 1757355028996x505189727810192200, 1774573166178x561429420668618400, 1746467711533x453074785848415400, 1764342295066x618134664283571500, 1757720364741x595714121363069200, 1768844277981x664142917381285000, 1745597587022x519433479989605000, 1760118921086x941497076227920600, 1761044854709x307607562836745150, 1747184079669x994211808429350800, 1763305551668x997299018011994600, 1755271286521x378031808974615550, 1758147388607x898014240790697700, 1768427614253x929508274229176300, 1747221865162x703532834449508000, 1747165674437x491901038958021200, 1746843461447x686795565273950000, 1771545376609x752763268373144000, 1771538218470x758525499484679000, 1764711530894x480989914892320700, 1753465897836x101289632151690960, 1747163465846x476237095610093000, 1744736810207x919925185055488400, 1750783679107x801419812763124500, 1754941249648x796792188496967000, 1744282156200x727555159743162000, 1770755356265x111382421474427680, 1766070455303x639821695383855700, 1752687366861x422755081931784260, 1744907031541x119079844893356540, 1744743906400x631087870982087000, 1776210729408x448410210135887360, 1762889659042x996969350831174300, 1769635123521x385801932800474700, 1749580724532x760028975589297300, 1763509156539x144450665564595840, 1763569204895x378265538177280400, 1745533127765x291393362647413700, 1771021914207x198452557005754900, 1750423781412x480534435350699700, 1748581534531x956271769254002200, 1762364811793x796217509980630800, 1753985929691x853149258569598100, 1765001972595x338020444395840100, 1748365021326x105262688542451250, 1751744301621x758526182685981300, 1754949567759x639105313824555300, 1758568877707x715638242996164100, 1750436264420x989591292213482400, 1752182630575x854371423894944000",false,,,,,,,,,,,,impression
f5bc5ee0-7a89-453a-bc32-8ff02d3bdf0f,ajs-next-1776568428038-c6f5bc5e-e07a-49c5-babc-328ff02d3bdf,,2026-04-19 03:13:48.038000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1",/about_us/johns-garage-doors,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/johns-garage-doors,,,,,,,,about_us,about_us,/about_us/johns-garage-doors,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/johns-garage-doors,about_us,about_us,page
9a04ef85-2593-42d5-8ab7-a5579edbd149,ajs-next-1776639713425-259362d5-8ab7-4557-9edb-d1499fb9c2bf,,2026-04-19 23:01:53.425000+00:00,"Mozilla/5.0 (SymbianOS/9.4; Series60/5.0 NokiaN97-1/10.0.012; Profile/MIDP-2.1 Configuration/CLDC-1.1; en-us) AppleWebKit/525 (KHTML, like Gecko) WicKed/7.1.12344",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'HeadlessChrome', 'version': '131'}, {'brand': 'Chromium', 'version': '131'}, {'brand': 'Not_A Brand', 'version': '24'}]",False,Windows,"1752717497153x537286585580736960, 1750436264420x989591292213482400, 1753982403438x535213824960417500, 1744335958024x226211831616957250, 1770943484557x164806709481949200, 1771436045389x658317953644361100, 1744579851707x640487742075829500, 1753374338412x209529915103450200",true,,,,,,,,,,,,impression
9a04ef85-2593-42d5-8ab7-a5579edbd149,ajs-next-1776639713416-ef852593-62d5-4ab7-a557-9edbd1499fb9,,2026-04-19 23:01:53.416000+00:00,"Mozilla/5.0 (SymbianOS/9.4; Series60/5.0 NokiaN97-1/10.0.012; Profile/MIDP-2.1 Configuration/CLDC-1.1; en-us) AppleWebKit/525 (KHTML, like Gecko) WicKed/7.1.12344",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'HeadlessChrome', 'version': '131'}, {'brand': 'Chromium', 'version': '131'}, {'brand': 'Not_A Brand', 'version': '24'}]",False,Windows,"1752717497153x537286585580736960, 1750436264420x989591292213482400, 1753982403438x535213824960417500, 1744335958024x226211831616957250, 1770943484557x164806709481949200, 1771436045389x658317953644361100, 1744579851707x640487742075829500, 1753374338412x209529915103450200",true,,,,,,,,,,,,impression
9a04ef85-2593-42d5-8ab7-a5579edbd149,ajs-next-1776639713116-819a04ef-8525-4362-958a-b7a5579edbd1,,2026-04-19 23:01:53.116000+00:00,"Mozilla/5.0 (SymbianOS/9.4; Series60/5.0 NokiaN97-1/10.0.012; Profile/MIDP-2.1 Configuration/CLDC-1.1; en-us) AppleWebKit/525 (KHTML, like Gecko) WicKed/7.1.12344",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'HeadlessChrome', 'version': '131'}, {'brand': 'Chromium', 'version': '131'}, {'brand': 'Not_A Brand', 'version': '24'}]",False,Windows,,,,,index,index,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,page
7f2b4705-a14a-4bb6-af24-ce242a711718,ajs-next-1776669097782-687f2b47-05a1-4aab-b6af-24ce242a7117,,2026-04-20 07:11:37.782000+00:00,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/how_it_works/1776661766543x510730277654611900,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1776661766543x510730277654611900,"[{'brand': 'HeadlessChrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,Windows,,,,,how_it_works,how_it_works,/how_it_works/1776661766543x510730277654611900,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1776661766543x510730277654611900,how_it_works,how_it_works,page
