userId,anonymousId,messageId,originalTimestamp,name,category,userAgent,page.path,page.referrer,page.search,page.title,page.url,userAgentData.brands,userAgentData.mobile,userAgentData.platform,business_id,sponsored_listing,path,referrer,search,title,url,category_properties,name_properties,location,button_name,search_text,city,parish,traits,input_num,input_name,input_value,address,other_category,description,display_email,business_name,main_category,phone,sub_category,website,email,event_type
,a698aece-db17-476a-b985-79326aa02e9e,ajs-next-1763163386701-38a698ae-cedb-4757-aa39-8579326aa02e,2025-11-14 23:36:26.701000+00:00,how_it_works,how_it_works,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/how_it_works/clara-rose-creative-1754949567759x639105313824555300,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/clara-rose-creative-1754949567759x639105313824555300,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'HeadlessChrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,,,/how_it_works/clara-rose-creative-1754949567759x639105313824555300,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/clara-rose-creative-1754949567759x639105313824555300,how_it_works,how_it_works,,,,,,,,,,,,,,,,,,,,page
,4cc0ea26-3a88-452e-8564-24d02217ebee,ajs-next-1763162671060-ffc70ff4-b910-4e24-8a62-8eaedfabf7c9,2025-11-14 23:24:31.059000+00:00,,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Google Chrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",True,Android,1744260813114x505427712482621440,false,,,,,,,,,profile_arrow,,,,,,,,,,,,,,,,,,button_click
,20016065-caf9-498e-a917-9b42370ebf24,ajs-next-1763163385419-0b200160-65ca-49f9-8e29-179b42370ebf,2025-11-14 23:36:25.419000+00:00,about_us,about_us,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/about_us/matt-mansfield-with-remax-professionals-1744398484109x785674167096991400,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/matt-mansfield-with-remax-professionals-1744398484109x785674167096991400,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'HeadlessChrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,,,/about_us/matt-mansfield-with-remax-professionals-1744398484109x785674167096991400,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/matt-mansfield-with-remax-professionals-1744398484109x785674167096991400,about_us,about_us,,,,,,,,,,,,,,,,,,,,page
,4cc0ea26-3a88-452e-8564-24d02217ebee,ajs-next-1763163033060-dbdaa94e-f030-4ebd-afbe-c2855a748cba,2025-11-14 23:30:33.060000+00:00,,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Google Chrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",True,Android,"1749580724532x760028975589297300, 1744737250347x219277345743008400, 1748365021326x105262688542451250, 1754949567759x639105313824555300, 1753985929691x853149258569598100, 1757355028996x505189727810192200, 1751744301621x758526182685981300, 1751402056748x637551618886434600, 1750783679107x801419812763124500, 1762364811793x796217509980630800, 1752182630575x854371423894944000, 1749068120323x412920063824988600, 1747170561218x640297169073643000, 1750784475796x702583457937545900, 1745533127765x291393362647413700, 1753465897836x101289632151690960, 1745597587022x519433479989605000, 1747184079669x994211808429350800, 1746843461447x686795565273950000, 1744260813114x505427712482621440, 1755271286521x378031808974615550, 1752687366861x422755081931784260, 1761044854709x307607562836745150, 1757720364741x595714121363069200, 1744736810207x919925185055488400, 1758120880051x675194275556497400, 1744282156200x727555159743162000, 1747221865162x703532834449508000, 1746467711533x453074785848415400, 1758147388607x898014240790697700, 1744319857648x144922844539837200, 1762889659042x996969350831174300, 1747163465846x476237095610093000, 1762271200864x775090106640580500, 1744743906400x631087870982087000, 1746548006831x128230088489826860, 1750423781412x480534435350699700, 1760118921086x941497076227920600, 1747165674437x491901038958021200, 1750436264420x989591292213482400, 1748389292320x918627677903932400, 1748581534531x956271769254002200, 1754941249648x796792188496967000, 1758568877707x715638242996164100, 1744907031541x119079844893356540",false,,,,,,,,,,,,,,,,,,,,,,,,,,,impression
,4cc0ea26-3a88-452e-8564-24d02217ebee,ajs-next-1763163033019-0946dbda-a94e-4030-9ebd-2fbec2855a74,2025-11-14 23:30:33.019000+00:00,,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Google Chrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",True,Android,"1749580724532x760028975589297300, 1744737250347x219277345743008400, 1748365021326x105262688542451250, 1754949567759x639105313824555300, 1753985929691x853149258569598100, 1757355028996x505189727810192200, 1751744301621x758526182685981300, 1751402056748x637551618886434600, 1750783679107x801419812763124500, 1762364811793x796217509980630800, 1752182630575x854371423894944000, 1749068120323x412920063824988600, 1747170561218x640297169073643000, 1750784475796x702583457937545900, 1745533127765x291393362647413700, 1753465897836x101289632151690960, 1745597587022x519433479989605000, 1747184079669x994211808429350800, 1746843461447x686795565273950000, 1744260813114x505427712482621440, 1755271286521x378031808974615550, 1752687366861x422755081931784260, 1761044854709x307607562836745150, 1757720364741x595714121363069200, 1744736810207x919925185055488400, 1758120880051x675194275556497400, 1744282156200x727555159743162000, 1747221865162x703532834449508000, 1746467711533x453074785848415400, 1758147388607x898014240790697700, 1744319857648x144922844539837200, 1762889659042x996969350831174300, 1747163465846x476237095610093000, 1762271200864x775090106640580500, 1744743906400x631087870982087000, 1746548006831x128230088489826860, 1750423781412x480534435350699700, 1760118921086x941497076227920600, 1747165674437x491901038958021200, 1750436264420x989591292213482400, 1748389292320x918627677903932400, 1748581534531x956271769254002200, 1754941249648x796792188496967000, 1758568877707x715638242996164100, 1744907031541x119079844893356540",false,,,,,,,,,,,,,,,,,,,,,,,,,,,impression
,4cc0ea26-3a88-452e-8564-24d02217ebee,ajs-next-1763163098802-70f6febc-e195-4474-930b-029f026aded1,2025-11-14 23:31:38.802000+00:00,,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",/business_profile/althaus-law-1753465897836x101289632151690960,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/althaus-law-1753465897836x101289632151690960,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Google Chrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",True,Android,1753465897836x101289632151690960,,,,,,,,,,visit_website,,,,,,,,,,,,,,,,,,button_click
,4cc0ea26-3a88-452e-8564-24d02217ebee,ajs-next-1763162862848-fec79008-c5bd-4abb-bc1d-b8ab26d5a7a6,2025-11-14 23:27:42.848000+00:00,,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Google Chrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",True,Android,"1744335958024x226211831616957250, 1752717497153x537286585580736960, 1744579851707x640487742075829500, 1743547621069x279645472884266780, 1750436264420x989591292213482400, 1743549178851x847080663521240200, 1758312173588x895819358343598700, 1753982403438x535213824960417500, 1753374338412x209529915103450200",true,,,,,,,,,,,,,,,,,,,,,,,,,,,impression
,4cc0ea26-3a88-452e-8564-24d02217ebee,ajs-next-1763162636461-1942c7b0-6783-4fc7-8ff4-b9103e244a62,2025-11-14 23:23:56.461000+00:00,,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Google Chrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",True,Android,,true,,,,,,,,sidebar,,,,,,,,,,,,,,,,,,,impression
,4cc0ea26-3a88-452e-8564-24d02217ebee,ajs-next-1763163325844-455771c0-a1d4-49da-9cc3-f1b124910d36,2025-11-14 23:35:25.844000+00:00,,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Google Chrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",True,Android,,true,,,,,,,,sidebar,,,,,,,,,,,,,,,,,,,impression
,4cc0ea26-3a88-452e-8564-24d02217ebee,ajs-next-1763163020760-35aef3e4-fba9-429d-a2eb-0c6707edc3a5,2025-11-14 23:30:20.760000+00:00,,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",/business_profile/little-law-office-llc-1750423781412x480534435350699700,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/little-law-office-llc-1750423781412x480534435350699700,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Google Chrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",True,Android,1750423781412x480534435350699700,,,,,,,,,,visit_website,,,,,,,,,,,,,,,,,,button_click
,4cc0ea26-3a88-452e-8564-24d02217ebee,ajs-next-1763162872363-ae0ae348-db0d-4e36-8bae-b942a899db87,2025-11-14 23:27:52.363000+00:00,,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Google Chrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",True,Android,"1754941249648x796792188496967000, 1758568877707x715638242996164100, 1753985929691x853149258569598100, 1745597587022x519433479989605000, 1758120880051x675194275556497400, 1749580724532x760028975589297300, 1746843461447x686795565273950000, 1744743906400x631087870982087000, 1744907031541x119079844893356540, 1762271200864x775090106640580500, 1758147388607x898014240790697700, 1745533127765x291393362647413700, 1753465897836x101289632151690960, 1744319857648x144922844539837200, 1762889659042x996969350831174300, 1748389292320x918627677903932400, 1761044854709x307607562836745150, 1750423781412x480534435350699700, 1755271286521x378031808974615550, 1752182630575x854371423894944000, 1746467711533x453074785848415400, 1744282156200x727555159743162000, 1744736810207x919925185055488400, 1751402056748x637551618886434600, 1747170561218x640297169073643000, 1748581534531x956271769254002200, 1752687366861x422755081931784260, 1744260813114x505427712482621440, 1746548006831x128230088489826860, 1747221865162x703532834449508000, 1751744301621x758526182685981300, 1750436264420x989591292213482400, 1750783679107x801419812763124500, 1762364811793x796217509980630800, 1749068120323x412920063824988600, 1754949567759x639105313824555300, 1747165674437x491901038958021200, 1747163465846x476237095610093000, 1744737250347x219277345743008400, 1748365021326x105262688542451250, 1757720364741x595714121363069200, 1760118921086x941497076227920600, 1747184079669x994211808429350800, 1750784475796x702583457937545900, 1757355028996x505189727810192200",false,,,,,,,,,,,,,,,,,,,,,,,,,,,impression
,4cc0ea26-3a88-452e-8564-24d02217ebee,ajs-next-1763163325207-7ed54557-71c0-41d4-a9da-1cc3f1b12491,2025-11-14 23:35:25.207000+00:00,search,search,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Google Chrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",True,Android,,,/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,search,search,,,,,,,,,,,,,,,,,,,,page
,4cc0ea26-3a88-452e-8564-24d02217ebee,ajs-next-1763163032739-87901625-df05-4946-9bda-a94ef0305ebd,2025-11-14 23:30:32.739000+00:00,,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Google Chrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",True,Android,1750436264420x989591292213482400,true,,,,,,,,main_list,,,,,,,,,,,,,,,,,,,impression
,4cc0ea26-3a88-452e-8564-24d02217ebee,ajs-next-1763162923702-cf99a109-cc95-4677-96fd-c14fb858fb64,2025-11-14 23:28:43.702000+00:00,,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Google Chrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",True,Android,"1752687366861x422755081931784260, 1744319857648x144922844539837200, 1744743906400x631087870982087000, 1760118921086x941497076227920600, 1744260813114x505427712482621440, 1754949567759x639105313824555300, 1755271286521x378031808974615550, 1745597587022x519433479989605000, 1757355028996x505189727810192200, 1762889659042x996969350831174300, 1750783679107x801419812763124500, 1750423781412x480534435350699700, 1752182630575x854371423894944000, 1744282156200x727555159743162000, 1750436264420x989591292213482400, 1747221865162x703532834449508000, 1750784475796x702583457937545900, 1751744301621x758526182685981300, 1753465897836x101289632151690960, 1744737250347x219277345743008400, 1753985929691x853149258569598100, 1758568877707x715638242996164100, 1744736810207x919925185055488400, 1749068120323x412920063824988600, 1747163465846x476237095610093000, 1746548006831x128230088489826860, 1748389292320x918627677903932400, 1749580724532x760028975589297300, 1761044854709x307607562836745150, 1747170561218x640297169073643000, 1757720364741x595714121363069200, 1747184079669x994211808429350800, 1758120880051x675194275556497400, 1758147388607x898014240790697700, 1762271200864x775090106640580500, 1746467711533x453074785848415400, 1748581534531x956271769254002200, 1748365021326x105262688542451250, 1745533127765x291393362647413700, 1762364811793x796217509980630800, 1754941249648x796792188496967000, 1751402056748x637551618886434600, 1744907031541x119079844893356540, 1746843461447x686795565273950000, 1747165674437x491901038958021200",false,,,,,,,,,,,,,,,,,,,,,,,,,,,impression
,4cc0ea26-3a88-452e-8564-24d02217ebee,ajs-next-1763162923379-fbdbcf99-a109-4c95-8677-d6fdc14fb858,2025-11-14 23:28:43.379000+00:00,,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Google Chrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",True,Android,1750436264420x989591292213482400,true,,,,,,,,main_list,,,,,,,,,,,,,,,,,,,impression
,4cc0ea26-3a88-452e-8564-24d02217ebee,ajs-next-1763162962412-8f7d6427-35ae-43e4-bba9-429da2eb0c67,2025-11-14 23:29:22.412000+00:00,business_profile,profile,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",/business_profile/little-law-office-llc-1750423781412x480534435350699700,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/little-law-office-llc-1750423781412x480534435350699700,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Google Chrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",True,Android,1750423781412x480534435350699700,,/business_profile/little-law-office-llc-1750423781412x480534435350699700,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/little-law-office-llc-1750423781412x480534435350699700,profile,business_profile,,,,,,,,,,,,,,,,,,,,page
,4cc0ea26-3a88-452e-8564-24d02217ebee,ajs-next-1763162871401-8e458651-ae0a-4348-9b0d-7e36cbaeb942,2025-11-14 23:27:51.401000+00:00,,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Google Chrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",True,Android,,true,,,,,,,,sidebar,,,,,,,,,,,,,,,,,,,impression
