category,messageId,anonymousId,originalTimestamp,name,userId,userAgent,page.path,page.referrer,page.search,page.title,page.url,userAgentData.brands,userAgentData.mobile,userAgentData.platform,path,referrer,search,title,url,category_properties,name_properties,business_id,location,sponsored_listing,button_name,campaign.source,search_text,event_type
index,ajs-next-1763766970288-345d6456-724b-49c2-a8ef-de44adaec14e,55db493e-30c0-4653-a6b5-db64b767fabd,2025-11-21 23:16:10.288000+00:00,index,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",/,,?utm_source=chatgpt.com,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/?utm_source=chatgpt.com,,,,/,,?utm_source=chatgpt.com,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/?utm_source=chatgpt.com,index,index,,,,,chatgpt.com,,page
,ajs-next-1763766946359-330281a9-2b91-4d1d-9fd9-1ff92f240619,55db493e-30c0-4653-a6b5-db64b767fabd,2025-11-21 23:15:46.359000+00:00,,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=Fort%20collins&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Fort%20collins&category=,,,,,,,,,,,1746765568691x979794717919274100,,false,more_info_text,,,button_click
,ajs-next-1763766937680-b5aaecf0-1c04-4302-81a9-2b913d1d9fd9,55db493e-30c0-4653-a6b5-db64b767fabd,2025-11-21 23:15:37.680000+00:00,,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=Fort%20collins&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Fort%20collins&category=,,,,,,,,,,,"1746765568691x979794717919274100, 1762364811793x796217509980630800",,false,,,,impression
,ajs-next-1763766937551-9db02235-c2f8-45aa-acf0-1c04330281a9,55db493e-30c0-4653-a6b5-db64b767fabd,2025-11-21 23:15:37.551000+00:00,,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=Fort%20collins&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Fort%20collins&category=,,,,,,,,,,,"1746765568691x979794717919274100, 1762364811793x796217509980630800",,false,,,,impression
dashboard,ajs-next-1763769993870-01d1f19c-e0b5-4136-a0de-f165d3e03dd7,d1f19ce0-b5a1-46a0-9ef1-65d3e03dd78d,2025-11-22 00:06:33.870000+00:00,dashboard,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15",/dashboard,,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,,,,/dashboard,,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,dashboard,dashboard,1763754642034x474788444683034160,,,,,,page
about_us,ajs-next-1763780950426-5169ec3f-22dc-4a4e-95ec-bcc8f09d974e,69ec3f22-dc6a-4e55-acbc-c8f09d974e3d,2025-11-22 03:09:10.426000+00:00,about_us,,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/about_us/1763388186781x201863013150473960,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1763388186781x201863013150473960,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'HeadlessChrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,/about_us/1763388186781x201863013150473960,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1763388186781x201863013150473960,about_us,about_us,,,,,,,page
how_it_works,ajs-next-1763798984317-0d9bd84e-f2f4-4fba-a3c6-c5c5cbd9a20e,9bd84ef2-f41f-4ae3-86c5-c5cbd9a20e6c,2025-11-22 08:09:44.317000+00:00,how_it_works,,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/how_it_works/1763104309852x825552742051749200,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1763104309852x825552742051749200,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'HeadlessChrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,/how_it_works/1763104309852x825552742051749200,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1763104309852x825552742051749200,how_it_works,how_it_works,,,,,,,page
how_it_works,ajs-next-1763801665851-fe2f5c4a-94a0-4e8a-bb3d-74de290d40e3,2f5c4a94-a01e-4a7b-bd74-de290d40e3b8,2025-11-22 08:54:25.851000+00:00,how_it_works,,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/how_it_works/1763179745523x517547956647476800,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1763179745523x517547956647476800,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'HeadlessChrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,/how_it_works/1763179745523x517547956647476800,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1763179745523x517547956647476800,how_it_works,how_it_works,,,,,,,page
how_it_works,ajs-next-1763805499342-af028a82-099a-4e65-9115-d858a4630d9d,028a8209-9a1e-45d1-95d8-58a4630d9d63,2025-11-22 09:58:19.342000+00:00,how_it_works,,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/how_it_works/1763069265454x589280174655190500,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1763069265454x589280174655190500,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'HeadlessChrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,/how_it_works/1763069265454x589280174655190500,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1763069265454x589280174655190500,how_it_works,how_it_works,,,,,,,page
how_it_works,ajs-next-1763806601304-a2539d35-d43b-4242-94d2-41e94c48ecf7,539d35d4-3b32-4214-9241-e94c48ecf78c,2025-11-22 10:16:41.304000+00:00,how_it_works,,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/how_it_works/1763138600774x278131457021308030,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1763138600774x278131457021308030,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'HeadlessChrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,/how_it_works/1763138600774x278131457021308030,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1763138600774x278131457021308030,how_it_works,how_it_works,,,,,,,page
how_it_works,ajs-next-1763821740288-0569a182-db58-45d1-a76e-c39e56dfe62c,69a182db-5825-4167-aec3-9e56dfe62c40,2025-11-22 14:29:00.288000+00:00,how_it_works,,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/how_it_works/1763452503702x873856253175932400,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1763452503702x873856253175932400,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'HeadlessChrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,/how_it_works/1763452503702x873856253175932400,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1763452503702x873856253175932400,how_it_works,how_it_works,,,,,,,page
about_us,ajs-next-1763823302040-5adac695-f6ab-4140-8c7e-e71f302766ad,dac695f6-abd1-400c-bee7-1f302766ad58,2025-11-22 14:55:02.040000+00:00,about_us,,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/about_us/1763163427044x722854224724721700,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1763163427044x722854224724721700,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'HeadlessChrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,/about_us/1763163427044x722854224724721700,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1763163427044x722854224724721700,about_us,about_us,,,,,,,page
about_us,ajs-next-1763823435936-a0cfac05-4284-4187-bd66-db219a182c11,cfac0542-84b1-473d-a6db-219a182c1172,2025-11-22 14:57:15.936000+00:00,about_us,,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/about_us/1763056801056x617275543805127600,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1763056801056x617275543805127600,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'HeadlessChrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,/about_us/1763056801056x617275543805127600,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1763056801056x617275543805127600,about_us,about_us,,,,,,,page
about_us,ajs-next-1763823735289-405e5915-defa-43af-b13f-1cc25c768e7c,5e5915de-fa53-4f31-bf1c-c25c768e7c1c,2025-11-22 15:02:15.289000+00:00,about_us,,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/about_us/1763083932705x659805748968053500,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1763083932705x659805748968053500,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'HeadlessChrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,/about_us/1763083932705x659805748968053500,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1763083932705x659805748968053500,about_us,about_us,,,,,,,page
how_it_works,ajs-next-1763823898547-db4a7517-d1a6-4b48-9a57-f5d4ead0da4f,4a7517d1-a6eb-48da-97f5-d4ead0da4f66,2025-11-22 15:04:58.547000+00:00,how_it_works,,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/how_it_works/1763123408522x232025663514359600,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1763123408522x232025663514359600,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'HeadlessChrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,/how_it_works/1763123408522x232025663514359600,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1763123408522x232025663514359600,how_it_works,how_it_works,,,,,,,page
how_it_works,ajs-next-1763826615494-84231e00-2648-452c-8535-3f4cacfebbe9,231e0026-4845-4c85-b53f-4cacfebbe91a,2025-11-22 15:50:15.494000+00:00,how_it_works,,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/how_it_works/1763114451370x291293424297202500,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1763114451370x291293424297202500,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'HeadlessChrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,/how_it_works/1763114451370x291293424297202500,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1763114451370x291293424297202500,how_it_works,how_it_works,,,,,,,page
how_it_works,ajs-next-1763827504536-c0dc7c5a-1c38-49d6-8d33-87ec47744504,dc7c5a1c-38e9-468d-b387-ec4774450445,2025-11-22 16:05:04.536000+00:00,how_it_works,,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/how_it_works/1763123199165x979739929289955000,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1763123199165x979739929289955000,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'HeadlessChrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,/how_it_works/1763123199165x979739929289955000,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1763123199165x979739929289955000,how_it_works,how_it_works,,,,,,,page
