originalTimestamp,anonymousId,userId,category,messageId,name,userAgent,page.path,page.referrer,page.search,page.title,page.url,path,referrer,search,title,url,business_id,category_properties,name_properties,userAgentData.brands,userAgentData.mobile,userAgentData.platform,button_name,sponsored_listing,location,search_text,traits,email,input_value,input_num,input_name,address,other_category,city,description,display_email,business_name,main_category,parish,phone,sub_category,website,event_type
2026-07-27 15:18:12.042000+00:00,5a2c6462-9684-41d6-a311-033b196f4fd0,,,ajs-next-1785165492042-8b04e7b5-b82d-4a83-abff-e0494c6154f9,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Safari/605.1.15",/search,https://coloradocatholicbusinessdirectory.com/,?query=welding&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=welding&category=Other,,,,,,1781830336957x808577548450478500,,,,,,,true,main_list,,,,,,,,,,,,,,,,,,impression
2026-07-27 15:17:44.747000+00:00,5a2c6462-9684-41d6-a311-033b196f4fd0,,index,ajs-next-1785165464747-485a2c64-6296-4431-96e3-11033b196f4f,index,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Safari/605.1.15",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,index,index,,,,,,,,,,,,,,,,,,,,,,,,page
2026-07-27 15:17:44.753000+00:00,5a2c6462-9684-41d6-a311-033b196f4fd0,,,ajs-next-1785165464753-64629684-31d6-4311-833b-196f4fd01f6b,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Safari/605.1.15",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,"1753982403438x535213824960417500, 1770943484557x164806709481949200, 1752717497153x537286585580736960, 1753374338412x209529915103450200, 1781830336957x808577548450478500, 1771436045389x658317953644361100, 1744643921578x315333816253624100, 1744579851707x640487742075829500, 1744335958024x226211831616957250, 1750436264420x989591292213482400",,,,,,,true,,,,,,,,,,,,,,,,,,,impression
2026-07-27 15:36:07.301000+00:00,5bcd4b97-d4ad-4835-9508-62ebf54561b3,,,ajs-next-1785166567301-d4ad9835-1508-42eb-b545-61b31488ada3,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",/,https://www.osdzc.com/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,"1744579851707x640487742075829500, 1753374338412x209529915103450200, 1744643921578x315333816253624100, 1781830336957x808577548450478500, 1752717497153x537286585580736960, 1753982403438x535213824960417500, 1750436264420x989591292213482400, 1771436045389x658317953644361100, 1744335958024x226211831616957250, 1770943484557x164806709481949200",,,[],False,,,true,,,,,,,,,,,,,,,,,,,impression
2026-07-27 15:36:03.812000+00:00,5bcd4b97-d4ad-4835-9508-62ebf54561b3,,,ajs-next-1785166563812-4b97d4ad-9835-4508-a2eb-f54561b31488,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",/,https://www.osdzc.com/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,"1744579851707x640487742075829500, 1753374338412x209529915103450200, 1744643921578x315333816253624100, 1781830336957x808577548450478500, 1752717497153x537286585580736960, 1753982403438x535213824960417500, 1750436264420x989591292213482400, 1771436045389x658317953644361100, 1744335958024x226211831616957250, 1770943484557x164806709481949200",,,[],False,,,true,,,,,,,,,,,,,,,,,,,impression
2026-07-27 15:36:03.790000+00:00,5bcd4b97-d4ad-4835-9508-62ebf54561b3,,index,ajs-next-1785166563790-445bcd4b-97d4-4d98-b515-0862ebf54561,index,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",/,https://www.osdzc.com/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,/,https://www.osdzc.com/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,index,index,[],False,,,,,,,,,,,,,,,,,,,,,,page
2026-07-27 17:55:16.347000+00:00,996638e2-decd-4fa9-a11f-c943576e0830,,,ajs-next-1785174916347-38e2decd-5fa9-411f-8943-576e08308fac,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7_8 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/429.1.942703598 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,"1771436045389x658317953644361100, 1752717497153x537286585580736960, 1750436264420x989591292213482400, 1753982403438x535213824960417500, 1744579851707x640487742075829500, 1753374338412x209529915103450200, 1781830336957x808577548450478500, 1770943484557x164806709481949200, 1744335958024x226211831616957250, 1744643921578x315333816253624100",,,,,,,true,,,,,,,,,,,,,,,,,,,impression
2026-07-27 17:55:34.380000+00:00,996638e2-decd-4fa9-a11f-c943576e0830,,search,ajs-next-1785174934380-fe55cb16-ce75-44dc-8b87-672aa79c5776,search,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7_8 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/429.1.942703598 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=80108&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=80108&category=,/search,https://coloradocatholicbusinessdirectory.com/,?query=80108&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=80108&category=,,search,search,,,,,,,,,,,,,,,,,,,,,,,,page
2026-07-27 17:55:35.305000+00:00,996638e2-decd-4fa9-a11f-c943576e0830,,,ajs-next-1785174935305-b4dc8b87-672a-479c-9776-38be804112a8,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7_8 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/429.1.942703598 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=80108&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=80108&category=,,,,,,1779564452798x328047204556438640,,,,,,,false,,,,,,,,,,,,,,,,,,,impression
2026-07-27 17:55:34.989000+00:00,996638e2-decd-4fa9-a11f-c943576e0830,,,ajs-next-1785174934989-ce75b4dc-8b87-472a-a79c-577638be8041,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7_8 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/429.1.942703598 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=80108&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=80108&category=,,,,,,1770943484557x164806709481949200,,,,,,,true,main_list,,,,,,,,,,,,,,,,,,impression
2026-07-27 17:55:30.867000+00:00,996638e2-decd-4fa9-a11f-c943576e0830,,,ajs-next-1785174930867-576e0830-8fac-43b8-8a90-696734837d87,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7_8 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/429.1.942703598 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,,,,,,80108,,,,,,,,,,,,,,,,,search
2026-07-27 17:55:30.559000+00:00,996638e2-decd-4fa9-a11f-c943576e0830,,,ajs-next-1785174930560-c943576e-0830-4fac-a3b8-ca9069673483,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7_8 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/429.1.942703598 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,,,search,,,,,,,,,,,,,,,,,,,,button_click
2026-07-27 17:55:34.683000+00:00,996638e2-decd-4fa9-a11f-c943576e0830,,,ajs-next-1785174934683-cb16ce75-b4dc-4b87-a72a-a79c577638be,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7_8 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/429.1.942703598 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=80108&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=80108&category=,,,,,,,,,,,,,true,sidebar,,,,,,,,,,,,,,,,,,impression
2026-07-27 17:55:29.719000+00:00,996638e2-decd-4fa9-a11f-c943576e0830,,,ajs-next-1785174929719-611fc943-576e-4830-8fac-a3b8ca906967,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7_8 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/429.1.942703598 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,,,,,,80108,,,,,,,,,,,,,,,,,search
2026-07-27 17:55:16.349000+00:00,996638e2-decd-4fa9-a11f-c943576e0830,,,ajs-next-1785174916349-decd5fa9-611f-4943-976e-08308faca3b8,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7_8 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/429.1.942703598 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,"1771436045389x658317953644361100, 1752717497153x537286585580736960, 1750436264420x989591292213482400, 1753982403438x535213824960417500, 1744579851707x640487742075829500, 1753374338412x209529915103450200, 1781830336957x808577548450478500, 1770943484557x164806709481949200, 1744335958024x226211831616957250, 1744643921578x315333816253624100",,,,,,,true,,,,,,,,,,,,,,,,,,,impression
2026-07-27 17:55:15.418000+00:00,996638e2-decd-4fa9-a11f-c943576e0830,,index,ajs-next-1785174915418-be996638-e2de-4d5f-a961-1fc943576e08,index,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7_8 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/429.1.942703598 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,index,index,,,,,,,,,,,,,,,,,,,,,,,,page
2026-07-27 17:55:29.411000+00:00,996638e2-decd-4fa9-a11f-c943576e0830,,,ajs-next-1785174929411-5fa9611f-c943-476e-8830-8faca3b8ca90,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7_8 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/429.1.942703598 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,,,search,,,,,,,,,,,,,,,,,,,,button_click
2026-07-27 19:24:46.172000+00:00,6574e869-942c-4ad9-86c3-36f44e778b93,,profile,ajs-next-1785180286172-c9636bc7-6d64-43c6-8d9a-ecae1390fcf9,business_profile,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/business_profile/fidelis-catholic-credit-union-1753982403438x535213824960417500,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/fidelis-catholic-credit-union-1753982403438x535213824960417500,/business_profile/fidelis-catholic-credit-union-1753982403438x535213824960417500,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/fidelis-catholic-credit-union-1753982403438x535213824960417500,1753982403438x535213824960417500,profile,business_profile,"[{'brand': 'Chromium', 'version': '149'}, {'brand': 'Not)A;Brand', 'version': '24'}]",False,Linux,,,,,,,,,,,,,,,,,,,,,page
2026-07-27 19:24:44.875000+00:00,6574e869-942c-4ad9-86c3-36f44e778b93,,profile,ajs-next-1785180284875-1207e671-4b3f-4e62-a81e-88cfc8779714,business_profile,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/business_profile/solomons-toolbox-1750436264420x989591292213482400,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/solomons-toolbox-1750436264420x989591292213482400,/business_profile/solomons-toolbox-1750436264420x989591292213482400,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/solomons-toolbox-1750436264420x989591292213482400,1750436264420x989591292213482400,profile,business_profile,"[{'brand': 'Chromium', 'version': '149'}, {'brand': 'Not)A;Brand', 'version': '24'}]",False,Linux,,,,,,,,,,,,,,,,,,,,,page
2026-07-27 19:24:42.088000+00:00,6574e869-942c-4ad9-86c3-36f44e778b93,,profile,ajs-next-1785180282088-806574e8-6994-4cca-9946-c336f44e778b,business_profile,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/business_profile/roof-technologies-llc-1744579851707x640487742075829500,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/roof-technologies-llc-1744579851707x640487742075829500,/business_profile/roof-technologies-llc-1744579851707x640487742075829500,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/roof-technologies-llc-1744579851707x640487742075829500,1744579851707x640487742075829500,profile,business_profile,"[{'brand': 'Chromium', 'version': '149'}, {'brand': 'Not)A;Brand', 'version': '24'}]",False,Linux,,,,,,,,,,,,,,,,,,,,,page
2026-07-27 20:01:04.757000+00:00,996638e2-decd-4fa9-a11f-c943576e0830,,,ajs-next-1785182464757-6e4259d0-51e9-4aa1-a6a1-f5680f83b871,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7_8 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/429.1.942703598 Mobile/15E148 Safari/604.1",/search,,?query=80108&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=80108&category=,,,,,,,,,,,,,true,sidebar,,,,,,,,,,,,,,,,,,impression
2026-07-27 20:01:04.446000+00:00,996638e2-decd-4fa9-a11f-c943576e0830,,search,ajs-next-1785182464446-2da86e42-59d0-41e9-aaa1-e6a1f5680f83,search,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7_8 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/429.1.942703598 Mobile/15E148 Safari/604.1",/search,,?query=80108&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=80108&category=,/search,,?query=80108&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=80108&category=,,search,search,,,,,,,,,,,,,,,,,,,,,,,,page
2026-07-27 20:01:05.387000+00:00,996638e2-decd-4fa9-a11f-c943576e0830,,,ajs-next-1785182465387-51e92aa1-e6a1-4568-8f83-b871c3355af5,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7_8 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/429.1.942703598 Mobile/15E148 Safari/604.1",/search,,?query=80108&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=80108&category=,,,,,,1779564452798x328047204556438640,,,,,,,false,,,,,,,,,,,,,,,,,,,impression
2026-07-27 20:01:05.067000+00:00,996638e2-decd-4fa9-a11f-c943576e0830,,,ajs-next-1785182465067-59d051e9-2aa1-46a1-b568-0f83b871c335,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7_8 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/429.1.942703598 Mobile/15E148 Safari/604.1",/search,,?query=80108&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=80108&category=,,,,,,1752717497153x537286585580736960,,,,,,,true,main_list,,,,,,,,,,,,,,,,,,impression
2026-07-27 20:17:48.449000+00:00,687c277a-660b-45d9-8313-3a2764870087,,profile,ajs-next-1785183468449-0d687c27-7a66-4bb5-9983-133a27648700,business_profile,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Mobile/15E148 Safari/604.1",/business_profile/alstone-exceptional-masonry-1762889659042x996969350831174300,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/alstone-exceptional-masonry-1762889659042x996969350831174300,/business_profile/alstone-exceptional-masonry-1762889659042x996969350831174300,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/alstone-exceptional-masonry-1762889659042x996969350831174300,1762889659042x996969350831174300,profile,business_profile,,,,,,,,,,,,,,,,,,,,,,,,page
2026-07-27 21:14:43.154000+00:00,c6673154-eeb5-4f8c-8937-37db83e782d0,,profile,ajs-next-1785186883154-32fa9ad9-f5bd-4a1e-9704-7ef72caead0f,business_profile,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/business_profile/fidelis-catholic-credit-union-1753982403438x535213824960417500,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/fidelis-catholic-credit-union-1753982403438x535213824960417500,/business_profile/fidelis-catholic-credit-union-1753982403438x535213824960417500,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/fidelis-catholic-credit-union-1753982403438x535213824960417500,1753982403438x535213824960417500,profile,business_profile,"[{'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,Linux,,,,,,,,,,,,,,,,,,,,,page
