name,anonymousId,category,messageId,userId,originalTimestamp,userAgent,page.path,page.referrer,page.search,page.title,page.url,userAgentData.brands,userAgentData.mobile,userAgentData.platform,path,referrer,search,title,url,category_properties,name_properties,button_name,business_id,sponsored_listing,location,search_text,traits,event_type
,f906bf48-53f7-4288-b9ea-8b32228fc4b6,,ajs-next-1777833307934-a82102ec-a92e-4016-b860-7b11519e6461,,2026-05-03 18:35:07.934000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Finance,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Finance,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,Windows,,,,,,,,,,true,sidebar,,,impression
index,f906bf48-53f7-4288-b9ea-8b32228fc4b6,index,ajs-next-1777833286768-0ef906bf-4853-4722-88f9-ea8b32228fc4,,2026-05-03 18:34:46.768000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,Windows,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,,,,,,page
,f906bf48-53f7-4288-b9ea-8b32228fc4b6,,ajs-next-1777833308240-02eca92e-f016-4860-bb11-519e6461d352,,2026-05-03 18:35:08.240000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Finance,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Finance,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,Windows,,,,,,,,,1753982403438x535213824960417500,true,main_list,,,impression
,f906bf48-53f7-4288-b9ea-8b32228fc4b6,,ajs-next-1777833287168-53f72288-f9ea-4b32-a28f-c4b64d603282,,2026-05-03 18:34:47.168000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,Windows,,,,,,,,,"1771436045389x658317953644361100, 1744335958024x226211831616957250, 1753982403438x535213824960417500, 1770943484557x164806709481949200, 1753374338412x209529915103450200, 1750436264420x989591292213482400, 1752717497153x537286585580736960, 1744579851707x640487742075829500, 1751744301621x758526182685981300",true,,,,impression
,f906bf48-53f7-4288-b9ea-8b32228fc4b6,Finance,ajs-next-1777833305366-f9ea8b32-228f-44b6-8d60-328213b6e103,,2026-05-03 18:35:05.366000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,Windows,,,,,,,,,,,,,,search
search,f906bf48-53f7-4288-b9ea-8b32228fc4b6,search,ajs-next-1777833307619-fef6a821-02ec-492e-b016-38607b11519e,,2026-05-03 18:35:07.619000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Finance,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Finance,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,Windows,/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Finance,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Finance,search,search,,,,,,,page
,f906bf48-53f7-4288-b9ea-8b32228fc4b6,,ajs-next-1777833308554-a92ef016-3860-4b11-919e-6461d35285c1,,2026-05-03 18:35:08.554000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Finance,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Finance,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,Windows,,,,,,,,,"1753982403438x535213824960417500, 1750785338983x949958887494882000, 1750784029587x963255839088365200, 1753135741395x558904608479141570, 1771003581692x955050931630977700, 1746635677548x343522492232585660, 1764963280733x431041418968701760, 1757369121056x350487849823425600, 1761762406893x958878656538368500, 1744134674881x127285411168640110, 1761919898226x928695665795906700, 1746827109704x963221719337950200, 1763672237927x725969385673238800, 1771436045389x658317953644361100, 1777405836126x277715594249416060, 1744391553368x301043576290850300, 1775244057768x699511577684581800, 1776360466250x658348247885801300, 1765991015203x350068785849064760, 1758312173588x895819358343598700, 1768584016102x834619843946063900, 1766011883106x917993758751800300, 1770152894907x464897480736850900, 1760458225389x690604949380638100",false,,,,impression
,3dc7f98c-0d8e-4e88-b5cb-5d35905115f9,,ajs-next-1777834233528-f98c0d8e-3e88-45cb-9d35-905115f9449d,,2026-05-03 18:50:33.528000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_7_15 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6.2 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,,,"1744579851707x640487742075829500, 1751744301621x758526182685981300, 1752717497153x537286585580736960, 1770943484557x164806709481949200, 1744335958024x226211831616957250, 1750436264420x989591292213482400, 1771436045389x658317953644361100, 1753374338412x209529915103450200, 1753982403438x535213824960417500",true,,,,impression
index,3dc7f98c-0d8e-4e88-b5cb-5d35905115f9,index,ajs-next-1777834232309-203dc7f9-8c0d-4e3e-88f5-cb5d35905115,,2026-05-03 18:50:32.309000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_7_15 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6.2 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,,,,,,page
business_profile,c6a160eb-a406-4292-8b18-5081a345c62d,profile,ajs-next-1777838030772-1fc6a160-eba4-46f2-92cb-185081a345c6,,2026-05-03 19:53:50.772000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1",/business_profile/vickers-veterinary-services-1744157592334x292550965261606100,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/vickers-veterinary-services-1744157592334x292550965261606100,,,,/business_profile/vickers-veterinary-services-1744157592334x292550965261606100,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/vickers-veterinary-services-1744157592334x292550965261606100,profile,business_profile,,1744157592334x292550965261606100,,,,,page
,ce2dcdd7-94b8-4986-9274-debfa30a833e,,ajs-next-1777845789368-1c33b388-266b-410d-9836-455b391e1876,1775058462201x523059865418210800,2026-05-03 22:03:09.368000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Microsoft Edge', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,Windows,,,,,,,,,"1744335958024x226211831616957250, 1752717497153x537286585580736960, 1753374338412x209529915103450200, 1751744301621x758526182685981300, 1771436045389x658317953644361100, 1744579851707x640487742075829500, 1753982403438x535213824960417500, 1750436264420x989591292213482400, 1770943484557x164806709481949200",true,,,,impression
index,ce2dcdd7-94b8-4986-9274-debfa30a833e,index,ajs-next-1777845789364-ede21c33-b388-466b-810d-9836455b391e,1775058462201x523059865418210800,2026-05-03 22:03:09.364000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Microsoft Edge', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,Windows,/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,,,,,,page
,ce2dcdd7-94b8-4986-9274-debfa30a833e,,ajs-next-1777845789357-dfe2ede2-1c33-4388-a66b-010d9836455b,1775058462201x523059865418210800,2026-05-03 22:03:09.357000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Microsoft Edge', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,Windows,,,,,,,,,,,,,"{'business_id': '1775058462201x523059865418210800', 'email': 'dan@vedenipro.com', 'is_logged_in': True}",identify
,ce2dcdd7-94b8-4986-9274-debfa30a833e,,ajs-next-1777845789874-b388266b-010d-4836-855b-391e187670ec,1775058462201x523059865418210800,2026-05-03 22:03:09.874000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Microsoft Edge', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,Windows,,,,,,,,,"1744335958024x226211831616957250, 1752717497153x537286585580736960, 1753374338412x209529915103450200, 1751744301621x758526182685981300, 1771436045389x658317953644361100, 1744579851707x640487742075829500, 1753982403438x535213824960417500, 1750436264420x989591292213482400, 1770943484557x164806709481949200",true,,,,impression
,ce2dcdd7-94b8-4986-9274-debfa30a833e,,ajs-next-1777845857765-be841300-2a26-4fb3-9512-4f5cee6fc6a9,1775058462201x523059865418210800,2026-05-03 22:04:17.765000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0",/business_profile/v%C3%A9deni-property-inspections-llc,https://coloradocatholicbusinessdirectory.com/,,"Védeni Property Inspections, LLC | Colorado Catholic Business Directory",https://coloradocatholicbusinessdirectory.com/business_profile/v%C3%A9deni-property-inspections-llc,"[{'brand': 'Microsoft Edge', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,Windows,,,,,,,,,,,,,"{'business_id': '1775058462201x523059865418210800', 'email': 'dan@vedenipro.com', 'is_logged_in': True}",identify
,ce2dcdd7-94b8-4986-9274-debfa30a833e,,ajs-next-1777845802168-c9527140-d233-4183-886d-f2d6871cd396,1775058462201x523059865418210800,2026-05-03 22:03:22.168000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,"[{'brand': 'Microsoft Edge', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,Windows,,,,,,,,,,true,sidebar,,,impression
,ce2dcdd7-94b8-4986-9274-debfa30a833e,,ajs-next-1777845884177-2a26bfb3-9512-4f5c-ae6f-c6a97e1026d1,1775058462201x523059865418210800,2026-05-03 22:04:44.177000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0",/business_profile/v%C3%A9deni-property-inspections-llc,https://coloradocatholicbusinessdirectory.com/,,"Védeni Property Inspections, LLC | Colorado Catholic Business Directory",https://coloradocatholicbusinessdirectory.com/business_profile/v%C3%A9deni-property-inspections-llc,"[{'brand': 'Microsoft Edge', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,Windows,,,,,,,,visit_website,1775058462201x523059865418210800,,,,,button_click
,ce2dcdd7-94b8-4986-9274-debfa30a833e,,ajs-next-1777845802785-d233e183-486d-42d6-871c-d396d9347fcb,1775058462201x523059865418210800,2026-05-03 22:03:22.785000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,"[{'brand': 'Microsoft Edge', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,Windows,,,,,,,,,"1744760380914x558772773612561600, 1747420152884x437771544876149700, 1763672237927x725969385673238800, 1771021914207x198452557005754900, 1747165674437x491901038958021200, 1749742920378x965836759111504900, 1744391553368x301043576290850300, 1744907031541x119079844893356540, 1747221865162x703532834449508000, 1759423986281x805514757919405700, 1752182630575x854371423894944000, 1748365021326x105262688542451250, 1766011883106x917993758751800300, 1744737250347x219277345743008400, 1759153763139x433792388290277000, 1772482882558x843076024552954900, 1746938798847x931997689495082400, 1745533127765x291393362647413700, 1757355028996x505189727810192200, 1763305551668x997299018011994600, 1744736810207x919925185055488400, 1753985929691x853149258569598100, 1777052217878x935579896985562900, 1768427614253x929508274229176300, 1748389292320x918627677903932400, 1761919898226x928695665795906700, 1760118921086x941497076227920600, 1743549178851x847080663521240200, 1748581534531x956271769254002200, 1744260813114x505427712482621440, 1770755356265x111382421474427680, 1746548006831x128230088489826860, 1771517879190x523242735258870900, 1744740154739x566945822952470660, 1751744301621x758526182685981300, 1744398484109x785674167096991400, 1750785338983x949958887494882000, 1744643921578x315333816253624100, 1763148950401x545361905340972600, 1746631267951x741803061642879500, 1755621956288x571897163769246900, 1761044854709x307607562836745150, 1747183179554x540122160625888100, 1775058462201x523059865418210800, 1758312173588x895819358343598700, 1746467711533x453074785848415400, 1763408145585x201322720695875870, 1749057953945x756346430245684600, 1768844277981x664142917381285000, 1751425811600x127124815802215140, 1751749348389x952656707958261400, 1762889659042x996969350831174300, 1753909381745x872991521395046100, 1750784029587x963255839088365200, 1752717497153x537286585580736960, 1760458225389x690604949380638100, 1750783674403x491887953737125700, 1764342295066x618134664283571500, 1776552489781x780158200693874000, 1747594874125x270237571814453630, 1747184079669x994211808429350800, 1757438153395x416809556103947500, 1747163465846x476237095610093000, 1744134674881x127285411168640110, 1757720364741x595714121363069200, 1744319857648x144922844539837200, 1771538218470x758525499484679000, 1771436045389x658317953644361100, 1777321143190x321072500270616060, 1747415704843x665338483592092500, 1763569204895x378265538177280400, 1754941249648x796792188496967000, 1754084205128x675147807630683600, 1744579851707x640487742075829500, 1750784475796x702583457937545900, 1751319669665x621437589169731200, 1755533063776x956164571796881400, 1768426055630x579798080961828200, 1761762406893x958878656538368500, 1777042895042x187867473484191420, 1776102250538x198432379819539760, 1776210729408x448410210135887360, 1755271286521x378031808974615550, 1745597587022x519433479989605000, 1776360466250x658348247885801300, 1744751205492x235134337285239230, 1746827109704x963221719337950200, 1768584016102x834619843946063900, 1769719058268x843927058977011000, 1771545376609x752763268373144000, 1775244057768x699511577684581800, 1754081360962x724252535884739300, 1753982403438x535213824960417500, 1747216018889x770977089491677400, 1747185390251x665604546429507900, 1746843461447x686795565273950000, 1744282156200x727555159743162000, 1753135741395x558904608479141570, 1753374338412x209529915103450200, 1758568877707x715638242996164100, 1744157592334x292550965261606100, 1764963280733x431041418968701760, 1762271200864x775090106640580500, 1750436264420x989591292213482400, 1743547621069x279645472884266780, 1764893879099x465248075524681500, 1746855895334x711816173120128000, 1744397288473x909294892772270800, 1751224250248x539537516841198200, 1752687366861x422755081931784260, 1771003581692x955050931630977700, 1757437593796x460281345015416640, 1768238584049x399775147114029200, 1777042863057x294476376362385400, 1766070455303x639821695383855700, 1776373432940x530737443814194940, 1765991015203x350068785849064760, 1744743906400x631087870982087000, 1747398900475x598159844147748100, 1765399408996x262641226191956400, 1762364811793x796217509980630800, 1771433486472x495156137805681660, 1754927931120x470668069008822300, 1744748222708x779656090283929300, 1750783679107x801419812763124500, 1765001972595x338020444395840100, 1746765568691x979794717919274100, 1750423781412x480534435350699700, 1749068120323x412920063824988600, 1754505203290x671062062407191900, 1744335958024x226211831616957250, 1759930025997x126109694575208930, 1777405836126x277715594249416060, 1758120880051x675194275556497400, 1747848709032x210920410073364830, 1747827548541x313848517899538500, 1764711530894x480989914892320700, 1776360294100x840938158936498600, 1770152894907x464897480736850900, 1753911193017x504194995643152640, 1768581853937x610498789092930300, 1770943484557x164806709481949200, 1772982809798x739419868972941400, 1747864432460x772931238395911000, 1774573166178x561429420668618400, 1744175271939x575064790204550460, 1754624056001x759184470890143000, 1761930377989x951815782791809400, 1764781838221x716772635359430500, 1747170561218x640297169073643000, 1749580724532x760028975589297300, 1761762460002x434978052003146300, 1745528732739x896561533370513300, 1757369121056x350487849823425600, 1762957766158x632118084948257900, 1758147388607x898014240790697700, 1754949567759x639105313824555300, 1745273541628x945470626229355500, 1763509156539x144450665564595840, 1753465897836x101289632151690960, 1749173974503x736079030141835600, 1769635123521x385801932800474700, 1751402056748x637551618886434600, 1763255155587x707008769292458900, 1746635677548x343522492232585660",false,,,,impression
