anonymousId,category,name,originalTimestamp,messageId,userId,userAgent,page.path,page.referrer,page.search,page.title,page.url,userAgentData.brands,userAgentData.mobile,userAgentData.platform,path,referrer,search,title,url,business_id,category_properties,name_properties,sponsored_listing,button_name,traits,properties,location,input_value,input_num,input_name,address,other_category,city,description,display_email,business_name,main_category,parish,phone,sub_category,website,email,event_type
3d34294e-414b-4b08-9eff-1b3118908736,,,2026-02-22 15:19:07.251000+00:00,ajs-next-1771773547251-294e414b-8b08-4eff-9b31-18908736cd15,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,[],False,,,,,,,"1770943484557x164806709481949200, 1743549178851x847080663521240200, 1744335958024x226211831616957250, 1752717497153x537286585580736960, 1771436045389x658317953644361100, 1743547621069x279645472884266780, 1750436264420x989591292213482400, 1753374338412x209529915103450200, 1744579851707x640487742075829500, 1753982403438x535213824960417500",,,true,,,,,,,,,,,,,,,,,,,,impression
3d34294e-414b-4b08-9eff-1b3118908736,index,index,2026-02-22 15:19:07.236000+00:00,ajs-next-1771773547236-fa3d3429-4e41-4b8b-889e-ff1b31189087,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,[],False,,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,index,index,,,,,,,,,,,,,,,,,,,,,page
92cc5d0c-80dc-41f1-b93d-46d5647265e9,,,2026-02-23 03:35:41.600000+00:00,ajs-next-1771817741600-49875107-ec0f-47b9-bbbd-5489bc655d15,1746765568691x979794717919274100,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Google Chrome', 'version': '144'}]",False,Windows,,,,,,1746765568691x979794717919274100,,,,faith,,,,,,,,,,,,,,,,,,,button_click
92cc5d0c-80dc-41f1-b93d-46d5647265e9,dashboard,dashboard,2026-02-23 03:35:57.400000+00:00,ajs-next-1771817757400-f4de0c4f-292f-4904-be37-80eaea189c28,1746765568691x979794717919274100,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Google Chrome', 'version': '144'}]",False,Windows,/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,1746765568691x979794717919274100,dashboard,dashboard,,,,,,,,,,,,,,,,,,,,,page
92cc5d0c-80dc-41f1-b93d-46d5647265e9,,,2026-02-23 03:37:10.059000+00:00,ajs-next-1771817830060-25814912-ad41-4846-a31a-8a676fc48628,1746765568691x979794717919274100,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Google Chrome', 'version': '144'}]",False,Windows,,,,,,,,,,,"{'business_id': '1746765568691x979794717919274100', 'email': 'colorado@skyhawks.com', 'is_logged_in': True}",,,,,,,,,,,,,,,,,,identify
92cc5d0c-80dc-41f1-b93d-46d5647265e9,,,2026-02-23 03:37:24.742000+00:00,ajs-next-1771817844742-8a676fc4-8628-4893-8839-8eb7bb4d84cd,1746765568691x979794717919274100,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Google Chrome', 'version': '144'}]",False,Windows,,,,,,,,,,,,"{'business_id': '1746765568691x979794717919274100', 'address': 'PO Box 1111', 'other_category': '', 'city': 'Frederick', 'description': 'Youth Sports in Colorado that Spark a Lifelong Love of Play\nPrograms from Fort Collins to Denver to Colorado Springs to the I70 Corridor and everywhere in between.\n\nAt Skyhawks-SuperTots Sports in Colorado, we specialize in youth sports programs that cater to children ages 2-14. Our primary focus is nurturing their love for play through a variety of sports classes, summer camps, and youth sports clubs. We offer comprehensive programs that cover a wide range of sports, including baseball, basketball, cheerleading, field hockey, Fit Kids!, flag football, flag rugby, GameOn!, golf, lacrosse, pickleball, soccer, tennis, track & field, and volleyball!\n\n*15 Sports to Fit Every Age and Stage (2–14)\n*Grow With Us—From Preschool Skills to Life & Sports Skills\n*Try More, Commit Less—Affordable, Fun Youth Sports Programs Without the Pressure', 'display_email': 'colorado@skyhawks.com', 'business_name': 'Skyhawks-SuperTots Sports Colorado', 'main_category': 'Health & Wellness', 'parish': 'Guardian Angels - Mead', 'phone': '303-222-8039', 'sub_category': 'Youth Sports Camps / Life Skills', 'website': 'skyhawkscolorado.com', 'email': 'colorado@skyhawks.com'}",,,,,,,,,,,,,,,,,db_update
92cc5d0c-80dc-41f1-b93d-46d5647265e9,,,2026-02-23 03:34:46.008000+00:00,ajs-next-1771817686008-bb34e421-524c-4252-8960-de133a622ad3,1746765568691x979794717919274100,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",/,https://coloradocatholicbusinessdirectory.com/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Google Chrome', 'version': '144'}]",False,Windows,,,,,,,,,,,"{'business_id': '1746765568691x979794717919274100', 'email': 'colorado@skyhawks.com', 'is_logged_in': True}",,,,,,,,,,,,,,,,,,identify
92cc5d0c-80dc-41f1-b93d-46d5647265e9,,,2026-02-23 03:37:24.101000+00:00,ajs-next-1771817844101-e31a8a67-6fc4-4628-b893-c8398eb7bb4d,1746765568691x979794717919274100,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Google Chrome', 'version': '144'}]",False,Windows,,,,,,,,,,,,"{'button_name': 'faith', 'business_id': '1746765568691x979794717919274100'}",,,,,,,,,,,,,,,,,button_click
92cc5d0c-80dc-41f1-b93d-46d5647265e9,,,2026-02-23 03:33:02.522000+00:00,ajs-next-1771817582522-6ceea71b-f287-4455-8172-b8a9f07635db,1746765568691x979794717919274100,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",/start,,?login=no,Login,https://coloradocatholicbusinessdirectory.com/start?login=no,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Google Chrome', 'version': '144'}]",False,Windows,,,,,,,,,,login,,,navbar,,,,,,,,,,,,,,,,button_click
92cc5d0c-80dc-41f1-b93d-46d5647265e9,,,2026-02-23 03:35:29.129000+00:00,ajs-next-1771817729129-a560db6d-4987-4107-ac0f-57b93bbd5489,1746765568691x979794717919274100,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Google Chrome', 'version': '144'}]",False,Windows,,,,,,1746765568691x979794717919274100,,,,,,,,askcolorado@skyhawks.com,9.5,email_display,,,,,,,,,,,,,input_changed
92cc5d0c-80dc-41f1-b93d-46d5647265e9,,,2026-02-23 03:37:15.931000+00:00,ajs-next-1771817835931-ad416846-e31a-4a67-afc4-86283893c839,1746765568691x979794717919274100,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Google Chrome', 'version': '144'}]",False,Windows,,,,,,1746765568691x979794717919274100,,,,,,,,"Denver, CO, USA",3,address,,,,,,,,,,,,,input_changed
92cc5d0c-80dc-41f1-b93d-46d5647265e9,start,start,2026-02-23 03:33:02.842000+00:00,ajs-next-1771817582842-a71bf287-1455-4172-b8a9-f07635db4f9f,1746765568691x979794717919274100,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",/start,,?login=yes,Login,https://coloradocatholicbusinessdirectory.com/start?login=yes,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Google Chrome', 'version': '144'}]",False,Windows,/start,,?login=yes,Login,https://coloradocatholicbusinessdirectory.com/start?login=yes,,start,start,,,,,,,,,,,,,,,,,,,,,page
92cc5d0c-80dc-41f1-b93d-46d5647265e9,,,2026-02-23 03:35:31.850000+00:00,ajs-next-1771817731850-db6d4987-5107-4c0f-97b9-3bbd5489bc65,1746765568691x979794717919274100,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Google Chrome', 'version': '144'}]",False,Windows,,,,,,1746765568691x979794717919274100,,,,save,,,,,,,,,,,,,,,,,,,button_click
92cc5d0c-80dc-41f1-b93d-46d5647265e9,,,2026-02-23 03:37:04.128000+00:00,ajs-next-1771817824128-853b3285-7ebe-486c-8b77-960e08942c28,1746765568691x979794717919274100,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",/business_profile/skyhawks-supertots-sports-colorado,https://coloradocatholicbusinessdirectory.com/,,Skyhawks-SuperTots Sports Colorado | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/skyhawks-supertots-sports-colorado,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Google Chrome', 'version': '144'}]",False,Windows,,,,,,,,,,,"{'business_id': '1746765568691x979794717919274100', 'email': 'colorado@skyhawks.com', 'is_logged_in': True}",,,,,,,,,,,,,,,,,,identify
92cc5d0c-80dc-41f1-b93d-46d5647265e9,,,2026-02-23 03:35:20.976000+00:00,ajs-next-1771817720976-b870a560-db6d-4987-9107-ec0f57b93bbd,1746765568691x979794717919274100,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Google Chrome', 'version': '144'}]",False,Windows,,,,,,1746765568691x979794717919274100,,,,,,,,,10,email_checkbox,,,,,,,,,,,,,input_changed
92cc5d0c-80dc-41f1-b93d-46d5647265e9,,,2026-02-23 03:36:56.626000+00:00,ajs-next-1771817816626-0c4f292f-2904-4e37-80ea-ea189c287419,1746765568691x979794717919274100,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Google Chrome', 'version': '144'}]",False,Windows,,,,,,1746765568691x979794717919274100,,,,,,,,"Colorado Springs, CO, USA",3,address,,,,,,,,,,,,,input_changed
92cc5d0c-80dc-41f1-b93d-46d5647265e9,profile,business_profile,2026-02-23 03:37:04.129000+00:00,ajs-next-1771817824129-32857ebe-486c-4b77-960e-08942c283b02,1746765568691x979794717919274100,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",/business_profile/skyhawks-supertots-sports-colorado,https://coloradocatholicbusinessdirectory.com/,,Skyhawks-SuperTots Sports Colorado | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/skyhawks-supertots-sports-colorado,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Google Chrome', 'version': '144'}]",False,Windows,/business_profile/skyhawks-supertots-sports-colorado,https://coloradocatholicbusinessdirectory.com/,,Skyhawks-SuperTots Sports Colorado | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/skyhawks-supertots-sports-colorado,1746765568691x979794717919274100,profile,business_profile,,,,,,,,,,,,,,,,,,,,,page
92cc5d0c-80dc-41f1-b93d-46d5647265e9,index,index,2026-02-23 03:34:46.010000+00:00,ajs-next-1771817686010-e421524c-3252-4960-9e13-3a622ad35121,1746765568691x979794717919274100,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",/,https://coloradocatholicbusinessdirectory.com/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Google Chrome', 'version': '144'}]",False,Windows,/,https://coloradocatholicbusinessdirectory.com/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,index,index,,,,,,,,,,,,,,,,,,,,,page
