userId,category,messageId,originalTimestamp,name,anonymousId,userAgent,page.path,page.referrer,page.search,page.title,page.url,userAgentData.brands,userAgentData.mobile,userAgentData.platform,path,referrer,search,title,url,category_properties,name_properties,business_id,traits,sponsored_listing,event_type
1771003581692x955050931630977700,index,ajs-next-1771074814454-7ed67628-ae7e-4190-8329-dc71505f41e5,2026-02-14 13:13:34.454000+00:00,index,44d85668-eb23-4bdb-973e-de91cffc3e33,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Mobile/15E148 Safari/604.1",/,https://coloradocatholicbusinessdirectory.com/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,/,https://coloradocatholicbusinessdirectory.com/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,,,page
,,ajs-next-1771099850468-0b25efa8-355c-4e96-b16e-cd359e14bb61,2026-02-14 20:10:50.468000+00:00,,96180b25-efa8-455c-8e96-f16ecd359e14,"Mozilla/5.0 (Linux; Android 12; M2004J19C Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/126.0.6478.134 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/493.0.0.72.158;]",/,https://www.facebook.com/,?fbclid=IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAEez7geCO7eT8hSP2WWreuVVK1YVhB-8NXoQOihqXv0PbwpoSVixK6xJn_ism4_aem_OXGFMbG4qgMuGnH6lBYuww,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/?fbclid=IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAEez7geCO7eT8hSP2WWreuVVK1YVhB-8NXoQOihqXv0PbwpoSVixK6xJn_ism4_aem_OXGFMbG4qgMuGnH6lBYuww,"[{'brand': 'Not:A-Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '145'}, {'brand': 'Chromium', 'version': '145'}]",False,Linux,,,,,,,,"1744335958024x226211831616957250, 1752717497153x537286585580736960, 1744579851707x640487742075829500, 1753982403438x535213824960417500, 1753374338412x209529915103450200, 1743549178851x847080663521240200, 1770943484557x164806709481949200, 1750436264420x989591292213482400, 1743547621069x279645472884266780",,true,impression
,,ajs-next-1771099849176-0293457e-0c3a-4112-b3e2-b0a70fbbcf5e,2026-02-14 20:10:49.176000+00:00,,45d09d76-0293-457e-8c3a-011273e2b0a7,"Mozilla/5.0 (Linux; Android 12; itel P662L Build/SP1A.210812.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/144.0.7559.109 Mobile Safari/537.36 [FBAN/AudienceNetworkForWindows;FBDV/itel P662L;FBSV/12;FBAV/497.0.0.19.104;FBLC/id_ID]",/,https://www.facebook.com/,?fbclid=IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAEezyGgJXBZim6WMVuYW6KlT46ZSR5hQPSTuWFQIqtNaZLesEuQ19T4EOGyauA_aem_H31dr-DgiCDZLj5cMbOcsQ,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/?fbclid=IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAEezyGgJXBZim6WMVuYW6KlT46ZSR5hQPSTuWFQIqtNaZLesEuQ19T4EOGyauA_aem_H31dr-DgiCDZLj5cMbOcsQ,"[{'brand': 'Not:A-Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '145'}, {'brand': 'Chromium', 'version': '145'}]",False,Linux,,,,,,,,"1753982403438x535213824960417500, 1744579851707x640487742075829500, 1752717497153x537286585580736960, 1770943484557x164806709481949200, 1743549178851x847080663521240200, 1743547621069x279645472884266780, 1753374338412x209529915103450200, 1744335958024x226211831616957250, 1750436264420x989591292213482400",,true,impression
,,ajs-next-1771099851633-d6ab3058-5b4a-490d-9571-4aaa05ca63bb,2026-02-14 20:10:51.633000+00:00,,8f52d6ab-3058-4b4a-990d-95714aaa05ca,"Mozilla/5.0 (Linux; Android 12; 220733SFG Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/144.0.7559.132 Mobile Safari/537.36 [FBAN/EMA;FBLC/hy_AM;FBAV/497.0.0.19.104;FB_FW/1;FBBV/875913669;FBDM/DisplayMetrics{density=2.0, width=720, height=1454, scaledDensity=2.0, xdpi=269.21, ydpi=269.21};]",/,https://www.facebook.com/,?fbclid=IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAEe5OoNIeaqo3nmoy5wIlg2WiocVlJad4VAx5YgP8HSpgqX9dgVXHeq0fXL2Xg_aem_fh-w-ULmbAfZrL53x97xnQ,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/?fbclid=IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAEe5OoNIeaqo3nmoy5wIlg2WiocVlJad4VAx5YgP8HSpgqX9dgVXHeq0fXL2Xg_aem_fh-w-ULmbAfZrL53x97xnQ,"[{'brand': 'Not:A-Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '145'}, {'brand': 'Chromium', 'version': '145'}]",False,Linux,,,,,,,,"1743547621069x279645472884266780, 1744579851707x640487742075829500, 1770943484557x164806709481949200, 1750436264420x989591292213482400, 1752717497153x537286585580736960, 1753374338412x209529915103450200, 1743549178851x847080663521240200, 1753982403438x535213824960417500, 1744335958024x226211831616957250",,true,impression
,index,ajs-next-1771099848948-36a92d13-b830-42f6-a593-ee7c66e977a5,2026-02-14 20:10:48.948000+00:00,index,a92d13b8-3092-46e5-93ee-7c66e977a50a,"Mozilla/5.0 (Linux; Android 12; SM-A135F Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/143.0.7499.147 Mobile Safari/537.36 [FBAN/AudienceNetworkForWindows;FBDV/SM-A135F;FBSV/12;FBAV/442.0.0.7.106;FBLC/en_US]",/,https://www.facebook.com/,?fbclid=IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAEens9Ys5ffFQSKph896Lv36HV4iuCqFZiT0bEmQQ1HdNw9P9-OTthpzRDIMRk_aem_TavQew01yAlnKlK9q119PA,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/?fbclid=IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAEens9Ys5ffFQSKph896Lv36HV4iuCqFZiT0bEmQQ1HdNw9P9-OTthpzRDIMRk_aem_TavQew01yAlnKlK9q119PA,"[{'brand': 'Not:A-Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '145'}, {'brand': 'Chromium', 'version': '145'}]",False,Linux,/,https://www.facebook.com/,?fbclid=IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAEens9Ys5ffFQSKph896Lv36HV4iuCqFZiT0bEmQQ1HdNw9P9-OTthpzRDIMRk_aem_TavQew01yAlnKlK9q119PA,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/?fbclid=IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAEens9Ys5ffFQSKph896Lv36HV4iuCqFZiT0bEmQQ1HdNw9P9-OTthpzRDIMRk_aem_TavQew01yAlnKlK9q119PA,index,index,,,,page
,,ajs-next-1771099850282-13b83092-f6e5-43ee-bc66-e977a50a48ab,2026-02-14 20:10:50.282000+00:00,,a92d13b8-3092-46e5-93ee-7c66e977a50a,"Mozilla/5.0 (Linux; Android 12; SM-A135F Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/143.0.7499.147 Mobile Safari/537.36 [FBAN/AudienceNetworkForWindows;FBDV/SM-A135F;FBSV/12;FBAV/442.0.0.7.106;FBLC/en_US]",/,https://www.facebook.com/,?fbclid=IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAEens9Ys5ffFQSKph896Lv36HV4iuCqFZiT0bEmQQ1HdNw9P9-OTthpzRDIMRk_aem_TavQew01yAlnKlK9q119PA,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/?fbclid=IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAEens9Ys5ffFQSKph896Lv36HV4iuCqFZiT0bEmQQ1HdNw9P9-OTthpzRDIMRk_aem_TavQew01yAlnKlK9q119PA,"[{'brand': 'Not:A-Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '145'}, {'brand': 'Chromium', 'version': '145'}]",False,Linux,,,,,,,,"1753982403438x535213824960417500, 1752717497153x537286585580736960, 1770943484557x164806709481949200, 1744335958024x226211831616957250, 1743547621069x279645472884266780, 1750436264420x989591292213482400, 1753374338412x209529915103450200, 1743549178851x847080663521240200, 1744579851707x640487742075829500",,true,impression
,index,ajs-next-1771099851616-a68f52d6-ab30-485b-8a99-0d95714aaa05,2026-02-14 20:10:51.616000+00:00,index,8f52d6ab-3058-4b4a-990d-95714aaa05ca,"Mozilla/5.0 (Linux; Android 12; 220733SFG Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/144.0.7559.132 Mobile Safari/537.36 [FBAN/EMA;FBLC/hy_AM;FBAV/497.0.0.19.104;FB_FW/1;FBBV/875913669;FBDM/DisplayMetrics{density=2.0, width=720, height=1454, scaledDensity=2.0, xdpi=269.21, ydpi=269.21};]",/,https://www.facebook.com/,?fbclid=IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAEe5OoNIeaqo3nmoy5wIlg2WiocVlJad4VAx5YgP8HSpgqX9dgVXHeq0fXL2Xg_aem_fh-w-ULmbAfZrL53x97xnQ,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/?fbclid=IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAEe5OoNIeaqo3nmoy5wIlg2WiocVlJad4VAx5YgP8HSpgqX9dgVXHeq0fXL2Xg_aem_fh-w-ULmbAfZrL53x97xnQ,"[{'brand': 'Not:A-Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '145'}, {'brand': 'Chromium', 'version': '145'}]",False,Linux,/,https://www.facebook.com/,?fbclid=IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAEe5OoNIeaqo3nmoy5wIlg2WiocVlJad4VAx5YgP8HSpgqX9dgVXHeq0fXL2Xg_aem_fh-w-ULmbAfZrL53x97xnQ,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/?fbclid=IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAEe5OoNIeaqo3nmoy5wIlg2WiocVlJad4VAx5YgP8HSpgqX9dgVXHeq0fXL2Xg_aem_fh-w-ULmbAfZrL53x97xnQ,index,index,,,,page
,,ajs-next-1771099852266-30585b4a-990d-4571-8aaa-05ca63bbad9d,2026-02-14 20:10:52.266000+00:00,,8f52d6ab-3058-4b4a-990d-95714aaa05ca,"Mozilla/5.0 (Linux; Android 12; 220733SFG Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/144.0.7559.132 Mobile Safari/537.36 [FBAN/EMA;FBLC/hy_AM;FBAV/497.0.0.19.104;FB_FW/1;FBBV/875913669;FBDM/DisplayMetrics{density=2.0, width=720, height=1454, scaledDensity=2.0, xdpi=269.21, ydpi=269.21};]",/,https://www.facebook.com/,?fbclid=IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAEe5OoNIeaqo3nmoy5wIlg2WiocVlJad4VAx5YgP8HSpgqX9dgVXHeq0fXL2Xg_aem_fh-w-ULmbAfZrL53x97xnQ,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/?fbclid=IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAEe5OoNIeaqo3nmoy5wIlg2WiocVlJad4VAx5YgP8HSpgqX9dgVXHeq0fXL2Xg_aem_fh-w-ULmbAfZrL53x97xnQ,"[{'brand': 'Not:A-Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '145'}, {'brand': 'Chromium', 'version': '145'}]",False,Linux,,,,,,,,"1743547621069x279645472884266780, 1744579851707x640487742075829500, 1770943484557x164806709481949200, 1750436264420x989591292213482400, 1752717497153x537286585580736960, 1753374338412x209529915103450200, 1743549178851x847080663521240200, 1753982403438x535213824960417500, 1744335958024x226211831616957250",,true,impression
,,ajs-next-1771099852830-1225c403-f05e-4212-8c27-b4c573924af4,2026-02-14 20:10:52.830000+00:00,,e8f7dcdc-1225-4403-b05e-62128c27b4c5,"Mozilla/5.0 (Linux; Android 12; SM-A135M Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/144.0.7559.132 Mobile Safari/537.36 [FBAN/FB4A;FBAV/547.0.0.41.68;FBBV/876011518;FBDM/{density=2.8125,width=1080,height=2208};FBLC/en_US;FBRV/882602990;FBCR/Telcell;FBMF/samsung;FBBD/samsung;FBPN/com.facebook.katana;FBDV/SM-A135M;FBSV/12;FBOP/1;FBCA/armeabi-v7a:armeabi;]",/,https://www.facebook.com/,?fbclid=IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAEefnoOSePJ8ncb1A6Uj5xQvqbqhh2rXmJptY1uoCbEH_daTqtHRTib8QVnnbs_aem_J-LSl9MPSEoAPucS12R73g,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/?fbclid=IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAEefnoOSePJ8ncb1A6Uj5xQvqbqhh2rXmJptY1uoCbEH_daTqtHRTib8QVnnbs_aem_J-LSl9MPSEoAPucS12R73g,"[{'brand': 'Not:A-Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '145'}, {'brand': 'Chromium', 'version': '145'}]",False,Linux,,,,,,,,"1744335958024x226211831616957250, 1770943484557x164806709481949200, 1743549178851x847080663521240200, 1743547621069x279645472884266780, 1753374338412x209529915103450200, 1753982403438x535213824960417500, 1744579851707x640487742075829500, 1752717497153x537286585580736960, 1750436264420x989591292213482400",,true,impression
,index,ajs-next-1771099848135-4045d09d-7602-4345-be0c-3a011273e2b0,2026-02-14 20:10:48.135000+00:00,index,45d09d76-0293-457e-8c3a-011273e2b0a7,"Mozilla/5.0 (Linux; Android 12; itel P662L Build/SP1A.210812.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/144.0.7559.109 Mobile Safari/537.36 [FBAN/AudienceNetworkForWindows;FBDV/itel P662L;FBSV/12;FBAV/497.0.0.19.104;FBLC/id_ID]",/,https://www.facebook.com/,?fbclid=IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAEezyGgJXBZim6WMVuYW6KlT46ZSR5hQPSTuWFQIqtNaZLesEuQ19T4EOGyauA_aem_H31dr-DgiCDZLj5cMbOcsQ,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/?fbclid=IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAEezyGgJXBZim6WMVuYW6KlT46ZSR5hQPSTuWFQIqtNaZLesEuQ19T4EOGyauA_aem_H31dr-DgiCDZLj5cMbOcsQ,"[{'brand': 'Not:A-Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '145'}, {'brand': 'Chromium', 'version': '145'}]",False,Linux,/,https://www.facebook.com/,?fbclid=IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAEezyGgJXBZim6WMVuYW6KlT46ZSR5hQPSTuWFQIqtNaZLesEuQ19T4EOGyauA_aem_H31dr-DgiCDZLj5cMbOcsQ,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/?fbclid=IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAEezyGgJXBZim6WMVuYW6KlT46ZSR5hQPSTuWFQIqtNaZLesEuQ19T4EOGyauA_aem_H31dr-DgiCDZLj5cMbOcsQ,index,index,,,,page
,,ajs-next-1771099850286-3092f6e5-93ee-4c66-a977-a50a48ab44f9,2026-02-14 20:10:50.286000+00:00,,a92d13b8-3092-46e5-93ee-7c66e977a50a,"Mozilla/5.0 (Linux; Android 12; SM-A135F Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/143.0.7499.147 Mobile Safari/537.36 [FBAN/AudienceNetworkForWindows;FBDV/SM-A135F;FBSV/12;FBAV/442.0.0.7.106;FBLC/en_US]",/,https://www.facebook.com/,?fbclid=IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAEens9Ys5ffFQSKph896Lv36HV4iuCqFZiT0bEmQQ1HdNw9P9-OTthpzRDIMRk_aem_TavQew01yAlnKlK9q119PA,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/?fbclid=IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAEens9Ys5ffFQSKph896Lv36HV4iuCqFZiT0bEmQQ1HdNw9P9-OTthpzRDIMRk_aem_TavQew01yAlnKlK9q119PA,"[{'brand': 'Not:A-Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '145'}, {'brand': 'Chromium', 'version': '145'}]",False,Linux,,,,,,,,"1753982403438x535213824960417500, 1752717497153x537286585580736960, 1770943484557x164806709481949200, 1744335958024x226211831616957250, 1743547621069x279645472884266780, 1750436264420x989591292213482400, 1753374338412x209529915103450200, 1743549178851x847080663521240200, 1744579851707x640487742075829500",,true,impression
