messageId,originalTimestamp,anonymousId,userId,userAgent,page.path,page.referrer,page.search,page.title,page.url,business_id,sponsored_listing,category,city,search_text,location,parish,name,path,referrer,search,title,url,category_properties,name_properties,button_name,userAgentData.brands,userAgentData.mobile,userAgentData.platform,traits,email,event_type
ajs-next-1785460200676-f6aff3cd-1686-4f0e-bd3d-5d70843d0909,2026-07-31 01:10:00.676000+00:00,5864adf5-bd2f-4ffe-bb72-6cce0535c4cb,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Food%20%26%20Restaurants,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Food%20%26%20Restaurants,"1743549178851x847080663521240200, 1751749348389x952656707958261400, 1772982809798x739419868972941400",false,,,,,,,,,,,,,,,,,,,,impression
ajs-next-1785461275250-b8ca7e24-38c9-40c8-a50f-efd2b3130895,2026-07-31 01:27:55.250000+00:00,5864adf5-bd2f-4ffe-bb72-6cce0535c4cb,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Finance,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Finance,,,search,,,,,search,/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Finance,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Finance,search,search,,,,,,,page
ajs-next-1785460196550-bffe3b72-6cce-4535-84cb-8d386f94cf72,2026-07-31 01:09:56.550000+00:00,5864adf5-bd2f-4ffe-bb72-6cce0535c4cb,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,,,,,,,search,,,,,,button_click
ajs-next-1785460197063-3b726cce-0535-44cb-8d38-6f94cf72130d,2026-07-31 01:09:57.063000+00:00,5864adf5-bd2f-4ffe-bb72-6cce0535c4cb,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,,,,,Food & Restaurants,,,,,,,,search
ajs-next-1785460197128-6cce0535-c4cb-4d38-af94-cf72130d0eae,2026-07-31 01:09:57.128000+00:00,5864adf5-bd2f-4ffe-bb72-6cce0535c4cb,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,,,,,Food & Restaurants,,,,,,,,search
ajs-next-1785461474101-b3130895-840a-4793-a603-fb210e987e47,2026-07-31 01:31:14.101000+00:00,5864adf5-bd2f-4ffe-bb72-6cce0535c4cb,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Marketing%2FB2B,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Marketing%2FB2B,,,search,,,,,search,/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Marketing%2FB2B,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Marketing%2FB2B,search,search,,,,,,,page
ajs-next-1785460271021-5d70843d-0909-451f-b8ca-7e2438c930c8,2026-07-31 01:11:11.021000+00:00,5864adf5-bd2f-4ffe-bb72-6cce0535c4cb,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Health%20%26%20Wellness,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Health%20%26%20Wellness,,true,,,,main_list,,,,,,,,,,,,,,,,impression
ajs-next-1785461274537-0909651f-b8ca-4e24-b8c9-30c8e50fefd2,2026-07-31 01:27:54.537000+00:00,5864adf5-bd2f-4ffe-bb72-6cce0535c4cb,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Health%20%26%20Wellness,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Health%20%26%20Wellness,,,,,,,,,,,,,,,,search,,,,,,button_click
ajs-next-1785460271327-843d0909-651f-48ca-be24-38c930c8e50f,2026-07-31 01:11:11.327000+00:00,5864adf5-bd2f-4ffe-bb72-6cce0535c4cb,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Health%20%26%20Wellness,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Health%20%26%20Wellness,"1764781838221x716772635359430500, 1746765568691x979794717919274100, 1747415704843x665338483592092500, 1746938798847x931997689495082400, 1762957766158x632118084948257900, 1753909381745x872991521395046100, 1761930377989x951815782791809400, 1782146204142x629417106351450200, 1749057953945x756346430245684600, 1778678470875x691076180629588500, 1747185390251x665604546429507900, 1747420152884x437771544876149700, 1771433486472x495156137805681660, 1772482882558x843076024552954900, 1776102250538x198432379819539760, 1744157592334x292550965261606100, 1761762460002x434978052003146300, 1746631267951x741803061642879500, 1744740154739x566945822952470660, 1764893879099x465248075524681500, 1751224250248x539537516841198200, 1745528732739x896561533370513300, 1749173974503x736079030141835600, 1777052217878x935579896985562900",false,,,,,,,,,,,,,,,,,,,,impression
ajs-next-1785460269753-f3cd1686-df0e-4d3d-9d70-843d0909651f,2026-07-31 01:11:09.753000+00:00,5864adf5-bd2f-4ffe-bb72-6cce0535c4cb,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Food%20%26%20Restaurants,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Food%20%26%20Restaurants,,,,,,,,,,,,,,,,search,,,,,,button_click
ajs-next-1785460270699-3d3d5d70-843d-4909-a51f-b8ca7e2438c9,2026-07-31 01:11:10.699000+00:00,5864adf5-bd2f-4ffe-bb72-6cce0535c4cb,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Health%20%26%20Wellness,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Health%20%26%20Wellness,,true,,,,sidebar,,,,,,,,,,,,,,,,impression
ajs-next-1785460200063-0d411ab2-f6af-43cd-9686-df0e3d3d5d70,2026-07-31 01:10:00.063000+00:00,5864adf5-bd2f-4ffe-bb72-6cce0535c4cb,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Food%20%26%20Restaurants,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Food%20%26%20Restaurants,,true,,,,sidebar,,,,,,,,,,,,,,,,impression
ajs-next-1785461473345-e50fefd2-b313-4895-840a-57932603fb21,2026-07-31 01:31:13.345000+00:00,5864adf5-bd2f-4ffe-bb72-6cce0535c4cb,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Finance,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Finance,,,,,,,,,,,,,,,,search,,,,,,button_click
ajs-next-1785461473788-efd2b313-0895-440a-9793-2603fb210e98,2026-07-31 01:31:13.788000+00:00,5864adf5-bd2f-4ffe-bb72-6cce0535c4cb,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Finance,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Finance,,,Marketing/B2B,,,main_search,,,,,,,,,,,,,,,,search
ajs-next-1785461275553-7e2438c9-30c8-450f-afd2-b3130895840a,2026-07-31 01:27:55.553000+00:00,5864adf5-bd2f-4ffe-bb72-6cce0535c4cb,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Finance,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Finance,,true,,,,sidebar,,,,,,,,,,,,,,,,impression
ajs-next-1785461475017-57932603-fb21-4e98-be47-eae5dd9c95cc,2026-07-31 01:31:15.017000+00:00,5864adf5-bd2f-4ffe-bb72-6cce0535c4cb,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Marketing%2FB2B,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Marketing%2FB2B,"1753374338412x209529915103450200, 1757437593796x460281345015416640, 1754081360962x724252535884739300, 1777321143190x321072500270616060, 1779564452798x328047204556438640, 1765399408996x262641226191956400, 1754084205128x675147807630683600, 1757438153395x416809556103947500, 1743547621069x279645472884266780, 1778709723276x637265650543127800, 1752717497153x537286585580736960, 1744397288473x909294892772270800, 1776373432940x530737443814194940, 1744643921578x315333816253624100, 1768426055630x579798080961828200",false,,,,,,,,,,,,,,,,,,,,impression
ajs-next-1785461474709-840a5793-2603-4b21-8e98-7e47eae5dd9c,2026-07-31 01:31:14.709000+00:00,5864adf5-bd2f-4ffe-bb72-6cce0535c4cb,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Marketing%2FB2B,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Marketing%2FB2B,1753374338412x209529915103450200,true,,,,main_list,,,,,,,,,,,,,,,,impression
ajs-next-1785461474405-0895840a-5793-4603-bb21-0e987e47eae5,2026-07-31 01:31:14.405000+00:00,5864adf5-bd2f-4ffe-bb72-6cce0535c4cb,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Marketing%2FB2B,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Marketing%2FB2B,,true,,,,sidebar,,,,,,,,,,,,,,,,impression
ajs-next-1785461275856-38c930c8-e50f-4fd2-b313-0895840a5793,2026-07-31 01:27:55.856000+00:00,5864adf5-bd2f-4ffe-bb72-6cce0535c4cb,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Finance,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Finance,1771436045389x658317953644361100,true,,,,main_list,,,,,,,,,,,,,,,,impression
ajs-next-1785461276161-30c8e50f-efd2-4313-8895-840a57932603,2026-07-31 01:27:56.161000+00:00,5864adf5-bd2f-4ffe-bb72-6cce0535c4cb,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Finance,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Finance,"1766011883106x917993758751800300, 1750784029587x963255839088365200, 1753982403438x535213824960417500, 1750785338983x949958887494882000, 1765991015203x350068785849064760, 1761919898226x928695665795906700, 1764963280733x431041418968701760, 1777405836126x277715594249416060, 1758312173588x895819358343598700, 1776360466250x658348247885801300, 1753135741395x558904608479141570, 1757369121056x350487849823425600, 1770152894907x464897480736850900, 1771003581692x955050931630977700, 1771436045389x658317953644361100, 1744134674881x127285411168640110, 1763672237927x725969385673238800, 1746827109704x963221719337950200, 1744391553368x301043576290850300, 1768584016102x834619843946063900, 1761762406893x958878656538368500, 1784643082658x121064733756065300, 1779207002005x542183775914824900, 1746635677548x343522492232585660, 1760458225389x690604949380638100, 1775244057768x699511577684581800",false,,,,,,,,,,,,,,,,,,,,impression
ajs-next-1785461274934-651fb8ca-7e24-48c9-b0c8-e50fefd2b313,2026-07-31 01:27:54.934000+00:00,5864adf5-bd2f-4ffe-bb72-6cce0535c4cb,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Health%20%26%20Wellness,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Health%20%26%20Wellness,,,Finance,,,main_search,,,,,,,,,,,,,,,,search
ajs-next-1785491800401-d00eb83f-3c5d-4b4c-9b4b-c72325763f04,2026-07-31 09:56:40.401000+00:00,686c9fff-d00e-483f-bc5d-7b4c1b4bc723,,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"1752717497153x537286585580736960, 1770943484557x164806709481949200, 1744579851707x640487742075829500, 1771436045389x658317953644361100, 1744643921578x315333816253624100, 1753982403438x535213824960417500, 1744335958024x226211831616957250, 1753374338412x209529915103450200, 1750436264420x989591292213482400, 1781830336957x808577548450478500",true,,,,,,,,,,,,,,,"[{'brand': 'Not:A-Brand', 'version': '24'}, {'brand': 'Chromium', 'version': '134'}]",False,Linux,,,impression
ajs-next-1785491800157-9fffd00e-b83f-4c5d-bb4c-1b4bc7232576,2026-07-31 09:56:40.157000+00:00,686c9fff-d00e-483f-bc5d-7b4c1b4bc723,,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"1752717497153x537286585580736960, 1770943484557x164806709481949200, 1744579851707x640487742075829500, 1771436045389x658317953644361100, 1744643921578x315333816253624100, 1753982403438x535213824960417500, 1744335958024x226211831616957250, 1753374338412x209529915103450200, 1750436264420x989591292213482400, 1781830336957x808577548450478500",true,,,,,,,,,,,,,,,"[{'brand': 'Not:A-Brand', 'version': '24'}, {'brand': 'Chromium', 'version': '134'}]",False,Linux,,,impression
ajs-next-1785491798154-75686c9f-ffd0-4eb8-bf3c-5d7b4c1b4bc7,2026-07-31 09:56:38.154000+00:00,686c9fff-d00e-483f-bc5d-7b4c1b4bc723,,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,index,,,,,index,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,"[{'brand': 'Not:A-Brand', 'version': '24'}, {'brand': 'Chromium', 'version': '134'}]",False,Linux,,,page
ajs-next-1785516977927-74ed42fc-69f5-4c9b-9ed6-36c5feabf9df,2026-07-31 16:56:17.926000+00:00,ed42fc69-f5cc-4b1e-9636-c5feabf9df20,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 (compatible; meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler))",/terms_of_service/building-while-giving--1785246262777x370343103907722500,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/terms_of_service/building-while-giving--1785246262777x370343103907722500,,,terms,,,,,terms_of_service,/terms_of_service/building-while-giving--1785246262777x370343103907722500,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/terms_of_service/building-while-giving--1785246262777x370343103907722500,terms,terms_of_service,,[],False,,,,page
ajs-next-1785523500893-fe36481e-e0c9-4f74-9c49-0e86dac255c3,2026-07-31 18:45:00.893000+00:00,4464c041-724b-4199-a3cc-4ea8f6858f8e,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,index,,,,,index,/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,"[{'brand': 'Not;A=Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '150'}, {'brand': 'Google Chrome', 'version': '150'}]",False,Windows,,,page
ajs-next-1785523532457-4f6e23e1-2bc0-4948-bc64-86bde6d31376,2026-07-31 18:45:32.457000+00:00,4464c041-724b-4199-a3cc-4ea8f6858f8e,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=lawyer&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=lawyer&category=Other,,true,,,,sidebar,,,,,,,,,,,"[{'brand': 'Not;A=Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '150'}, {'brand': 'Google Chrome', 'version': '150'}]",False,Windows,,,impression
ajs-next-1785523501603-e0c94f74-5c49-4e86-9ac2-55c306022012,2026-07-31 18:45:01.603000+00:00,4464c041-724b-4199-a3cc-4ea8f6858f8e,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"1744643921578x315333816253624100, 1752717497153x537286585580736960, 1781830336957x808577548450478500, 1771436045389x658317953644361100, 1753374338412x209529915103450200, 1744335958024x226211831616957250, 1750436264420x989591292213482400, 1770943484557x164806709481949200, 1744579851707x640487742075829500, 1753982403438x535213824960417500",true,,,,,,,,,,,,,,,"[{'brand': 'Not;A=Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '150'}, {'brand': 'Google Chrome', 'version': '150'}]",False,Windows,,,impression
