anonymousId,userId,name,originalTimestamp,category,messageId,userAgent,page.path,page.referrer,page.search,page.title,page.url,path,referrer,search,title,url,category_properties,name_properties,input_value,business_id,input_num,input_name,address,other_category,city,description,display_email,business_name,main_category,parish,phone,sub_category,website,email,button_name,traits,sponsored_listing,userAgentData.brands,userAgentData.mobile,userAgentData.platform,location,search_text,event_type
23112e2f-734e-4df7-b808-0e8a7a8cbfef,1755271286521x378031808974615550,,2025-08-15 15:34:49.200000+00:00,,ajs-next-1755272089200-bb9df2e2-8e09-4e99-a955-97ab82d42009,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:141.0) Gecko/20100101 Firefox/141.0,/business_profile/missio-dei-catholic,https://coloradocatholicbusinessdirectory.com/,,Missio Dei Catholic | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/missio-dei-catholic,,,,,,,,,,,,,,,,,,,,,,,,avatar,,,,,,,,button_click
23112e2f-734e-4df7-b808-0e8a7a8cbfef,1755271286521x378031808974615550,,2025-08-15 15:22:40.655000+00:00,,ajs-next-1755271360655-d5f83024-2db4-4da3-a93e-176cbc20a90d,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:141.0) Gecko/20100101 Firefox/141.0,/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,,,,,,,,missiodeicatholic.org,1755271286521x378031808974615550,6,website,,,,,,,,,,,,,,,,,,,,,input_changed
23112e2f-734e-4df7-b808-0e8a7a8cbfef,1755271286521x378031808974615550,,2025-08-15 15:24:57.558000+00:00,,ajs-next-1755271497558-a90db18d-c331-4442-9651-41a5222a1ab1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:141.0) Gecko/20100101 Firefox/141.0,/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,,,,,,,,,1755271286521x378031808974615550,,,,,,,,,,,,,,,faith,,,,,,,,button_click
23112e2f-734e-4df7-b808-0e8a7a8cbfef,1755271286521x378031808974615550,,2025-08-15 15:23:08.452000+00:00,,ajs-next-1755271388452-2db4bda3-a93e-476c-bc20-a90db18dc331,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:141.0) Gecko/20100101 Firefox/141.0,/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,,,,,,,,Other,1755271286521x378031808974615550,8,main_category,,,,,,,,,,,,,,,,,,,,,input_changed
23112e2f-734e-4df7-b808-0e8a7a8cbfef,1755271286521x378031808974615550,,2025-08-15 15:23:00.268000+00:00,,ajs-next-1755271380268-30242db4-bda3-493e-976c-bc20a90db18d,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:141.0) Gecko/20100101 Firefox/141.0,/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,,,,,,,,St. Bernadette,1755271286521x378031808974615550,7,parish,,,,,,,,,,,,,,,,,,,,,input_changed
23112e2f-734e-4df7-b808-0e8a7a8cbfef,1755271286521x378031808974615550,,2025-08-15 15:22:34.026000+00:00,,ajs-next-1755271354026-a4b9d5f8-3024-4db4-bda3-a93e176cbc20,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:141.0) Gecko/20100101 Firefox/141.0,/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,,,,,,,,3102544807,1755271286521x378031808974615550,5,phone,,,,,,,,,,,,,,,,,,,,,input_changed
23112e2f-734e-4df7-b808-0e8a7a8cbfef,1755271286521x378031808974615550,,2025-08-15 15:35:27.588000+00:00,,ajs-next-1755272127588-433c2c19-9317-4cdd-9ef7-46d85fa0bb40,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:141.0) Gecko/20100101 Firefox/141.0,/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,,,,,,,,,1755271286521x378031808974615550,,,,,,,,,,,,,,,save,,,,,,,,button_click
23112e2f-734e-4df7-b808-0e8a7a8cbfef,1755271286521x378031808974615550,,2025-08-15 15:35:30.600000+00:00,,ajs-next-1755272130600-2c199317-ecdd-4ef7-86d8-5fa0bb406c70,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:141.0) Gecko/20100101 Firefox/141.0,/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,,,,,,,,,1755271286521x378031808974615550,,,,,,,,,,,,,,,faith,,,,,,,,button_click
23112e2f-734e-4df7-b808-0e8a7a8cbfef,1755271286521x378031808974615550,,2025-08-15 15:24:45.037000+00:00,,ajs-next-1755271485037-bc20a90d-b18d-4331-9442-165141a5222a,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:141.0) Gecko/20100101 Firefox/141.0,/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,,,,,,,,,1755271286521x378031808974615550,,,,,,,,,,,,,,,save,,,,,,,,button_click
23112e2f-734e-4df7-b808-0e8a7a8cbfef,1755271286521x378031808974615550,,2025-08-15 15:26:17.365000+00:00,,ajs-next-1755271577365-6011bb9d-f2e2-4e09-ae99-695597ab82d4,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:141.0) Gecko/20100101 Firefox/141.0,/business_profile/missio-dei-catholic,https://coloradocatholicbusinessdirectory.com/,,Missio Dei Catholic | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/missio-dei-catholic,,,,,,,,,1755271286521x378031808974615550,,,,,,,,,,,,,,,visit_website,,,,,,,,button_click
23112e2f-734e-4df7-b808-0e8a7a8cbfef,1755271286521x378031808974615550,,2025-08-15 15:21:57.663000+00:00,,ajs-next-1755271317663-aeb2a5e8-1e0b-4d79-800e-1f36ff475a8d,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:141.0) Gecko/20100101 Firefox/141.0,/start,,?login=no,Login,https://coloradocatholicbusinessdirectory.com/start?login=no,,,,,,,,,,,,,,,,,,,,,,,,,"{'business_id': '1755271286521x378031808974615550', 'email': 'jfessenden@missiodeicatholic.org'}",,,,,,,identify
23112e2f-734e-4df7-b808-0e8a7a8cbfef,1755271286521x378031808974615550,,2025-08-15 15:24:58.347000+00:00,,ajs-next-1755271498347-b18dc331-9442-4651-81a5-222a1ab16e8d,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:141.0) Gecko/20100101 Firefox/141.0,/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,,,,,,,,,1755271286521x378031808974615550,,,,Media,,"Missio Dei Catholic – Faith-Driven Media & Apostolate

Missio Dei Catholic is a nonprofit apostolate dedicated to proclaiming the Gospel, deepening devotion, and equipping the faithful for the spiritual battle of our times. Founded by Holy Apostles College alumni with backgrounds in theology, media, and ministry, we draw on the rich traditions of the Catholic Church to inspire hearts and minds.

Our work combines professional media production, interviews with leading Catholic voices, and the creation of educational and devotional resources. We have collaborated with exorcists, theologians, and Catholic leaders, bringing clarity to complex spiritual topics and highlighting the transformative power of Christ in everyday life.

From producing Catholic podcasts and videos to organizing faith-based events, Missio Dei serves as a bridge between timeless Catholic truth and the modern world. With a commitment to integrity, prayer, and excellence, we invite you to partner with us in spreading the message of Christ and His Church.

Missio Dei Catholic – Guiding souls to Christ through faith, media, and mission.",jfessenden@missiodeicatholic.org,Missio Dei Catholic,Other,St. Bernadette,3102544807,Publishing,missiodeicatholic.org,jfessenden@missiodeicatholic.org,,,,,,,,,db_update
23112e2f-734e-4df7-b808-0e8a7a8cbfef,1755271286521x378031808974615550,,2025-08-15 15:25:00.365000+00:00,,ajs-next-1755271500365-66669623-6011-4b9d-b2e2-8e096e996955,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:141.0) Gecko/20100101 Firefox/141.0,/business_profile/missio-dei-catholic,https://coloradocatholicbusinessdirectory.com/,,Missio Dei Catholic | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/missio-dei-catholic,,,,,,,,,,,,,,,,,,,,,,,,,"{'business_id': '1755271286521x378031808974615550', 'email': 'jfessenden@missiodeicatholic.org', 'is_logged_in': True}",,,,,,,identify
b144955c-b579-485b-9797-7583403b809c,,,2025-08-15 16:13:41.102000+00:00,,ajs-next-1755274421102-b579e85b-d797-4583-803b-809c6af72701,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/68.0.3440.106 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,"1744335958024x226211831616957250, 1743547621069x279645472884266780, 1750436264420x989591292213482400, 1753374338412x209529915103450200, 1753982403438x535213824960417500, 1743549178851x847080663521240200",,,,,,,,,,,,,,,,,true,,,,,,impression
23112e2f-734e-4df7-b808-0e8a7a8cbfef,1755271286521x378031808974615550,,2025-08-15 15:23:30.858000+00:00,,ajs-next-1755271410858-a93e176c-bc20-490d-b18d-c33194421651,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:141.0) Gecko/20100101 Firefox/141.0,/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,,,,,,,,,1755271286521x378031808974615550,10,email_checkbox,,,,,,,,,,,,,,,,,,,,,input_changed
23112e2f-734e-4df7-b808-0e8a7a8cbfef,1755271286521x378031808974615550,business_profile,2025-08-15 15:25:00.366000+00:00,profile,ajs-next-1755271500366-96236011-bb9d-42e2-8e09-6e99695597ab,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:141.0) Gecko/20100101 Firefox/141.0,/business_profile/missio-dei-catholic,https://coloradocatholicbusinessdirectory.com/,,Missio Dei Catholic | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/missio-dei-catholic,/business_profile/missio-dei-catholic,https://coloradocatholicbusinessdirectory.com/,,Missio Dei Catholic | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/missio-dei-catholic,profile,business_profile,,1755271286521x378031808974615550,,,,,,,,,,,,,,,,,,,,,,,page
23112e2f-734e-4df7-b808-0e8a7a8cbfef,1755271286521x378031808974615550,,2025-08-15 15:35:32.475000+00:00,,ajs-next-1755272132475-207a3fa7-b0d7-491b-b1ac-b226d452572d,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:141.0) Gecko/20100101 Firefox/141.0,/business_profile/missio-dei-catholic,https://coloradocatholicbusinessdirectory.com/,,Missio Dei Catholic | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/missio-dei-catholic,,,,,,,,,,,,,,,,,,,,,,,,,"{'business_id': '1755271286521x378031808974615550', 'email': 'jfessenden@missiodeicatholic.org', 'is_logged_in': True}",,,,,,,identify
f3565853-0acf-4b95-b704-b01fe9e9f6ba,,index,2025-08-15 16:13:23.022000+00:00,index,ajs-next-1755274403022-82f35658-530a-4f8b-95f7-04b01fe9e9f6,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/68.0.3440.106 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,,,,,,,,,,,,,,,,,,,,,,,,page
23112e2f-734e-4df7-b808-0e8a7a8cbfef,1755271286521x378031808974615550,,2025-08-15 15:35:01.377000+00:00,,ajs-next-1755272101377-ea784258-433c-4c19-9317-ecdddef746d8,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:141.0) Gecko/20100101 Firefox/141.0,/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,,,,,,,,"1055 Ammons St, Denver, CO 80214, USA",1755271286521x378031808974615550,3,address,,,,,,,,,,,,,,,,,,,,,input_changed
f3565853-0acf-4b95-b704-b01fe9e9f6ba,,,2025-08-15 16:13:23.447000+00:00,,ajs-next-1755274403447-58530acf-8b95-4704-b01f-e9e9f6bacf68,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/68.0.3440.106 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,"1753982403438x535213824960417500, 1743549178851x847080663521240200, 1744335958024x226211831616957250, 1743547621069x279645472884266780, 1750436264420x989591292213482400, 1753374338412x209529915103450200",,,,,,,,,,,,,,,,,true,,,,,,impression
23112e2f-734e-4df7-b808-0e8a7a8cbfef,1755271286521x378031808974615550,,2025-08-15 15:34:51.216000+00:00,,ajs-next-1755272091216-001ace1a-ea78-4258-833c-2c199317ecdd,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:141.0) Gecko/20100101 Firefox/141.0,/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,,,,,,,,,,,,,,,,,,,,,,,,,"{'business_id': '1755271286521x378031808974615550', 'email': 'jfessenden@missiodeicatholic.org', 'is_logged_in': True}",,,,,,,identify
23112e2f-734e-4df7-b808-0e8a7a8cbfef,1755271286521x378031808974615550,,2025-08-15 15:35:18.273000+00:00,,ajs-next-1755272118273-4258433c-2c19-4317-acdd-def746d85fa0,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:141.0) Gecko/20100101 Firefox/141.0,/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,,,,,,,,,1755271286521x378031808974615550,2,logo,,,,,,,,,,,,,,,,,,,,,input_changed
23112e2f-734e-4df7-b808-0e8a7a8cbfef,1755271286521x378031808974615550,dashboard,2025-08-15 15:34:51.217000+00:00,dashboard,ajs-next-1755272091217-ce1aea78-4258-433c-ac19-9317ecdddef7,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:141.0) Gecko/20100101 Firefox/141.0,/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,dashboard,dashboard,,1755271286521x378031808974615550,,,,,,,,,,,,,,,,,,,,,,,page
94ea1972-bc36-4199-a9cc-5c44e1891472,,,2025-08-15 16:13:17.016000+00:00,,ajs-next-1755274397016-1972bc36-4199-49cc-9c44-e189147257bd,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/68.0.3440.106 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,"1744335958024x226211831616957250, 1743547621069x279645472884266780, 1750436264420x989591292213482400, 1753374338412x209529915103450200, 1753982403438x535213824960417500, 1743549178851x847080663521240200",,,,,,,,,,,,,,,,,true,,,,,,impression
95cae1cb-202e-4580-8f5c-32c895170f7f,,,2025-08-15 16:13:29.550000+00:00,,ajs-next-1755274409550-e1cb202e-b580-4f5c-b2c8-95170f7fb7cc,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/68.0.3440.106 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,"1743549178851x847080663521240200, 1744335958024x226211831616957250, 1743547621069x279645472884266780, 1750436264420x989591292213482400, 1753374338412x209529915103450200, 1753982403438x535213824960417500",,,,,,,,,,,,,,,,,true,,,,,,impression
95cae1cb-202e-4580-8f5c-32c895170f7f,,index,2025-08-15 16:13:29.351000+00:00,index,ajs-next-1755274409351-d195cae1-cb20-4eb5-804f-5c32c895170f,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/68.0.3440.106 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,,,,,,,,,,,,,,,,,,,,,,,,page
94ea1972-bc36-4199-a9cc-5c44e1891472,,,2025-08-15 16:13:17.018000+00:00,,ajs-next-1755274397018-bc364199-29cc-4c44-a189-147257bd7836,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/68.0.3440.106 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,"1744335958024x226211831616957250, 1743547621069x279645472884266780, 1750436264420x989591292213482400, 1753374338412x209529915103450200, 1753982403438x535213824960417500, 1743549178851x847080663521240200",,,,,,,,,,,,,,,,,true,,,,,,impression
b144955c-b579-485b-9797-7583403b809c,,,2025-08-15 16:13:41.099000+00:00,,ajs-next-1755274421099-955cb579-e85b-4797-b583-403b809c6af7,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/68.0.3440.106 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,"1744335958024x226211831616957250, 1743547621069x279645472884266780, 1750436264420x989591292213482400, 1753374338412x209529915103450200, 1753982403438x535213824960417500, 1743549178851x847080663521240200",,,,,,,,,,,,,,,,,true,,,,,,impression
95cae1cb-202e-4580-8f5c-32c895170f7f,,,2025-08-15 16:13:29.655000+00:00,,ajs-next-1755274409655-202eb580-4f5c-42c8-9517-0f7fb7cc12d9,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/68.0.3440.106 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,"1743549178851x847080663521240200, 1744335958024x226211831616957250, 1743547621069x279645472884266780, 1750436264420x989591292213482400, 1753374338412x209529915103450200, 1753982403438x535213824960417500",,,,,,,,,,,,,,,,,true,,,,,,impression
94ea1972-bc36-4199-a9cc-5c44e1891472,,index,2025-08-15 16:13:16.601000+00:00,index,ajs-next-1755274396601-d494ea19-72bc-4641-9929-cc5c44e18914,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/68.0.3440.106 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,,,,,,,,,,,,,,,,,,,,,,,,page
