originalTimestamp,messageId,userId,anonymousId,userAgent,page.path,page.referrer,page.search,page.title,page.url,button_name,search_text,category,name,path,referrer,search,title,url,category_properties,name_properties,business_id,sponsored_listing,location,userAgentData.brands,userAgentData.mobile,userAgentData.platform,event_type
2026-06-28 14:43:54.352000+00:00,ajs-next-1782657834352-2061baa7-e8b0-40d5-86d0-f6f5b4bdc207,,e7ba100c-b5a7-405c-a39c-b67f8d32b0af,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_5_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/419.4.905781065 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,,,,,,,,,,,,"1758147388607x898014240790697700, 1752182630575x854371423894944000, 1768844277981x664142917381285000, 1763509156539x144450665564595840, 1754949567759x639105313824555300, 1749580724532x760028975589297300, 1746843461447x686795565273950000, 1758120880051x675194275556497400, 1755271286521x378031808974615550, 1774573166178x561429420668618400, 1777042895042x187867473484191420, 1751402056748x637551618886434600, 1745533127765x291393362647413700, 1744319857648x144922844539837200, 1744282156200x727555159743162000, 1744737250347x219277345743008400, 1765001972595x338020444395840100, 1747163465846x476237095610093000, 1762889659042x996969350831174300, 1781830336957x808577548450478500, 1753985929691x853149258569598100, 1769635123521x385801932800474700, 1751744301621x758526182685981300, 1763569204895x378265538177280400, 1761044854709x307607562836745150, 1758568877707x715638242996164100, 1770755356265x111382421474427680, 1771538218470x758525499484679000, 1777921226784x512595595894430850, 1744260813114x505427712482621440, 1762271200864x775090106640580500, 1766070455303x639821695383855700, 1744907031541x119079844893356540, 1779898672007x583448227567234600, 1748581534531x956271769254002200, 1746548006831x128230088489826860, 1763305551668x997299018011994600, 1752687366861x422755081931784260, 1748365021326x105262688542451250, 1771545376609x752763268373144000, 1750423781412x480534435350699700, 1747221865162x703532834449508000, 1779223019066x495549806274790700, 1768427614253x929508274229176300, 1760118921086x941497076227920600, 1750784475796x702583457937545900, 1747165674437x491901038958021200, 1762364811793x796217509980630800, 1769719058268x843927058977011000, 1771021914207x198452557005754900, 1744743906400x631087870982087000, 1764711530894x480989914892320700, 1753465897836x101289632151690960, 1776210729408x448410210135887360, 1781791909727x427924501831676600, 1744736810207x919925185055488400, 1757720364741x595714121363069200, 1747170561218x640297169073643000, 1778185404695x597979725335827200, 1746467711533x453074785848415400, 1750783679107x801419812763124500, 1764342295066x618134664283571500, 1757355028996x505189727810192200, 1745597587022x519433479989605000, 1754941249648x796792188496967000, 1747184079669x994211808429350800, 1748389292320x918627677903932400, 1749068120323x412920063824988600",false,,,,,impression
2026-06-28 14:47:14.676000+00:00,ajs-next-1782658034676-ea227727-3234-4a80-9f71-de4941ad7c5c,,e7ba100c-b5a7-405c-a39c-b67f8d32b0af,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_5_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/419.4.905781065 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,,,,,,,,,,,,,true,sidebar,,,,impression
2026-06-28 14:47:14.373000+00:00,ajs-next-1782658034373-ce56ea22-7727-4234-9a80-5f71de4941ad,,e7ba100c-b5a7-405c-a39c-b67f8d32b0af,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_5_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/419.4.905781065 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,,,search,search,/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,search,search,,,,,,,page
2026-06-28 14:43:31.376000+00:00,ajs-next-1782657811376-b5a7b05c-e39c-467f-8d32-b0afcbacf780,,e7ba100c-b5a7-405c-a39c-b67f8d32b0af,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_5_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/419.4.905781065 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,,,"1744579851707x640487742075829500, 1752717497153x537286585580736960, 1744335958024x226211831616957250, 1750436264420x989591292213482400, 1753982403438x535213824960417500, 1781830336957x808577548450478500, 1770943484557x164806709481949200, 1771436045389x658317953644361100, 1753374338412x209529915103450200",true,,,,,impression
2026-06-28 14:47:15.293000+00:00,ajs-next-1782658035293-32345a80-5f71-4e49-81ad-7c5c5edbb64d,,e7ba100c-b5a7-405c-a39c-b67f8d32b0af,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_5_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/419.4.905781065 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,,,,,,,,,,,,"1765001972595x338020444395840100, 1744737250347x219277345743008400, 1781830336957x808577548450478500, 1744260813114x505427712482621440, 1744743906400x631087870982087000, 1750783679107x801419812763124500, 1779898672007x583448227567234600, 1766070455303x639821695383855700, 1747170561218x640297169073643000, 1744282156200x727555159743162000, 1747163465846x476237095610093000, 1751744301621x758526182685981300, 1764342295066x618134664283571500, 1748389292320x918627677903932400, 1746843461447x686795565273950000, 1781791909727x427924501831676600, 1761044854709x307607562836745150, 1770755356265x111382421474427680, 1746548006831x128230088489826860, 1771538218470x758525499484679000, 1771545376609x752763268373144000, 1744736810207x919925185055488400, 1750784475796x702583457937545900, 1758568877707x715638242996164100, 1757355028996x505189727810192200, 1752182630575x854371423894944000, 1745533127765x291393362647413700, 1747221865162x703532834449508000, 1748365021326x105262688542451250, 1777042895042x187867473484191420, 1749580724532x760028975589297300, 1744319857648x144922844539837200, 1760118921086x941497076227920600, 1768427614253x929508274229176300, 1763305551668x997299018011994600, 1747165674437x491901038958021200, 1754941249648x796792188496967000, 1749068120323x412920063824988600, 1768844277981x664142917381285000, 1750423781412x480534435350699700, 1754949567759x639105313824555300, 1769719058268x843927058977011000, 1751402056748x637551618886434600, 1744907031541x119079844893356540, 1745597587022x519433479989605000, 1757720364741x595714121363069200, 1778185404695x597979725335827200, 1771021914207x198452557005754900, 1774573166178x561429420668618400, 1748581534531x956271769254002200, 1755271286521x378031808974615550, 1777921226784x512595595894430850, 1746467711533x453074785848415400, 1763509156539x144450665564595840, 1753465897836x101289632151690960, 1752687366861x422755081931784260, 1779223019066x495549806274790700, 1762271200864x775090106640580500, 1758120880051x675194275556497400, 1753985929691x853149258569598100, 1763569204895x378265538177280400, 1747184079669x994211808429350800, 1758147388607x898014240790697700, 1762889659042x996969350831174300, 1764711530894x480989914892320700, 1762364811793x796217509980630800, 1776210729408x448410210135887360, 1769635123521x385801932800474700",false,,,,,impression
2026-06-28 14:47:14.982000+00:00,ajs-next-1782658034982-77273234-5a80-4f71-9e49-41ad7c5c5edb,,e7ba100c-b5a7-405c-a39c-b67f8d32b0af,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_5_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/419.4.905781065 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,,,,,,,,,,,,1781830336957x808577548450478500,true,main_list,,,,impression
2026-06-28 15:44:31.860000+00:00,ajs-next-1782661471861-86287f45-23d2-4aed-a2e2-d08e4543b319,,d918f347-eb14-4eb2-a18e-6f5e1d834b86,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",/business_profile/mfm-electrical-services--1763148950401x545361905340972600,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/mfm-electrical-services--1763148950401x545361905340972600,,,profile,business_profile,/business_profile/mfm-electrical-services--1763148950401x545361905340972600,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/mfm-electrical-services--1763148950401x545361905340972600,profile,business_profile,1763148950401x545361905340972600,,,"[{'brand': 'Google Chrome', 'version': '149'}, {'brand': 'Chromium', 'version': '149'}, {'brand': 'Not)A;Brand', 'version': '24'}]",False,Windows,page
2026-06-29 20:59:56.666000+00:00,ajs-next-1782766796666-457a21e7-0c78-4ed5-bf4a-9d34500db04e,,7a21e70c-781e-453f-8a9d-34500db04e35,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",/business_profile/fidelis-catholic-credit-union-1753982403438x535213824960417500,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/fidelis-catholic-credit-union-1753982403438x535213824960417500,,,profile,business_profile,/business_profile/fidelis-catholic-credit-union-1753982403438x535213824960417500,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/fidelis-catholic-credit-union-1753982403438x535213824960417500,profile,business_profile,1753982403438x535213824960417500,,,"[{'brand': 'Chromium', 'version': '148'}, {'brand': 'HeadlessChrome', 'version': '148'}, {'brand': 'Not/A)Brand', 'version': '99'}]",False,Linux,page
2026-06-29 22:30:01.807000+00:00,ajs-next-1782772201807-c6f8e6a3-8707-44e4-816f-198e130eb5d2,,ac09b7e1-0d81-4ffb-9f8b-da22572b7a79,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",/search,,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,,,,,,,,,,,,"1750436264420x989591292213482400, 1763408145585x201322720695875870, 1747398900475x598159844147748100, 1744748222708x779656090283929300, 1763148950401x545361905340972600, 1747216018889x770977089491677400, 1751319669665x621437589169731200, 1755621956288x571897163769246900, 1776552489781x780158200693874000, 1744751205492x235134337285239230, 1777042863057x294476376362385400, 1744579851707x640487742075829500, 1775058462201x523059865418210800, 1759423986281x805514757919405700, 1749742920378x965836759111504900, 1750783674403x491887953737125700, 1744335958024x226211831616957250, 1755533063776x956164571796881400, 1746855895334x711816173120128000, 1768581853937x610498789092930300, 1759153763139x433792388290277000, 1754927931120x470668069008822300, 1759930025997x126109694575208930, 1744398484109x785674167096991400, 1754505203290x671062062407191900, 1763255155587x707008769292458900, 1753911193017x504194995643152640, 1747864432460x772931238395911000, 1770943484557x164806709481949200, 1745273541628x945470626229355500",false,,"[{'brand': 'Google Chrome', 'version': '149'}, {'brand': 'Chromium', 'version': '149'}, {'brand': 'Not)A;Brand', 'version': '24'}]",False,macOS,impression
2026-06-29 22:30:01.763000+00:00,ajs-next-1782772201763-6bb4c6f8-e6a3-4707-84e4-c16f198e130e,,ac09b7e1-0d81-4ffb-9f8b-da22572b7a79,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",/search,,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,,,,,,,,,,,,1750436264420x989591292213482400,true,main_list,"[{'brand': 'Google Chrome', 'version': '149'}, {'brand': 'Chromium', 'version': '149'}, {'brand': 'Not)A;Brand', 'version': '24'}]",False,macOS,impression
2026-06-29 22:29:57.666000+00:00,ajs-next-1782772197666-c8aad7d7-dec6-4035-a50e-71a637610706,,ac09b7e1-0d81-4ffb-9f8b-da22572b7a79,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",/search,,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,,,search,search,/search,,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,search,search,,,,"[{'brand': 'Google Chrome', 'version': '149'}, {'brand': 'Chromium', 'version': '149'}, {'brand': 'Not)A;Brand', 'version': '24'}]",False,macOS,page
2026-06-29 22:30:01.967000+00:00,ajs-next-1782772201967-e6a38707-84e4-416f-998e-130eb5d2da17,,ac09b7e1-0d81-4ffb-9f8b-da22572b7a79,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",/search,,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,,,,,,,,,,,,"1750436264420x989591292213482400, 1763408145585x201322720695875870, 1747398900475x598159844147748100, 1744748222708x779656090283929300, 1763148950401x545361905340972600, 1747216018889x770977089491677400, 1751319669665x621437589169731200, 1755621956288x571897163769246900, 1776552489781x780158200693874000, 1744751205492x235134337285239230, 1777042863057x294476376362385400, 1744579851707x640487742075829500, 1775058462201x523059865418210800, 1759423986281x805514757919405700, 1749742920378x965836759111504900, 1750783674403x491887953737125700, 1744335958024x226211831616957250, 1755533063776x956164571796881400, 1746855895334x711816173120128000, 1768581853937x610498789092930300, 1759153763139x433792388290277000, 1754927931120x470668069008822300, 1759930025997x126109694575208930, 1744398484109x785674167096991400, 1754505203290x671062062407191900, 1763255155587x707008769292458900, 1753911193017x504194995643152640, 1747864432460x772931238395911000, 1770943484557x164806709481949200, 1745273541628x945470626229355500",false,,"[{'brand': 'Google Chrome', 'version': '149'}, {'brand': 'Chromium', 'version': '149'}, {'brand': 'Not)A;Brand', 'version': '24'}]",False,macOS,impression
2026-06-29 22:29:58.324000+00:00,ajs-next-1782772198324-d7d7dec6-b035-450e-b1a6-376107066bb4,,ac09b7e1-0d81-4ffb-9f8b-da22572b7a79,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",/search,,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,,,,,,,,,,,,,true,sidebar,"[{'brand': 'Google Chrome', 'version': '149'}, {'brand': 'Chromium', 'version': '149'}, {'brand': 'Not)A;Brand', 'version': '24'}]",False,macOS,impression
2026-06-29 22:30:01.322000+00:00,ajs-next-1782772201322-37610706-6bb4-46f8-a6a3-870784e4c16f,,ac09b7e1-0d81-4ffb-9f8b-da22572b7a79,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",/search,,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,,,,,,,,,,,,1750436264420x989591292213482400,true,main_list,"[{'brand': 'Google Chrome', 'version': '149'}, {'brand': 'Chromium', 'version': '149'}, {'brand': 'Not)A;Brand', 'version': '24'}]",False,macOS,impression
2026-06-29 22:30:02.396000+00:00,ajs-next-1782772202396-84e4c16f-198e-430e-b5d2-da1762df1a66,,ac09b7e1-0d81-4ffb-9f8b-da22572b7a79,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",/search,,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,,,,,,,,,,,,"1750436264420x989591292213482400, 1763408145585x201322720695875870, 1747398900475x598159844147748100, 1744748222708x779656090283929300, 1763148950401x545361905340972600, 1747216018889x770977089491677400, 1751319669665x621437589169731200, 1755621956288x571897163769246900, 1776552489781x780158200693874000, 1744751205492x235134337285239230, 1777042863057x294476376362385400, 1744579851707x640487742075829500, 1775058462201x523059865418210800, 1759423986281x805514757919405700, 1749742920378x965836759111504900, 1750783674403x491887953737125700, 1744335958024x226211831616957250, 1755533063776x956164571796881400, 1746855895334x711816173120128000, 1768581853937x610498789092930300, 1759153763139x433792388290277000, 1754927931120x470668069008822300, 1759930025997x126109694575208930, 1744398484109x785674167096991400, 1754505203290x671062062407191900, 1763255155587x707008769292458900, 1753911193017x504194995643152640, 1747864432460x772931238395911000, 1770943484557x164806709481949200, 1745273541628x945470626229355500",false,,"[{'brand': 'Google Chrome', 'version': '149'}, {'brand': 'Chromium', 'version': '149'}, {'brand': 'Not)A;Brand', 'version': '24'}]",False,macOS,impression
2026-06-29 22:30:02.323000+00:00,ajs-next-1782772202323-870784e4-c16f-498e-930e-b5d2da1762df,,ac09b7e1-0d81-4ffb-9f8b-da22572b7a79,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",/search,,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,,,,,,,,,,,,"1750436264420x989591292213482400, 1763408145585x201322720695875870, 1747398900475x598159844147748100, 1744748222708x779656090283929300, 1763148950401x545361905340972600, 1747216018889x770977089491677400, 1751319669665x621437589169731200, 1755621956288x571897163769246900, 1776552489781x780158200693874000, 1744751205492x235134337285239230, 1777042863057x294476376362385400, 1744579851707x640487742075829500, 1775058462201x523059865418210800, 1759423986281x805514757919405700, 1749742920378x965836759111504900, 1750783674403x491887953737125700, 1744335958024x226211831616957250, 1755533063776x956164571796881400, 1746855895334x711816173120128000, 1768581853937x610498789092930300, 1759153763139x433792388290277000, 1754927931120x470668069008822300, 1759930025997x126109694575208930, 1744398484109x785674167096991400, 1754505203290x671062062407191900, 1763255155587x707008769292458900, 1753911193017x504194995643152640, 1747864432460x772931238395911000, 1770943484557x164806709481949200, 1745273541628x945470626229355500",false,,"[{'brand': 'Google Chrome', 'version': '149'}, {'brand': 'Chromium', 'version': '149'}, {'brand': 'Not)A;Brand', 'version': '24'}]",False,macOS,impression
2026-06-29 22:30:00.285000+00:00,ajs-next-1782772200285-a50e71a6-3761-4706-abb4-c6f8e6a38707,,ac09b7e1-0d81-4ffb-9f8b-da22572b7a79,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",/search,,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,,,,,,,,,,,,1750436264420x989591292213482400,true,main_list,"[{'brand': 'Google Chrome', 'version': '149'}, {'brand': 'Chromium', 'version': '149'}, {'brand': 'Not)A;Brand', 'version': '24'}]",False,macOS,impression
2026-06-29 22:29:59.325000+00:00,ajs-next-1782772199325-dec6b035-a50e-41a6-b761-07066bb4c6f8,,ac09b7e1-0d81-4ffb-9f8b-da22572b7a79,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",/search,,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,,,,,,,,,,,,1750436264420x989591292213482400,true,main_list,"[{'brand': 'Google Chrome', 'version': '149'}, {'brand': 'Chromium', 'version': '149'}, {'brand': 'Not)A;Brand', 'version': '24'}]",False,macOS,impression
