messageId,userId,originalTimestamp,anonymousId,userAgent,page.path,page.referrer,page.search,page.title,page.url,userAgentData.brands,userAgentData.mobile,userAgentData.platform,button_name,location,search_text,category,traits,name,path,referrer,search,title,url,business_id,category_properties,name_properties,sponsored_listing,email,address,other_category,city,description,display_email,business_name,main_category,parish,phone,sub_category,website,input_value,input_num,input_name,event_type
ajs-next-1762818986259-fced0733-bd08-441b-b3dc-49d2e80002cb,1758312173588x895819358343598700,2025-11-10 23:56:26.259000+00:00,0f1faa34-7684-4a53-8933-0a6fcb3e7a33,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=billing,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=billing,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Microsoft Edge', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,,,,dashboard,,dashboard,/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=billing,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=billing,1758312173588x895819358343598700,dashboard,dashboard,,,,,,,,,,,,,,,,,page
ajs-next-1762818978291-b76cba8d-8430-4ced-8733-bd08c41bb3dc,1758312173588x895819358343598700,2025-11-10 23:56:18.291000+00:00,0f1faa34-7684-4a53-8933-0a6fcb3e7a33,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Microsoft Edge', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,,,,dashboard,,dashboard,/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,1758312173588x895819358343598700,dashboard,dashboard,,,,,,,,,,,,,,,,,page
ajs-next-1762818999229-cd139846-7c26-4292-86d0-a228ae60d7ee,1758312173588x895819358343598700,2025-11-10 23:56:39.229000+00:00,0f1faa34-7684-4a53-8933-0a6fcb3e7a33,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=bankerslife&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=bankerslife&category=,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Microsoft Edge', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,,,,search,,search,/search,https://coloradocatholicbusinessdirectory.com/,?query=bankerslife&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=bankerslife&category=,,search,search,,,,,,,,,,,,,,,,,page
ajs-next-1762818964427-69faec61-ae04-4cc4-be82-b25cc024149a,1758312173588x895819358343598700,2025-11-10 23:56:04.427000+00:00,0f1faa34-7684-4a53-8933-0a6fcb3e7a33,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",/start,,?login=no,Login,https://coloradocatholicbusinessdirectory.com/start?login=no,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Microsoft Edge', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,,,,,"{'business_id': '1758312173588x895819358343598700', 'email': 'cecilia.jennings@bankerslife.com', 'is_logged_in': True}",,,,,,,,,,,,,,,,,,,,,,,,,,identify
ajs-next-1762818992894-b246ba91-62b3-4646-80c1-4e038962de59,1758312173588x895819358343598700,2025-11-10 23:56:32.894000+00:00,0f1faa34-7684-4a53-8933-0a6fcb3e7a33,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Microsoft Edge', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,,,,,,,,,,,,"1752717497153x537286585580736960, 1744335958024x226211831616957250, 1753374338412x209529915103450200, 1744579851707x640487742075829500, 1743547621069x279645472884266780, 1758312173588x895819358343598700, 1743549178851x847080663521240200, 1753982403438x535213824960417500, 1750436264420x989591292213482400",,,true,,,,,,,,,,,,,,,,impression
ajs-next-1762818999532-98467c26-8292-46d0-a228-ae60d7ee93a3,1758312173588x895819358343598700,2025-11-10 23:56:39.532000+00:00,0f1faa34-7684-4a53-8933-0a6fcb3e7a33,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=bankerslife&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=bankerslife&category=,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Microsoft Edge', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,,sidebar,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,impression
ajs-next-1762818959298-78a62765-69fa-4c61-ae04-3cc4be82b25c,1758312173588x895819358343598700,2025-11-10 23:55:59.298000+00:00,0f1faa34-7684-4a53-8933-0a6fcb3e7a33,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",/start,,?login=no,Login,https://coloradocatholicbusinessdirectory.com/start?login=no,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Microsoft Edge', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,already_have_acct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,button_click
ajs-next-1762818999226-dfdbcd13-9846-4c26-8292-86d0a228ae60,1758312173588x895819358343598700,2025-11-10 23:56:39.226000+00:00,0f1faa34-7684-4a53-8933-0a6fcb3e7a33,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=bankerslife&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=bankerslife&category=,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Microsoft Edge', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,,,,,"{'business_id': '1758312173588x895819358343598700', 'email': 'cecilia.jennings@bankerslife.com', 'is_logged_in': True}",,,,,,,,,,,,,,,,,,,,,,,,,,identify
ajs-next-1762818975127-ee4606e2-5e5e-424f-9a34-d41bd1975643,1758312173588x895819358343598700,2025-11-10 23:56:15.127000+00:00,0f1faa34-7684-4a53-8933-0a6fcb3e7a33,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",/start,https://coloradocatholicbusinessdirectory.com/,,Login,https://coloradocatholicbusinessdirectory.com/start,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Microsoft Edge', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,,,,,"{'business_id': '1758312173588x895819358343598700', 'email': 'cecilia.jennings@bankerslife.com', 'is_logged_in': True}",,,,,,,,,,,,,,,,,,,,,,,,,,identify
ajs-next-1762818992257-0dd5b246-ba91-42b3-9646-40c14e038962,1758312173588x895819358343598700,2025-11-10 23:56:32.257000+00:00,0f1faa34-7684-4a53-8933-0a6fcb3e7a33,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Microsoft Edge', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,,,,index,,index,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,index,index,,,,,,,,,,,,,,,,,page
ajs-next-1762823354953-ff483bea-53c3-4a04-abde-a7fb0db6f419,,2025-11-11 01:09:14.953000+00:00,9272f81a-5449-4953-97fd-0cb976aed1fc,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",/business_profile/garlos-mobile-detailing-1755621956288x571897163769246900,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/garlos-mobile-detailing-1755621956288x571897163769246900,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Microsoft Edge', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,,,,profile,,business_profile,/business_profile/garlos-mobile-detailing-1755621956288x571897163769246900,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/garlos-mobile-detailing-1755621956288x571897163769246900,1755621956288x571897163769246900,profile,business_profile,,,,,,,,,,,,,,,,,page
ajs-next-1762823333028-efd73804-92d7-42cb-aa01-781b03e23655,,2025-11-11 01:08:53.028000+00:00,9272f81a-5449-4953-97fd-0cb976aed1fc,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Microsoft Edge', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,,sidebar,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,impression
ajs-next-1762823320770-b2b6a75d-6da2-424d-98f7-332c427b2387,,2025-11-11 01:08:40.770000+00:00,9272f81a-5449-4953-97fd-0cb976aed1fc,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Microsoft Edge', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,,,,index,,index,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,index,index,,,,,,,,,,,,,,,,,page
ajs-next-1762823470453-41b4d051-3db6-448f-a9b4-fe6f5896edf8,,2025-11-11 01:11:10.453000+00:00,9272f81a-5449-4953-97fd-0cb976aed1fc,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Microsoft Edge', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,,sidebar,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,impression
ajs-next-1762823385704-9e0f2857-b109-4a0c-a813-5a4c0eccca71,,2025-11-11 01:09:45.704000+00:00,9272f81a-5449-4953-97fd-0cb976aed1fc,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Microsoft Edge', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,,,,search,,search,/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,,search,search,,,,,,,,,,,,,,,,,page
ajs-next-1762823333343-380492d7-c2cb-4a01-b81b-03e2365524b3,,2025-11-11 01:08:53.343000+00:00,9272f81a-5449-4953-97fd-0cb976aed1fc,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Microsoft Edge', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,,main_list,,,,,,,,,,1744579851707x640487742075829500,,,true,,,,,,,,,,,,,,,,impression
ajs-next-1762823470757-d0513db6-048f-49b4-be6f-5896edf87008,,2025-11-11 01:11:10.757000+00:00,9272f81a-5449-4953-97fd-0cb976aed1fc,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Microsoft Edge', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,,main_list,,,,,,,,,,1744579851707x640487742075829500,,,true,,,,,,,,,,,,,,,,impression
