messageId,originalTimestamp,name,category,userId,anonymousId,userAgent,page.path,page.referrer,page.search,page.title,page.url,path,referrer,search,title,url,category_properties,name_properties,business_id,sponsored_listing,userAgentData.brands,userAgentData.mobile,userAgentData.platform,location,search_text,button_name,traits,city,parish,email,event_type
ajs-next-1786634636201-865b358d-68ab-40ec-a029-92b6a5b750fa,2026-08-13 15:23:56.201000+00:00,search,search,,4d5ede67-15a5-4ef5-b2aa-22cda574ae3e,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Safari/605.1.15",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,search,search,,,,,,,,,,,,,page
ajs-next-1786635409104-0a986811-64b7-4651-b651-07aae3fcbcd2,2026-08-13 15:36:49.104000+00:00,,,,550ab7bf-df31-4052-a456-c93c9d5e79ad,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,,,,,,,,1771436045389x658317953644361100,true,"[{'brand': 'Not=A?Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '151'}, {'brand': 'Chromium', 'version': '151'}]",False,Windows,main_list,,,,,,,impression
ajs-next-1786635587652-86915e80-7cbc-433a-b55f-5e55729ee640,2026-08-13 15:39:47.652000+00:00,,,,550ab7bf-df31-4052-a456-c93c9d5e79ad,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,,,,,,,,"1754505203290x671062062407191900, 1747864432460x772931238395911000, 1763408145585x201322720695875870, 1754927931120x470668069008822300, 1763255155587x707008769292458900, 1744751205492x235134337285239230, 1777042863057x294476376362385400, 1751319669665x621437589169731200, 1746855895334x711816173120128000, 1749742920378x965836759111504900, 1750436264420x989591292213482400, 1785246262777x370343103907722500, 1744579851707x640487742075829500, 1745273541628x945470626229355500, 1747848709032x210920410073364830, 1768581853937x610498789092930300, 1753911193017x504194995643152640, 1744335958024x226211831616957250, 1759930025997x126109694575208930, 1759423986281x805514757919405700, 1747398900475x598159844147748100, 1750783674403x491887953737125700, 1747216018889x770977089491677400, 1770943484557x164806709481949200, 1744398484109x785674167096991400, 1755533063776x956164571796881400, 1744748222708x779656090283929300, 1776552489781x780158200693874000, 1763148950401x545361905340972600, 1775058462201x523059865418210800, 1759153763139x433792388290277000, 1755621956288x571897163769246900",false,"[{'brand': 'Not=A?Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '151'}, {'brand': 'Chromium', 'version': '151'}]",False,Windows,,,,,,,,impression
ajs-next-1786634955578-a99db442-8682-40ad-a845-b23fead1093e,2026-08-13 15:29:15.578000+00:00,search,search,,4d5ede67-15a5-4ef5-b2aa-22cda574ae3e,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Safari/605.1.15",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,search,search,,,,,,,,,,,,,page
ajs-next-1786635587341-ce1e8691-5e80-4cbc-b33a-f55f5e55729e,2026-08-13 15:39:47.341000+00:00,,,,550ab7bf-df31-4052-a456-c93c9d5e79ad,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,,,,,,,,1744579851707x640487742075829500,true,"[{'brand': 'Not=A?Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '151'}, {'brand': 'Chromium', 'version': '151'}]",False,Windows,main_list,,,,,,,impression
ajs-next-1786635609827-faa5cd66-6349-40ff-833d-5e12939a512f,2026-08-13 15:40:09.827000+00:00,search,search,,550ab7bf-df31-4052-a456-c93c9d5e79ad,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,search,search,,,"[{'brand': 'Not=A?Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '151'}, {'brand': 'Chromium', 'version': '151'}]",False,Windows,,,,,,,,page
ajs-next-1786635632221-5c5e1919-b0d4-4fcc-8d06-9434ffc3f721,2026-08-13 15:40:32.221000+00:00,,,,550ab7bf-df31-4052-a456-c93c9d5e79ad,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,,,,,,,,1770943484557x164806709481949200,true,"[{'brand': 'Not=A?Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '151'}, {'brand': 'Chromium', 'version': '151'}]",False,Windows,main_list,,,,,,,impression
ajs-next-1786635014864-2de5a490-0cf4-464a-8d16-5d96bc7dc2b4,2026-08-13 15:30:14.864000+00:00,,,,4d5ede67-15a5-4ef5-b2aa-22cda574ae3e,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Safari/605.1.15",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,,,,,,,,1754927931120x470668069008822300,false,,,,,,more_info_text,,,,,button_click
ajs-next-1786634953779-324477e1-dffc-44a0-a67a-55f4122f32df,2026-08-13 15:29:13.779000+00:00,,,,4d5ede67-15a5-4ef5-b2aa-22cda574ae3e,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Safari/605.1.15",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,,,,,,search,,,,,button_click
ajs-next-1786634955881-b4428682-f0ad-4845-b23f-ead1093e7896,2026-08-13 15:29:15.881000+00:00,,,,4d5ede67-15a5-4ef5-b2aa-22cda574ae3e,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Safari/605.1.15",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,,,,,,,,,true,,,,sidebar,,,,,,,impression
ajs-next-1786635621996-c33d5e12-939a-412f-a9e8-9e801152eb4c,2026-08-13 15:40:21.996000+00:00,,,,550ab7bf-df31-4052-a456-c93c9d5e79ad,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,,,,,,,,1750436264420x989591292213482400,false,"[{'brand': 'Not=A?Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '151'}, {'brand': 'Chromium', 'version': '151'}]",False,Windows,,,more_info_text,,,,,button_click
ajs-next-1786635663579-83b3b4ef-2f4d-4849-a1d1-a92ef50494d6,2026-08-13 15:41:03.579000+00:00,,,,550ab7bf-df31-4052-a456-c93c9d5e79ad,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,,,,,,,,"1763148950401x545361905340972600, 1744335958024x226211831616957250, 1744751205492x235134337285239230, 1746855895334x711816173120128000, 1744579851707x640487742075829500, 1759153763139x433792388290277000, 1763255155587x707008769292458900, 1747398900475x598159844147748100, 1785246262777x370343103907722500, 1747864432460x772931238395911000, 1775058462201x523059865418210800, 1754927931120x470668069008822300, 1763408145585x201322720695875870, 1768581853937x610498789092930300, 1750783674403x491887953737125700, 1759930025997x126109694575208930, 1754505203290x671062062407191900, 1750436264420x989591292213482400, 1777042863057x294476376362385400, 1755533063776x956164571796881400, 1759423986281x805514757919405700, 1770943484557x164806709481949200, 1755621956288x571897163769246900, 1747216018889x770977089491677400, 1747848709032x210920410073364830, 1749742920378x965836759111504900, 1744398484109x785674167096991400, 1751319669665x621437589169731200, 1745273541628x945470626229355500, 1776552489781x780158200693874000, 1753911193017x504194995643152640, 1744748222708x779656090283929300",false,"[{'brand': 'Not=A?Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '151'}, {'brand': 'Chromium', 'version': '151'}]",False,Windows,,,,,,,,impression
ajs-next-1786634710330-f7be41f1-2dc7-4cb8-8cf9-9eaf502c6af0,2026-08-13 15:25:10.330000+00:00,,,,4d5ede67-15a5-4ef5-b2aa-22cda574ae3e,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Safari/605.1.15",/business_profile/portam-interiors-1753911193017x504194995643152640,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/portam-interiors-1753911193017x504194995643152640,,,,,,,,1753911193017x504194995643152640,,,,,,,visit_website,,,,,button_click
ajs-next-1786635662662-ca28b192-c102-43b3-b4ef-2f4d5849e1d1,2026-08-13 15:41:02.662000+00:00,search,search,,550ab7bf-df31-4052-a456-c93c9d5e79ad,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,search,search,,,"[{'brand': 'Not=A?Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '151'}, {'brand': 'Chromium', 'version': '151'}]",False,Windows,,,,,,,,page
ajs-next-1786635005075-07a250f5-15dc-4de5-a490-0cf4f64acd16,2026-08-13 15:30:05.075000+00:00,,,,4d5ede67-15a5-4ef5-b2aa-22cda574ae3e,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Safari/605.1.15",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,,,,,,,,,true,,,,sidebar,,,,,,,impression
ajs-next-1786635024295-108d245c-e469-4265-9bf2-df0e1db79c8b,2026-08-13 15:30:24.295000+00:00,,,,4d5ede67-15a5-4ef5-b2aa-22cda574ae3e,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Safari/605.1.15",/business_profile/tony-capra-plumbing-and-heating-1754927931120x470668069008822300,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/tony-capra-plumbing-and-heating-1754927931120x470668069008822300,,,,,,,,1754927931120x470668069008822300,,,,,,,visit_website,,,,,button_click
ajs-next-1786635489250-ddced0ed-2349-4cc4-bf77-a1e3f91f6b80,2026-08-13 15:38:09.250000+00:00,business_profile,profile,,550ab7bf-df31-4052-a456-c93c9d5e79ad,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",/business_profile/grace-galligan-llc-1757355028996x505189727810192200,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/grace-galligan-llc-1757355028996x505189727810192200,/business_profile/grace-galligan-llc-1757355028996x505189727810192200,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/grace-galligan-llc-1757355028996x505189727810192200,profile,business_profile,1757355028996x505189727810192200,,"[{'brand': 'Not=A?Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '151'}, {'brand': 'Chromium', 'version': '151'}]",False,Windows,,,,,,,,page
ajs-next-1786635610130-cd666349-b0ff-433d-9e12-939a512f29e8,2026-08-13 15:40:10.130000+00:00,,,,550ab7bf-df31-4052-a456-c93c9d5e79ad,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,,,,,,,,,true,"[{'brand': 'Not=A?Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '151'}, {'brand': 'Chromium', 'version': '151'}]",False,Windows,sidebar,,,,,,,impression
ajs-next-1786635005379-50f515dc-2de5-4490-8cf4-f64acd165d96,2026-08-13 15:30:05.379000+00:00,,,,4d5ede67-15a5-4ef5-b2aa-22cda574ae3e,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Safari/605.1.15",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,,,,,,,,1770943484557x164806709481949200,true,,,,main_list,,,,,,,impression
ajs-next-1786635706148-e7b67eb4-943f-4499-bf7c-5dd3f5300b17,2026-08-13 15:41:46.147000+00:00,index,index,,b67eb494-3f34-497f-bc5d-d3f5300b179b,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,,"[{'brand': 'Chromium', 'version': '147'}, {'brand': 'Not:A-Brand', 'version': '8'}, {'brand': 'Google Chrome', 'version': '147'}]",False,Windows,,,,,,,,page
ajs-next-1786635714348-3721130e-b22b-4e54-a753-886d707fb228,2026-08-13 15:41:54.348000+00:00,search,search,,b67eb494-3f34-497f-bc5d-d3f5300b179b,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,search,search,,,"[{'brand': 'Chromium', 'version': '147'}, {'brand': 'Not:A-Brand', 'version': '8'}, {'brand': 'Google Chrome', 'version': '147'}]",False,Windows,,,,,,,,page
ajs-next-1786635015730-086f108d-245c-4469-9265-dbf2df0e1db7,2026-08-13 15:30:15.730000+00:00,business_profile,profile,,4d5ede67-15a5-4ef5-b2aa-22cda574ae3e,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Safari/605.1.15",/business_profile/tony-capra-plumbing-and-heating-1754927931120x470668069008822300,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/tony-capra-plumbing-and-heating-1754927931120x470668069008822300,/business_profile/tony-capra-plumbing-and-heating-1754927931120x470668069008822300,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/tony-capra-plumbing-and-heating-1754927931120x470668069008822300,profile,business_profile,1754927931120x470668069008822300,,,,,,,,,,,,page
ajs-next-1786634956184-8682f0ad-6845-423f-aad1-093e7896f17f,2026-08-13 15:29:16.184000+00:00,,,,4d5ede67-15a5-4ef5-b2aa-22cda574ae3e,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Safari/605.1.15",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,,,,,,,,1770943484557x164806709481949200,true,,,,main_list,,,,,,,impression
ajs-next-1786635711842-7c5dd3f5-300b-479b-9e9e-9bacf778a5fa,2026-08-13 15:41:51.842000+00:00,,,,b67eb494-3f34-497f-bc5d-d3f5300b179b,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,"[{'brand': 'Chromium', 'version': '147'}, {'brand': 'Not:A-Brand', 'version': '8'}, {'brand': 'Google Chrome', 'version': '147'}]",False,Windows,,,,,,,,search
ajs-next-1786635716805-529ed497-31cf-43bb-b2ef-355730562b24,2026-08-13 15:41:56.805000+00:00,,,1753465897836x101289632151690960,7b9535e4-b21c-4468-82ab-849663419864,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",/,https://coloradocatholicbusinessdirectory.com/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,"[{'brand': 'Not=A?Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '151'}, {'brand': 'Chromium', 'version': '151'}]",False,Windows,,,search,,,,,button_click
ajs-next-1786635719562-b4bbb04f-e33a-49e0-af76-75d985d836d1,2026-08-13 15:41:59.562000+00:00,,,1753465897836x101289632151690960,7b9535e4-b21c-4468-82ab-849663419864,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=althaus%20law&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=althaus%20law&category=,,,,,,,,1753465897836x101289632151690960,false,"[{'brand': 'Not=A?Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '151'}, {'brand': 'Chromium', 'version': '151'}]",False,Windows,,,,,,,,impression
ajs-next-1786636177924-63c87811-6674-4d92-8831-72077d9e7e0a,2026-08-13 15:49:37.924000+00:00,index,index,,c8781166-74ad-42c8-b172-077d9e7e0a71,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,,"[{'brand': 'Not=A?Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '151'}, {'brand': 'Chromium', 'version': '151'}]",False,Windows,,,,,,,,page
ajs-next-1786635005687-15dc2de5-a490-4cf4-b64a-cd165d96bc7d,2026-08-13 15:30:05.687000+00:00,,,,4d5ede67-15a5-4ef5-b2aa-22cda574ae3e,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Safari/605.1.15",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,,,,,,,,"1785246262777x370343103907722500, 1763408145585x201322720695875870, 1744748222708x779656090283929300, 1746855895334x711816173120128000, 1744335958024x226211831616957250, 1754505203290x671062062407191900, 1754927931120x470668069008822300, 1759423986281x805514757919405700, 1755621956288x571897163769246900, 1759930025997x126109694575208930, 1747864432460x772931238395911000, 1750436264420x989591292213482400, 1768581853937x610498789092930300, 1750783674403x491887953737125700, 1745273541628x945470626229355500, 1747398900475x598159844147748100, 1763255155587x707008769292458900, 1776552489781x780158200693874000, 1749742920378x965836759111504900, 1777042863057x294476376362385400, 1747216018889x770977089491677400, 1744398484109x785674167096991400, 1744751205492x235134337285239230, 1770943484557x164806709481949200, 1759153763139x433792388290277000, 1747848709032x210920410073364830, 1751319669665x621437589169731200, 1753911193017x504194995643152640, 1744579851707x640487742075829500, 1775058462201x523059865418210800, 1755533063776x956164571796881400, 1763148950401x545361905340972600",false,,,,,,,,,,,impression
ajs-next-1786635597848-16dc5980-3c69-458e-a249-90375e55974a,2026-08-13 15:39:57.848000+00:00,business_profile,profile,,550ab7bf-df31-4052-a456-c93c9d5e79ad,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",/business_profile/treeline-roofing--construction-1763408145585x201322720695875870,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/treeline-roofing--construction-1763408145585x201322720695875870,/business_profile/treeline-roofing--construction-1763408145585x201322720695875870,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/treeline-roofing--construction-1763408145585x201322720695875870,profile,business_profile,1763408145585x201322720695875870,,"[{'brand': 'Not=A?Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '151'}, {'brand': 'Chromium', 'version': '151'}]",False,Windows,,,,,,,,page
ajs-next-1786634943447-4ae13244-77e1-4ffc-a4a0-a67a55f4122f,2026-08-13 15:29:03.447000+00:00,,,,4d5ede67-15a5-4ef5-b2aa-22cda574ae3e,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Safari/605.1.15",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,"1771436045389x658317953644361100, 1781830336957x808577548450478500, 1752717497153x537286585580736960, 1770943484557x164806709481949200, 1744579851707x640487742075829500, 1744643921578x315333816253624100",true,,,,,,,,,,,impression
ajs-next-1786635586092-fe1b5255-2250-49a8-8e1e-86915e807cbc,2026-08-13 15:39:46.092000+00:00,,,,550ab7bf-df31-4052-a456-c93c9d5e79ad,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=fence&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=fence&category=Home%20Services,,,,,,,,,,"[{'brand': 'Not=A?Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '151'}, {'brand': 'Chromium', 'version': '151'}]",False,Windows,,,search,,,,,button_click
ajs-next-1786635654899-5950ba1c-bf73-4d27-bb97-a2c2aaa32eb9,2026-08-13 15:40:54.899000+00:00,business_profile,profile,,550ab7bf-df31-4052-a456-c93c9d5e79ad,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",/business_profile/grants-handy-work-1747398900475x598159844147748100,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/grants-handy-work-1747398900475x598159844147748100,/business_profile/grants-handy-work-1747398900475x598159844147748100,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/grants-handy-work-1747398900475x598159844147748100,profile,business_profile,1747398900475x598159844147748100,,"[{'brand': 'Not=A?Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '151'}, {'brand': 'Chromium', 'version': '151'}]",False,Windows,,,,,,,,page
ajs-next-1786635706644-3f34997f-7c5d-43f5-b00b-179b1e9e9bac,2026-08-13 15:41:46.644000+00:00,,,,b67eb494-3f34-497f-bc5d-d3f5300b179b,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,"1781830336957x808577548450478500, 1744643921578x315333816253624100, 1744579851707x640487742075829500, 1771436045389x658317953644361100, 1752717497153x537286585580736960, 1770943484557x164806709481949200",true,"[{'brand': 'Chromium', 'version': '147'}, {'brand': 'Not:A-Brand', 'version': '8'}, {'brand': 'Google Chrome', 'version': '147'}]",False,Windows,,,,,,,,impression
ajs-next-1786635706155-b4943f34-997f-4c5d-93f5-300b179b1e9e,2026-08-13 15:41:46.155000+00:00,,,,b67eb494-3f34-497f-bc5d-d3f5300b179b,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,"1781830336957x808577548450478500, 1744643921578x315333816253624100, 1744579851707x640487742075829500, 1771436045389x658317953644361100, 1752717497153x537286585580736960, 1770943484557x164806709481949200",true,"[{'brand': 'Chromium', 'version': '147'}, {'brand': 'Not:A-Brand', 'version': '8'}, {'brand': 'Google Chrome', 'version': '147'}]",False,Windows,,,,,,,,impression
