name,originalTimestamp,userId,messageId,anonymousId,category,userAgent,page.path,page.referrer,page.search,page.title,page.url,path,referrer,search,title,url,business_id,category_properties,name_properties,button_name,userAgentData.brands,userAgentData.mobile,userAgentData.platform,location,sponsored_listing,search_text,city,parish,email,properties,traits,input_num,input_name,address,other_category,description,display_email,business_name,main_category,phone,sub_category,website,event_type
about_us,2026-01-30 01:38:19.318000+00:00,,ajs-next-1769737099318-6e953c2e-245a-486f-b667-886a8d483840,953c2e24-5a98-4fb6-a788-6a8d48384052,about_us,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/about_us/1769439107870x399863117393345600,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1769439107870x399863117393345600,/about_us/1769439107870x399863117393345600,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1769439107870x399863117393345600,,about_us,about_us,,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'HeadlessChrome', 'version': '144'}]",False,Windows,,,,,,,,,,,,,,,,,,,,page
about_us,2026-01-30 02:00:42.759000+00:00,,ajs-next-1769738442759-4c3ac0b0-8e3b-4236-a351-771391f628aa,3ac0b08e-3b52-46a3-9177-1391f628aa8c,about_us,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/about_us/1769438842189x525499798299140900,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1769438842189x525499798299140900,/about_us/1769438842189x525499798299140900,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1769438842189x525499798299140900,,about_us,about_us,,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'HeadlessChrome', 'version': '144'}]",False,Windows,,,,,,,,,,,,,,,,,,,,page
index,2026-01-30 02:41:51.549000+00:00,,ajs-next-1769740911549-db235b33-b1dc-4cfb-9f1a-1f60a8ac3a01,235b33b1-dc2c-4bdf-9a1f-60a8ac3a01f3,index,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_2_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/405.0.859829126 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,index,index,,,,,,,,,,,,,,,,,,,,,,,,page
,2026-01-30 02:42:27.852000+00:00,,ajs-next-1769740947852-323e3a05-5625-4ae9-a11c-7c1597939d5b,235b33b1-dc2c-4bdf-9a1f-60a8ac3a01f3,,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_2_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/405.0.859829126 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=Blanchard%20Financial%20Services%20&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Blanchard%20Financial%20Services%20&category=,,,,,,1753374338412x209529915103450200,,,,,,,main_list,true,,,,,,,,,,,,,,,,,,impression
business_profile,2026-01-30 02:42:50.074000+00:00,,ajs-next-1769740970074-cacbc02e-f777-41d8-97fb-b484e39a0a67,235b33b1-dc2c-4bdf-9a1f-60a8ac3a01f3,profile,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_2_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/405.0.859829126 Mobile/15E148 Safari/604.1",/business_profile/blanchard-financial-services-new-york-life-1768584016102x834619843946063900,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/blanchard-financial-services-new-york-life-1768584016102x834619843946063900,/business_profile/blanchard-financial-services-new-york-life-1768584016102x834619843946063900,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/blanchard-financial-services-new-york-life-1768584016102x834619843946063900,1768584016102x834619843946063900,profile,business_profile,,,,,,,,,,,,,,,,,,,,,,,,page
search,2026-01-30 02:45:14.470000+00:00,,ajs-next-1769741114470-da82e2d0-c1a7-470e-bcff-714e38cff33b,235b33b1-dc2c-4bdf-9a1f-60a8ac3a01f3,search,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_2_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/405.0.859829126 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Finance,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Finance,/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Finance,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Finance,,search,search,,,,,,,,,,,,,,,,,,,,,,,,page
,2026-01-30 02:42:49.186000+00:00,,ajs-next-1769740969186-97939d5b-9f37-489e-bed9-69d2359b0e41,235b33b1-dc2c-4bdf-9a1f-60a8ac3a01f3,,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_2_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/405.0.859829126 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=Blanchard%20Financial%20Services%20&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Blanchard%20Financial%20Services%20&category=,,,,,,1768584016102x834619843946063900,,,more_info_text,,,,,false,,,,,,,,,,,,,,,,,,button_click
search,2026-01-30 02:42:27.243000+00:00,,ajs-next-1769740947243-148d235d-323e-4a05-9625-dae9a11c7c15,235b33b1-dc2c-4bdf-9a1f-60a8ac3a01f3,search,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_2_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/405.0.859829126 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=Blanchard%20Financial%20Services%20&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Blanchard%20Financial%20Services%20&category=,/search,https://coloradocatholicbusinessdirectory.com/,?query=Blanchard%20Financial%20Services%20&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Blanchard%20Financial%20Services%20&category=,,search,search,,,,,,,,,,,,,,,,,,,,,,,,page
,2026-01-30 02:42:25.644000+00:00,,ajs-next-1769740945644-1a1f60a8-ac3a-41f3-ac98-31bef4a315d3,235b33b1-dc2c-4bdf-9a1f-60a8ac3a01f3,,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_2_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/405.0.859829126 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,,,,,,Blanchard Financial Services ,,,,,,,,,,,,,,,,,search
,2026-01-30 02:45:15.078000+00:00,,ajs-next-1769741115078-c1a7d70e-3cff-414e-b8cf-f33ba9dc626b,235b33b1-dc2c-4bdf-9a1f-60a8ac3a01f3,,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_2_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/405.0.859829126 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Finance,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Finance,,,,,,1753982403438x535213824960417500,,,,,,,main_list,true,,,,,,,,,,,,,,,,,,impression
,2026-01-30 02:48:30.049000+00:00,,ajs-next-1769741310049-f07397af-3c70-445f-ad26-32730c934456,235b33b1-dc2c-4bdf-9a1f-60a8ac3a01f3,,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_2_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/405.0.859829126 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,,,,,,Accounting ,,,,,,,,,,,,,,,,,search
,2026-01-30 02:42:36.410000+00:00,,ajs-next-1769740956410-dae9a11c-7c15-4793-9d5b-9f37989ebed9,235b33b1-dc2c-4bdf-9a1f-60a8ac3a01f3,,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_2_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/405.0.859829126 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=Blanchard%20Financial%20Services%20&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Blanchard%20Financial%20Services%20&category=,,,,,,,,,,,,,main_search,,Blanchard Financial Services ,,,,,,,,,,,,,,,,,search
,2026-01-30 02:44:01.234000+00:00,,ajs-next-1769741041234-378a0f3b-0b14-43ba-9854-1415126f5127,235b33b1-dc2c-4bdf-9a1f-60a8ac3a01f3,,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_2_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/405.0.859829126 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,,,,,,"1755533063776x956164571796881400, 1744907031541x119079844893356540, 1753982403438x535213824960417500, 1744643921578x315333816253624100, 1747221865162x703532834449508000, 1747183179554x540122160625888100, 1746635677548x343522492232585660, 1747163465846x476237095610093000, 1754624056001x759184470890143000, 1768238584049x399775147114029200, 1744737250347x219277345743008400, 1746843461447x686795565273950000, 1752717497153x537286585580736960, 1746548006831x128230088489826860, 1746765568691x979794717919274100, 1754084205128x675147807630683600, 1754505203290x671062062407191900, 1743549178851x847080663521240200, 1758120880051x675194275556497400, 1747184079669x994211808429350800, 1751402056748x637551618886434600, 1745273541628x945470626229355500, 1753465897836x101289632151690960, 1761762460002x434978052003146300, 1749742920378x965836759111504900, 1753911193017x504194995643152640, 1751425811600x127124815802215140, 1754927931120x470668069008822300, 1764963280733x431041418968701760, 1751224250248x539537516841198200, 1763672237927x725969385673238800, 1760118921086x941497076227920600, 1751744301621x758526182685981300, 1761762406893x958878656538368500, 1747216018889x770977089491677400, 1750784475796x702583457937545900, 1757355028996x505189727810192200, 1769719058268x843927058977011000, 1754081360962x724252535884739300, 1744743906400x631087870982087000, 1765001972595x338020444395840100, 1765399408996x262641226191956400, 1763408145585x201322720695875870, 1763148950401x545361905340972600, 1751749348389x952656707958261400, 1761930377989x951815782791809400, 1758312173588x895819358343598700, 1757369121056x350487849823425600, 1749173974503x736079030141835600, 1747415704843x665338483592092500, 1762271200864x775090106640580500, 1762957766158x632118084948257900, 1759423986281x805514757919405700, 1751319669665x621437589169731200, 1744736810207x919925185055488400, 1762364811793x796217509980630800, 1766070455303x639821695383855700, 1763509156539x144450665564595840, 1744175271939x575064790204550460, 1768844277981x664142917381285000, 1748581534531x956271769254002200, 1765991015203x350068785849064760, 1768584016102x834619843946063900, 1764342295066x618134664283571500, 1750785338983x949958887494882000, 1749068120323x412920063824988600, 1744398484109x785674167096991400, 1758568877707x715638242996164100, 1763305551668x997299018011994600, 1764711530894x480989914892320700, 1744579851707x640487742075829500, 1744335958024x226211831616957250, 1755621956288x571897163769246900, 1744751205492x235134337285239230, 1747827548541x313848517899538500, 1753374338412x209529915103450200, 1752182630575x854371423894944000, 1759930025997x126109694575208930, 1764781838221x716772635359430500, 1753909381745x872991521395046100, 1744760380914x558772773612561600, 1761919898226x928695665795906700, 1763255155587x707008769292458900, 1762889659042x996969350831174300, 1753985929691x853149258569598100, 1744740154739x566945822952470660, 1757437593796x460281345015416640, 1744391553368x301043576290850300, 1746938798847x931997689495082400, 1758147388607x898014240790697700, 1744282156200x727555159743162000, 1747398900475x598159844147748100, 1746631267951x741803061642879500, 1748365021326x105262688542451250, 1754949567759x639105313824555300, 1745597587022x519433479989605000, 1747185390251x665604546429507900, 1757438153395x416809556103947500, 1749057953945x756346430245684600, 1752687366861x422755081931784260, 1753135741395x558904608479141570, 1747864432460x772931238395911000, 1750436264420x989591292213482400, 1746467711533x453074785848415400, 1747165674437x491901038958021200, 1755271286521x378031808974615550, 1760458225389x690604949380638100, 1747420152884x437771544876149700, 1750783674403x491887953737125700, 1759153763139x433792388290277000, 1746855895334x711816173120128000, 1746827109704x963221719337950200, 1744157592334x292550965261606100, 1750423781412x480534435350699700, 1768581853937x610498789092930300, 1768427614253x929508274229176300, 1749580724532x760028975589297300, 1761044854709x307607562836745150, 1750783679107x801419812763124500, 1748389292320x918627677903932400, 1743547621069x279645472884266780, 1768426055630x579798080961828200, 1764893879099x465248075524681500, 1744260813114x505427712482621440, 1744748222708x779656090283929300, 1769635123521x385801932800474700, 1744319857648x144922844539837200, 1745533127765x291393362647413700, 1766011883106x917993758751800300, 1757720364741x595714121363069200, 1754941249648x796792188496967000, 1745528732739x896561533370513300, 1750784029587x963255839088365200, 1747594874125x270237571814453630, 1744134674881x127285411168640110, 1747848709032x210920410073364830, 1747170561218x640297169073643000, 1744397288473x909294892772270800, 1763569204895x378265538177280400",,,,,,,,false,,,,,,,,,,,,,,,,,,impression
search,2026-01-30 02:45:32.089000+00:00,,ajs-next-1769741132089-38cff33b-a9dc-426b-9704-0c80b77cb074,235b33b1-dc2c-4bdf-9a1f-60a8ac3a01f3,search,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_2_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/405.0.859829126 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,,search,search,,,,,,,,,,,,,,,,,,,,,,,,page
,2026-01-30 02:42:37.968000+00:00,,ajs-next-1769740957968-a11c7c15-9793-4d5b-9f37-989ebed969d2,235b33b1-dc2c-4bdf-9a1f-60a8ac3a01f3,,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_2_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/405.0.859829126 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=Blanchard%20Financial%20Services%20&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Blanchard%20Financial%20Services%20&category=,,,,,,,,,search,,,,,,,,,,,,,,,,,,,,,,,button_click
search,2026-01-30 02:44:13.408000+00:00,,ajs-next-1769741053408-33ba5854-1415-426f-9127-224fce627d93,235b33b1-dc2c-4bdf-9a1f-60a8ac3a01f3,search,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_2_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/405.0.859829126 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Finance,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Finance,/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Finance,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Finance,,search,search,,,,,,,,,,,,,,,,,,,,,,,,page
,2026-01-30 02:49:10.699000+00:00,,ajs-next-1769741350699-23dc039d-2a62-4fa9-b4b9-d68197098ba3,235b33b1-dc2c-4bdf-9a1f-60a8ac3a01f3,,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_2_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/405.0.859829126 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=Accounting%20&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Accounting%20&category=,,,,,,,,,,,,,sidebar,true,,,,,,,,,,,,,,,,,,impression
,2026-01-30 02:41:51.941000+00:00,,ajs-next-1769740911941-33b1dc2c-fbdf-4a1f-a0a8-ac3a01f36c98,235b33b1-dc2c-4bdf-9a1f-60a8ac3a01f3,,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_2_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/405.0.859829126 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,"1743549178851x847080663521240200, 1750436264420x989591292213482400, 1743547621069x279645472884266780, 1752717497153x537286585580736960, 1744335958024x226211831616957250, 1744579851707x640487742075829500, 1753374338412x209529915103450200, 1753982403438x535213824960417500",,,,,,,,true,,,,,,,,,,,,,,,,,,impression
,2026-01-30 02:42:38.273000+00:00,,ajs-next-1769740958273-7c159793-9d5b-4f37-989e-bed969d2359b,235b33b1-dc2c-4bdf-9a1f-60a8ac3a01f3,,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_2_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/405.0.859829126 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=Blanchard%20Financial%20Services%20&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Blanchard%20Financial%20Services%20&category=,,,,,,,,,,,,,main_search,,Blanchard Financial Services ,,,,,,,,,,,,,,,,,search
,2026-01-30 02:48:31.994000+00:00,,ajs-next-1769741311994-80639130-95ea-4d79-bddc-b6644b49f260,235b33b1-dc2c-4bdf-9a1f-60a8ac3a01f3,,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_2_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/405.0.859829126 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=Accounting%20&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Accounting%20&category=,,,,,,1753982403438x535213824960417500,,,,,,,main_list,true,,,,,,,,,,,,,,,,,,impression
,2026-01-30 02:44:12.791000+00:00,,ajs-next-1769741052791-0f3b0b14-33ba-4854-9415-126f5127224f,235b33b1-dc2c-4bdf-9a1f-60a8ac3a01f3,,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_2_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/405.0.859829126 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,,,,,,,,,search,,,,,,,,,,,,,,,,,,,,,,,button_click
